eprew_recent,epcount,n_updates,recent_best_eplen,recent_worst_eplen,tcount,best_ext_ret,rew_mean,eplen_std,best_eplen,recent_best_ext_ret,eprew,eprew_std,total_secs,eplen
11.413992745535714,896.0,31,70,70,1982720.0,17.5625,0.1927941,0.0,70,17.5625,11.028125,1.7382951193266925,352.84095191955566,70.0
11.68157327586207,1824.0,32,70,70,2047680.0,17.5625,0.20554167,0.0,70,17.5625,11.65625,1.8192224472284855,701.3528928756714,70.0
11.625697544642858,2720.0,33,70,70,2110400.0,17.5625,0.21419635,0.0,70,17.25,11.225,1.5271501235962364,1050.3837072849274,70.0
11.974878771551724,3648.0,34,70,70,2175360.0,17.5625,0.21847577,0.0,70,17.25,11.784375,1.7992484325059173,1398.070600271225,70.0
12.044573102678571,4544.0,35,70,70,2238080.0,17.5625,0.2223102,0.0,70,17.5625,12.36875,1.6109852381384506,1746.8013215065002,70.0
11.992389547413794,5472.0,36,70,70,2303040.0,17.5625,0.22378722,0.0,70,16.9375,11.840625,1.8559948267371327,2094.549551963806,70.0
12.485421316964286,6368.0,37,70,70,2365760.0,18.5,0.23342963,0.0,70,18.5,12.834375,2.1040581139490895,2445.7829263210297,70.0
12.665207435344827,7296.0,38,70,70,2430720.0,18.5,0.23236676,0.0,70,18.5,12.24375,1.7483139198953945,2789.9094252586365,70.0
12.56182650862069,8224.0,39,70,70,2495680.0,18.5,0.23121932,0.0,70,18.5,13.06875,1.5723315688810677,3137.960114479065,70.0
12.76025390625,9120.0,40,70,70,2558400.0,18.5,0.23611988,0.0,70,18.5,12.246875,1.4839604684340486,3486.9242346286774,70.0
12.259765625,10048.0,41,70,70,2623360.0,18.5,0.22816814,0.0,70,17.25,11.91875,1.7715305000196864,3836.3765790462494,70.0
12.858607700892858,10944.0,42,70,70,2686080.0,18.5,0.23559515,0.0,70,17.875,12.540625,1.9265086417857042,4185.181041240692,70.0
12.54296875,11872.0,43,70,70,2751040.0,18.8125,0.23299564,0.0,70,18.8125,13.35625,1.5388332633849582,4533.415415287018,70.0
12.941266741071429,12768.0,44,70,70,2813760.0,18.8125,0.24120177,0.0,70,18.5,13.04375,1.9667251492010773,4884.473082304001,70.0
12.962890625,13696.0,45,70,70,2878720.0,18.8125,0.23709221,0.0,70,18.1875,13.415625,1.7521499070784439,5229.783981084824,70.0
12.95514547413793,14624.0,46,70,70,2943680.0,18.8125,0.2350321,0.0,70,18.1875,13.646875,1.6384390198829497,5577.505606174469,70.0
12.830705915178571,15520.0,47,70,70,3006400.0,18.8125,0.23515075,0.0,70,18.1875,13.1875,1.539201294503094,5923.9379625320435,70.0
12.833243534482758,16448.0,48,70,70,3071360.0,18.8125,0.231121,0.0,70,17.875,12.184375,1.7893429092476936,6269.769514322281,70.0
13.146693638392858,17344.0,49,70,70,3134080.0,19.75,0.2345905,0.0,70,19.75,13.553125,1.3214390534091993,6617.234623193741,70.0
12.917429956896552,18272.0,50,70,70,3199040.0,19.75,0.22999974,0.0,70,17.875,12.296875,1.4485816069089792,6962.794393539429,70.0
13.148088727678571,19168.0,51,70,70,3261760.0,19.75,0.23713215,0.0,70,18.5,12.809375,1.651996306556101,7310.833087205887,70.0
13.030239762931034,20096.0,52,70,70,3326720.0,19.75,0.23212506,0.0,70,17.875,12.903125,1.6483271586293178,7658.370299816132,70.0
13.015422952586206,21024.0,53,70,70,3391680.0,19.75,0.23152918,0.0,70,18.5,13.4625,1.4233543128820736,8006.226002693176,70.0
13.294224330357142,21920.0,54,70,70,3454400.0,19.75,0.23896918,0.0,70,18.8125,13.5,1.5213326805797607,8348.864676713943,70.0
13.258553340517242,22848.0,55,70,70,3519360.0,19.75,0.23391886,0.0,70,17.5625,13.246875,1.4814576594945266,8694.012809515,70.0
13.363630022321429,23744.0,56,70,70,3582080.0,19.75,0.23507035,0.0,70,19.125,13.121875,1.6269789632552103,9042.250025987625,70.0
13.24542025862069,24672.0,57,70,70,3647040.0,19.75,0.23456502,0.0,70,17.5625,13.821875,1.5216247227470379,9389.652562618256,70.0
13.279227120535714,25568.0,58,70,70,3709760.0,19.75,0.2370104,0.0,70,18.8125,13.765625,1.5234975949685645,9740.119578361511,70.0
13.58587015086207,26496.0,59,70,70,3774720.0,19.75,0.23646814,0.0,70,18.1875,14.025,1.775968045883709,10087.816163778305,70.0
13.359240301724139,27424.0,60,70,70,3839680.0,19.75,0.23345111,0.0,70,18.5,12.88125,1.9182409748256342,10435.979446172714,70.0
13.576729910714286,28320.0,61,70,70,3902400.0,19.75,0.23781738,0.0,70,17.875,13.471875,1.6429863958277318,10781.67186164856,70.0
13.39459859913793,29248.0,62,70,70,3967360.0,19.75,0.23289582,0.0,70,18.1875,13.38125,1.8832008157655413,11129.427809476852,70.0
13.323869977678571,30144.0,63,70,70,4030080.0,19.75,0.23020665,0.0,70,18.1875,13.465625,1.9649740575577586,11475.372445106506,70.0
13.691945043103448,31072.0,64,70,70,4095040.0,19.75,0.23428264,0.0,70,18.8125,13.621875,1.4556563972569214,11819.25701880455,70.0
13.470703125,31968.0,65,70,70,4157760.0,19.75,0.23293497,0.0,70,18.1875,13.265625,1.4526208802970582,12169.478822231293,70.0
13.58587015086207,32896.0,66,70,70,4222720.0,19.75,0.23166212,0.0,70,19.125,13.25,1.8786422956486422,12513.446406364441,70.0
13.627963362068966,33824.0,67,70,70,4287680.0,19.75,0.23151702,0.0,70,18.5,13.340625,1.4357972251940734,12861.669306516647,70.0
13.583356584821429,34720.0,68,70,70,4350400.0,19.75,0.23338442,0.0,70,18.8125,13.171875,1.4599971907079137,13209.284217834473,70.0
13.313442887931034,35648.0,69,70,70,4415360.0,19.75,0.22650804,0.0,70,18.5,13.38125,1.6326622239459085,13559.29905128479,70.0
13.562779017857142,36544.0,70,70,70,4478080.0,19.75,0.22891746,0.0,70,18.1875,13.534375,1.5340503729913824,13906.866395950317,70.0
13.635708512931034,37472.0,71,70,70,4543040.0,19.75,0.23021126,0.0,70,19.125,14.096875,1.5367217288354453,14251.208893537521,70.0
13.687639508928571,38368.0,72,70,70,4605760.0,19.75,0.2334895,0.0,70,18.1875,13.803125,1.7718805114552734,14599.896129131317,70.0
13.542093211206897,39296.0,73,70,70,4670720.0,19.75,0.22693223,0.0,70,18.8125,13.8875,1.695075588285077,14945.631293058395,70.0
13.74212015086207,40224.0,74,70,70,4735680.0,19.75,0.2293003,0.0,70,19.75,13.91875,1.3066984876014818,15292.289854049683,70.0
13.660435267857142,41120.0,75,70,70,4798400.0,19.75,0.23130822,0.0,70,18.8125,13.096875,1.7712410682555322,15640.28340601921,70.0
13.506398168103448,42048.0,76,70,70,4863360.0,19.75,0.22590612,0.0,70,19.125,13.4875,1.7438060026849316,15988.549131393433,70.0
13.640555245535714,42944.0,77,70,70,4926080.0,19.75,0.22688055,0.0,70,19.4375,13.2375,1.7403304283957113,16337.2893948555,70.0
13.633014547413794,43872.0,78,70,70,4991040.0,19.75,0.22741906,0.0,70,19.125,13.696875,1.6433192163651589,16684.619773626328,70.0
13.871791294642858,44768.0,79,70,70,5053760.0,19.75,0.23357764,0.0,70,18.5,14.31875,1.6290694237815648,17030.30920100212,70.0
13.52862338362069,45696.0,80,70,70,5118720.0,19.75,0.2242489,0.0,70,18.5,13.740625,1.579813453188382,17375.070798635483,70.0
13.709792564655173,46624.0,81,70,70,5183680.0,19.75,0.22796725,0.0,70,19.125,13.475,1.7764078923490516,17725.837451696396,70.0
13.784946986607142,47520.0,82,70,70,5246400.0,19.75,0.23099694,0.0,70,18.8125,12.9375,1.6062621594870496,18071.36245250702,70.0
13.541419719827585,48448.0,83,70,70,5311360.0,19.75,0.22528417,0.0,70,18.1875,13.228125,1.4119018368410037,18418.59444475174,70.0
13.964913504464286,49344.0,84,70,70,5374080.0,19.75,0.22986856,0.0,70,19.75,13.828125,1.5112695149691202,18765.959228515625,70.0
13.593278556034482,50272.0,85,70,70,5439040.0,19.75,0.22676092,0.0,70,18.1875,13.021875,1.6264746914339,19112.164057016373,70.0
13.991071428571429,51168.0,86,70,70,5501760.0,19.75,0.23418371,0.0,70,19.125,14.25625,1.7043029183510778,19459.99384713173,70.0
13.542766702586206,52096.0,87,70,70,5566720.0,19.75,0.22485153,0.0,70,18.1875,12.8625,1.5148483835024547,19805.431686878204,70.0
13.745150862068966,53024.0,88,70,70,5631680.0,19.75,0.22686887,0.0,70,19.125,13.71875,1.694718357869531,20152.997104406357,70.0
13.56591796875,53920.0,89,70,70,5694400.0,19.75,0.22971384,0.0,70,18.1875,12.796875,1.5869185697051378,20498.558228492737,70.0
13.947871767241379,54848.0,90,70,70,5759360.0,19.75,0.22940132,0.0,70,19.125,14.115625,1.6144216988987108,20848.00717997551,70.0
13.882952008928571,55744.0,91,70,70,5822080.0,19.75,0.22875772,0.0,70,18.5,13.690625,2.1405200704209717,21195.06587600708,70.0
13.662984913793103,56672.0,92,70,70,5887040.0,19.75,0.22585294,0.0,70,19.125,13.415625,1.7907395251334013,21539.80396580696,70.0
13.690080915178571,57568.0,93,70,70,5949760.0,19.75,0.22928637,0.0,70,18.1875,13.05,1.6028051581524188,21888.357221126556,70.0
13.684536637931034,58496.0,94,70,70,6014720.0,19.75,0.22667845,0.0,70,19.125,14.00625,1.3526449783664596,22234.84992814064,70.0
13.617524245689655,59424.0,95,70,70,6079680.0,19.75,0.22613543,0.0,70,18.8125,14.08125,1.8022446941245247,22580.14876317978,70.0
13.525809151785714,60320.0,96,70,70,6142400.0,19.75,0.22641137,0.0,70,17.25,13.384375,1.590164471642792,22929.31188106537,70.0
13.799030172413794,61248.0,97,70,70,6207360.0,19.75,0.22817986,0.0,70,17.875,14.046875,1.3472882196749885,23275.82723426819,70.0
13.869349888392858,62144.0,98,70,70,6270080.0,20.0625,0.22810894,0.0,70,20.0625,14.490625,1.9365194091139393,23622.908318042755,70.0
13.921605603448276,63072.0,99,70,70,6335040.0,20.0625,0.23005912,0.0,70,17.875,13.51875,1.4078601892588622,23970.39455795288,70.0
13.463727678571429,63968.0,100,70,70,6397760.0,20.0625,0.22684135,0.0,70,18.1875,13.98125,1.3901298275700726,24318.818991184235,70.0
13.719558189655173,64896.0,101,70,70,6462720.0,20.0625,0.22566159,0.0,70,18.5,13.653125,1.5727755869401714,24667.48543190956,70.0
13.679822198275861,65824.0,102,70,70,6527680.0,20.0625,0.22519092,0.0,70,18.1875,14.76875,1.7234707895696986,25013.546097278595,70.0
13.731236049107142,66720.0,103,70,70,6590400.0,20.0625,0.22948968,0.0,70,18.8125,12.896875,1.6383198090955868,25361.86375927925,70.0
13.54108297413793,67648.0,104,70,70,6655360.0,20.0625,0.22322339,0.0,70,18.5,13.040625,1.3187759179917564,25709.641790151596,70.0
13.60986328125,68544.0,105,70,70,6718080.0,20.0625,0.22533816,0.0,70,19.125,14.225,1.5630499032340586,26056.147670269012,70.0
13.735721982758621,69472.0,106,70,70,6783040.0,20.0625,0.2257953,0.0,70,18.8125,14.390625,1.7701821719458706,26403.88777399063,70.0
13.519182477678571,70368.0,107,70,70,6845760.0,20.0625,0.22747403,0.0,70,19.125,13.634375,1.9300537354889886,26751.245751857758,70.0
14.260371767241379,71296.0,108,70,70,6910720.0,20.0625,0.23284194,0.0,70,18.8125,14.8875,1.4178824439987963,27096.378482818604,70.0
13.794652478448276,72224.0,109,70,70,6975680.0,20.0625,0.22772588,0.0,70,18.5,13.384375,1.5223946751335542,27444.41796731949,70.0
