epbestrew,policy_loss,serial_timesteps,time_elapsed,fps,value_loss,curbestlen,explained_variance,policy_entropy,eplenmean,epbestlen,curbestrew,eprewmean,approxkl,nupdates,total_timesteps,clipfrac
-98,-0.000139159,114688,7110.26469,2084,12.714802,1500,0.393049479,1.8533062,1500,1500,-140,-141.16,0.001270569,56,14680064,0.01966095
-98,-0.00022617,116736,7236.535218,2076,12.204581,1500,0.391907811,1.8476069,1500,1500,-140,-141.22,0.00083317,57,14942208,0.013204575
-98,-0.000300953,118784,7364.027167,2056,12.694458,1500,0.406526268,1.8491472,1500,1500,-140,-141.16,0.000979549,58,15204352,0.014373779
-98,-0.000295221,120832,7491.239219,2060,11.930141,1500,0.41186285,1.844498,1500,1500,-140,-141.3,0.000659862,59,15466496,0.008844376
-98,-0.000292578,122880,7615.176931,2115,12.43531,1500,0.427201331,1.8378904,1500,1500,-140,-141.32,0.00149028,60,15728640,0.033088684
-98,-0.000206482,124928,7741.062525,2082,12.249512,1500,0.420537293,1.8373173,1500,1500,-140,-141.36,0.000489507,61,15990784,0.013512611
-98,-0.000231847,126976,7866.019125,2097,12.0595045,1500,0.471811593,1.8116508,1500,1500,-140,-141.3,0.00099295,62,16252928,0.019830704
-98,-0.000133374,129024,7993.417209,2057,11.549573,1500,0.455375731,1.8044106,1500,1500,-140,-141.52,0.000666611,63,16515072,0.019760132
-98,-0.000181324,131072,8120.951182,2055,11.394738,1500,0.504561663,1.7783579,1500,1500,-140,-141.42,0.001340377,64,16777216,0.020662308
-98,-0.000185649,133120,8248.081957,2062,11.770538,1500,0.493865311,1.7830176,1500,1500,-140,-141.52,0.000999793,65,17039360,0.013560295
-98,-0.000114507,135168,8377.706999,2022,11.128683,1500,0.519791543,1.7832173,1500,1500,-140,-141.46,0.000702111,66,17301504,0.009003639
-98,-6.96E-05,137216,8502.306114,2103,11.30742,1500,0.529298753,1.8094503,1500,1500,-140,-141.5,0.000791396,67,17563648,0.018993378
-98,-0.000189028,139264,8628.695629,2074,10.681305,1500,0.54711318,1.8044405,1500,1500,-140,-141.32,0.000880957,68,17825792,0.016075134
-98,0.000456141,141312,8754.594303,2082,11.311789,1500,0.560130119,1.8044742,1500,1500,-140,-141.56,0.001220629,69,18087936,0.06307316
-98,0.000278927,143360,8879.990968,2090,10.852768,1500,0.580016196,1.8091359,1500,1500,-140,-142,0.001358646,70,18350080,0.055452347
-98,0.000724787,145408,9006.77292,2068,11.23071,1500,0.59246552,1.8095528,1500,1500,-140,-141.44,0.001628811,71,18612224,0.07480049
-98,-0.000482744,147456,9131.230095,2106,10.581408,1500,0.602734834,1.8081565,1500,1500,-140,-141.6,0.001154695,72,18874368,0.022704124
-98,-2.46E-05,149504,9257.334169,2078,10.748153,1500,0.619014859,1.8050104,1500,1500,-140,-141.48,0.000816533,73,19136512,0.025981903
-98,-0.000235642,151552,9382.562552,2093,10.739326,1500,0.608225167,1.8085938,1500,1500,-140,-141.56,0.001203246,74,19398656,0.03932953
-98,0.000478569,153600,9507.103301,2104,10.530891,1500,0.625924975,1.8219404,1500,1500,-140,-141.46,0.001172526,75,19660800,0.04910469
-98,-1.84E-05,155648,9631.0071,2115,10.377279,1500,0.625514537,1.7982153,1500,1500,-140,-141.54,0.001455046,76,19922944,0.05431652
-98,0.000569144,157696,9755.928965,2098,10.171436,1500,0.654990524,1.7959478,1500,1500,-140,-141.6,0.001406332,77,20185088,0.072491646
-98,7.06E-06,159744,9881.649614,2085,10.070376,1500,0.656878054,1.8043612,1500,1500,-140,-141.44,0.001862289,78,20447232,0.07676792
-98,-8.81E-05,161792,10006.97428,2091,9.466278,1500,0.671831131,1.7827377,1500,1500,-140,-141.72,0.001131691,79,20709376,0.044579506
-98,0.000261261,163840,10134.57057,2054,9.845552,1500,0.663898379,1.7884719,1500,1500,-140,-141.66,0.001301393,80,20971520,0.044810295
-98,0.000253517,165888,10260.17028,2087,9.460088,1500,0.695299804,1.7905489,1500,1500,-140,-141.5,0.000958999,81,21233664,0.039050102
-98,-0.000266027,167936,10385.63365,2089,9.649645,1500,0.693626225,1.7894357,1500,1500,-140,-141.56,0.001159584,82,21495808,0.032030106
-98,-0.000285578,169984,10512.94999,2059,9.16016,1500,0.709225178,1.7854363,1500,1500,-140,-141.68,0.001032496,83,21757952,0.024191856
-98,0.000150829,172032,10641.37206,2041,9.473929,1500,0.718282968,1.789419,1500,1500,-140,-141.6,0.00112063,84,22020096,0.045202255
-98,-0.000264618,174080,10769.89328,2039,8.854916,1500,0.726799697,1.7672871,1500,1500,-140,-141.82,0.001235378,85,22282240,0.036247253
-98,-0.000418478,176128,10897.79153,2049,8.803785,1500,0.73616901,1.7605615,1500,1500,-140,-141.72,0.001192298,86,22544384,0.036084175
-98,-2.06E-05,178176,11024.74103,2064,8.58764,1500,0.737219155,1.7427417,1500,1500,-140,-141.86,0.001129105,87,22806528,0.049996376
-98,0.000952299,180224,11151.07367,2075,9.053595,1500,0.7537743,1.7613776,1500,1500,-140,-141.68,0.001686138,88,23068672,0.0803442
-98,-0.00028806,182272,11276.3264,2092,9.24117,1500,0.750651151,1.7781997,1500,1500,-140,-141.38,0.001114139,89,23330816,0.028993607
-98,-9.36E-05,184320,11399.7011,2124,8.863551,1500,0.775358483,1.7588516,1500,1500,-140,-141.64,0.001211938,90,23592960,0.043504715
-98,-3.62E-05,186368,11526.62985,2065,9.278081,1500,0.788492382,1.7658862,1500,1500,-140,-141.76,0.001059543,91,23855104,0.033501625
-98,0.000322261,188416,11650.24396,2120,8.729221,1500,0.792540282,1.7493076,1500,1500,-140,-141.68,0.00158947,92,24117248,0.086569786
-98,0.000972893,190464,11773.59306,2125,8.947023,1500,0.805726081,1.7498405,1500,1500,-140,-141.72,0.002357464,93,24379392,0.13431168
-98,0.000225009,192512,11896.56205,2131,8.401487,1500,0.81364131,1.7479461,1500,1500,-140,-141.56,0.0012031,94,24641536,0.043419838
-98,0.00218923,194560,12021.10485,2104,9.128832,1500,0.81824474,1.7464614,1500,1500,-140,-141.74,0.002422814,95,24903680,0.14754105
-98,0.000244931,196608,12146.34874,2093,7.8433366,1500,0.821098626,1.7303475,1500,1500,-140,-141.7,0.001546882,96,25165824,0.0726223
-98,0.000175061,198656,12273.91341,2055,8.4688,1500,0.829232544,1.7395102,1500,1500,-140,-141.6,0.001982554,97,25427968,0.09505844
