recent_best_eplen,total_secs,eprew_std,best_ext_ret,eprew,epcount,tcount,recent_worst_eplen,eplen_std,rew_mean,eplen,n_updates,eprew_recent,recent_best_ext_ret,best_eplen
47,8040.6158328056335,2.2969336080958014,120.9,117.664,135079.0,11390087.0,207,5.673896368457922,2.202814,53.87,89,117.6326616288833,120.4,46
46,8133.225449085236,1.476215092728698,120.9,117.617,137458.0,11518362.0,194,3.5891363863748618,2.2012734,53.91,90,117.54287515762925,120.7,46
47,8223.211074113846,0.9189445032209506,120.9,117.87100000000001,139844.0,11646362.0,110,1.8225257199831226,2.2093842,53.28,91,117.7032690695725,120.5,46
48,8313.355779409409,1.225071426489084,120.9,117.86000000000001,142232.0,11774257.0,123,2.3124878378058553,2.2123623,53.18,92,117.6814907872697,120.1,46
48,8406.392844676971,9.904290534914656,120.9,116.977,144630.0,11902364.0,128,2.1587033144922905,2.2204254,53.2,93,117.72097581317766,120.1,46
47,8498.540521860123,1.2976482574257169,120.9,117.75299999999999,147012.0,12030323.0,206,1.5156186855538565,2.2048483,53.23,94,117.59563392107472,120.5,46
47,8588.646016597748,1.7665888033155874,120.9,117.75800000000001,149404.0,12158277.0,125,4.379680353633129,2.2156398,53.72,95,117.68160535117057,120.5,46
47,8677.80503320694,1.3785568541050457,120.9,117.89099999999999,151797.0,12286281.0,165,1.7904189453868053,2.217713,52.88,96,117.75390722941913,120.5,46
47,8766.888094425201,1.556484500404678,120.9,117.73400000000001,154196.0,12414390.0,164,1.25263721803242,2.222176,52.97,97,117.66606919549814,120.1,46
47,8856.035449266434,3.0977428879750493,120.9,117.333,156587.0,12542130.0,111,7.0043629260625835,2.2162848,53.83,98,117.72045169385194,120.5,46
46,8945.96368265152,0.5979832773581554,120.9,118.104,158986.0,12670242.0,129,1.2851459061133876,2.2203956,52.78,99,117.7148812005002,120.9,46
46,9035.535276889801,0.7274091008504084,120.9,118.02600000000001,161381.0,12798142.0,175,1.46,2.221377,52.78,100,117.77014613778705,120.7,46
45,9124.41684103012,1.3507938406729574,121.3,117.96600000000002,163793.0,12926271.0,129,3.3319513801974963,2.2356565,53.09,101,117.88735489220564,121.3,45
48,9214.435445308685,3.555640026774364,121.3,117.432,166188.0,13054092.0,143,8.915626730634253,2.2217424,54.54,102,117.78659707724427,120.1,45
47,9304.185331344604,1.5466104874854563,121.3,117.986,168589.0,13182018.0,189,3.914128255435685,2.225188,53.14,103,117.82165764264892,120.5,45
47,9393.358789205551,1.7306100080607414,121.3,117.73299999999999,171009.0,13310414.0,112,3.551492643945641,2.2456362,53.13,104,117.8646694214876,120.5,45
47,9481.948481559753,0.772334124585985,121.3,117.93,173424.0,13438420.0,183,1.5620499351813308,2.2406247,53.0,105,117.91316770186334,120.5,45
46,9571.10626578331,1.24482087064766,121.3,117.939,175830.0,13566110.0,117,0.961041102138717,2.2329922,52.58,106,117.88690773067333,120.9,45
46,9661.322305679321,1.9296888350197803,121.3,117.95099999999998,178239.0,13694111.0,149,4.761207829952395,2.2394276,53.03,107,117.8926525529265,120.9,45
47,9751.127475261688,1.846296563393866,121.3,117.883,180659.0,13822196.0,119,3.6149135535998647,2.2417133,52.82,108,117.93099173553719,120.5,45
47,9840.868377447128,1.1635016115158587,121.3,117.992,183082.0,13950398.0,142,1.8913222887704784,2.2468224,52.77,109,117.93805200165086,120.5,45
44,9930.849578380585,0.5807546814275366,121.3,118.01799999999999,185496.0,14078151.0,117,1.205653349848123,2.2433186,52.92,110,117.97178956089476,121.3,44
46,10020.140123844147,3.6268800641873993,121.3,117.729,187910.0,14206221.0,147,8.60541108837922,2.239409,53.37,111,117.84200497100248,120.9,44
46,10109.211952924728,1.3505032395370256,121.3,117.92900000000003,190318.0,14333965.0,148,1.031309846748299,2.2327437,52.42,112,117.83828903654484,120.9,44
47,10199.262000322342,1.144672442229653,121.3,118.11500000000002,192730.0,14462238.0,158,1.5277107055984127,2.2363937,52.31,113,117.8278192371476,120.5,44
45,10287.538751602173,1.6456229823383002,121.3,117.98499999999999,195157.0,14590246.0,108,3.636963018783667,2.2545977,52.85,114,118.01343222084877,121.3,44
47,10375.97973704338,4.978383171271573,121.3,117.301,197572.0,14718350.0,157,12.266584691755078,2.2417843,54.47,115,117.9071635610766,120.5,44
45,10468.984729290009,0.5451779525989661,121.3,118.25899999999996,199997.0,14846273.0,158,1.2768711759609896,2.2498329,52.36,116,118.01175257731958,121.3,44
46,10560.618254423141,2.7588410610254446,121.3,117.88600000000001,202421.0,14974209.0,142,6.682896078796976,2.255088,53.17,117,117.9984323432343,120.7,44
45,10649.775916099548,3.1220908058543078,121.3,117.807,204849.0,15102237.0,216,7.818337419170394,2.2530696,53.44,118,118.02590609555187,121.3,44
43,10740.184406280518,2.526154983368994,121.9,117.979,207282.0,15230407.0,132,6.277985345634378,2.2613323,52.87,119,118.02129058775174,121.9,43
45,10830.21081495285,2.001568135237969,121.9,117.97499999999998,209714.0,15358207.0,109,4.479107053866876,2.2585046,52.76,120,118.09971217105263,121.1,43
43,10921.593183279037,2.3957462303006967,121.9,117.98,212147.0,15486320.0,155,5.7171321482015784,2.2604992,52.88,121,118.02634607480476,121.9,43
43,11011.493426561356,3.006435763491381,122.0,117.512,214581.0,15614385.0,137,7.002649498582661,2.2637224,53.77,122,118.04449465899751,122.0,43
43,11101.410043001175,0.9352406107521216,122.1,118.245,217012.0,15742283.0,143,1.267911668847637,2.257012,52.18,123,118.06626902509257,122.1,43
45,11191.749660015106,1.3052723853663644,122.1,118.20799999999997,219445.0,15870357.0,153,3.162846818927532,2.2609956,52.42,124,118.05491163173036,121.2,43
43,11280.976645946503,1.040870308924219,122.1,118.133,221874.0,15998045.0,140,1.257616793780999,2.260741,52.28,125,118.08596130094689,121.9,43
45,11371.643070459366,0.9594915320105752,122.1,118.124,224311.0,16126346.0,157,2.3743630724891256,2.2645032,52.68,126,117.98810012310217,121.3,43
45,11460.587378025055,1.0765179979916728,122.1,118.20300000000002,226748.0,16254241.0,283,1.2542328332490742,2.262508,52.13,127,118.08387361510054,121.3,43
45,11551.671430587769,1.2671144383993103,122.1,118.31099999999998,229195.0,16382471.0,122,2.229147819234965,2.2738547,51.97,128,118.12550061299552,121.3,43
45,11642.003750801086,1.9714651911712768,122.1,118.195,231627.0,16510367.0,375,4.508392174600608,2.257863,52.12,129,117.98001644736841,121.3,43
45,11732.272560834885,0.9982504695716403,122.1,118.23599999999999,234057.0,16638167.0,118,1.2529964086141667,2.2584102,52.1,130,118.04419753086421,121.3,43
44,11823.269199609756,1.9232004575706598,122.1,118.01,236506.0,16766460.0,122,4.256042762943061,2.275556,52.31,131,118.14303797468354,121.7,43
44,11915.255289793015,1.4434555760396643,122.1,118.20599999999999,238950.0,16894295.0,137,2.977834783865619,2.270867,52.25,132,118.15630114566285,121.7,43
45,12007.338242053986,0.4743954046994976,122.1,118.39299999999999,241402.0,17022379.0,142,0.9390953093270139,2.2797775,51.91,133,118.13800978792821,121.3,43
44,12098.017312049866,1.4948578527739682,122.1,118.17999999999998,243854.0,17150331.0,136,3.1471256727369497,2.2800581,52.34,134,118.1860929853181,121.5,43
45,12187.648556232452,3.062201005812649,122.1,117.82499999999999,246294.0,17278235.0,164,7.598842017044438,2.267694,53.24,135,118.10065573770491,120.9,43
44,12277.161836862564,2.096586511451412,122.1,118.14499999999998,248744.0,17406468.0,156,4.587929816376882,2.2753148,52.53,136,118.13595918367346,121.7,43
44,12367.408135175705,1.9440357507000745,122.1,118.055,251179.0,17534203.0,154,4.855677089757926,2.264013,52.68,137,118.09605749486654,121.6,43
45,12459.712785482407,12.948815042311788,122.1,116.817,253620.0,17662229.0,374,32.34321567191487,2.2696548,55.58,138,118.09319950839817,121.3,43
44,12548.481961250305,1.4684604182612482,122.1,118.33199999999997,256064.0,17790178.0,204,3.622098839071071,2.2716491,52.02,139,118.07475450081833,121.5,43
44,12640.133743047714,0.5445768999875042,122.1,118.39399999999999,258517.0,17918235.0,138,1.363231455036158,2.2781563,52.04,140,118.15866286180189,121.6,43
44,12730.139629125595,5.2608154310905055,122.1,117.76100000000001,260958.0,18046063.0,212,13.170766872130116,2.2678106,53.47,141,118.12806226956164,121.7,43
42,12820.476962566376,1.4874125184359581,122.5,118.302,263410.0,18174200.0,124,3.6870584481399264,2.2771335,52.16,142,118.0863784665579,122.5,42
43,12910.374416828156,2.715866528384632,122.5,117.963,265865.0,18302097.0,263,6.6770053167569055,2.2860088,52.76,143,118.23600814663952,121.9,42
45,12999.738278627396,4.913167918970408,122.5,117.94099999999999,268324.0,18430359.0,174,12.231909090571268,2.2844465,52.98,144,118.19829198861325,121.3,42
45,13090.159167051315,4.124857694515049,122.5,117.557,270773.0,18558405.0,170,10.306672595944825,2.2773325,53.95,145,118.18570845242955,121.3,42
45,13179.497702121735,3.7371652358438747,122.5,117.786,273226.0,18686398.0,162,9.322719560299989,2.2800937,53.37,146,118.15409702405218,121.3,42
42,13268.724833965302,1.9310608483421756,122.5,118.10199999999999,275686.0,18814401.0,158,3.863405233728401,2.2897346,52.21,147,118.245081300813,122.3,42
45,13357.666301250458,0.674189142600205,122.5,118.587,278139.0,18942307.0,120,1.5713370103195559,2.2786834,51.47,148,118.15479005299633,121.3,42
44,13450.936015605927,1.2567716578599308,122.5,118.315,280590.0,19070283.0,172,2.2974768769239007,2.2792425,51.96,149,118.15597715218277,121.5,42
45,13541.087451219559,2.6319574464645132,122.5,117.86,283048.0,19198274.0,146,5.62155672389775,2.2842433,52.59,150,118.21098454027664,121.3,42
44,13630.807341098785,2.2809989039892145,122.5,118.16199999999998,285504.0,19326446.0,225,4.692323518258305,2.2846696,52.11,151,118.17858306188924,121.7,42
42,13720.125631093979,2.2283022685443727,122.5,117.96299999999998,287960.0,19454318.0,175,4.815599651133803,2.28337,52.5,152,118.20724755700326,122.5,42
43,13811.247776031494,1.2947968952696791,122.5,118.30099999999999,290426.0,19582333.0,128,1.1434596626029272,2.296481,51.65,153,118.31751824817518,122.1,42
45,13900.584411144257,1.6058567806625847,122.5,118.26799999999997,292885.0,19710295.0,203,2.2702202536317926,2.2850316,51.81,154,118.23037820252135,121.3,42
45,13989.618914365768,0.7019081136445144,122.5,118.435,295355.0,19838351.0,116,1.3474420210161175,2.3001273,51.62,155,118.3206072874494,121.3,42
44,14079.126717329025,2.167639038216465,122.5,118.27899999999998,297822.0,19966542.0,111,5.0716762514971325,2.2945688,52.09,156,118.27174706120796,121.7,42
44,14168.422060251236,2.3422476384874416,122.5,118.22599999999998,300272.0,20094247.0,144,5.843586227651646,2.2813137,52.35,157,118.20608163265305,121.7,42
44,14258.913924217224,1.0108986101484168,122.5,118.42199999999998,302738.0,20222408.0,132,1.6374064858794228,2.2907522,51.67,158,118.27668288726683,121.5,42
43,14348.747988462448,1.6272906931461257,122.5,118.175,305201.0,20350310.0,108,3.346401051876478,2.2932067,51.96,159,118.30511571254567,122.0,42
45,14439.088813304901,2.164734394793042,122.5,117.955,307673.0,20478389.0,106,4.182953502012662,2.2993588,52.23,160,118.31213592233009,121.3,42
45,14528.82100391388,0.6808259689524193,122.5,118.57399999999998,310136.0,20606421.0,141,1.4714278779471321,2.2908905,51.43,161,118.24644742184329,121.3,42
44,14620.332082986832,2.8957382478393994,122.5,118.06999999999998,312596.0,20734083.0,132,7.192628170564636,2.2903485,52.69,162,118.22999999999999,121.7,42
44,14711.976672649384,1.3347400495976725,122.5,118.36299999999997,315066.0,20862331.0,141,2.6433879775772606,2.294757,51.75,163,118.30356275303643,121.5,42
43,14802.084151983261,3.3139185264577633,122.5,117.788,317526.0,20990228.0,220,8.040522371090077,2.2904084,53.1,164,118.18682926829267,122.1,42
42,14893.031881093979,1.5684591164579336,122.5,118.344,319997.0,21118341.0,172,3.8956899260593105,2.2951698,52.06,165,118.27207608255766,122.5,42
44,14984.945804595947,0.9780649262702348,122.5,118.367,322471.0,21246535.0,101,1.0824047302187847,2.3016746,51.78,166,118.30266774454327,121.5,42
44,15074.020307540894,1.307273498545733,122.5,118.294,324934.0,21374275.0,190,2.6680329833043674,2.2923782,51.96,167,118.30020300446608,121.7,42
44,15163.807278633118,2.3401134587878425,122.5,118.037,327406.0,21502216.0,110,5.355371135598354,2.299274,52.4,168,118.31682847896438,121.7,42
44,15254.86271739006,1.5529275578725492,122.5,118.204,329875.0,21630127.0,105,3.354757815401881,2.2986867,52.16,169,118.33811259619279,121.5,42
45,15344.763849973679,1.9473612915943455,122.5,118.17200000000001,332341.0,21758212.0,275,3.8118237105091834,2.2975242,51.9,170,118.26297648012977,121.3,42
45,15434.16910481453,1.2501455915212438,122.5,118.456,334823.0,21886378.0,156,1.4258681565979374,2.3072722,51.37,171,118.39190169218371,121.3,42
44,15523.786285161972,1.6763651153612094,122.5,118.18000000000004,337294.0,22014461.0,160,1.3038404810405297,2.298965,51.6,172,118.31513557264266,121.5,42
44,15611.912480354309,1.7392811733586953,122.5,118.25099999999999,339757.0,22142175.0,155,3.219875774001228,2.290526,51.82,173,118.27632967925294,121.7,42
45,15700.567900896072,1.8918929673742113,122.5,118.42099999999999,342230.0,22270215.0,180,4.77504973796085,2.2994525,51.83,174,118.2943388596846,121.3,42
43,15793.070481300354,1.0789230741809166,122.5,118.385,344695.0,22398323.0,330,1.6239150224072685,2.2946327,51.73,175,118.28340770791074,122.1,42
44,15884.981097698212,1.0115191545393492,122.5,118.47699999999999,347168.0,22526397.0,121,1.470340096712322,2.3003807,51.59,176,118.34508693894057,121.7,42
44,15974.858280420303,1.4204224723651762,122.5,118.35999999999999,349637.0,22654321.0,193,2.9976490788616332,2.2979734,51.79,177,118.31940056703118,121.5,42
44,16063.767856359482,1.4924195120675692,122.5,118.27799999999999,352110.0,22782327.0,132,3.075646273549675,2.3017645,52.02,178,118.33946623534169,121.7,42
44,16153.100180864334,3.7278009603518263,122.5,118.23,354585.0,22910276.0,155,9.078458018848794,2.3043516,51.96,179,118.34767676767677,121.5,42
45,16241.89411520958,2.5210505746612863,122.5,118.14800000000001,357058.0,23038417.0,111,5.97829407105405,2.2993493,52.2,180,118.30772341285888,121.2,42
