curbestlen,serial_timesteps,eprewmean,policy_entropy,explained_variance,approxkl,clipfrac,epbestrew,fps,value_loss,eplenmean,total_timesteps,time_elapsed,nupdates,epbestlen,policy_loss,curbestrew
1000,34000,-88.84,1.9731462,0.24860858917236328,0.00061800756,0.0038671878,55.5,2076,12.191773,1000.0,2176000,1042.1732859611511,17,705,-0.00025230847,-82.0
976,36000,-87.77600000000001,1.9802436,0.2698538899421692,0.0011278699,0.0086308615,55.5,2071,12.10052,999.76,2304000,1103.958339214325,18,705,-0.00040860873,26.4
1000,38000,-89.46,1.9851986,0.3532436490058899,0.0011608053,0.024671877,55.5,2094,11.525253,1000.0,2432000,1165.0779366493225,19,705,-0.00042930857,-80.0
1000,40000,-88.4,1.9883273,0.3040570020675659,0.00092915527,0.01421289,55.5,2063,11.8478155,1000.0,2560000,1227.1027863025665,20,705,-0.00015569414,-76.0
819,42000,-88.419,1.9939799,0.37254494428634644,0.00077094603,0.014410155,55.5,2070,11.169465,998.19,2688000,1289.0022945404053,21,705,-0.00028149397,44.1
1000,44000,-89.08,2.0002666,0.43306559324264526,0.0010725062,0.022562504,55.5,2106,10.724286,1000.0,2816000,1349.7651739120483,22,705,-0.00028394483,-76.0
1000,46000,-89.14,2.0082183,0.38059699535369873,0.000905754,0.0148632815,55.5,2059,10.935152,1000.0,2944000,1411.909214258194,23,705,-0.0002709571,-82.0
1000,48000,-89.92,2.0137322,0.41903436183929443,0.0009635294,0.022917967,55.5,2073,10.481326,1000.0,3072000,1473.6307401657104,24,705,-0.00018909606,-82.0
942,50000,-88.242,2.0132422,0.38274240493774414,0.0012208844,0.027826173,55.5,2085,10.8471775,999.42,3200000,1535.0150327682495,25,705,-0.00039101316,31.8
1000,52000,-90.5,2.0138788,0.4526466131210327,0.0008380605,0.008705079,55.5,2066,10.189412,1000.0,3328000,1596.9651126861572,26,705,-0.00034161733,-84.0
1000,54000,-90.1,2.0135272,0.43541860580444336,0.00037204556,0.0018476563,55.5,2075,10.130305,1000.0,3456000,1658.6516346931458,27,705,-0.00018039058,-82.0
1000,56000,-90.16,2.014954,0.4818282127380371,0.0009932092,0.02007617,55.5,2075,10.126323,1000.0,3584000,1720.3414442539215,28,705,-0.00021609262,-82.0
1000,58000,-92.18,2.0184615,0.49207693338394165,0.0008333966,0.017726563,55.5,2106,10.25005,1000.0,3712000,1781.1254706382751,29,705,-0.00019069968,-82.0
1000,60000,-91.22,2.0169919,0.47501516342163086,0.00059925904,0.010222657,55.5,2116,10.378898,1000.0,3840000,1841.5977461338043,30,705,-0.0002243412,-84.0
1000,62000,-91.84,2.0237908,0.5235434770584106,0.0014706394,0.04319922,55.5,2078,9.620209,1000.0,3968000,1903.225741147995,31,705,-0.0002641929,-82.0
1000,64000,-93.3,2.0196583,0.4916001558303833,0.0013907161,0.03275391,55.5,2091,9.9713955,1000.0,4096000,1964.4362716674805,32,705,-0.00034043594,-88.0
1000,66000,-94.68,2.0193288,0.5142863988876343,0.0011773414,0.03982227,55.5,2078,10.083318,1000.0,4224000,2026.0149629116058,33,705,-0.00038003558,-90.0
1000,68000,-94.22,2.0092423,0.5301347970962524,0.0010173427,0.025783202,55.5,2095,9.760345,1000.0,4352000,2087.092827796936,34,705,-0.00051999994,-88.0
1000,70000,-94.72,2.0061247,0.5271060466766357,0.0011872617,0.029410154,55.5,2053,9.792196,1000.0,4480000,2149.434977054596,35,705,-0.0006247016,-88.0
1000,72000,-95.44,1.9963549,0.5582330822944641,0.0016476904,0.052490234,55.5,2102,9.795264,1000.0,4608000,2210.327181816101,36,705,-0.0010808213,-86.0
1000,74000,-96.4,1.9879797,0.5638199746608734,0.0017413946,0.05651954,55.5,2078,10.289589,1000.0,4736000,2271.917955636978,37,705,-0.00092681445,-92.0
1000,76000,-97.22,1.9727054,0.5691756010055542,0.0017606972,0.07476954,55.5,2098,10.698646,1000.0,4864000,2332.908451318741,38,705,-0.000984828,-92.0
1000,78000,-97.38,1.9616781,0.5991213619709015,0.0016930709,0.05164649,55.5,2068,10.468036,1000.0,4992000,2394.7995550632477,39,705,-0.00078992854,-92.0
1000,80000,-97.48,1.9405143,0.5977251529693604,0.001832389,0.06947852,55.5,2072,10.433757,1000.0,5120000,2456.5682456493378,40,705,-0.0010047884,-92.0
1000,82000,-97.78,1.9225436,0.584680050611496,0.0014671483,0.0524414,55.5,2095,10.524724,1000.0,5248000,2517.708935022354,41,705,-0.0010776924,-96.0
1000,84000,-97.88,1.8991218,0.5849389135837555,0.0015902374,0.06543946,55.5,2103,10.470479,1000.0,5376000,2578.5594244003296,42,705,-0.0010936924,-96.0
1000,86000,-97.84,1.8868719,0.5754472315311432,0.0014913228,0.0510664,55.5,2058,10.654561,1000.0,5504000,2640.7297835350037,43,705,-0.0007216888,-94.0
1000,88000,-97.92,1.8546928,0.5797920227050781,0.0015070965,0.07052733,55.5,2083,10.779643,1000.0,5632000,2702.1599838733673,44,705,-0.00038868544,-96.0
1000,90000,-97.98,1.8306689,0.5639446973800659,0.0013364126,0.046433594,55.5,2095,10.658406,1000.0,5760000,2763.249965906143,45,705,-0.0008701336,-96.0
1000,92000,-98.0,1.8265865,0.5593932271003723,0.0009841004,0.032578122,55.5,2062,10.536757,1000.0,5888000,2825.303952217102,46,705,-0.00079470046,-98.0
1000,94000,-97.9,1.8038025,0.5419881343841553,0.0015373544,0.042271487,55.5,2085,10.431452,1000.0,6016000,2886.6969845294952,47,705,-0.0006048781,-96.0
1000,96000,-98.0,1.804559,0.5392725169658661,0.0009726005,0.03161133,55.5,2099,10.325472,1000.0,6144000,2947.67817902565,48,705,-0.000627317,-98.0
1000,98000,-97.98,1.7801452,0.5371043384075165,0.0013607867,0.026076175,55.5,2019,10.0151,1000.0,6272000,3011.069726228714,49,705,-0.00039450516,-96.0
1000,100000,-97.98,1.7732464,0.5381168723106384,0.00077224476,0.021402344,55.5,2070,10.079231,1000.0,6400000,3072.8844623565674,50,705,-0.00045642137,-96.0
1000,102000,-97.96,1.7662984,0.5424193739891052,0.0012521542,0.029714845,55.5,2124,9.603387,1000.0,6528000,3133.1767814159393,51,705,-0.00037514034,-96.0
1000,104000,-97.98,1.7572777,0.5500826835632324,0.0011361158,0.017769527,55.5,2112,9.2732935,1000.0,6656000,3193.778783559799,52,705,-0.00046937913,-96.0
1000,106000,-97.98,1.7355745,0.5626266300678253,0.0011933169,0.0145839825,55.5,2108,9.16961,1000.0,6784000,3254.4944291114807,53,705,-0.0006152121,-96.0
1000,108000,-97.98,1.7466422,0.563325971364975,0.0011337351,0.015710937,55.5,2076,9.084347,1000.0,6912000,3316.1291410923004,54,705,-0.00024074972,-96.0
1000,110000,-98.0,1.7305322,0.5706261396408081,0.00086830056,0.0133457035,55.5,2045,8.762292,1000.0,7040000,3378.712352514267,55,705,-9.32917e-05,-98.0
1000,112000,-97.96,1.7417243,0.5866353511810303,0.00079791754,0.010425782,55.5,2088,8.645033,1000.0,7168000,3440.006120443344,56,705,-8.369144e-05,-96.0
1000,114000,-97.98,1.7183341,0.6046966016292572,0.0006988315,0.0069960933,55.5,2094,8.434635,1000.0,7296000,3501.1199538707733,57,705,-0.0002556431,-96.0
1000,116000,-98.0,1.7058388,0.6065604984760284,0.00080905715,0.021308593,55.5,2112,8.46813,1000.0,7424000,3561.7268657684326,58,705,-0.00036021776,-98.0
1000,118000,-97.98,1.7133348,0.5969809293746948,0.0003780776,0.011595704,55.5,2112,8.373039,1000.0,7552000,3622.322911262512,59,705,1.707515e-05,-96.0
1000,120000,-98.0,1.6956736,0.6106272339820862,0.0007489668,0.0031386714,55.5,2136,8.043876,1000.0,7680000,3682.2506742477417,60,705,-0.00018225887,-98.0
1000,122000,-98.0,1.6866035,0.6071939170360565,0.0006206467,0.0075917966,55.5,2106,8.113402,1000.0,7808000,3743.086763381958,61,705,-0.0001508686,-98.0
1000,124000,-98.0,1.6860112,0.6121663749217987,0.0007448529,0.010972656,55.5,2120,8.016681,1000.0,7936000,3803.452960252762,62,705,-0.00015356623,-98.0
1000,126000,-98.0,1.6603009,0.6224302351474762,0.0012057571,0.030197266,55.5,2065,7.6614227,1000.0,8064000,3865.432596206665,63,705,-0.0003045303,-98.0
1000,128000,-98.0,1.6574192,0.6249993145465851,0.00076507864,0.009712892,55.5,2096,7.825921,1000.0,8192000,3926.502341270447,64,705,-0.00026538444,-98.0
