recent_worst_eplen,eprew,best_ext_ret,best_eplen,total_secs,eplen,n_updates,epcount,tcount,eprew_recent,eplen_std,recent_best_eplen,recent_best_ext_ret,rew_mean,eprew_std
437,231.332,240.9,131,25566.189722537994,154.63,1031,115782.0,263926233.0,231.56626506024097,12.88848711059603,132,240.4,1.5138551,5.180364465942529
410,231.782,240.9,131,25922.185465812683,153.5,1032,117443.0,264181536.0,231.70156532209512,11.31149857445953,132,240.4,1.521625,4.557441826288078
750,231.503,240.9,131,26279.37842297554,154.2,1033,119116.0,264438964.0,231.4416019127316,14.54922678357857,132,240.5,1.5270587,5.8588984459538125
370,232.16000000000003,240.9,131,26637.70597219467,152.62,1034,120783.0,264694344.0,231.90797840431912,11.81421178073256,132,240.5,1.5247617,4.737615433949869
330,229.754,240.9,131,26994.299862146378,158.46,1035,122454.0,264950375.0,231.85846798324357,24.417788597659694,133,240.1,1.5291743,10.023077571285178
555,231.29800000000003,240.9,131,27350.38635444641,154.68,1036,124116.0,265206788.0,231.4271359807461,21.345669350011022,134,239.7,1.5167605,8.55103479118171
285,231.67699999999996,240.9,131,27706.139689922333,153.86,1037,125780.0,265461421.0,231.95468749999998,13.764461486015353,134,239.6,1.5236946,5.515375871144231
336,232.388,240.9,131,28067.6035490036,152.0,1038,127458.0,265718067.0,231.96853396901074,10.619792841670689,132,240.4,1.5363084,4.293722860176237
298,231.00400000000005,240.9,131,28426.959837436676,155.45,1039,129119.0,265973829.0,231.5778446718844,12.940150694640309,132,240.4,1.5187869,5.184147374448376
258,230.41600000000003,240.9,131,28780.54703450203,156.92,1040,130790.0,266229581.0,231.92429682824655,15.673978435611042,133,240.0,1.5286447,6.3147085443431195
438,232.16400000000004,240.9,131,29135.283082962036,152.45,1041,132454.0,266485819.0,231.57758413461536,8.757139944068497,133,240.0,1.5199736,3.6039012195119886
327,231.58600000000007,240.9,131,29488.474139213562,154.1,1042,134123.0,266742036.0,231.7417615338526,20.690819220127562,132,240.5,1.5258036,8.284890101866166
310,231.773,240.9,131,29843.507167577744,153.27,1043,135791.0,266997924.0,231.78159472422064,12.203978859372056,133,240.1,1.5270233,5.015732349318492
318,231.61200000000005,242.1,128,30194.19459247589,153.74,1044,137456.0,267253955.0,231.6216216216216,11.949577398385268,128,242.1,1.5233324,4.8060228880020945
334,231.78799999999998,242.1,128,30549.166534662247,153.37,1045,139130.0,267509763.0,232.02909199522102,20.91537950886859,130,241.2,1.5323539,8.428977162147255
405,233.045,242.1,128,30901.045819044113,150.27,1046,140807.0,267765904.0,232.05951103160405,8.070755850600364,133,240.0,1.535139,3.329605832527328
750,231.52800000000002,242.1,128,31259.048183202744,154.12,1047,142474.0,268021367.0,231.7286142771446,18.347904512504964,134,239.6,1.5244455,7.3974330683014635
363,232.829,242.1,128,31607.99470806122,150.88,1048,144148.0,268278153.0,231.80358422939068,10.98114748102401,130,241.3,1.5329975,4.4728356777328635
498,231.963,242.1,128,31963.53946375847,152.84,1049,145819.0,268533862.0,231.93943746259728,12.191570858589142,132,240.5,1.5291656,5.176884294631279
750,233.02900000000002,242.1,128,32320.952775478363,150.35,1050,147499.0,268790625.0,231.87428571428572,11.043889713321118,131,240.9,1.535311,4.539213478125919
413,230.93000000000004,242.1,128,32678.417301654816,155.42,1051,149163.0,269045685.0,231.8322716346154,28.727401553220925,131,240.8,1.5211202,11.531595726524582
397,232.455,242.1,128,33034.875646829605,151.61,1052,150843.0,269302459.0,232.02071428571432,12.139929983323627,132,240.4,1.5362327,4.990298087288975
319,232.13,242.1,128,33388.09788417816,152.61,1053,152523.0,269558728.0,232.14303571428573,19.302795134384038,133,240.0,1.5388877,7.723943293422086
420,231.94799999999998,242.1,128,33743.0680642128,153.06,1054,154201.0,269814911.0,232.06025029797377,16.042954840053625,129,241.6,1.5361909,6.531194071530871
649,232.32299999999998,242.1,128,34098.96666741371,152.01,1055,155873.0,270070222.0,232.09425837320578,11.287599390481574,132,240.4,1.5278926,4.667073065637606
272,231.64599999999996,242.1,128,34452.450952768326,153.8,1056,157548.0,270326742.0,231.87868656716418,16.616858908951475,132,240.4,1.531119,6.684271388865057
306,231.489,242.1,128,34809.90472197533,153.89,1057,159219.0,270581327.0,232.19239976062238,14.714547223751056,132,240.4,1.5320642,5.890668807529413
286,232.25400000000005,242.1,128,35164.492057323456,152.21,1058,160909.0,270838336.0,232.30852071005918,11.267914625164675,133,239.7,1.5483168,4.704793725552695
346,232.551,242.1,128,35520.14843797684,151.66,1059,162594.0,271094981.0,232.22065281899108,12.949301139443781,133,240.1,1.544908,5.208540966527958
300,233.009,242.1,128,35873.441834926605,150.45,1060,164276.0,271350424.0,232.43162901307966,9.799362224144998,132,240.4,1.5409659,3.9739173368352803
750,232.50099999999998,242.1,128,36231.938251018524,151.65,1061,165948.0,271606496.0,231.72805023923445,10.701752192982232,132,240.4,1.5282282,4.308027274751171
750,232.86900000000003,242.1,128,36586.05516290665,150.44,1062,167631.0,271862580.0,232.11788472964946,9.704967800049621,129,241.6,1.5418882,4.070741824287068
591,232.84299999999996,242.8,126,36938.76958537102,150.92,1063,169318.0,272118467.0,232.47777119146414,11.391821627817036,126,242.8,1.5457443,4.579437847596581
428,231.17100000000002,242.8,126,37296.0709733963,154.68,1064,170997.0,272373689.0,232.35830851697438,22.354811562614433,130,241.2,1.5410879,9.07774525969968
557,231.769,242.8,126,37649.12262701988,153.57,1065,172681.0,272629848.0,232.29792161520194,16.794198403020015,133,240.1,1.5429696,6.738526470972718
327,232.362,242.8,126,38004.37894773483,151.75,1066,174372.0,272886485.0,232.44801892371376,11.048416176086054,133,240.1,1.5534197,4.4989283168327985
750,227.73799999999994,242.8,126,38359.099391222,157.09,1067,176053.0,273141984.0,232.18863771564543,61.276275180529694,131,240.9,1.5409535,50.45446814703332
750,232.71200000000002,242.8,126,38713.5936858654,151.15,1068,177733.0,273397711.0,232.13589285714286,11.943512883569893,130,241.2,1.540903,4.812905151776834
377,232.12999999999994,242.8,126,39071.37063884735,152.51,1069,179436.0,273655151.0,232.69859072225486,12.88293056722732,132,240.4,1.5643172,5.205410646625297
607,232.658,242.8,126,39428.993480205536,151.1,1070,181117.0,273909420.0,232.6639500297442,9.01720577562695,132,240.4,1.5441488,3.745482078451317
513,232.446,242.8,126,39780.9884762764,151.78,1071,182808.0,274165706.0,232.5211709047901,10.849497684224831,129,241.6,1.5529431,4.358656214935974
429,233.09499999999997,242.8,126,40139.57819867134,150.19,1072,184509.0,274422428.0,232.75955320399765,13.238349595021274,133,240.0,1.5624785,5.294910291969072
396,232.89300000000003,242.8,126,40496.437784433365,150.78,1073,186204.0,274677895.0,232.872389380531,14.70685554426914,133,240.0,1.5597316,5.888875189711528
750,233.287,242.8,126,40854.8866443634,149.72,1074,187888.0,274934054.0,232.15172209026127,12.433084894747562,132,240.4,1.5409636,5.069332401805981
450,233.03000000000003,242.8,126,41211.674885988235,150.32,1075,189576.0,275190420.0,232.38862559241707,9.764097500537366,133,240.1,1.5498582,3.8985766633477925
750,233.06100000000004,242.8,126,41566.8860783577,149.97,1076,191260.0,275445403.0,232.4102137767221,8.054135583661353,133,240.1,1.5451857,3.452706040195142
260,232.795,242.8,126,41924.13918328285,151.04,1077,192948.0,275701609.0,232.46232227488153,9.662215066950228,133,240.1,1.5504302,3.887631026730803
429,232.37200000000004,242.8,126,42279.46664047241,151.79,1078,194634.0,275957358.0,232.48333333333335,14.53017205679272,133,240.0,1.5473235,5.9388732938159245
364,232.90800000000002,242.8,126,42633.98028588295,150.47,1079,196337.0,276215535.0,232.49770992366413,9.56812938875724,129,241.6,1.5655781,3.9028369169105686
408,232.405,242.8,126,42981.44263935089,151.69,1080,198013.0,276470069.0,232.38448687350837,12.89860069930068,133,240.1,1.5350041,5.241686274473131
750,232.72800000000004,242.8,126,43341.87827825546,150.93,1081,199692.0,276725448.0,231.98618225134004,13.67790554141971,131,240.9,1.5409784,5.5854468039719105
425,232.139,242.8,126,43701.56731367111,152.49,1082,201382.0,276982337.0,232.3401775147929,18.97498089590606,132,240.4,1.5513783,7.6106884708283795
298,232.19,242.8,126,44062.99215173721,152.44,1083,203071.0,277238584.0,232.45079928952043,13.742139571405902,132,240.4,1.5509001,5.54347364023678
305,232.67299999999994,242.8,126,44411.500572919846,151.17,1084,204757.0,277494590.0,232.41008303677344,11.114904408045982,131,240.8,1.5468891,4.596821836878171
750,231.77900000000002,242.8,126,44764.34059548378,153.07,1085,206443.0,277750104.0,232.3577105575326,15.30572115256253,132,240.5,1.546934,6.256824993557036
732,231.66099999999997,242.8,126,45117.200724840164,153.85,1086,208132.0,278006624.0,232.41213735938425,23.01146453401,132,240.5,1.5512539,9.229635908311876
351,232.6,242.8,126,45468.402413368225,151.22,1087,209822.0,278262443.0,232.60597633136098,14.913470421065648,132,240.5,1.5529643,6.050685911531021
329,232.612,242.8,126,45825.69241762161,151.4,1088,211520.0,278518003.0,232.966902237927,13.517396198972643,133,240.0,1.5607573,5.451280216609674
425,233.07200000000003,242.8,126,46185.23249697685,150.2,1089,213221.0,278773659.0,233.04091710758377,12.047406359876803,132,240.5,1.5639986,4.898348293047362
750,233.018,242.8,126,46544.56088423729,150.38,1090,214913.0,279029989.0,232.37505910165484,11.12275145815998,129,241.6,1.553624,4.492223948113006
750,232.03199999999998,242.8,126,46900.85349321365,152.85,1091,216604.0,279286235.0,232.3877587226493,21.236466278550207,133,240.0,1.5519792,8.532477717521447
279,233.08400000000006,242.8,126,47258.582668066025,150.34,1092,218305.0,279542155.0,232.99029982363317,13.317071750200942,133,240.1,1.5644007,5.348527273932517
750,232.11199999999997,242.8,126,47610.655794620514,152.68,1093,219999.0,279798740.0,232.41918536009445,15.328979091903022,132,240.5,1.5571605,6.138147603308346
581,232.97500000000002,242.8,126,47962.94684147835,150.44,1094,221690.0,280054207.0,232.74021289177998,12.242810134932256,132,240.4,1.5498726,5.012811087603444
379,232.56,242.8,126,48318.75043678284,151.52,1095,223379.0,280309115.0,232.79804618117228,11.580569934161273,131,240.8,1.5541869,4.653751175127438
511,233.173,242.8,126,48668.64150214195,150.12,1096,225078.0,280565468.0,232.82366097704534,9.936075684091785,133,240.0,1.5610907,3.98792815883135
750,232.18899999999994,242.8,126,49024.13885426521,152.57,1097,226762.0,280821623.0,232.1606888361045,15.108444658534511,132,240.4,1.5415086,6.066298624367251
750,232.55599999999998,242.8,126,49375.04821443558,151.48,1098,228447.0,281077464.0,232.2737685459941,9.77597054005381,133,240.1,1.5454651,3.978977758168547
476,232.54000000000005,242.8,126,49724.31617593765,151.5,1099,230148.0,281334084.0,232.80435038212818,12.910073586157438,130,241.2,1.5654774,5.331397565366889
269,232.67400000000006,242.8,126,50081.823011398315,151.08,1100,231851.0,281590620.0,232.91726365237815,12.608473341368493,132,240.5,1.562928,5.127155546694483
260,233.378,242.8,126,50429.48070383072,149.55,1101,233553.0,281845952.0,233.18014101057577,9.9602961803352,132,240.4,1.5649405,4.007108184214646
363,232.45199999999997,242.8,126,50785.36352610588,151.91,1102,235251.0,282101747.0,232.92249705535926,15.784229471215882,133,240.0,1.5644776,6.332732111813983
392,233.45200000000006,242.8,126,51140.144203424454,149.32,1103,236966.0,282359007.0,233.14641399416908,10.598943343560244,131,240.9,1.5776927,4.331154118707853
335,232.38300000000004,242.8,126,51485.38630485535,152.08,1104,238669.0,282614322.0,233.1913094539049,12.918730587793835,132,240.4,1.5694699,5.185075795010137
372,233.10699999999997,242.8,126,51836.218163728714,150.08,1105,240369.0,282869966.0,233.0099411764706,12.86365422420861,130,241.2,1.5629233,5.234563114530189
249,233.30200000000002,242.8,126,52188.545992136,149.66,1106,242072.0,283125657.0,233.10504991192016,10.283209615679338,131,240.8,1.5699121,4.200547107223059
451,232.38799999999995,242.8,126,52543.826033592224,151.96,1107,243770.0,283381633.0,232.8281507656066,31.43085108615419,130,241.2,1.5609851,12.60425547186346
336,232.19499999999996,242.8,126,52903.773616075516,152.37,1108,245481.0,283638982.0,232.99672706019874,21.057376379786728,129,241.6,1.5744957,8.459011467068715
750,233.80700000000004,242.8,126,53256.34020900726,148.44,1109,247181.0,283894959.0,232.80382352941177,8.817391904639374,132,240.5,1.5635786,3.5698250657420165
277,234.33699999999996,242.8,126,53611.50244855881,147.23,1110,248885.0,284149634.0,233.39213615023476,7.192850617105849,129,241.6,1.5715868,2.8831460247444984
310,233.43099999999998,242.8,126,53962.117815971375,149.07,1111,250603.0,284406780.0,233.28568102444703,11.686107136253716,133,240.0,1.5818489,4.804782929540105
351,232.516,242.8,126,54315.36939907074,151.56,1112,252307.0,284661986.0,233.25692488262914,20.503326559365924,132,240.5,1.569616,8.233598484259478
297,233.706,242.8,126,54671.45168232918,148.59,1113,254023.0,284918120.0,233.43980186480186,12.55634899164562,132,240.5,1.5830138,5.05653675948272
312,233.60399999999998,242.8,126,55028.062925338745,148.93,1114,255739.0,285174552.0,233.36532634032636,11.745854587896106,131,240.8,1.5835632,4.732080303629685
372,234.02699999999996,242.8,126,55381.53744268417,147.89,1115,257455.0,285430109.0,233.56544289044288,8.515744242284406,131,240.9,1.582799,3.485594784251319
328,233.268,242.8,126,55732.61206960678,149.49,1116,259179.0,285687054.0,233.54263341067286,12.320304379356866,132,240.4,1.5905267,5.089535931693577
371,232.93,242.8,126,56082.99197125435,150.46,1117,260889.0,285942399.0,233.42403508771932,15.09928475127216,132,240.4,1.5781134,6.135103911100447
280,233.88099999999997,242.8,126,56438.18648099899,148.24,1118,262603.0,286198459.0,233.3875729288215,7.711186679104585,132,240.4,1.5816385,3.084240425129013
301,233.19299999999998,242.8,126,56787.64108681679,150.07,1119,264311.0,286453564.0,233.41481264637002,12.139402785969333,132,240.4,1.5757362,4.853849091185264
266,233.52,242.8,126,57141.51301574707,149.21,1120,266043.0,286711391.0,233.62742494226325,9.275014824785995,130,241.2,1.5972402,3.73121963974248
330,233.56399999999996,242.8,126,57491.603190898895,148.76,1121,267752.0,286966143.0,233.54622586307784,10.911571839107324,133,240.0,1.5774255,4.441633033018374
384,233.80900000000003,242.8,126,57847.75502753258,148.39,1122,269470.0,287222821.0,233.408963911525,17.74254491328682,130,241.2,1.5861918,7.144579693725868
750,234.974,242.8,126,58198.9283311367,145.5,1123,271186.0,287477699.0,233.61853146853147,7.6504901803740655,131,240.8,1.5838141,3.1262635845366598
248,233.69199999999998,242.8,126,58552.61158299446,148.82,1124,272911.0,287733955.0,233.74417391304345,11.116096437149151,131,240.9,1.5938045,4.471681562902259
735,234.44500000000005,242.8,126,58908.108963251114,146.73,1125,274626.0,287989894.0,233.4522448979592,7.053871277532643,129,241.6,1.5791737,2.856269420065271
750,233.85800000000003,242.8,126,59260.44278669357,147.97,1126,276350.0,288246554.0,233.48201856148492,9.398356239258012,132,240.5,1.5893389,4.0245789841920105
278,234.06,242.8,126,59612.15217804909,147.71,1127,278061.0,288501807.0,233.48626534190532,12.869572642477294,130,241.2,1.5824513,5.2528468471867695
393,233.24700000000004,242.8,126,59965.38605976105,149.96,1128,279772.0,288758282.0,233.19801285797777,11.71402578108824,131,240.8,1.5761384,4.703200080796052
487,233.12600000000003,242.8,126,60316.020204782486,150.22,1129,281487.0,289014338.0,233.4515451895044,13.050348654346365,131,240.8,1.584946,5.2416337147877865
406,232.588,242.8,126,60669.35651755333,151.17,1130,283211.0,289271494.0,233.4852668213457,27.30130216674655,132,240.4,1.587318,11.009189615952668
434,234.306,242.8,126,61020.464594841,147.19,1131,284929.0,289526780.0,233.72363213038417,11.711272347614498,131,240.8,1.5885412,4.7000387232447345
750,229.297,242.8,126,61375.218105793,153.08,1132,286649.0,289783150.0,233.35860465116278,60.55884411050131,131,240.8,1.5837519,50.3940699983639
631,234.05100000000002,242.8,126,61725.45033431053,147.82,1133,288368.0,290038379.0,233.77585805700986,9.291264714773764,131,240.6,1.5888265,3.7611566040248845
750,232.59699999999998,242.8,126,62074.48726725578,151.23,1134,290085.0,290294065.0,233.44612696563775,21.234337757509653,131,240.8,1.582909,8.65001104045538
341,234.31299999999996,242.8,126,62428.084158182144,147.25,1135,291812.0,290550364.0,233.7902142443544,9.93919010785084,129,241.6,1.5952477,3.9894775347155416
337,233.58500000000004,242.8,126,62784.439568042755,148.93,1136,293529.0,290806070.0,233.56942341292952,14.174805113298737,130,241.2,1.5833654,5.693564349333377
276,234.274,242.8,126,63143.71689224243,147.3,1137,295259.0,291062234.0,233.9147976878613,8.423182296495785,132,240.4,1.5989465,3.3973995938070045
674,234.37200000000004,242.8,126,63496.40728402138,146.69,1138,296986.0,291318326.0,233.82443543717432,8.170305991821849,131,240.8,1.59578,3.4133584634491583
750,234.72799999999995,242.8,126,63848.92139053345,146.11,1139,298713.0,291574355.0,233.6627099015634,7.9030310640918024,131,240.8,1.5955306,3.170554525631124
