recent_worst_eplen,eprew,best_ext_ret,best_eplen,total_secs,eplen,n_updates,epcount,tcount,eprew_recent,eplen_std,recent_best_eplen,recent_best_ext_ret,rew_mean,eprew_std
625,234.72100000000003,242.8,126,64205.742396593094,146.21,1140,300443.0,291830341.0,233.96566473988437,7.467656928381217,131,240.9,1.5985546,3.0087636995949016
667,232.687,242.8,126,64563.91557407379,151.21,1141,302167.0,292085386.0,233.98694895591646,16.839415072976852,131,240.9,1.5931021,6.756517668148291
414,232.74400000000003,242.8,126,64915.786043167114,151.16,1142,303897.0,292342301.0,233.74450867052022,21.756249676817003,131,240.8,1.5980328,8.698808194229828
344,235.38199999999998,242.8,126,65270.34584212303,144.56,1143,305641.0,292599442.0,234.1683486238532,8.559579428920559,130,241.2,1.6135069,3.4457039919296606
750,233.709,242.8,126,65626.05844950676,148.78,1144,307351.0,292853409.0,233.57918128654973,18.574487879885144,131,240.8,1.5783339,7.429281189994089
295,234.44200000000004,242.8,126,65981.49827241898,146.82,1145,309099.0,293110039.0,234.41624713958808,11.20658734851962,130,241.2,1.6171426,4.561385315888146
750,234.50900000000001,242.8,126,66337.19611001015,146.4,1146,310833.0,293365653.0,234.03114186851212,11.709824934643557,130,241.2,1.6066926,4.896449632131429
349,234.47600000000003,242.8,126,66691.29424667358,146.82,1147,312573.0,293622271.0,234.1773563218391,9.44709479152189,128,242.0,1.607115,3.801792208945672
750,234.285,242.8,126,67048.72718000412,147.29,1148,314305.0,293878702.0,233.6420323325635,8.968048840188148,128,242.0,1.5980256,3.5940888970641787
317,233.41200000000003,242.8,126,67401.46356606483,149.37,1149,316035.0,294134157.0,234.0650289017341,19.62276993698902,130,241.2,1.601535,7.895546592858532
275,233.53900000000002,242.8,126,67764.63584756851,148.88,1150,317774.0,294391004.0,234.0531339850489,11.877945950373743,132,240.5,1.6069453,4.814289044085325
327,234.69799999999998,242.8,126,68121.3678290844,146.16,1151,319502.0,294646366.0,234.04386574074073,13.18993555708291,130,241.2,1.5974783,5.307673313232457
335,234.45300000000003,242.8,126,68479.33701586723,146.8,1152,321240.0,294902681.0,234.17128883774453,11.091438139393826,129,241.6,1.6106465,4.456354002993928
261,234.46799999999996,242.8,126,68834.29360556602,146.84,1153,322974.0,295157950.0,234.29175317185698,10.738454264930311,129,241.6,1.6013689,4.304483244246633
554,234.53299999999996,242.8,126,69186.17951917648,146.71,1154,324714.0,295414435.0,234.20706896551724,11.79346853135243,131,240.8,1.6127038,4.738503033659471
571,234.234,242.8,126,69543.75987553596,147.11,1155,326455.0,295670711.0,234.25864445720853,10.97259768696547,131,240.8,1.6108285,4.515932240412826
312,234.169,242.8,126,69906.08186030388,147.57,1156,328187.0,295926511.0,234.0651847575058,13.33135777030982,129,241.6,1.6001308,5.350713877605492
315,235.138,242.8,126,70260.098249197,145.09,1157,329926.0,296182034.0,234.36998274870618,9.160889694784018,129,241.6,1.6131403,3.679205892580627
445,234.425,242.8,126,70616.8412694931,146.98,1158,331661.0,296437465.0,234.2670317002882,8.536954960640239,130,241.3,1.6027281,3.417641730784547
470,235.041,242.8,126,70965.77610683441,145.43,1159,333415.0,296694548.0,234.5279361459521,8.9746921952789,130,241.2,1.626402,3.61737736488744
279,235.329,242.8,126,71320.1004626751,144.55,1160,335156.0,296950120.0,234.42699597932224,6.760732208866137,130,241.3,1.6112044,2.7970804421753765
472,233.84000000000003,242.8,126,71674.97407841682,148.21,1161,336904.0,297206586.0,234.46653318077804,15.286134239892046,129,241.7,1.6201503,6.138159333220343
456,234.02999999999997,242.8,126,72028.6078824997,147.84,1162,338634.0,297461043.0,234.31109826589594,19.49857430685639,130,241.2,1.599625,7.8177682237324
262,234.608,242.8,126,72381.18408870697,146.53,1163,340388.0,297718841.0,234.37098061573545,9.618165105673741,131,240.8,1.6256709,3.859343985705345
248,234.889,242.8,126,72732.25616264343,145.72,1164,342138.0,297974362.0,234.75685714285714,7.833364538944935,129,241.6,1.6222266,3.137320353422646
248,235.05500000000004,242.8,126,73084.95487380028,145.39,1165,343893.0,298230903.0,234.69561253561253,10.647905897405366,130,241.3,1.6275598,4.265873298634173
255,234.687,242.8,126,73437.57000255585,146.1,1166,345632.0,298486610.0,234.31190339275446,12.03204055844228,130,241.2,1.6092757,4.826627290355038
750,234.71499999999997,242.8,126,73788.45501446724,146.21,1167,347364.0,298741317.0,234.1631062355658,9.548083577346816,132,240.5,1.6157969,3.8332068819723264
257,234.37099999999998,242.8,126,74144.17847752571,146.65,1168,349116.0,298998271.0,234.4951484018265,9.030365441110343,130,241.2,1.6237725,3.717802980255948
750,233.635,242.8,126,74499.1567876339,148.88,1169,350848.0,299254044.0,233.93146651270212,12.681703355622226,130,241.2,1.5989944,5.096143149480791
321,233.28999999999996,242.8,126,74855.4495203495,149.67,1170,352597.0,299510533.0,234.49010863350483,16.8742733176869,131,240.8,1.6187844,6.74665102106223
262,234.31799999999998,242.8,126,75212.75824451447,147.09,1171,354346.0,299767254.0,234.4214979988565,12.641277625303543,130,241.2,1.6214442,5.091058436121117
528,234.805,242.8,126,75563.67180466652,145.98,1172,356083.0,300021986.0,234.48048359240067,10.51283025640574,131,240.8,1.6090072,4.216049691358013
395,234.639,242.8,126,75916.61610841751,146.18,1173,357829.0,300278061.0,234.48172966781217,8.942460511514714,130,241.2,1.6199654,3.6140806576500184
306,234.795,242.8,126,76267.28919386864,145.83,1174,359585.0,300534981.0,234.6101936218679,9.671664799816007,127,242.4,1.6251656,3.969543424627068
349,234.99,242.8,126,76619.77685070038,145.33,1175,361332.0,300790179.0,234.7364625071551,9.403249438359062,130,241.2,1.6181626,3.801512856745324
342,234.946,242.8,126,76975.1020526886,145.53,1176,363076.0,301046604.0,234.33193807339447,8.18590862397083,130,241.3,1.6140071,3.2684681427237443
296,235.025,242.8,126,77331.38923954964,145.15,1177,364827.0,301302482.0,234.7040548258138,7.333996182164264,130,241.3,1.626468,3.0193500956331643
257,234.25599999999997,242.8,126,77681.4282066822,147.38,1178,366574.0,301557603.0,234.73640526617058,12.667107009889827,131,240.9,1.6167352,5.062535333210032
421,234.50299999999996,242.8,126,78033.26563835144,146.55,1179,368329.0,301813983.0,234.70774928774927,10.471270219032645,131,240.8,1.6291966,4.210640212604255
285,234.43199999999996,242.8,126,78394.5810034275,146.84,1180,370078.0,302069264.0,234.763350485992,13.506827902953379,130,241.2,1.6223134,5.463586367945511
266,234.33700000000002,242.8,126,78753.27781248093,146.96,1181,371838.0,302326634.0,234.6397159090909,8.986567754153974,130,241.3,1.6265448,3.655807845059693
235,235.42800000000003,242.8,126,79108.53473687172,144.29,1182,373592.0,302582824.0,234.71573546180161,8.975850934591103,129,241.6,1.627635,3.7675212010020585
750,233.51700000000005,242.8,126,79465.20338225365,148.88,1183,375335.0,302839257.0,234.1106712564544,23.85258057317908,130,241.2,1.6098441,9.915644759671457
255,234.5,242.8,126,79819.53480482101,146.45,1184,377085.0,303094753.0,234.73497142857144,10.727884227563235,131,240.8,1.6236341,4.4270306075291606
282,234.44800000000004,242.8,126,80173.72522974014,146.87,1185,378853.0,303351725.0,235.02273755656108,11.782745859942835,130,241.2,1.6409595,4.737182284860907
750,234.76000000000005,242.8,126,80522.7102868557,145.92,1186,380598.0,303606709.0,234.5323782234957,9.499136802888987,129,241.6,1.6183211,3.7849438569151843
553,235.51699999999997,242.8,126,80874.2226536274,144.11,1187,382346.0,303862429.0,234.64067505720823,8.29444995162428,131,240.8,1.6201397,3.3585727623501023
277,234.86300000000003,242.8,126,81226.0732960701,145.77,1188,384105.0,304118154.0,235.00198976691303,12.972937215603874,129,241.6,1.6321434,5.223746835366354
294,235.12900000000002,242.8,126,81598.95196914673,144.96,1189,385864.0,304374562.0,234.84007959067654,7.208217532788533,130,241.2,1.6333311,2.924595527590098
352,235.07,242.8,126,81952.2895514965,145.14,1190,387605.0,304629884.0,234.50281447444,8.246235504762156,129,241.6,1.6121123,3.339266386498687
313,234.36,242.8,126,82303.83110713959,146.8,1191,389350.0,304885415.0,234.55925501432665,10.882095386459357,129,241.6,1.6172101,4.4060413071145845
716,235.106,242.8,126,82656.25678420067,144.93,1192,391116.0,305142612.0,234.89818799546995,8.769555290891322,129,241.6,1.6378602,3.561988770336033
296,234.975,242.8,126,83008.56204628944,145.42,1193,392873.0,305398516.0,234.88343767786,10.532027345198074,130,241.2,1.6297517,4.264865179580709
750,234.79900000000006,242.8,126,83354.57148504257,145.94,1194,394617.0,305654044.0,234.36668577981652,12.693951315488807,131,240.8,1.6143861,5.109275780382186
242,235.162,242.8,126,83702.86295962334,145.0,1195,396380.0,305909842.0,235.10589903573455,8.341462701469089,129,241.6,1.6370615,3.320415034299176
295,234.953,242.8,126,84054.75950098038,145.62,1196,398148.0,306166728.0,235.0319004524887,13.869953136186147,127,242.4,1.6428814,5.569783748046239
253,234.961,242.8,126,84409.26953291893,145.42,1197,399904.0,306421992.0,235.00558086560366,12.757883837063261,129,241.6,1.6296178,5.096035616045083
750,234.50500000000002,242.8,126,84762.65426158905,146.42,1198,401658.0,306678648.0,234.44925883694413,13.6946558919894,130,241.2,1.624014,5.529346706438291
326,235.08599999999998,242.8,126,85115.81776475906,145.3,1199,403409.0,306934188.0,234.7749286122216,10.437911668528336,131,240.9,1.6273309,4.186072622399188
750,234.803,242.8,126,85468.88874268532,145.81,1200,405158.0,307189667.0,234.55826186392227,20.03381890703817,131,240.9,1.6218739,8.096980363073632
450,233.855,242.8,126,85826.85800480843,148.14,1201,406907.0,307445953.0,234.55889079473985,25.785274867644905,130,241.2,1.6196016,10.374125264329518
262,235.16,242.8,126,86182.75198483467,145.0,1202,408666.0,307702460.0,234.8231949971575,9.450925880568528,130,241.2,1.6304226,3.8549708170101615
305,235.14200000000005,242.8,126,86532.59564852715,145.06,1203,410418.0,307958378.0,234.7215182648402,19.325537508695586,129,241.6,1.6251686,7.727848083392942
287,235.62399999999997,242.8,126,86881.06257987022,143.71,1204,412187.0,308215277.0,235.0712266817411,10.593672639835537,130,241.2,1.6418386,4.460563193140526
379,234.90400000000005,242.8,126,87233.94235229492,145.74,1205,413942.0,308471044.0,234.85954415954416,11.220178251703489,129,241.7,1.6278347,4.490655186050249
376,234.49099999999999,242.8,126,87582.9693198204,146.75,1206,415696.0,308727004.0,234.79401368301023,14.989579713921268,129,241.6,1.6279299,5.9937983783240485
357,234.77800000000002,242.8,126,87939.30444312096,146.09,1207,417456.0,308983139.0,234.93863636363636,17.30496749491313,130,241.3,1.6335785,6.923071283758388
310,235.953,242.8,126,88296.75729870796,143.03,1208,419218.0,309238920.0,235.08518728717365,6.879614814798863,129,241.6,1.6327705,2.791825746711281
750,235.08899999999997,242.8,126,88654.63796806335,144.99,1209,420969.0,309494248.0,234.6628783552256,11.480849271722018,129,241.6,1.6248213,4.651019135630384
585,234.11700000000002,242.8,126,89002.97127461433,147.59,1210,422726.0,309751190.0,234.67740466704606,18.51545030508305,130,241.2,1.6279043,7.43039776862585
515,234.475,242.8,126,89359.43679237366,146.72,1211,424470.0,310006305.0,234.64667431192663,19.29304537909969,130,241.2,1.6142877,7.774758838703615
750,234.43799999999996,242.8,126,89713.02421092987,146.89,1212,426227.0,310262615.0,234.64080819578828,17.418894913283104,129,241.6,1.6311406,6.993079150131222
298,235.27200000000005,242.8,126,90063.462900877,144.87,1213,427986.0,310518040.0,235.0789653212052,12.730793376691024,130,241.2,1.631601,5.08444844599687
483,235.43600000000004,242.8,126,90416.30208706856,144.34,1214,429753.0,310774730.0,235.06677985285796,12.371919818686186,131,240.8,1.6386108,4.972374080859162
566,235.41299999999998,242.8,126,90766.2306432724,144.36,1215,431513.0,311031041.0,234.9059090909091,13.784425994578084,128,242.1,1.6347256,5.568692036735377
620,235.82899999999998,242.8,126,91119.6785171032,143.45,1216,433270.0,311285847.0,235.15048377916906,8.917819240150587,130,241.3,1.6306188,3.5910247840971516
290,235.83700000000002,242.8,126,91473.55591702461,143.34,1217,435041.0,311542601.0,235.17227555053643,8.425224032629638,127,242.5,1.6426024,3.368372158773433
337,234.683,242.8,126,91825.10632181168,146.19,1218,436800.0,311798578.0,234.9509948834565,16.321577742363022,130,241.3,1.6314659,6.646067333393485
353,234.882,242.8,126,92181.65561079979,145.62,1219,438569.0,312054579.0,235.27473148671567,12.724606084276244,129,241.7,1.6450857,5.188976392314769
411,235.69100000000003,242.8,126,92532.47529649734,143.69,1220,440330.0,312310949.0,234.934980124929,8.226414771940446,130,241.3,1.6301211,3.3232542785649124
289,235.99399999999997,242.8,126,92891.1330268383,142.83,1221,442090.0,312566378.0,235.11778409090908,7.68382066422688,126,242.8,1.6351674,3.173131576219304
361,235.27799999999996,242.8,126,93247.64919638634,144.78,1222,443868.0,312823225.0,235.36805399325087,10.878032910411697,129,241.6,1.6500062,4.372129458284602
537,235.70800000000003,242.8,126,93599.88333702087,143.74,1223,445624.0,313077653.0,235.19498861047836,9.817963128877597,129,241.6,1.6299791,3.945014068415979
399,235.36900000000003,242.8,126,93952.25312066078,144.48,1224,447395.0,313333918.0,235.27120271033317,9.283835414310188,128,242.0,1.6446692,3.7440805279801332
317,235.35100000000006,242.8,126,94305.63575315475,144.45,1225,449180.0,313590884.0,235.56201680672265,13.521371971808184,128,242.0,1.6586932,5.423956028582828
750,235.41000000000003,242.8,126,94659.39718604088,144.15,1226,450946.0,313846400.0,235.1280294450736,9.059111435455465,127,242.4,1.6414375,3.6388597115030414
750,235.08,242.8,126,95017.69123983383,145.12,1227,452711.0,314102540.0,234.9569971671388,14.589914324628504,130,241.2,1.6359746,5.864196449642525
750,235.697,242.8,126,95372.9948079586,143.7,1228,454479.0,314358874.0,235.00865384615386,12.736168968728391,128,242.1,1.6413611,5.141234384853505
305,234.84599999999998,242.8,126,95729.60652327538,145.76,1229,456243.0,314614789.0,235.12284580498863,12.932223320063724,130,241.2,1.6366271,5.282242326891108
319,235.78900000000004,242.8,126,96086.57325673103,143.35,1230,458012.0,314870406.0,235.33572639909553,8.535074692116057,128,242.0,1.6410595,3.4289617962292898
341,235.58900000000003,242.8,126,96441.14242911339,143.96,1231,459786.0,315126340.0,235.45090191657272,10.468925446291037,130,241.2,1.6501133,4.20929673461019
446,235.194,242.8,126,96798.56239843369,144.92,1232,461558.0,315382832.0,235.2490406320542,17.103028971500926,128,242.0,1.6468861,6.841809994438606
514,235.03099999999995,242.8,126,97156.7381439209,145.38,1233,463325.0,315638794.0,235.22778720996038,16.222071384382453,129,241.6,1.6394122,6.489509919862978
381,235.801,242.8,126,97509.37680888176,143.47,1234,465097.0,315894865.0,235.34034988713316,10.243490615996093,128,242.0,1.644808,4.25171718250403
347,234.68399999999997,242.8,126,97864.74532675743,146.21,1235,466871.0,316150505.0,235.52773393461104,16.10173593125909,130,241.3,1.6496582,6.549606400387737
248,234.81900000000002,242.8,126,98221.15040946007,145.86,1236,468644.0,316406408.0,235.43880428652002,16.12700840205647,129,241.7,1.6458019,6.533080360748673
750,235.69100000000003,242.8,126,98580.77277851105,143.68,1237,470417.0,316663193.0,235.08302312464747,7.299150635519177,129,241.6,1.6450913,2.9691444895794477
315,235.829,242.8,126,98937.28165006638,143.27,1238,472185.0,316918183.0,235.4531108597285,11.999045795395565,129,241.6,1.6420758,4.83750545219331
440,235.22099999999998,242.8,126,99292.44007849693,144.78,1239,473968.0,317174786.0,235.58810992708916,13.300812005287497,129,241.5,1.6592456,5.459034621615804
750,234.72000000000003,242.8,126,99645.24129843712,145.79,1240,475733.0,317430137.0,234.9728045325779,11.062816097178874,130,241.3,1.6366267,4.524334205162126
353,235.75900000000001,242.8,126,100000.72633075714,143.65,1241,477512.0,317686932.0,235.41332209106235,9.196058938480114,128,242.0,1.6539199,3.679295992442032
285,236.07,242.8,126,100350.81570458412,142.86,1242,479283.0,317941853.0,235.5901185770751,9.213055953373992,127,242.4,1.6475884,3.687343217005978
474,235.909,242.8,126,100707.07286190987,143.26,1243,481060.0,318198030.0,235.47574563871694,9.931384596318882,127,242.5,1.6532098,3.983016319323837
248,235.53099999999998,242.8,126,101057.24675154686,144.0,1244,482838.0,318454671.0,235.40596175478063,9.1706052144883,129,241.6,1.6516455,3.7168722065736923
750,235.41,242.8,126,101412.3930568695,144.29,1245,484618.0,318710956.0,235.40404494382022,12.967879549101312,130,241.2,1.6549493,5.416225623069997
408,235.071,242.8,126,101768.20620536804,145.36,1246,486400.0,318967043.0,235.6824354657688,12.525589806472189,129,241.6,1.6583945,5.012550149375066
348,235.23799999999994,242.8,126,102125.8616271019,144.91,1247,488167.0,319222596.0,235.3074136955291,11.407098667058158,131,240.9,1.6437995,4.594187196882598
270,236.157,242.8,126,102478.97497963905,142.53,1248,489948.0,319478245.0,235.71465468837727,9.49679419593791,129,241.6,1.6565126,3.851941198928144
344,234.87099999999998,242.8,126,102829.85027194023,145.73,1249,491731.0,319734875.0,235.5671901289961,18.81853076092818,127,242.4,1.6585314,7.545876953674769
291,235.10800000000003,242.8,126,103183.34252643585,145.25,1250,493512.0,319990877.0,235.63189219539584,12.592358794125904,129,241.6,1.6569183,5.046180337641531
609,235.976,242.8,126,103535.59356451035,142.88,1251,495284.0,320245908.0,235.58837471783295,9.019179563574506,127,242.4,1.6497872,3.680954224110916
384,235.81100000000004,242.8,126,103891.50469017029,143.38,1252,497058.0,320501593.0,235.504396843292,10.893833117869944,129,241.6,1.6495838,4.388368603478975
392,234.965,242.8,126,104247.68500590324,145.62,1253,498843.0,320758769.0,235.5226330532213,13.368455408161406,128,242.1,1.6598669,5.348651699260291
674,235.196,242.8,126,104603.43467783928,144.95,1254,500622.0,321014956.0,235.5407532321529,20.165006818744192,128,242.0,1.6553838,8.075554717788739
237,236.27100000000002,242.8,126,104960.43861675262,142.14,1255,502407.0,321270850.0,235.81025210084036,7.865138269604673,129,241.7,1.6612383,3.2299007724696422
750,234.94899999999998,242.8,126,105313.46171617508,145.35,1256,504191.0,321527101.0,235.56334080717488,13.41072332128286,129,241.7,1.6597619,5.33384467340398
750,230.86199999999997,242.8,126,105670.7844440937,149.25,1257,505969.0,321782901.0,235.45714285714286,60.90753237490417,128,242.0,1.6530733,50.54149736602586
316,235.87299999999996,242.8,126,106025.74431538582,143.26,1258,507759.0,322039248.0,235.87871508379885,11.912699106415808,129,241.6,1.6658905,4.792365908400568
750,235.938,242.8,126,106384.5272397995,143.17,1259,509533.0,322294733.0,235.43303269447577,9.368089453031498,128,242.0,1.6512911,3.753339313198316
368,235.019,242.8,126,106736.06894350052,145.26,1260,511316.0,322550829.0,235.70622546270334,12.478477471230216,130,241.2,1.656205,5.009085645105302
750,235.56699999999998,242.8,126,107090.99923944473,144.07,1261,513098.0,322806323.0,235.68496071829404,8.881728435389139,129,241.6,1.6589755,3.581649201136258
335,236.475,242.8,126,107445.62154722214,141.74,1262,514884.0,323061762.0,235.94854423292273,6.319208811235785,129,241.6,1.6663848,2.531812591800585
330,235.93900000000002,242.8,126,107799.54572582245,143.08,1263,516680.0,323319403.0,235.78402004454344,11.80820054030249,127,242.4,1.6716913,4.722687688170793
299,236.54099999999994,242.8,126,108155.24793028831,141.59,1264,518458.0,323574993.0,235.63734533183353,7.519434819186878,127,242.4,1.6551168,3.0166569244778243
485,235.981,243.2,125,108510.62603211403,142.99,1265,520239.0,323830348.0,235.81656372824258,9.742171215904595,125,243.2,1.6595017,3.9871467241625305
750,234.71099999999998,243.2,125,108865.06812500954,146.06,1266,522024.0,324086836.0,235.52039215686273,16.111374863741457,129,241.7,1.6620125,6.449820075009844
