recent_worst_eplen,eplen,recent_best_ext_ret,epcount,eprew_recent,recent_best_eplen,best_eplen,total_secs,eplen_std,best_ext_ret,n_updates,eprew,rew_mean,tcount,eprew_std
500,251.35,148.1,108465.0,122.2117387466902,168,168,66563.11853432655,86.40166375712913,149.9,185,97.23199999999999,0.54848886,47345053.0,89.8827902103623
500,229.78,148.5,109579.0,117.67181328545783,173,168,66921.26104593277,58.51095282081809,149.9,186,117.189,0.5186585,47600407.0,58.754521349424664
500,226.48,146.3,110713.0,121.03156966490299,175,168,67282.67665719986,52.223075359461546,149.9,187,120.507,0.5455344,47856662.0,51.37058741147506
500,231.11,150.1,111848.0,120.59709251101323,170,168,67638.35664463043,65.53745417698188,150.1,188,115.07199999999999,0.5435194,48112447.0,64.36050664809905
500,228.5,149.1,112994.0,121.88280977312392,173,168,67995.89690518379,53.360753367995095,150.1,189,119.321,0.5514617,48369322.0,51.200547448245125
500,223.32,150.1,114150.0,125.2189446366782,170,168,68349.20589709282,38.17640108758289,150.1,190,125.57500000000002,0.57562375,48625461.0,30.835736978382734
500,230.46,150.3,115305.0,122.83974025974028,166,166,68707.17751169205,65.51113187848306,150.3,191,115.373,0.5620717,48881504.0,65.96682325987813
500,213.55,151.3,116481.0,126.73231292517008,167,166,69066.23378896713,34.06974464242431,151.3,192,129.235,0.59004295,49136500.0,30.416325797176754
500,222.79,151.5,117655.0,124.35758091993185,167,166,69422.1878259182,53.47303900097693,151.5,193,121.59500000000001,0.57794696,49394341.0,52.31306409492757
500,218.58,149.5,118826.0,126.32263023057214,172,166,69777.23223185539,46.668229021465976,151.5,194,125.837,0.5868148,49648894.0,43.29069566315607
500,215.4,150.5,120007.0,126.91888230313295,169,166,70132.61847901344,34.21023238740129,151.5,195,129.205,0.592521,49904686.0,30.040450645754305
500,218.41,150.3,121181.0,123.72632027257241,165,165,70484.22981953621,46.475390261944014,151.5,196,125.82400000000001,0.5761828,50162350.0,42.430232429247894
500,210.8,150.5,122370.0,126.8883095037847,169,165,70841.29162621498,23.56650164958728,151.5,197,132.635,0.5977881,50417888.0,9.63160812118101
500,209.02,149.7,123556.0,126.00851602023607,167,165,71195.96435976028,35.942726663401594,151.5,198,131.267,0.5930159,50673372.0,30.813922356623152
500,214.13,152.7,124738.0,125.64365482233501,163,163,71553.23608636856,44.28513407454018,152.7,199,127.29799999999999,0.5876613,50928486.0,42.20103785453623
500,225.17,150.1,125937.0,126.80066722268558,166,163,71904.28869533539,66.46353210596018,152.7,200,117.97400000000002,0.603625,51186937.0,66.24350325881022
500,220.16,151.5,127123.0,127.04873524451938,167,163,72263.47508955002,60.777087788080145,152.7,201,122.00100000000002,0.59459406,51441085.0,60.09011814766219
500,218.15,151.5,128311.0,125.85606060606061,167,163,72623.49889683723,52.72729369121841,152.7,202,124.72399999999999,0.592121,51696970.0,51.750347090623464
500,212.59,151.4,129515.0,127.88654485049835,164,163,72982.08108472824,44.391462016923924,152.7,203,128.43899999999996,0.6093744,51953014.0,42.912468805697955
500,213.62,153.4,130725.0,128.12066115702478,162,162,73335.9123609066,46.944601393557484,153.4,204,128.10200000000003,0.6158334,52210145.0,43.31337894923461
500,215.34,152.5,131936.0,128.27233691164327,164,162,73694.85685443878,54.005040505493554,153.4,205,125.38300000000001,0.61722076,52466956.0,52.68995360597693
500,211.84,151.3,133129.0,128.06580050293377,167,162,74049.39001727104,53.55814037100242,153.4,206,127.07699999999998,0.602952,52720320.0,52.36052684035943
500,207.65,152.5,134340.0,127.44335260115606,164,162,74403.5630466938,44.56352207804047,153.4,207,130.43,0.6101728,52977496.0,44.39445348238899
500,205.15,152.7,135567.0,129.6719641401793,164,162,74759.34123158455,21.89537622421684,153.4,208,135.19099999999997,0.63176185,53234412.0,8.635057556264464
500,212.96,153.8,136771.0,129.40514950166113,161,161,75113.8107624054,53.82915938411075,153.8,209,126.39800000000001,0.61502063,53487341.0,52.52357562085811
500,204.95,152.6,138004.0,130.11354420113545,164,161,75476.63405251503,16.84599358898133,153.8,210,135.243,0.6363828,53745607.0,6.702152713867389
500,207.75,151.3,139231.0,130.20888345558274,165,161,75838.08579158783,45.02718623231969,153.8,211,130.28300000000002,0.6329054,54002070.0,42.85331971971367
500,212.01,152.7,140457.0,129.7847471451876,163,161,76194.68500947952,53.940058398188626,153.8,212,126.48700000000001,0.63005584,54258056.0,52.35729873666135
500,211.11,152.7,141684.0,130.9677261613692,163,161,76548.34045243263,54.091014965519,153.8,213,127.285,0.6347912,54512807.0,52.43957927939544
500,208.53,152.3,142916.0,130.73693181818183,165,161,76907.47414064407,44.79943191604108,153.8,214,130.108,0.63745356,54768832.0,42.55121544680011
500,207.88,156.5,144151.0,130.1455870445344,154,154,77261.87232923508,54.99277770762266,156.5,215,128.738,0.6390087,55025695.0,52.07204005990162
500,204.64,153.3,145395.0,132.13376205787782,162,154,77615.4111943245,46.16525100115887,156.5,216,131.637,0.6483983,55281608.0,43.23994601060459
500,202.25,152.6,146661.0,134.3067140600316,160,154,77973.69158053398,34.123708766779735,156.5,217,134.38800000000003,0.67377436,55538721.0,32.038421559121794
500,206.44,152.5,147908.0,133.60777866880514,161,154,78328.73116207123,36.05088625817679,156.5,218,132.931,0.65884125,55793497.0,30.60003821893038
500,201.63,151.9,149159.0,132.580895283773,166,154,78684.26159358025,22.61134892039836,156.5,219,136.211,0.6565,56049747.0,9.074159961120369
500,202.18,151.8,150396.0,130.7210994341148,166,154,79044.428129673,33.28494554599722,156.5,220,134.51,0.6412509,56306217.0,31.81972501452519
500,200.4,153.3,151657.0,132.93378271213322,161,154,79401.94781017303,34.78620416199502,156.5,221,135.109,0.66359574,56564073.0,31.26896894686488
500,200.78,153.1,152913.0,133.86600318471338,163,154,79758.22432112694,19.37347671431228,156.5,222,136.815,0.66413766,56819413.0,7.707767186416571
500,194.78,152.9,154179.0,135.0042654028436,163,154,80116.16189169884,14.819973009422116,156.5,223,139.207,0.6763257,57074702.0,6.1053133416721534
500,194.26,153.9,155451.0,135.35888364779873,161,154,80475.86773180962,13.157978568154,156.5,224,139.404,0.6808244,57330543.0,5.4184300309222415
500,205.32,152.8,156716.0,134.48403162055334,163,154,80836.07334542274,45.98366666545851,156.5,225,131.58700000000002,0.67244554,57586265.0,43.201205203095896
500,203.73,156.5,157994.0,135.26220657276997,154,154,81195.50573253632,44.65464253579911,156.5,226,132.12300000000002,0.68573946,57843562.0,43.27582432490455
500,197.29,152.6,159269.0,135.82141176470589,163,154,81552.91021203995,14.69713917740456,156.5,227,138.326,0.684776,58099658.0,6.239641335846157
500,200.54,153.0,160529.0,135.3015873015873,161,154,81914.80816197395,35.89552061190923,156.5,228,135.239,0.67314833,58353166.0,31.90660400293331
500,203.15,152.6,161806.0,134.23179326546594,162,154,82274.77682685852,36.368770944314306,156.5,229,134.227,0.67870235,58611643.0,32.49274643670492
500,198.67,151.7,163062.0,135.11464968152868,158,154,82632.53591537476,33.292357981975385,156.5,230,136.02900000000002,0.6698898,58864420.0,31.030995133897974
500,205.46,153.3,164337.0,133.66909803921567,162,154,82989.46584224701,48.91020752358345,156.5,231,131.303,0.67768025,59122999.0,43.634856376525406
500,199.31,152.7,165620.0,136.0631332813718,164,154,83346.17673039436,18.00316361087684,156.5,232,137.753,0.6906303,59380431.0,7.197769862950608
500,205.89,152.3,166885.0,135.17122529644269,156,154,83701.26523399353,54.05180755534453,156.5,233,129.466,0.67606044,59634690.0,52.72581382966033
500,200.41,152.7,168162.0,136.14706342991386,162,154,84055.15613794327,33.653854162636414,156.5,234,135.113,0.6868015,59890468.0,30.706200204518957
500,197.5,153.8,169462.0,137.44961538461538,161,154,84417.89748334885,33.1621772505968,156.5,235,136.33899999999997,0.7079763,60148293.0,30.66656125163041
500,199.74,154.3,170738.0,137.41481191222573,158,154,84783.85512971878,38.216650821337026,156.5,236,135.671,0.6905341,60401194.0,28.488240714371955
500,199.21,153.0,172034.0,136.84899691358027,163,154,85145.02019739151,34.79232530314695,156.5,237,136.114,0.70390373,60658334.0,28.158782004909238
500,194.47,153.1,173313.0,135.76755277560594,163,154,85507.45741987228,18.33382393282972,156.5,238,139.49400000000003,0.68558395,60913114.0,7.509724628773014
500,197.78,153.8,174615.0,137.01927803379417,160,154,85872.10738158226,34.92694661718943,156.5,239,136.438,0.70708567,61171045.0,31.747503145916845
500,196.06,154.1,175901.0,136.6580093312597,158,154,86235.69440174103,35.32416170272127,156.5,240,136.934,0.6940609,61425963.0,31.459775015088713
500,199.74,154.0,177201.0,136.37053846153847,160,154,86596.89255452156,39.292396210971916,156.5,241,135.70000000000002,0.7031576,61684192.0,32.1626646906005
500,194.77,154.2,178482.0,136.503981264637,160,154,86953.7743127346,17.880634776204115,156.5,242,139.44799999999998,0.6908504,61938431.0,7.338112563868179
500,192.16,152.3,179795.0,138.13274942878903,164,154,87314.12564349174,14.085964645703184,156.5,243,140.32700000000003,0.7189695,62196039.0,5.605030865213856
500,201.45,154.4,181070.0,136.7518431372549,158,154,87673.95560956001,36.59709687939742,156.5,244,134.84600000000003,0.68906134,62449869.0,31.173028149347314
500,195.74,153.5,182382.0,137.80327743902438,162,154,88033.49639058113,17.959743873452094,156.5,245,138.886,0.71515757,62707886.0,7.132461286260165
500,200.04,153.4,183667.0,136.95385214007783,162,154,88394.00444579124,39.50466301590232,156.5,246,135.77200000000002,0.6957088,62962747.0,31.84299634142491
500,200.29,153.9,184968.0,137.83651037663336,161,154,88759.96499633789,36.39458613585268,156.5,247,137.351,0.7094785,63220287.0,14.462610379872645
500,190.95,154.6,186257.0,137.54918541505043,159,154,89121.11803460121,13.039459344620083,156.5,248,140.969,0.69948655,63473859.0,5.449673292959864
500,192.97,153.5,187562.0,137.7344827586207,162,154,89480.15633869171,16.229882932418214,156.5,249,140.41299999999998,0.7119511,63730431.0,6.930261971960367
500,194.27,153.1,188864.0,137.50483870967741,163,154,89841.34472870827,13.96843226707994,156.5,250,139.799,0.7080837,63987114.0,5.931601722975
500,191.08,153.5,190169.0,138.20214559386972,162,154,90204.62244582176,13.348917559113174,156.5,251,140.702,0.7153675,64243347.0,5.293353946223508
500,195.2,153.3,191464.0,137.5389189189189,162,154,90563.28855347633,24.48550591676635,156.5,252,139.532,0.7023719,64498867.0,9.602144343843202
500,194.51,152.6,192765.0,137.57486548808612,159,154,90923.97967720032,33.756923734250435,156.5,253,137.65900000000002,0.7089123,64754613.0,31.31260479423582
500,194.57,153.7,194075.0,138.69152671755728,161,154,91280.2362229824,23.852150846412155,156.5,254,139.659,0.71974885,65010638.0,9.8186057564198
500,192.67,154.2,195380.0,138.39478927203066,157,154,91639.58543753624,19.315307401126184,156.5,255,140.48,0.7131788,65266289.0,7.814435360280356
500,192.7,154.2,196703.0,138.6402872260015,160,154,91996.76840543747,35.709802575763426,156.5,256,138.569,0.7281755,65523788.0,31.640621659505996
500,193.09,152.7,198017.0,138.6230593607306,164,154,92360.70646810532,21.627803864470387,156.5,257,140.325,0.7197079,65780422.0,8.560787054938348
500,194.18,157.1,199324.0,138.51025248661057,153,153,92721.86677217484,34.017166254701465,157.1,258,139.851,0.7156101,66034524.0,13.677649615339618
500,197.6,153.5,200645.0,138.48274034822106,162,153,93079.92042279243,46.562860736857644,157.1,259,136.24999999999997,0.72390294,66292016.0,34.36032741403959
500,191.86,154.7,201961.0,138.90691489361703,159,153,93434.51346492767,13.442484889335008,157.1,260,140.955,0.723642,66547936.0,5.380378704143419
500,195.12,158.0,203285.0,140.26790030211478,150,150,93789.84510946274,34.3340297663994,158.0,261,137.576,0.731996,66802763.0,31.318231495408547
500,189.82,155.0,204631.0,140.8786775631501,158,150,94145.25227451324,14.02453564293663,158.0,262,141.355,0.7516256,67059919.0,5.588315935950652
500,197.6,153.9,205964.0,139.67876969242312,161,150,94503.52826046944,46.930587040862804,158.0,263,134.29300000000003,0.7356477,67316416.0,45.12750880560547
500,193.71,156.3,207290.0,139.66892911010558,155,150,94861.22283172607,34.300814859125424,158.0,264,138.099,0.7325912,67571447.0,31.350025502381975
500,196.31,154.1,208617.0,140.26405425772418,156,150,95215.66949605942,29.61340743649741,158.0,265,139.08700000000002,0.73361725,67826551.0,11.833525721440756
500,192.71,156.1,209954.0,139.18608825729243,155,150,95574.59259819984,37.3829626969292,158.0,266,138.395,0.73707515,68083907.0,32.284025074330486
500,188.09,154.9,211294.0,140.66380597014924,158,150,95928.81844878197,12.590548042082997,158.0,267,142.30399999999997,0.7471112,68340219.0,5.098939497581825
500,189.7,154.5,212620.0,140.2132730015083,158,150,96283.35419392586,16.053348560347153,158.0,268,141.69299999999998,0.73387545,68594830.0,6.4458863626347
500,191.7,154.3,213948.0,139.59623493975903,158,150,96641.42166662216,14.361406616345072,158.0,269,140.446,0.7320516,68850668.0,5.985856997957768
500,193.13,155.3,215273.0,138.76030188679246,157,150,96996.20519924164,34.351900966322084,158.0,270,138.373,0.72679555,69106785.0,31.38963158433052
500,197.44,154.3,216614.0,139.67024608501117,158,150,97355.24484348297,50.95141214922311,158.0,271,134.478,0.74310374,69363866.0,45.133782425141376
500,189.81,155.3,217954.0,140.43335820895524,157,150,97715.06323862076,14.87863905066589,158.0,272,141.654,0.74324495,69619249.0,5.943171207360597
500,191.37,154.7,219301.0,140.48804751299184,159,150,98066.6169450283,22.248440394778235,158.0,273,140.58499999999995,0.7497584,69876161.0,8.741926275140965
500,194.94,154.7,220635.0,139.60344827586206,159,150,98424.88515281677,46.0223467459016,158.0,274,135.655,0.7358367,70131820.0,43.376190185400105
500,186.49,156.3,221972.0,140.45811518324606,155,150,98786.95261120796,13.789485124543265,158.0,275,143.1,0.74414843,70386681.0,5.443803817185188
500,187.41,155.9,223328.0,141.46828908554573,156,150,99142.17290353775,13.242428025101741,158.0,276,142.739,0.7565939,70642989.0,5.350287749271063
500,190.19,155.3,224678.0,141.39303703703703,157,150,99505.10050392151,22.576401396148146,158.0,277,141.41899999999998,0.7556202,70899494.0,9.039233319258884
500,187.43,154.5,226027.0,140.93306152705708,158,150,99859.55462050438,11.898953735518093,158.0,278,142.39999999999998,0.75218827,71155536.0,4.828043081829324
500,189.7,155.7,227382.0,141.47940959409596,156,150,100217.23487877846,24.077167607507327,158.0,279,141.553,0.7576929,71411670.0,9.58938428680382
500,186.63,156.0,228741.0,141.8991169977925,155,150,100575.4050385952,10.903811260288762,158.0,280,142.795,0.76297486,71668334.0,4.366929699457044
500,186.75,154.5,230086.0,140.8107063197026,159,150,100930.56924009323,11.699893161905369,158.0,281,143.064,0.7493298,71923491.0,4.83256701971116
500,191.32,154.4,231435.0,141.0542624166049,159,150,101289.10509109497,34.609501585547285,158.0,282,138.94299999999998,0.7509903,72179103.0,31.068859827808293
500,190.77,154.9,232802.0,142.35822970007317,158,150,101644.23659062386,33.23066505503614,158.0,283,139.343,0.77157086,72435686.0,32.07667456267872
500,190.87,156.1,234164.0,141.89273127753302,155,150,102002.39270401001,33.74423061798861,158.0,284,139.49200000000002,0.76430446,72691665.0,32.1704512868564
500,188.68,154.7,235525.0,142.14489346069067,157,150,102357.43553757668,24.09766793696021,158.0,285,142.08800000000002,0.7633548,72947610.0,9.762820084381357
500,196.9,156.9,236881.0,141.13613569321532,153,150,102716.75646829605,56.02597611822574,158.0,286,133.263,0.75788116,73204732.0,53.671557933415734
500,190.85,156.3,238243.0,142.25080763582966,153,150,103077.02092933655,34.22290899383043,158.0,287,139.446,0.76554424,73459730.0,31.412661205316564
500,188.61,155.7,239609.0,142.13989751098097,156,150,103437.11515378952,33.436475591784486,158.0,288,140.10299999999998,0.767474,73715463.0,32.10634658443716
500,192.8,155.4,240970.0,141.74136664217488,157,150,103796.75454354286,37.194892122440685,158.0,289,140.52900000000002,0.7621904,73971541.0,14.817187958583775
500,188.89,156.7,242343.0,142.37858703568827,154,150,104155.80616044998,34.79192291322801,158.0,290,140.03100000000003,0.7738989,74228374.0,32.33618003104264
500,186.59,155.1,243694.0,141.15566247224277,158,150,104512.51654028893,15.53904437216137,158.0,291,142.899,0.7540983,74483763.0,6.3943959057912565
500,191.15,154.7,245057.0,141.32296404988995,159,150,104869.7753944397,35.00524960630905,158.0,292,139.21799999999996,0.7622972,74740772.0,31.60298207448152
500,187.87,156.1,246412.0,141.0008856088561,155,150,105228.64460086823,35.57461313914742,158.0,293,140.606,0.75587827,74995536.0,31.345949722412307
500,192.06,155.1,247772.0,141.3861029411765,158,150,105586.23508143425,47.59092770686446,158.0,294,136.787,0.75920576,75251521.0,44.74007075318501
500,184.77,157.5,249146.0,142.79505094614265,152,150,105941.33885192871,12.654528833583651,158.0,295,143.822,0.77458924,75507397.0,5.217730924453655
500,187.17,155.9,250525.0,142.18651196519218,156,150,106296.74606108665,34.07904194662755,158.0,296,140.72400000000002,0.7774749,75764911.0,31.487972687996287
500,184.88,155.9,251898.0,142.78135469774216,156,150,106655.54295682907,18.941636676908363,158.0,297,143.96499999999997,0.7758187,76020247.0,7.558735013214842
385,187.63,157.9,253276.0,143.50130624092887,151,150,107017.13259673119,22.960250434174277,158.0,298,142.96300000000002,0.78099304,76276047.0,9.168605728244618
500,186.86,156.5,254641.0,142.61545787545785,154,150,107376.99390482903,18.461863394576397,158.0,299,142.787,0.76958245,76531168.0,7.731787050869934
500,187.42,157.1,256025.0,142.5638005780347,153,150,107733.02235746384,34.50106665017765,158.0,300,141.041,0.78033805,76788387.0,30.40916998209586
500,185.41,155.8,257412.0,143.42631578947368,156,150,108093.30204176903,20.264301122910705,158.0,301,143.52800000000002,0.78743976,77045082.0,8.088845158611951
408,184.23,157.4,258789.0,143.6044299201162,152,150,108450.34139895439,14.756595135735074,158.0,302,144.205,0.7824244,77300305.0,6.040916735065961
500,185.1,155.0,260156.0,142.96956839795172,155,150,108809.2465069294,15.821188324522275,158.0,303,143.56,0.7697375,77554353.0,6.536375142232888
500,186.63,156.0,261545.0,142.80489560835133,155,150,109166.22436594963,35.14360681546503,158.0,304,141.24699999999999,0.7859028,77812310.0,31.71201177787369
500,185.07,158.3,262924.0,143.05235678027557,150,150,109524.62579274178,16.187807139943324,158.3,305,143.77,0.7809642,78068436.0,6.615897520367135
500,186.42,155.9,264298.0,142.90101892285298,156,150,109883.82173228264,23.288701123076834,158.3,306,143.205,0.7757336,78323983.0,9.576224464787778
500,188.29,156.6,265673.0,143.1762909090909,154,150,110237.81147909164,17.150682202174934,158.3,307,142.528,0.7770787,78579775.0,6.819458629539445
500,181.35,156.5,267062.0,143.85478761699065,154,150,110598.65478658676,12.110635821458756,158.3,308,145.13,0.7908217,78835438.0,5.099146987487221
500,185.72,155.9,268448.0,143.67106782106782,156,150,110956.72428321838,22.657925765612354,158.3,309,143.338,0.7880264,79090794.0,8.95084107779822
500,184.82,155.9,269837.0,142.99474442044638,154,150,111314.18341588974,11.955233163765564,158.3,310,143.71900000000002,0.784355,79347925.0,4.883496595678141
500,186.32,155.9,271215.0,142.91850507982582,156,150,111669.69947862625,35.49982535168307,158.3,311,141.319,0.77808565,79603591.0,32.23601307544095
500,184.67,157.1,272596.0,142.79587255611872,153,150,112029.80332279205,12.11449957695323,158.3,312,143.956,0.77988935,79860257.0,4.991659443511747
500,189.09,157.4,273984.0,143.6479106628242,152,150,112389.98839044571,35.20343591185383,158.3,313,139.95899999999997,0.787946,80115797.0,32.08943157801334
500,184.65,155.9,275380.0,143.8647564469914,156,150,112748.8208565712,34.17729509484331,158.3,314,141.90900000000002,0.7942396,80372506.0,32.56143146423388
500,186.24,156.5,276760.0,143.50971014492757,154,150,113108.2401175499,25.927252071903034,158.3,315,143.319,0.7818068,80626827.0,10.31133061248644
500,182.69,157.3,278153.0,143.39066762383345,152,150,113463.80125331879,13.814264366950562,158.3,316,144.53400000000002,0.7912992,80883642.0,5.478945518984469
500,182.32,156.7,279551.0,144.06409155937052,154,150,113821.5734732151,13.520266269567328,158.3,317,144.92000000000002,0.79595387,81139787.0,5.470447879287399
500,186.5,156.4,280950.0,144.0506075768406,154,150,114172.68614602089,26.212401645022915,158.3,318,143.168,0.79833436,81396479.0,10.79257967309021
500,182.36,158.7,282357.0,144.41670220326935,149,149,114533.56833386421,12.986546885142333,158.7,319,144.85500000000002,0.80352086,81653437.0,5.445114782995854
500,180.1,157.7,283752.0,144.18236559139785,151,149,114891.07757949829,10.483797022071727,158.7,320,145.54,0.79450774,81909527.0,4.254268444750517
500,181.62,156.5,285152.0,144.6775,154,149,115246.0305879116,16.282370834740252,158.7,321,144.99099999999999,0.79994094,82164304.0,6.408854733881866
352,182.47,155.7,286565.0,145.15244161358814,156,149,115597.12504339218,14.006751943259365,158.7,322,144.78100000000003,0.81190467,82420664.0,5.713224921180682
500,181.13,157.4,287970.0,144.5444839857651,152,149,115952.02671122551,10.49347892741011,158.7,323,145.46800000000002,0.80213875,82676617.0,4.40948704499741
500,186.88,158.2,289368.0,144.58676680972818,150,149,116312.18519735336,35.68340790899883,158.7,324,141.063,0.79826856,82931866.0,31.449679346537064
500,181.99,155.9,290766.0,144.36158798283262,156,149,116668.37355065346,10.768932166189924,158.7,325,145.02,0.79768056,83186580.0,4.319421257529762
500,181.08,156.2,292176.0,144.47489361702128,153,149,117028.72690582275,10.253467706098265,158.7,326,145.31799999999998,0.8065569,83444359.0,4.181468163217316
500,182.4,156.7,293578.0,144.43509272467904,154,149,117387.5977525711,16.2234398325386,158.7,327,144.82299999999995,0.79915226,83700022.0,6.454794419654276
395,179.22,156.2,294989.0,145.17009213323882,155,149,117745.76731276512,11.172806272374007,158.7,328,146.045,0.81131774,83956001.0,4.398258177960907
500,180.64,157.3,296392.0,144.54461867426943,152,149,118107.48047423363,14.899342267362007,158.7,329,145.428,0.80048513,84211878.0,6.0625255463379295
500,179.59,156.5,297801.0,145.0028388928318,152,149,118462.1395251751,11.000995409507269,158.7,330,146.01,0.8070092,84467308.0,4.2727859763859
500,181.12,157.0,299208.0,145.00632551528074,153,149,118820.3643591404,15.152082365140442,158.7,331,145.363,0.8066794,84722705.0,6.157428927726248
500,179.97,157.5,300621.0,144.8023354564756,152,149,119178.18049025536,16.826440502970318,158.7,332,145.77100000000002,0.8090881,84979440.0,6.753033318442905
500,180.24,156.9,302035.0,145.11817538896747,153,149,119536.27587914467,11.794168050354381,158.7,333,145.55899999999997,0.8115876,85235829.0,5.05339677840559
500,182.54,157.4,303445.0,144.95028368794328,152,149,119891.0850675106,19.637932681420416,158.7,334,144.59600000000003,0.80989546,85491671.0,8.017741826724032
364,180.91,156.5,304860.0,145.25272084805653,154,149,120250.33604431152,17.935492744834193,158.7,335,145.501,0.8125215,85747995.0,7.180563975064911
500,179.89,157.0,306276.0,145.28954802259886,153,149,120617.41894459724,18.81057947007481,158.7,336,145.74400000000003,0.8127515,86003914.0,7.72348781315799
500,178.21,157.5,307700.0,145.54143258426967,152,149,120982.43447065353,15.040807824049876,158.7,337,146.27900000000002,0.8197518,86260561.0,6.112860132540251
421,179.78,157.5,309119.0,145.76518675123324,152,149,121344.41917014122,14.818623417848231,158.7,338,145.748,0.817381,86515966.0,6.095826113005521
500,181.49,159.4,310531.0,145.28781869688385,147,147,121700.06311178207,22.72025307957638,159.4,339,145.038,0.8089431,86771650.0,9.08572264599795
500,177.61,158.8,311957.0,145.65028050490884,148,147,122059.69921159744,9.355100213252662,159.4,340,146.68800000000002,0.82387525,87028131.0,3.7563620698755864
500,179.04,157.8,313376.0,145.2293164200141,151,147,122417.31225633621,9.128986800297174,159.4,341,146.03799999999998,0.81337726,87284340.0,3.8672931101740917
500,181.73,158.4,314793.0,145.39026111503176,149,147,122775.58624053001,33.5012999747771,159.4,342,143.06900000000002,0.8146069,87539892.0,31.925725348063747
500,183.27,156.7,316218.0,145.5202807017544,153,147,123133.43556666374,20.238011265932236,159.4,343,144.669,0.81884223,87796444.0,8.105648586017038
500,178.09,157.5,317652.0,145.9818688981869,152,147,123495.30562829971,23.36240355785337,159.4,344,146.372,0.8286415,88053260.0,9.326211235008566
425,177.36,156.3,319075.0,146.08264230498943,149,147,123850.39415168762,10.915603510571461,159.4,345,146.61899999999997,0.8214772,88308139.0,4.480774375038314
332,176.99,156.7,320500.0,145.96042105263157,154,147,124202.62561821938,10.134589286201983,159.4,346,147.05999999999997,0.8224016,88564104.0,4.169292505929515
358,177.6,158.6,321934.0,146.19121338912132,149,147,124557.62273335457,10.143963722332607,159.4,347,146.719,0.83051527,88820626.0,4.125110786391076
291,179.46,158.1,323371.0,146.4105080027836,150,147,124916.03932857513,17.378388878144026,159.4,348,145.985,0.831863,89076889.0,7.142777820988134
498,178.57,157.5,324801.0,146.24643356643358,152,147,125273.73899245262,28.651790519965765,159.4,349,146.33100000000002,0.8238171,89332697.0,11.408590579032976
338,179.34,157.3,326220.0,146.05320648343906,152,147,125630.96787953377,9.859229178794862,159.4,350,146.069,0.8193688,89587335.0,4.000892275480558
500,181.03,157.1,327652.0,146.1350558659218,153,147,125993.89487051964,12.725136541507128,159.4,351,145.33700000000002,0.82738703,89843448.0,5.11796160595212
500,174.58,157.7,329088.0,145.72869080779944,151,147,126352.95673418045,11.230476392388702,159.4,352,147.80700000000002,0.8282618,90100706.0,4.455608937058995
500,180.83,156.5,330522.0,146.26324965132497,154,147,126712.66667699814,33.4314387964383,159.4,353,143.675,0.8290141,90356782.0,31.946785049516325
497,176.7,157.3,331951.0,146.27564730580826,152,147,127073.34683156013,13.331541546272884,159.4,354,147.29700000000003,0.8272895,90612530.0,5.3426857478238405
500,176.09,156.8,333385.0,146.4413528591353,153,147,127434.64683580399,11.939928810508041,159.4,355,147.39799999999997,0.82921004,90868213.0,4.668318326763932
331,176.97,158.7,334830.0,146.5561937716263,149,147,127795.82754302025,9.828992827345028,159.4,356,146.76200000000003,0.83731693,91125597.0,4.2275472794517635
500,179.03,157.1,336259.0,146.21392582225334,153,147,128153.17916846275,19.12561371564322,159.4,357,146.189,0.8248539,91380971.0,7.80671371320865
400,177.65,156.5,337692.0,146.60879274249828,154,147,128510.3039894104,10.943833880318177,159.4,358,146.803,0.83092296,91635827.0,4.318436175283826
398,179.15,157.5,339134.0,146.55672676837725,151,147,128867.65257763863,24.10492688227865,159.4,359,146.319,0.83591247,91892348.0,9.6923649848734
500,179.13,158.3,340572.0,146.35716272600834,150,147,129231.16246843338,23.71904509039097,159.4,360,146.307,0.83136964,92148268.0,9.454937916242496
500,178.87,159.1,342012.0,146.4604861111111,148,147,129591.53449749947,13.677466870733047,159.4,361,146.33800000000002,0.83442,92404521.0,5.732360421327327
472,178.49,157.4,343447.0,146.56480836236935,151,147,129948.48910498619,15.619535844576177,159.4,362,146.25799999999998,0.83023906,92660183.0,6.027738879546792
500,178.12,157.5,344886.0,146.31688672689367,152,147,130306.28623485565,13.030947778270006,159.4,363,146.427,0.83310366,92916186.0,5.4880571243382645
500,179.79,158.3,346332.0,146.65276625172893,149,147,130668.41188716888,14.357781862112267,159.4,364,145.856,0.8384227,93173060.0,6.137740952500358
355,176.61,158.2,347776.0,147.35339335180058,150,147,131026.76706290245,10.903114234015895,159.4,365,147.053,0.8396453,93427398.0,4.540979079449717
500,178.05,158.9,349229.0,146.90495526496903,148,147,131386.7487154007,33.755110724155536,159.4,366,144.708,0.84321105,93684407.0,32.07495808259147
500,176.98,157.1,350670.0,146.54566273421236,150,147,131744.33950662613,10.765667652310285,159.4,367,147.015,0.8352357,93940183.0,4.525027624225072
500,175.08,158.2,352119.0,146.66611456176673,150,147,132102.49653458595,14.959064141850586,159.4,368,147.66899999999998,0.8402848,94196952.0,6.320849547331434
324,176.45,157.7,353563.0,147.2231301939058,151,147,132461.71533226967,16.538062159757413,159.4,369,146.944,0.8415558,94451572.0,6.661656250513082
500,175.3,158.7,355024.0,147.27152635181383,149,147,132822.6681022644,17.2252721313772,159.4,370,147.653,0.8497932,94708721.0,7.311927994722049
