eprew_recent,n_updates,epcount,tcount,recent_best_ext_ret,recent_best_eplen,eprew_std,recent_worst_eplen,total_secs,best_eplen,eplen,eprew,best_ext_ret,eplen_std,rew_mean
228.50916612236014,71,190996.0,18172706.0,231.6,48,5.8971922132486085,272,15061.747300386429,44,56.97,228.11800000000005,233.2,14.758356954620659,4.1105256
228.4966353506664,72,195573.0,18428657.0,231.0,50,2.862041928414048,198,15274.687792301178,44,56.3,228.354,233.2,7.132320800412724,4.095247
228.4366030283081,73,200130.0,18684258.0,231.2,49,1.780477464052831,299,15490.27892112732,44,55.47,228.73,233.2,4.437240133235973,4.0784163
228.5387026556378,74,204724.0,18940718.0,231.6,48,2.9952527439266294,184,15702.390734910965,44,56.0,228.51899999999995,233.2,7.496665925596525,4.107325
228.58090255068674,75,209311.0,19196167.0,231.6,48,1.4721613362671895,174,15916.950313091278,44,55.2,228.77900000000005,233.2,3.5071355833500366,4.1079993
228.6418675352877,76,213916.0,19451942.0,231.6,48,1.6786717963914215,157,16132.435022115707,44,55.24,228.73100000000002,233.2,3.8836065712170176,4.123257
228.69477321814256,77,218546.0,19708437.0,232.0,47,0.8800517030265901,215,16347.143119335175,44,54.82,228.947,233.2,2.0754758490524527,4.1440167
228.72043590850237,78,223180.0,19964439.0,232.4,46,1.263051463717927,375,16560.719359636307,44,54.78,228.951,233.2,2.9481519635188413,4.1497188
228.79116379310344,79,227820.0,20220305.0,231.4,49,4.261021004407278,159,16777.134818553925,44,55.41,228.73,233.2,10.679040219045906,4.1567073
228.8009478672986,80,232462.0,20476190.0,231.6,48,1.5578716250063729,150,16990.720591068268,44,54.65,229.00599999999997,233.2,3.7692837515899487,4.162157
228.85656001717845,81,237119.0,20732339.0,232.2,47,2.0886684753689364,142,17203.89565706253,44,54.89,228.908,233.2,5.195950346183073,4.1717553
228.92498392971928,82,241786.0,20988195.0,231.6,48,1.7369214144572003,167,17418.6005525589,44,54.68,228.95199999999997,233.2,4.204473807743366,4.184458
228.90696080531166,83,246455.0,21244237.0,231.4,49,2.6315871636713837,157,17632.191026449203,44,55.13,228.857,233.2,6.626696009324708,4.183778
228.85565291729003,84,251134.0,21500734.0,231.8,48,2.8034798019604144,375,17848.90854024887,44,55.02,228.799,233.2,6.900695617109915,4.192006
229.08814641413065,85,255833.0,21756321.0,231.8,48,1.6900000000000004,121,18062.450756549835,44,54.35,229.13,233.2,4.193745342769396,4.218266
229.09535031847136,86,260543.0,22012298.0,231.4,49,1.922743872698597,161,18278.754588603973,44,54.45,229.116,233.2,4.815340071064556,4.2252064
229.14942869234028,87,265269.0,22268397.0,231.8,48,3.622150052109935,143,18494.467774152756,44,54.35,229.12699999999998,233.2,9.041432408639684,4.2399225
229.06129991503826,88,269977.0,22524425.0,232.8,45,1.798969427199917,223,18708.87553882599,44,54.14,229.24700000000004,233.2,4.50559651988502,4.2254257
229.20481114159108,89,274716.0,22780433.0,232.4,46,2.008401105357195,136,18920.672248840332,44,54.21,229.15499999999997,233.2,4.976534939091657,4.249309
229.21040523427604,90,279454.0,23036611.0,231.6,48,0.5687486263719672,178,19134.031502008438,44,53.29,229.58499999999995,233.2,1.4511719401917886,4.254567
229.30039949537425,91,284210.0,23292548.0,231.6,48,1.55141999471452,185,19347.940404891968,44,53.85,229.33599999999998,233.2,3.8713692668098716,4.2710915
229.27991165334456,92,288964.0,23548511.0,232.0,47,1.378265576730407,164,19565.46163392067,44,53.53,229.472,233.2,3.47406102421935,4.2679005
229.29025210084035,93,293724.0,23804468.0,231.6,48,1.6044547360396288,158,19779.00906920433,44,54.0,229.245,233.2,3.9344631145812006,4.2719927
229.33190196899875,94,298498.0,24060603.0,231.8,48,2.5365525817534316,173,19992.699981212616,44,53.77,229.149,233.2,5.051445337722661,4.287652
229.3401046025104,95,303278.0,24316652.0,231.6,48,1.0449382756890473,177,20209.230627775192,44,53.1,229.54799999999994,233.2,2.264950330581225,4.294611
229.3675313807531,96,308058.0,24572629.0,232.8,45,2.518353430319105,143,20424.95680141449,44,54.26,229.16400000000002,233.2,6.333435086901893,4.294739
229.34698744769875,97,312838.0,24828634.0,232.4,46,2.190930395973363,205,20639.088479042053,44,53.55,229.332,233.2,5.265690837867335,4.292714
229.3931552587646,98,317630.0,25084657.0,232.2,47,1.6515035573682544,166,20855.403547286987,44,53.4,229.34400000000002,233.2,3.649657518178932,4.30558
229.40897328881465,99,322422.0,25340414.0,232.0,47,3.1207652907580212,148,21070.791351556778,44,53.76,229.368,233.2,7.820639360052349,4.3048315
229.47503634475592,100,327237.0,25596591.0,232.0,47,2.724507111387306,132,21287.83098912239,44,53.42,229.33099999999996,233.2,5.512132073889377,4.326722
229.4476220275344,101,332031.0,25852237.0,231.8,48,1.9842507402039695,198,21501.202904701233,44,52.91,229.44300000000004,233.2,2.687359298642442,4.309
229.46960580912864,102,336851.0,26108583.0,231.6,48,1.9639755599293998,136,21716.542141914368,44,53.57,229.42000000000004,233.2,4.930020283933932,4.332531
229.52026550508194,103,341672.0,26364573.0,232.0,47,0.6196256934634006,160,21931.89137339592,44,52.66,229.808,233.2,1.5698407562552323,4.3319025
229.53380981976383,104,346499.0,26620601.0,232.2,47,2.1174749113035554,290,22147.036453723907,44,53.75,229.30999999999997,233.2,5.3129558627942695,4.338998
229.5453548520587,105,351332.0,26876578.0,232.2,47,0.5836737102183033,242,22365.041579723358,44,52.62,229.77499999999998,233.2,1.1981652640600127,4.3450866
229.5809297520661,106,356172.0,27132681.0,233.3,44,9.62312319364145,294,22578.328830242157,44,55.22,228.73,233.3,24.037296020975408,4.352816
229.51110650642354,107,360998.0,27388537.0,233.2,44,0.7338691981545489,297,22791.62774825096,44,52.56,229.79399999999998,233.3,1.512084653714864,4.33853
229.58399091096882,108,365839.0,27644514.0,232.0,47,0.736121593216774,165,23006.39691877365,44,52.46,229.825,233.3,1.6698502926909342,4.3520765
229.57570132013203,109,370687.0,27900670.0,231.8,48,2.030076599540027,133,23221.92066025734,44,52.74,229.517,233.3,3.0087206583529817,4.3590555
229.57058216350123,110,375531.0,28156281.0,232.0,47,1.8017688530996423,187,23434.850960493088,44,52.31,229.67700000000002,233.3,1.1806354221350468,4.358827
229.5706173859178,111,380374.0,28412388.0,232.4,46,2.751861006664399,238,23647.979054689407,44,53.49,229.41899999999998,233.3,6.894193208780851,4.3509502
229.54716786817713,112,385229.0,28668577.0,233.6,43,0.7630203142774129,375,23862.853969573975,43,52.3,229.84,233.6,1.044030650891055,4.3672338
229.6149588477366,113,390089.0,28924627.0,234.0,42,1.3774538104778682,161,24078.32451248169,42,52.74,229.71099999999998,234.0,3.3574395005718274,4.3698397
229.62886513157892,114,394953.0,29180623.0,232.4,46,1.632863742018911,155,24292.863336086273,42,52.73,229.534,234.0,3.618991572247716,4.3754997
229.64148695830764,115,399822.0,29436680.0,232.0,47,1.045108128377155,129,24508.852821350098,42,52.43,229.74300000000002,234.0,2.150604566162734,4.380256
229.67502569373073,116,404687.0,29692429.0,232.0,47,1.649388977773284,132,24723.341012001038,42,52.34,229.746,234.0,1.4437451298619157,4.377019
229.64164439876672,117,409552.0,29948429.0,232.4,46,1.441830433858295,192,24937.17467403412,42,52.6,229.765,234.0,3.4641016151377544,4.376406
