rew_mean,eprew_recent,best_ext_ret,total_secs,recent_worst_eplen,recent_best_eplen,eplen,best_eplen,n_updates,eplen_std,eprew_std,tcount,recent_best_ext_ret,eprew,epcount
2.050313,209.48763094278806,223.6,10744.67241859436,375,71,102.92,71,43,23.757390429085433,9.52127491463197,11000670.0,222.6,210.68200000000004,55238.0
2.026705,208.9781796017879,223.6,10998.48633146286,375,73,101.91,71,44,36.76903452635111,34.29455751281827,11256573.0,222.8,208.695,57699.0
2.0536935,209.05596146126055,223.6,11251.14172077179,375,74,101.14,71,45,33.92168038290557,34.226142289191756,11513434.0,222.6,209.07199999999997,60190.0
2.0675025,209.80224269122945,223.6,11500.69994854927,375,72,103.57,71,46,44.64330968913484,46.568177975952636,11768533.0,223.5,206.06,62687.0
2.1293063,210.8955148205928,223.8,11751.79680800438,375,71,100.32,71,47,22.969928167062253,9.254107196266963,12025878.0,223.8,211.79,65251.0
2.182596,211.94592422502868,223.8,12005.619405269623,375,72,96.85,71,48,20.694624905999145,8.320306244363845,12281499.0,223.4,213.24800000000002,67864.0
2.2041526,212.33366223908922,223.8,12256.96487569809,375,72,98.92,71,49,35.64791157978262,33.848251520573406,12537122.0,223.3,210.137,70499.0
2.2455235,213.18270310745038,223.8,12507.312829494476,375,73,95.41,71,50,22.67469735189425,9.091790582718017,12792815.0,222.6,213.812,73170.0
2.2652767,213.2324564653575,223.8,12755.724566459656,375,71,93.18,71,51,17.986872991156634,7.265657299928203,13050034.0,223.8,214.532,75869.0
2.278768,213.77562776957166,223.8,13002.987713575363,375,71,96.16,71,52,34.43797903478078,33.66338218301899,13305760.0,223.8,211.36999999999998,78577.0
2.319141,214.58044428259282,223.8,13253.72192144394,375,72,91.84,71,53,18.081327384901808,7.321240058897127,13560772.0,223.2,215.238,81323.0
2.3224864,214.05804576825284,224.1,13504.254303455353,375,70,96.25,70,54,42.54277259417867,47.115106919118844,13816926.0,224.1,208.95,84076.0
2.3688526,214.9448337504469,224.4,13752.741223096848,375,69,87.44,69,55,10.124544434195546,4.068397227410323,14074083.0,224.4,217.012,86873.0
2.3598952,215.05086145010767,224.4,14003.365604877472,375,72,92.06,69,56,19.987406034801015,8.058845823069207,14329089.0,223.2,215.20199999999997,89659.0
2.404836,215.61436132674663,224.4,14253.482919216156,345,70,91.12,69,57,17.124999270072976,6.998804112132301,14586118.0,224.1,215.37900000000002,92493.0
2.3948286,215.44824654622738,224.9,14502.710098743439,375,68,85.99,68,58,10.931143581528879,4.419388645502905,14841899.0,224.9,217.60199999999998,95316.0
2.3924792,215.560780141844,224.9,14753.57706451416,375,72,90.71,68,59,20.039109261641347,8.051751300183083,15097299.0,223.3,215.549,98136.0
2.4515684,216.1429909784872,224.9,15002.386805057526,375,70,84.76,68,60,6.897999710060882,2.8402596712272623,15354242.0,224.1,218.115,101018.0
2.4659138,216.3713298791019,224.9,15249.135627746582,375,70,87.23,68,61,15.899594334447654,6.509361258986939,15610070.0,224.0,217.10400000000004,103913.0
2.4526513,216.22762929538354,224.9,15497.186198472977,375,70,90.84,68,62,21.38210466722114,8.576818524371378,15865886.0,224.1,215.72799999999995,106794.0
2.4164505,215.63089887640447,224.9,15744.60286641121,375,69,85.31,68,63,12.260256930423605,4.930200300190654,16120863.0,224.6,217.89499999999995,109642.0
2.4713683,216.00650378527183,224.9,15996.389780521393,375,69,87.52,68,64,18.277570954588032,7.4894952433391655,16378126.0,224.6,216.98100000000005,112548.0
2.4967465,216.78059446532288,225.0,16245.988942861557,375,68,88.83,68,65,32.24997829456634,33.516369135095765,16633980.0,225.0,214.37999999999997,115475.0
2.5186312,217.17038670284936,225.0,16495.69265937805,375,68,84.61,68,66,14.08040837475959,5.656582360401022,16889269.0,224.9,218.274,118423.0
2.4934485,216.33773907103827,225.1,16746.37606549263,375,68,84.23,68,67,14.594420166625326,6.024480973494729,17146141.0,225.1,218.37300000000002,121351.0
2.507427,217.01338100102146,225.1,16995.257473230362,375,68,89.21,68,68,19.8324456383977,8.002687048735568,17401488.0,224.9,216.18,124288.0
2.5040374,216.43534013605444,225.1,17247.075996398926,375,68,83.18,68,69,15.120436501635789,6.040094287343534,17658173.0,225.0,218.76899999999998,127228.0
2.5533965,217.3750419322375,225.2,17498.013556480408,375,67,87.37,67,70,26.731874232832983,10.751491803466157,17914259.0,225.2,217.032,130209.0
2.5722427,217.9766233766234,225.2,17744.99313879013,366,69,83.79,67,71,16.245796379371495,6.519949693057455,18169918.0,224.5,218.484,133212.0
2.6119282,218.00634242523827,225.2,17996.102611780167,375,68,84.73,67,72,19.219706033131725,7.693247623728227,18426654.0,225.0,218.17100000000002,136255.0
2.627895,218.56535819430812,225.2,18248.81845974922,375,68,83.57,67,73,15.94820052545114,6.477908535939667,18682100.0,225.0,218.65099999999995,139312.0
2.6481285,218.57831872768583,225.2,18500.051568746567,375,69,84.32,67,74,17.353892935016052,6.967962399439308,18938903.0,224.7,218.35000000000008,142393.0
2.6591432,218.9166343042071,225.6,18752.27596592903,375,66,81.01,66,75,11.798724507335528,4.749994842102463,19194670.0,225.6,219.69299999999996,145483.0
2.6886687,219.30827984595638,225.6,19003.927718400955,257,69,83.48,66,76,14.866391626753279,6.183904510905712,19449970.0,224.7,218.61500000000004,148599.0
2.6977484,219.3168797953964,225.6,19256.835298538208,307,68,80.67,66,77,11.728644422950163,4.707695827047453,19706218.0,224.8,219.82000000000005,151727.0
2.714559,219.31342666242443,225.6,19509.574090480804,375,67,80.3,66,78,15.31306631605832,6.138983303446915,19962644.0,225.2,219.97799999999998,154870.0
2.7239504,219.46572695597087,225.6,19761.464396953583,375,68,80.77,66,79,11.8404856319325,4.752521015208664,20218960.0,224.9,219.81199999999998,158027.0
2.7088184,219.57929276839755,225.6,20013.44765806198,237,66,81.9,66,80,15.891192529196791,6.387035619127233,20473966.0,225.6,219.32399999999998,161166.0
2.7389307,219.5302494474266,225.6,20267.00474882126,375,67,84.5,66,81,33.47133101625927,34.23482290008231,20730684.0,225.3,216.101,164333.0
2.7343209,219.78377012946004,226.2,20515.468966960907,268,65,80.25,65,82,12.719571533664174,5.111731604847813,20986445.0,226.2,219.96,167500.0
2.764661,219.97718309859155,226.2,20766.250348091125,375,68,81.18,65,83,14.859596226008295,5.967316314726411,21242342.0,225.0,219.644,170695.0
2.7605662,219.9290817925415,226.2,21016.14448428154,240,66,80.16,65,84,14.452487675137453,5.7665237361863015,21498930.0,225.8,219.998,173886.0
2.7560651,219.95326223337517,226.2,21268.529056310654,296,67,80.16,65,85,18.36176462108149,7.348094378816864,21755121.0,225.4,220.047,177074.0
2.7860615,220.2170655890581,226.2,21522.659871339798,375,66,80.83,65,86,13.575754122699777,5.459568755863414,22010962.0,225.7,219.753,180291.0
2.7804856,220.21443266832918,226.2,21771.86066055298,375,66,82.12,65,87,32.631052695247206,34.13777278909683,22266129.0,225.7,216.96300000000002,183499.0
2.7835705,220.22275411874418,226.2,22024.460048913956,282,66,82.07,65,88,19.585328692671972,7.861125301125788,22522465.0,225.7,219.29699999999997,186716.0
2.7825222,220.0136815920398,226.2,22275.08960533142,375,67,77.95,65,89,11.537222369357366,4.6129447211082,22779216.0,225.4,220.92899999999997,189932.0
2.784974,220.2203605843954,226.2,22525.36497926712,375,65,79.22,65,90,13.523742085680277,5.431546741030589,23035024.0,226.0,220.43000000000004,193149.0
2.8133483,220.49956843403208,226.2,22773.57643890381,304,67,79.16,65,91,13.285119495134396,5.336371801139797,23291262.0,225.4,220.444,196393.0
2.8061857,220.45478986402966,226.2,23024.45859336853,285,65,76.57,65,92,8.017798949836545,3.223767206235585,23547204.0,226.0,221.48499999999993,199629.0
2.8017428,220.3534013605442,226.2,23275.629247188568,375,66,76.05,65,93,8.290205063808736,3.3330135013227906,23802660.0,225.6,221.66099999999997,202863.0
2.816129,220.6394088669951,226.2,23527.98835659027,353,67,78.31,65,94,13.759865551668739,5.530381903630164,24058016.0,225.5,220.774,206111.0
2.8114684,220.22888820449646,226.2,23780.546196460724,375,66,80.97,65,95,18.58141813748348,7.436607022022881,24314503.0,225.6,219.674,209358.0
2.8205357,220.6225806451613,226.2,24033.647363185883,306,65,78.45,65,96,14.10629292195508,5.7510704221040445,24570552.0,226.2,220.683,212613.0
2.809951,220.2300061614295,226.2,24284.5615568161,375,66,75.8,65,97,9.262828941527529,3.7528510495355385,24826453.0,225.7,221.74700000000004,215859.0
2.839488,220.71792048929663,226.2,24538.489228010178,375,66,77.55,65,98,12.30802583682696,5.100368222001232,25082462.0,225.6,221.062,219129.0
2.832451,220.58999081726355,226.2,24792.286746263504,375,66,75.57,65,99,10.02023452819344,4.245831367353159,25338709.0,225.6,221.84600000000003,222396.0
2.8245203,220.5723672090881,226.2,25041.89160990715,375,65,78.59,65,100,17.35459305198483,6.949190168645553,25594855.0,226.1,220.63400000000001,225653.0
2.8214252,220.56735257985258,226.2,25292.788358449936,375,66,81.04,65,101,18.490494855465606,7.405985349701957,25850935.0,225.9,219.69099999999995,228909.0
2.8392482,220.77019260165085,226.6,25544.042963027954,375,64,79.35,64,102,14.283819517201971,5.725617870588291,26106500.0,226.6,220.37,232180.0
2.853409,220.86259518732868,226.6,25797.142351150513,375,65,78.3,64,103,13.70729732660673,5.485314576211651,26362355.0,226.2,220.78199999999998,235463.0
2.8766973,220.98949592514336,226.6,26050.08673596382,375,65,79.39,64,104,20.859000455438895,8.405705859712201,26619002.0,226.1,220.303,238776.0
2.8496213,220.87616438356162,226.6,26301.592799425125,375,65,76.62,64,105,12.42640736496273,4.991053095289612,26874298.0,226.0,221.46699999999998,242061.0
2.883401,221.1293035875791,226.6,26555.407026529312,375,66,77.21,64,106,13.837120365162688,5.554911700468333,27130651.0,225.9,221.23399999999995,245378.0
2.8626924,220.9626516990291,226.6,26808.208941459656,375,65,80.74,64,107,19.074915465081357,7.652812293529744,27386738.0,226.1,219.80800000000002,248674.0
2.8576114,220.76832675372003,226.6,27057.84365749359,375,65,77.42,64,108,16.49071253766798,6.611391684055635,27643040.0,226.2,221.13,251967.0
2.8920417,221.15828571428574,226.6,27306.01922440529,375,65,78.41,64,109,15.010059959906888,6.0291972102428355,27899153.0,226.2,220.759,255292.0
2.8705459,220.92485636528576,226.6,27556.29984140396,375,65,78.63,64,110,16.324003798088263,6.532393971584998,28155341.0,226.1,220.67299999999994,258599.0
2.8852956,221.28459915611816,226.6,27807.969571590424,322,65,78.84,64,111,20.44491134732553,8.198413505063037,28410994.0,226.2,220.59599999999998,261917.0
2.8988996,221.43679471788715,227.0,28060.180436372757,218,63,77.16,63,112,15.905168971123821,6.371786562652582,28666418.0,227.0,221.25599999999997,265249.0
2.917097,221.3907816229117,227.0,28311.430474042892,375,64,78.76,63,113,15.310858891649415,6.227189655053072,28922646.0,226.5,220.553,268601.0
2.9210587,221.5635360763268,227.0,28561.675767421722,242,65,76.82,63,114,12.615371575978251,5.052482459148176,29178754.0,226.0,221.389,271955.0
2.9425523,221.7055374592834,227.0,28812.977886915207,375,63,75.22,63,115,8.75623206636279,3.506436367596024,29434897.0,227.0,222.04799999999994,275332.0
2.9351754,221.67765578635013,227.0,29065.911056280136,375,65,75.49,63,116,11.906716591907276,4.9438546701940975,29690800.0,226.1,221.84900000000002,278702.0
2.9420643,221.69573333333332,227.0,29318.58505797386,375,65,75.97,63,117,13.933021926344622,5.587262657151533,29946911.0,226.2,221.736,282077.0
2.9457803,221.67774822695034,227.0,29572.23271393776,375,65,77.0,63,118,12.676750372236569,5.197677462097855,30203267.0,226.2,221.293,285461.0
2.9009488,221.44018607442976,227.0,29826.147042751312,240,65,80.88,63,119,23.185892262321932,9.39256487866866,30458635.0,226.0,219.725,288793.0
2.9451983,221.63882318154938,227.0,30077.63487148285,375,64,74.26,63,120,9.305503747782815,4.081912664425832,30715107.0,226.4,222.317,292175.0
2.9406226,221.81129893238437,227.0,30332.46806192398,252,65,73.65,63,121,7.855412147048682,3.2038069542342917,30970422.0,226.2,222.58900000000003,295547.0
2.9656844,221.89365079365078,227.0,30585.63147711754,375,65,75.32,63,122,12.777229746701748,5.132353845946323,31226827.0,226.2,221.988,298949.0
2.9768102,221.99003224860743,227.0,30834.68404483795,375,64,76.82,63,123,16.434950562748888,6.685034854060225,31483003.0,226.5,221.347,302360.0
2.9623168,221.97674418604652,227.0,31088.4043905735,193,64,75.72,63,124,12.942240918789913,5.194997593839675,31738766.0,226.5,221.82000000000005,305757.0
2.9585514,221.8838586156112,227.0,31342.767634391785,211,65,76.58,63,125,13.98440560052518,5.61702020647959,31995141.0,226.3,221.47799999999998,309152.0
2.9653919,221.99290967931745,227.0,31592.437937259674,299,65,75.15,63,126,12.871965661856,5.17601188174834,32250955.0,226.3,222.04899999999998,312551.0
2.957794,221.90197523584905,227.0,31845.009562969208,219,64,78.98,63,127,17.907529142793543,7.2449778467570205,32506962.0,226.7,220.46400000000003,315943.0
2.9673793,221.98136390358616,227.0,32098.106189250946,375,64,75.23,63,128,13.719223738972989,5.50221082838526,32762598.0,226.7,222.026,319345.0
2.958256,221.94462761259936,227.0,32350.08758997917,264,63,75.1,63,129,11.37321414552632,4.5773856075275114,33018698.0,226.8,222.071,322742.0
2.9824085,222.07991815258697,227.0,32601.792763471603,375,64,74.57,63,130,11.470183084850914,4.793088357207698,33274896.0,226.4,222.25199999999998,326163.0
2.9540749,221.8234061393152,227.0,32848.90773558617,375,63,74.6,63,131,10.905961672406518,4.37563469681828,33530804.0,226.8,222.26099999999994,329551.0
2.9492977,221.84474305965742,227.0,33095.80446314812,256,63,76.65,63,132,14.819834681938932,6.034134900712779,33786772.0,226.8,221.39600000000002,332937.0
2.955152,221.73997641509433,227.0,33344.64995217323,375,63,74.06,63,133,10.87825353629892,4.391779935288198,34043033.0,226.8,222.43699999999998,336329.0
3.0013437,222.31764192139738,227.0,33592.3611536026,189,64,73.77,63,134,9.727132157013187,4.047893773309768,34298755.0,226.6,222.56599999999997,339764.0
2.9706905,221.9049310243616,227.0,33840.72620344162,375,63,74.72,63,135,11.209888491862888,4.491980743502804,34554902.0,227.0,222.24699999999996,343171.0
2.9946299,222.29114219114217,227.0,34089.32524752617,262,64,73.65,63,136,11.522478032090145,4.618251942023085,34810740.0,226.6,222.65700000000004,346603.0
2.981537,222.02850877192984,227.0,34339.18265533447,375,63,74.95,63,137,13.27130362850613,5.339846065197012,35066805.0,226.8,222.162,350023.0
3.0207646,222.4073784722222,227.0,34589.27680873871,213,63,75.18,63,138,13.9150134746611,5.598268571621051,35323463.0,226.8,222.06699999999998,353479.0
2.9935544,222.22928821470245,227.2,34837.848642110825,375,62,74.12,62,139,10.825229789708853,4.358222573481073,35578471.0,227.2,222.46400000000003,356907.0
3.017907,222.216690772346,227.2,35085.997051239014,375,64,72.83,62,140,8.91297369007673,3.5834251771175585,35835256.0,226.6,222.99199999999996,360364.0
3.0248344,222.60476878612718,227.2,35333.05568814278,217,63,74.87,62,141,13.615913483861448,5.45825393326474,36090528.0,227.0,222.19200000000004,363824.0
3.0337696,222.4111207144915,227.2,35582.055458545685,375,64,71.01,62,142,5.248799862825787,2.0986116839472713,36347208.0,226.4,223.72700000000003,367295.0
3.0199583,222.50136074116963,227.2,35828.37821102142,327,64,71.71,62,143,6.80337416286948,2.727379694871985,36602963.0,226.6,223.46,370749.0
3.0260665,222.57710739030023,227.2,36082.48251366615,342,63,72.12,62,144,9.563764949014587,3.8508278330769348,36858814.0,227.0,223.26499999999996,374213.0
3.005381,222.31045903544452,227.2,36335.23265004158,375,63,74.05,62,145,12.059332485672664,4.833642518846424,37114265.0,226.9,222.49,377655.0
3.0375328,222.50198561151078,227.4,36587.48576593399,375,62,73.11,62,146,11.3691644371959,4.550664127355479,37371025.0,227.4,222.884,381130.0
3.028632,222.521690222094,227.4,36837.41505050659,375,63,74.6,62,147,17.77188791321845,7.120543237703145,37627025.0,227.0,222.29199999999997,384597.0
3.023826,222.39572377925455,227.4,37088.73562860489,375,63,72.87,62,148,11.06494916391395,4.446704847412294,37883113.0,227.0,222.99599999999998,388058.0
3.0283978,222.59933660224976,227.4,37338.06966876984,351,62,74.43,62,149,13.743547576954066,5.508075798316505,38139016.0,227.4,222.35100000000003,391525.0
3.0556264,222.7334288169579,227.4,37584.69203019142,255,64,73.02,62,150,11.230298304141346,4.508043810789774,38395487.0,226.6,222.92100000000002,395016.0
3.055396,222.7793300887489,227.4,37832.747661590576,375,63,73.76,62,151,13.688769119245164,5.50062032865385,38651142.0,226.9,222.62399999999994,398509.0
3.0614336,222.93165714285715,227.4,38080.643114328384,278,63,72.39,62,152,12.307635841216623,4.937249841764139,38906544.0,226.8,223.158,402009.0
3.0556195,222.6817062696822,227.4,38329.968938827515,375,62,72.51,62,153,10.869678008110451,4.358028338595334,39162548.0,227.2,223.11700000000002,405502.0
3.0494306,222.70355504587155,227.4,38578.63079762459,268,63,72.44,62,154,10.26481368559605,4.126075496158545,39419042.0,226.8,223.14899999999997,408990.0
3.075398,222.88265945330298,227.4,38827.517991542816,375,64,72.31,62,155,11.803978142982137,4.744892411846658,39675263.0,226.6,223.21399999999997,412502.0
3.0533798,222.81290137614678,227.4,39076.60403084755,272,64,73.13,62,156,11.972180252568869,4.813190625769978,39930860.0,226.6,222.88599999999994,415990.0
3.0608053,222.85850729196451,227.4,39325.45336437225,242,64,72.3,62,157,9.441927769264073,3.7739549546861317,40186720.0,226.6,223.208,419487.0
3.0753248,222.93717292377704,227.4,39575.72243118286,196,63,73.11,62,158,14.279282194844386,5.729745107768755,40443277.0,226.9,222.889,423003.0
3.0752542,222.87469399373757,227.4,39824.16855716705,375,63,73.35,62,159,12.268964911515559,4.922439537465138,40699124.0,226.8,222.783,426516.0
3.0986977,223.13486134691567,227.4,40074.05251407623,214,62,73.33,62,160,18.4412879159781,7.394837320725859,40955302.0,227.2,222.79100000000003,430050.0
3.0961914,223.1240803621958,227.4,40322.33920311928,375,62,75.97,62,161,32.39612785503847,34.26992691850976,41210976.0,227.2,219.55299999999997,433584.0
3.0909307,223.06965145933694,227.4,40571.990495204926,177,63,71.9,62,162,9.606768447297979,3.8585068355518053,41467373.0,226.9,223.37500000000003,437113.0
3.099377,223.16930469191632,227.4,40822.11428117752,170,63,73.79,62,163,12.100657006956276,4.853018030050991,41723530.0,227.0,222.59600000000003,440651.0
3.0979004,223.13984706881905,227.4,41074.93071436882,375,63,72.6,62,164,10.510946674776731,4.244406201107524,41978892.0,227.0,223.104,444182.0
3.1216173,223.31658714566376,227.4,41325.14299583435,169,63,70.9,62,165,8.141867107733951,3.452922675068182,42235457.0,227.1,223.735,447745.0
3.086881,223.02017021276595,227.4,41574.78193449974,375,63,71.52,62,166,9.56815551713077,3.827935605518985,42491365.0,227.0,223.553,451270.0
3.1042318,223.23193111236588,227.4,41824.77827167511,265,63,71.53,62,167,9.318213348061956,3.7447396438203815,42747208.0,227.1,223.50500000000002,454812.0
3.1079638,223.2718882303133,227.4,42074.46194934845,187,63,70.71,62,168,10.676417938615929,4.289496357382764,43002782.0,227.0,223.83900000000003,458355.0
3.1284204,223.30781950672647,227.4,42326.1566991806,375,63,72.17,62,169,11.41144600828484,4.578004368717879,43259293.0,227.0,223.27399999999997,461923.0
3.1310315,223.42539904788578,227.4,42577.954533576965,264,62,70.88,62,170,8.400333326719839,3.3695881053921113,43515526.0,227.2,223.774,465494.0
3.1126733,223.23668639053255,227.4,42832.977664232254,375,63,71.06,62,171,9.525565600005072,3.827494741995083,43771315.0,226.9,223.72199999999998,469043.0
3.1118228,223.23537031822022,227.4,43085.31180644035,375,62,75.19,62,172,19.94226416433199,7.995659822678801,44027151.0,227.4,222.032,472594.0
3.1106656,223.20095747676714,227.4,43337.376025915146,375,63,70.94,62,173,9.653828256189355,3.872763741825726,44283347.0,227.0,223.74900000000005,476145.0
3.113736,223.28669105233536,227.4,43589.800273656845,375,62,71.48,62,174,10.617419648860075,4.269797536183654,44538980.0,227.4,223.52299999999997,479699.0
3.1072152,223.184892897407,227.4,43839.63287067413,375,63,73.2,62,175,15.243359209832983,6.109918493728046,44795028.0,227.1,222.83599999999998,483247.0
3.100167,223.09768296128848,227.7,44089.19373869896,375,61,72.11,61,176,28.935063504336735,11.563463624710375,45051222.0,227.7,223.29699999999997,486786.0
3.098572,223.17178399773823,227.7,44340.58461308479,227,62,74.73,61,177,14.535374092193155,5.828139583091675,45307176.0,227.2,222.233,490323.0
3.1139102,223.19918378834785,227.7,44593.97463846207,375,63,71.11,61,178,14.557400179977192,5.930151768715534,45562944.0,227.1,223.62999999999997,493876.0
3.076197,222.72546230440966,228.0,44843.26678919792,375,60,71.04,60,179,11.045288588352953,4.422872822046774,45819087.0,228.0,223.71399999999997,497391.0
3.1079783,223.20197349873132,228.0,45094.90207576752,375,63,70.05,60,180,9.02482686814545,3.6258310771463145,46074984.0,226.9,224.09299999999996,500938.0
3.1247985,223.35903986524423,228.0,45348.32756638527,219,61,71.38,60,181,11.186402460129887,4.620754916677578,46331064.0,227.8,223.53199999999998,504500.0
3.1143944,223.2315122500704,228.0,45600.576204538345,375,61,72.32,60,182,13.944805484480591,5.599250932044393,46586417.0,227.8,223.183,508051.0
