n_updates,eprew_std,best_ext_ret,eprew,eplen,total_secs,eprew_recent,recent_worst_eplen,recent_best_eplen,best_eplen,recent_best_ext_ret,eplen_std,epcount,tcount,rew_mean,,,,
207,151.6789259,405.35,290.226,657.81,95582.56535,267.2702381,1000,324,304,395.05,178.1451484,58587,52943334,0.4001275,,,,
208,207.1607859,405.35,225.2755,709.48,96043.63877,242.1677507,1000,337,304,398.7,217.2900587,58956,53200049,0.35434255,,,,
209,196.5447367,405.35,242.6465,688.48,96508.44584,245.0516043,1000,346,304,396.85,208.9776294,59330,53458376,0.367383,,,,
210,192.0568036,405.35,255.0945,664.85,96987.30365,265.2830667,1000,332,304,399.65,224.2244579,59705,53707495,0.39157155,,,,
211,183.8309553,405.35,257.2075,686.69,97445.53756,244.8963807,1000,346,304,396.95,197.8311752,60078,53967782,0.36426848,,,,
212,179.1011099,405.35,259.373,689.17,97905.24118,251.5691293,1000,322,304,401.6,198.1775494,60457,54226879,0.38188425,,,,
213,200.9406809,405.35,236.8115,695.44,98370.20615,256.0634146,1000,320,304,402.15,219.0537523,60826,54473589,0.37270096,,,,
214,177.8937572,405.35,268.7545,661.12,98835.43699,245.4283422,1000,316,304,402.85,220.4470585,61200,54733070,0.36347687,,,,
215,202.1645246,405.35,226.6505,722.63,99312.61399,228.9997238,1000,316,304,402.85,204.4242478,61562,54986281,0.3300957,,,,
216,216.4362617,405.35,207.2275,723.76,99776.20632,228.1138814,1000,311,304,403.85,225.1097119,61933,55248987,0.3396363,,,,
217,213.2979664,405.35,209.164,729.06,100243.5077,217.7522989,1000,329,304,400.25,205.3807109,62281,55501558,0.2992887,,,,
218,205.8035076,405.4,226.88,706.24,100719.4416,219.3872222,1000,303,303,405.4,220.7477801,62641,55761744,0.3184311,,,,
219,208.4843127,405.75,215.6585,733.16,101188.2224,230.516156,1000,302,302,405.75,213.1376419,63000,56014615,0.32671568,,,,
220,199.9148972,405.75,226.4525,728.67,101643.4014,236.8632312,1000,335,302,399.1,205.0968091,63359,56268241,0.33727852,,,,
221,194.691576,406.8,240.9875,699.55,102112.0595,243.7072193,1000,296,296,406.8,214.5855715,63733,56528479,0.3659335,,,,
222,191.3976911,406.8,253.1295,681.07,102573.7835,251.2546917,1000,320,296,402,219.0098288,64106,56782888,0.36980435,,,,
223,211.3161814,406.8,218.619,715.96,103040.7207,223.5850829,1000,333,296,399.55,213.478145,64468,57040616,0.3233976,,,,
224,192.9101095,406.8,269.15,621.12,103514.1254,248.8137662,1000,320,296,402,225.5975301,64853,57300867,0.38009068,,,,
225,203.5983665,406.8,233.5815,701.21,103977.1343,240.8407303,1000,324,296,401.25,219.5496889,65209,57544354,0.33659813,,,,
226,186.9135272,406.8,266.951,642.54,104438.0324,233.2433687,1000,317,296,402.75,224.3711399,65586,57806370,0.35235524,,,,
227,195.8001619,406.8,245.7835,686.55,104911.7834,258.4563452,1000,303,296,405.55,214.4963578,65980,58067469,0.40954876,,,,
228,179.947104,410.95,273.8505,633.86,105366.9036,261.796144,1000,276,276,410.95,217.4865522,66369,58320725,0.40070072,,,,
229,188.2195373,410.95,265.625,644.75,105834.9997,261.8993622,1000,312,276,403.7,220.3502836,66761,58580516,0.41239613,,,,
230,179.7318098,412.35,276.8875,629.47,106308.1889,274.34375,1000,269,269,412.35,213.2883708,67169,58839038,0.44457456,,,,
231,203.3796613,412.35,249.142,657.15,106779.7798,265.1511811,1000,313,269,403.4,228.9612795,67550,59087441,0.39895496,,,,
232,199.2399631,412.35,246.0655,678.54,107252.5945,254.9506545,1000,293,269,407.5,223.7841558,67932,59340513,0.38115132,,,,
233,201.4513353,412.35,246.8865,662.67,107715.2134,259.2983911,1000,291,269,407.8,230.8787151,68336,59605595,0.42261982,,,,
234,181.24684,412.35,265.318,662.72,108182.055,257.4190415,1000,321,269,401.85,235.0435313,68722,59857111,0.3934552,,,,
235,192.8021587,412.35,247.3635,686.45,108637.1591,259.5135897,1000,311,269,403.85,214.1734986,69112,60115995,0.4023233,,,,
236,198.9545451,412.35,240.805,690.87,109120.1863,265.4891076,1000,299,269,406.35,222.2391349,69493,60369327,0.4003968,,,,
237,202.422935,412.35,238.909,692.15,109597.842,247.2455026,1000,303,269,405.5,229.6137354,69871,60621722,0.3705619,,,,
238,182.51224,412.35,268.501,651.2,110070.0987,254.1234536,1000,311,269,403.9,210.6416388,70259,60880261,0.39203486,,,,
239,204.0889189,412.35,237.474,685.74,110543.2187,260.3868421,1000,294,269,407.35,232.0760487,70639,61133343,0.3920922,,,,
240,190.019759,412.35,258.3165,656.14,111012.6395,265.152267,1000,325,269,401.1,230.3917108,71036,61393232,0.41811988,,,,
241,171.842105,412.35,283.366,634.08,111489.6799,273.577399,1000,280,269,410.05,219.9260185,71432,61648017,0.430825,,,,
242,196.6535152,412.35,250.4945,672.64,111952.6289,283.0018204,1000,279,269,410.25,213.575257,71844,61907819,0.46547124,,,,
243,159.9482141,412.35,297.679,607.53,112422.6907,295.5725118,1000,303,269,405.5,215.1009277,72266,62162158,0.49248445,,,,
244,151.7273949,412.35,303.0025,611.15,112896.8088,297.8837321,1000,299,269,406.35,200.5147064,72684,62420100,0.49598455,,,,
245,161.7800638,412.35,294.119,618.35,113365.7864,301.6784524,1000,273,269,411.45,207.7411069,73104,62678278,0.5029584,,,,
246,127.5292786,412.35,317.764,601.98,113833.5094,292.9068579,1000,286,269,408.8,198.3136899,73505,62929015,0.46061948,,,,
247,168.8419971,412.35,283.0615,639.59,114299.6761,290.2785366,1000,300,269,406.05,214.5853255,73915,63186569,0.47445574,,,,
248,154.5658984,412.35,293.904,640.01,114761.1204,288.0753713,1000,293,269,407.55,210.0545403,74319,63443032,0.4587931,,,,
249,161.445819,412.35,287.054,643.84,115226.8926,286.562963,1000,303,269,405.45,209.8515532,74724,63702407,0.46135977,,,,
250,175.019814,412.35,270.8945,664.65,115690.0007,277.3067775,1000,297,269,406.7,208.6271974,75115,63956462,0.4294602,,,,
251,192.2066382,412.35,261.645,645.5,116153.0863,276.2712082,1000,296,269,406.8,231.5119219,75504,64209771,0.4259077,,,,
252,170.0301364,412.35,282.4405,632.93,116628.6346,273.015212,1000,310,269,404.05,212.2016143,75905,64468693,0.43594784,,,,
253,148.1498278,412.35,306.7435,599.99,117092.3721,293.9945388,1000,295,269,407.05,205.5440826,76317,64724721,0.4807296,,,,
254,170.9943851,412.35,284.9385,627.61,117561.6082,293.2199758,1000,298,269,406.4,215.903631,76730,64979023,0.48147258,,,,
255,167.4376867,412.35,287.905,621,118033.0673,285.5566502,1000,286,269,408.85,219.2447947,77136,65232367,0.45538914,,,,
256,168.6616705,412.35,292.433,605.15,118482.3475,282.1601449,1000,310,269,404,207.59944,77550,65491255,0.4640505,,,,
257,184.0046156,412.35,273.1495,629.15,118952.9079,284.8763547,1000,305,269,405,216.91885,77956,65748412,0.4631253,,,,
258,165.9533808,412.35,290.393,619.16,119422.5892,297.1308434,1000,300,269,406.1,207.176433,78371,66002330,0.48428822,,,,
259,155.2823796,412.35,291.049,643.5,119902.1132,297.6269784,1000,302,269,405.6,214.4965035,78788,66262893,0.49385267,,,,
260,163.7407383,412.35,288.489,624.44,120375.9757,291.6384518,1000,297,269,406.7,211.3910272,79182,66509517,0.44999883,,,,
261,159.3037033,412.35,296.0845,612.32,120846.042,278.9748786,1000,291,269,407.9,197.4513044,79594,66772159,0.4628911,,,,
262,173.385179,412.35,274.9045,644.76,121315.0292,280.764899,1000,302,269,405.6,219.3686906,79990,67023979,0.43537048,,,,
263,153.8453344,412.35,298.306,620.99,121780.7905,292.9432084,1000,281,269,409.85,207.375384,80417,67287087,0.4970475,,,,
264,181.8339909,412.35,274.5855,628.59,122239.0201,290.0105012,1000,273,269,411.4,228.3375175,80836,67543749,0.48652956,,,,
265,140.3540374,412.35,313.073,590.78,122713.276,301.1459906,1000,289,269,408.3,204.2350891,81260,67796565,0.501338,,,,
266,161.5002809,412.35,299.5065,594.2,123175.2947,297.3618824,1000,295,269,407.05,202.2813387,81685,68053354,0.50345176,,,,
267,183.1777991,412.35,270.0555,639.24,123660.5108,294.5688995,1000,300,269,406.15,230.3956649,82103,68307068,0.48564586,,,,
268,137.7430625,412.35,307.359,619.74,124148.4648,305.44914,1000,296,269,406.9,210.7463224,82510,68556584,0.48831928,,,,
269,160.1327972,412.35,297.993,611.94,124628.3016,288.1394799,1000,294,269,407.2,207.2037558,82933,68818166,0.48763937,,,,
270,120.1609057,412.35,330.1465,559.79,125099.7629,303.058,1000,287,269,408.7,178.0406861,83358,69073254,0.5086137,,,,
271,189.2976405,412.35,259.3915,653.39,125567.5808,274.2769042,1000,278,269,410.5,221.3813405,83765,69332702,0.44582987,,,,
272,137.4235897,412.35,312.5915,597.4,126040.7918,297.6149764,1000,308,269,404.55,200.5587196,84189,69590395,0.49952853,,,,
273,146.5834485,412.7,306.777,599.65,126508.8254,305.3665877,1000,267,267,412.7,195.0089421,84611,69844828,0.5108167,,,,
274,154.6913313,412.7,300.444,603.3,126977.3192,303.2895683,1000,305,267,402.35,203.7686679,85028,70096855,0.4980849,,,,
275,187.705749,412.7,273.324,614.67,127451.8988,283.6413462,1000,300,267,406,236.1946255,85444,70355110,0.4653234,,,,
276,150.4398367,412.7,306.694,589.68,127917.9849,302.5934028,1000,275,267,411.1,209.4732861,85876,70612325,0.5225679,,,,
277,135.8711632,412.7,317.102,580.43,128383.6456,307.169697,1000,274,267,411.35,211.2012431,86305,70868334,0.5220736,,,,
278,136.1247305,412.7,321.3295,565.1,128851.7884,305.4858447,1000,294,267,407.3,192.9543728,86743,71124827,0.52979934,,,,
279,149.9061603,412.7,308.5935,582.37,129319.0273,311.0299327,1000,273,267,411.45,223.1551324,87189,71382981,0.5491108,,,,
280,108.8380137,412.7,330.4995,580.26,129781.1296,305.1697039,1000,302,267,405.65,189.307349,87628,71641595,0.5343752,,,,
281,138.2545418,412.7,320.755,557.37,130251.1884,322.8147778,1000,289,267,408.25,198.0993516,88078,71896855,0.5728393,,,,
282,135.5632666,412.7,323.9045,553.18,130719.2538,317.2013393,1000,269,267,412.25,184.587019,88526,72150610,0.5606345,,,,
283,158.0277014,413.05,303.171,585.06,131187.8711,312.4196833,1000,265,265,413.05,217.5511351,88968,72409419,0.54616237,,,,
284,85.77500959,413.05,347.723,534.52,131660.6244,332.6852747,1000,283,265,409.5,166.6246368,89423,72661921,0.59671754,,,,
285,136.657541,413.05,316.426,587.64,132125.1839,307.5238839,1000,285,265,409.15,201.5727422,89871,72922322,0.55172056,,,,
286,123.0628236,413.05,323.5305,582.69,132594.162,320.5606095,1000,283,265,409.45,206.9372704,90314,73173369,0.5598832,,,,
287,118.1358236,413.05,333.9715,544.25,133066.6783,331.9947425,1000,287,265,408.6,183.502827,90780,73431274,0.61130875,,,,
288,203.1050933,413.05,262.675,602.95,133527.4861,307.3496606,1000,283,265,409.5,241.295146,91222,73685245,0.5383932,,,,
289,127.1160986,413.05,327.926,555.34,133989.2787,308.4149775,1000,285,265,409.1,201.9200446,91666,73941908,0.5423962,,,,
290,151.3738187,413.05,304.926,595.47,134451.0819,309.3463387,1000,286,265,408.85,211.0260863,92103,74194731,0.53256273,,,,
291,130.6519501,413.05,325.394,561.81,134913.6659,309.64375,1000,281,265,409.9,192.684545,92543,74450719,0.5446798,,,,
292,149.5032776,413.05,305.4175,598.42,135386.2401,306.5311791,1000,274,265,411.2,214.5150428,92984,74705997,0.53518254,,,,
293,163.4696797,413.05,295.109,611.76,135860.2508,301.3629291,1000,295,265,407.15,216.6579387,93421,74967190,0.5260957,,,,
294,182.1801639,413.05,281.312,606.73,136331.4924,299.6693995,1000,293,265,407.5,225.4035871,93854,75223873,0.5163728,,,,
295,153.0415902,413.05,310.9565,572.97,136803.7617,300.027907,1000,283,265,409.45,205.2100609,94284,75479927,0.5129283,,,,
296,104.9717587,413.05,333.7755,569.89,137279.0029,314.53627,1000,292,265,407.75,187.1266894,94721,75732765,0.54263484,,,,
297,169.1630663,413.05,292.0215,599.98,137743.4759,303.3435335,1000,297,265,406.6,216.8528985,95154,75987757,0.5206331,,,,
298,160.720012,413.05,304.32,582.31,138209.4232,301.0229167,1000,286,265,408.95,216.3584385,95586,76244051,0.51761705,,,,
299,146.8547163,413.05,313.2715,571.21,138671.4598,311.129932,1000,278,265,410.4,196.4318353,96027,76504697,0.54997337,,,,
300,145.2120585,413.05,318.8065,555.7,139140.5444,323.8341518,1000,265,265,413.05,188.9304899,96475,76756407,0.57292855,,,,
301,94.62500303,413.05,340.851,554.09,139618.4423,322.006264,1000,304,265,405.2,188.3303,96922,77013166,0.57190967,,,,
302,150.6659341,413.85,313.842,561.91,140083.6717,319.2411435,1000,261,261,413.85,195.6401848,97368,77266830,0.5630361,,,,
303,137.1704436,413.85,318.8705,568.77,140548.8865,321.068172,1000,280,261,410.15,201.5588676,97833,77528399,0.5962355,,,,
304,151.549025,413.85,305.859,590.65,141022.5154,321.4585683,1000,285,261,409.1,208.9948026,98294,77787709,0.58735126,,,,
305,169.4383075,413.85,295.8795,582.53,141500.2375,321.0169584,1000,267,261,412.6,231.0457295,98751,78039950,0.5773438,,,,
306,134.6701033,413.85,327.694,539.46,141974.1893,316.9336264,1000,281,261,409.85,209.6526852,99206,78297000,0.5728625,,,,
307,86.44886592,413.85,346.3125,542.01,142452.6317,329.6474558,1000,284,261,409.25,179.4273945,99658,78549227,0.5875148,,,,
308,151.5293895,413.85,311.9255,571.49,142924.3836,328.6362661,1000,276,261,410.85,212.0252577,100124,78807904,0.60399103,,,,
309,116.323643,413.85,337.325,532.12,143390.9162,322.0389868,1000,280,261,410,189.7567538,100578,79063030,0.5849194,,,,
310,125.3579942,413.85,327.3125,552.77,143861.7994,329.1147186,1000,274,261,411.2,193.5150565,101040,79317190,0.5971534,,,,
311,106.2886048,413.85,337.1625,550.97,144330.1774,330.1019523,1000,287,261,408.75,176.8964361,101501,79574498,0.60289943,,,,
312,98.65283616,413.85,339.7435,554.4,144811.2505,331.1516704,1000,279,261,410.2,182.7650951,101950,79828788,0.5863919,,,,
313,124.7860915,413.85,332.4985,536.22,145287.6393,327.5257576,1000,265,261,413,190.9257751,102412,80084683,0.59857696,,,,
314,124.0650101,413.85,323.153,581.35,145777.127,329.4535408,1000,292,261,407.7,200.3026897,102878,80342612,0.6103048,,,,
315,108.7153595,413.85,340.3565,532.97,146256.2446,334.7330189,1000,298,261,406.45,185.3208814,103355,80597982,0.62773126,,,,
316,86.73128555,413.85,349.1615,527.81,146716.1617,326.68826,1000,291,261,407.95,189.8051999,103832,80860130,0.6182124,,,,
317,130.7506211,413.85,327.518,551.53,147189.0017,330.3708955,1000,285,261,409.1,191.6228303,104301,81112941,0.6163746,,,,
318,144.9795557,413.85,324.0925,531.88,147676.5748,332.9030992,1000,284,261,409.3,198.7506619,104785,81371435,0.63573915,,,,
319,112.2397323,413.85,334.871,548,148156.4145,341.3547817,1000,268,261,412.5,185.9201441,105266,81625319,0.64550984,,,,
320,131.6464963,413.85,327.113,546.55,148629.5701,315.2918122,1000,285,261,409.15,202.795334,105724,81886313,0.5779834,,,,
321,147.025245,413.85,308.0795,596.32,149104.8641,318.7559908,1000,286,261,408.85,225.4180951,106158,82134973,0.54324293,,,,
322,126.4807637,413.85,326.8065,562.27,149583.1523,317.4138889,1000,267,261,412.75,206.5783074,106608,82387818,0.5609726,,,,
323,127.3986789,413.85,333.4235,528.81,150055.2362,327.4269467,1000,278,261,410.4,194.456149,107096,82650846,0.63441485,,,,
324,134.6213409,413.85,319.9655,574.52,150526.6617,336.7066098,1000,286,261,408.9,208.1676478,107565,82903390,0.625676,,,,
325,162.2954076,413.85,302.7495,579.98,151012.2284,316.1630631,1000,277,261,410.65,227.7199148,108009,83156473,0.55127865,,,,
326,140.0082335,413.85,321.8305,551.15,151482.5843,319.3388535,1000,263,261,413.55,215.617039,108480,83415755,0.59748375,,,,
327,146.9766126,413.85,316.14,559.41,151965.2734,320.8106452,1000,278,261,410.5,212.2651688,108945,83670362,0.59252155,,,,
328,147.9378752,413.85,320.4725,537.75,152429.1844,314.6821888,1000,283,261,409.55,213.7073876,109411,83929925,0.57994276,,,,
329,31.72896734,416.85,362.8925,515.51,152906.3767,323.0876609,1000,246,246,416.85,158.5214493,109877,84181362,0.5937087,,,,
330,147.3228046,416.85,315.2555,562.27,153382.2228,320.4335512,1000,296,246,406.9,209.0765341,110336,84437307,0.57986665,,,,
331,139.9390912,416.85,327.21,533.08,153857.445,318.490625,1000,277,246,410.65,200.7579976,110816,84700292,0.60692936,,,,
332,162.1683362,416.85,301.371,578.68,154322.4268,316.2142697,1000,265,246,413.05,221.9702629,111261,84947480,0.55138767,,,,
333,138.129452,416.85,316.4545,578.47,154796.5005,309.5742325,1000,277,246,410.65,204.2602485,111717,85207557,0.5630423,,,,
334,108.528258,416.85,336.0695,553.98,155264.9195,330.846822,1000,285,246,409.15,197.9238732,112189,85462538,0.6168386,,,,
335,163.1176895,416.85,307.116,558.78,155735.3029,324.0269651,1000,280,246,410.05,206.3262746,112647,85715931,0.5840056,,,,
336,134.2551268,416.85,328.2845,536.11,156205.4015,315.0507625,1000,283,246,409.4,205.2768324,113106,85972127,0.5752321,,,,
337,124.0025118,416.85,336.0255,520.64,156677.0824,319.5956933,1000,264,246,413.25,193.5698592,113582,86232766,0.59991914,,,,
338,175.6451484,416.85,293.643,573.28,157144.2929,311.0348584,1000,282,246,409.75,229.7700189,114041,86485379,0.56509095,,,,
339,151.4046987,416.85,317.592,545.99,157610.7754,322.9984009,1000,284,246,409.25,221.6448283,114510,86739476,0.5959623,,,,
340,134.4241544,416.85,327.284,540.47,158073.7089,315.8748401,1000,273,246,411.4,202.3985897,114979,87002065,0.58785737,,,,
341,164.676828,416.85,310.197,541.75,158535.8397,320.1237792,1000,263,246,413.45,219.7170169,115450,87259889,0.59795344,,,,
342,135.3137503,416.85,333.082,511.71,159002.8503,337.517418,1000,264,246,413.2,194.7000408,115938,87514029,0.65162975,,,,
343,159.9080044,416.85,302.9235,581.93,159460.4783,327.5502096,1000,274,246,411.3,207.5856091,116415,87771839,0.61854696,,,,
344,96.4733578,416.85,346.4645,525.79,159925.6416,338.256953,1000,256,246,414.8,187.7590102,116904,88026530,0.65238523,,,,
345,113.6144294,416.85,337.441,535.92,160393.6083,336.0210262,1000,246,246,416.85,199.5882101,117401,88286366,0.66189307,,,,
346,122.5957213,416.85,337.082,517.71,160857.0417,342.5884615,1000,263,246,413.55,194.3341089,117895,88539701,0.66669095,,,,
347,149.3027242,416.85,315.5335,558.09,161322.8053,328.3537815,1000,279,246,410.35,215.5485604,118371,88793927,0.6173757,,,,
348,133.0848001,416.85,331.7975,529.15,161796.8885,328.7245763,1000,275,246,411,198.8506663,118843,89048790,0.6136628,,,,
349,127.6200109,416.85,333.9495,525.59,162270.1354,334.3890496,1000,264,246,413.25,192.6247178,119327,89303391,0.63709396,,,,
350,118.2031236,416.85,331.423,558.44,162747.161,334.5028689,1000,260,246,414.05,207.1555126,119815,89562013,0.647465,,,,
351,148.3537173,416.85,318.148,547.83,163218.4552,329.0258197,1000,278,246,410.55,214.5138716,120303,89821416,0.63697726,,,,
352,111.1155545,416.85,341.047,525.47,163683.3718,342.6436475,1000,277,246,410.7,176.5594775,120791,90074869,0.6603537,,,,
353,120.9262095,416.85,340.7205,510.37,164136.9286,346.5161258,1000,248,246,416.4,202.1251917,121284,90328132,0.67483,,,,
354,71.76805988,416.85,358.091,502.3,164600.2377,341.639697,1000,272,246,411.7,154.4705474,121779,90585833,0.6679292,,,,
355,125.8840931,416.85,330.992,542.19,165066.3583,338.7863071,1000,280,246,410.15,194.6688827,122261,90842650,0.6456445,,,,
356,149.1078409,416.85,317.9475,547.17,165537.4648,325.8882046,1000,283,246,409.45,208.5319187,122740,91102890,0.6188343,,,,
357,117.3897992,416.85,337.386,529,166009.0417,340.6225738,1000,275,246,411,180.4942104,123214,91353099,0.63670725,,,,
358,149.788195,416.85,316.4335,552.95,166483.2981,332.5442827,1000,280,246,410.15,209.9326261,123695,91613014,0.6331516,,,,
359,142.9222123,416.85,321.738,546.26,166949.4912,337.908805,1000,267,246,412.6,207.7214298,124172,91865839,0.6375049,,,,
360,122.4096363,416.85,345.964,481.74,167420.7225,337.5554563,1000,267,246,412.75,176.138106,124676,92122623,0.67136544,,,,
361,87.428633,416.85,349.7225,524.9,167897.5052,337.5996849,1000,268,246,412.4,180.8250812,125152,92376211,0.6373206,,,,
362,98.36082438,416.85,346.7985,520.78,168372.6387,332.1300209,1000,289,246,408.35,175.7962218,125630,92631188,0.6229609,,,,
363,145.9659065,416.85,317.2465,549.31,168840.5225,321.9067452,1000,269,246,412.3,215.5914514,126097,92888189,0.59616786,,,,
364,107.4821618,416.85,342.321,523.96,169306.2164,334.1053533,1000,293,246,407.4,175.2737813,126564,93143651,0.6172801,,,,
365,152.5925648,416.85,311.2065,565.31,169771.5165,333.5834711,1000,278,246,410.5,216.6785035,127048,93404540,0.64080286,,,,
366,31.12526004,416.85,360.9785,525.06,170232.7272,350.0735729,1000,275,246,411.05,155.2291738,127521,93651802,0.65159076,,,,
367,109.2279464,416.85,345.645,506.75,170701.6309,330.15625,1000,274,246,411.2,175.1124996,128017,93913402,0.64890313,,,,
368,154.0903512,416.85,315.434,543.56,171174.3125,333.3356263,1000,275,246,411.15,206.0966433,128504,94171561,0.64263964,,,,
369,137.8471395,416.85,324.485,549.08,171643.4439,330.804661,1000,275,246,411.1,198.3836526,128976,94422232,0.6164942,,,,
370,90.36827548,416.85,344.706,546.86,172123.8187,337.9110996,1000,278,246,410.4,187.6238801,129458,94680634,0.6456764,,,,
371,110.01029,416.85,342.2415,523.31,172593.318,336.5204782,1000,278,246,410.5,189.8741001,129939,94935026,0.6375997,,,,
372,162.8274615,416.85,300.1795,583.81,173056.8499,309.6332215,1000,297,246,406.7,224.4668659,130386,95188505,0.5494265,,,,
373,118.0347303,416.85,339.9455,516.82,173531.971,324.1093878,1000,283,246,409.55,194.2087217,130876,95452081,0.6318595,,,,
374,140.4320631,416.85,328.821,525.63,173993.3588,336.4744919,1000,267,246,412.6,207.2489158,131368,95706191,0.65179724,,,,
375,117.8293227,416.85,342.147,506.83,174460.1279,337.7179513,1000,281,246,409.95,186.8242519,131861,95962536,0.6577228,,,,
376,121.505463,416.85,343.787,493.01,174922.8869,340.9156504,1000,293,246,407.4,177.2091699,132353,96217368,0.6628915,,,,
377,55.17175671,416.85,367.269,475.22,175391.3158,348.0160156,1000,279,246,410.25,152.6313585,132865,96474020,0.70702904,,,,
378,138.2564159,416.85,328.2805,523.1,175855.0664,333.3200195,1000,265,246,413,200.7466314,133377,96737907,0.6781984,,,,
379,96.82870669,416.85,354.381,484.66,176320.5038,350.4935922,1000,273,246,411.4,169.3326442,133892,96991150,0.71343374,,,,
380,139.2629195,416.85,330.896,515.86,176791.5162,345.3088757,1000,271,246,411.9,188.3444196,134399,97243372,0.6906965,,,,
381,111.7595737,416.85,346.073,501.19,177268.2784,342.1244701,1000,276,246,410.95,173.1991741,134918,97502349,0.7024621,,,,
382,120.4070755,416.85,338.2325,522.58,177732.4329,349.2332353,1000,278,246,410.45,198.22135,135428,97756373,0.701326,,,,
383,76.93024253,416.85,360.072,489.01,178202.0969,350.2863724,1000,274,246,411.25,151.8672773,135949,98014016,0.7227026,,,,
384,108.1681283,416.85,346.1485,506,178679.2118,347.7766932,1000,278,246,410.5,195.245845,136451,98263849,0.689363,,,,
385,113.0641483,416.85,349.175,485.65,179154.1491,344.1595238,1000,256,246,414.95,178.8628735,136976,98524089,0.7112959,,,,
386,110.2859663,416.85,348.2705,493.4,179620.8723,344.5610251,1000,279,246,410.2,184.8276494,137493,98780836,0.71025616,,,,
387,103.4795033,416.85,351.9545,489.99,180085.3343,359.4495336,1000,252,246,415.65,175.4770352,138029,99038881,0.76005405,,,,
388,98.2077951,416.85,355.9025,476.02,180541.3281,357.6285985,1000,280,246,410,172.284589,138557,99292298,0.74408484,,,,
389,106.8859877,416.85,346.6025,505.51,181003.8207,348.0417782,1000,263,246,413.5,185.5967939,139080,99548696,0.7181096,,,,
390,78.30141709,416.85,359.8475,490.48,181474.1768,352.9587571,1000,260,246,414.15,180.0545184,139611,99805489,0.7424113,,,,
391,117.5844663,416.85,342.9325,501.27,181953.7434,350.2884615,1000,248,246,416.4,179.2784346,140144,100062137,0.7357388,,,,
392,73.91987597,416.85,365.294,466.74,182417.3226,357.9798113,1000,280,246,410.1,166.475621,140674,100314192,0.74946135,,,,
393,106.2278472,416.85,347.3755,503.06,182887.199,354.8420857,1000,283,246,409.5,195.6251426,141211,100574049,0.75380975,,,,
394,25.91490015,416.85,375.47,453.04,183349.7579,359.1806777,1000,272,246,411.6,129.5519911,141757,100830423,0.77347726,,,,
395,133.1962296,416.85,334.0515,511.24,183811.8665,352.8550847,1000,259,246,414.3,205.9868015,142288,101085786,0.7430728,,,,
396,89.79532057,416.85,360.648,467.35,184274.0285,353.9546667,1000,269,246,412.2,159.7131413,142813,101339890,0.73329043,,,,
397,118.9072966,416.85,345.531,489.87,184743.8741,357.1360701,1000,269,246,412.25,196.3770177,143355,101597018,0.76436293,,,,
398,74.35786955,416.85,369.0395,446.39,185216.8578,365.276225,1000,263,246,413.5,152.7289688,143906,101855086,0.79276806,,,,
399,89.70813196,416.85,363.119,456.33,185675.5701,359.0847948,1000,268,246,412.5,164.6204759,144442,102104607,0.7604064,,,,
400,84.87412164,416.85,360.845,471.73,186135.8511,357.0956757,1000,268,246,412.45,167.5384049,144997,102364653,0.7836913,,,,
401,88.70300301,416.85,358.1615,481.12,186591.5512,357.6477941,1000,273,246,411.45,160.0200162,145541,102624534,0.7698473,,,,
402,54.62614909,416.85,375.3645,435.15,187074.7573,365.8600181,1000,255,246,415.1,149.0982478,146095,102877621,0.79720163,,,,
403,99.13760885,416.85,357.019,470.42,187534.0981,354.5250452,1000,263,246,413.45,178.8241695,146648,103134761,0.7724269,,,,
404,75.76583844,416.85,369.435,443.58,188004.4117,359.4155856,1000,262,246,413.6,156.5635449,147203,103391832,0.7890804,,,,
405,121.3026406,416.85,350.618,461.47,188477.6796,355.8711009,1000,265,246,413.1,185.029806,147748,103642323,0.7656274,,,,
406,100.2433734,416.85,352.212,492.09,188951.6788,357.2475265,1000,262,246,413.65,181.4048563,148314,103906339,0.79898655,,,,
407,108.5583315,416.85,351.1565,482.35,189418.1176,358.1675325,1000,271,246,411.9,187.4471325,148853,104159116,0.76222676,,,,
408,89.71506872,416.85,358.012,481.14,189898.325,362.6988414,1000,261,246,413.85,162.4627354,149414,104415907,0.80450046,,,,
409,129.5753386,416.85,340.4925,491.86,190365.4182,358.5657407,1000,246,246,416.8,193.509484,149954,104669666,0.76445335,,,,
410,98.82166974,416.85,353.183,488.44,190837.1443,354.3701642,1000,267,246,412.7,172.3844726,150502,104925087,0.76287746,,,,
411,120.3694501,416.85,352.024,456.23,191305.559,352.9352995,1000,266,246,412.8,185.6086127,151053,105181988,0.76820016,,,,
412,131.4886468,416.85,348.535,451.86,191773.6112,354.6566787,1000,261,246,413.95,194.2591578,151607,105436623,0.7756396,,,,
413,96.56988205,416.85,356.9425,473.84,192239.1333,353.3155357,1000,262,246,413.6,183.2287488,152167,105697753,0.782837,,,,
414,90.84734817,416.85,360.3075,469.62,192697.8931,361.4443447,1000,263,246,413.45,177.93447,152724,105950555,0.79393375,,,,
415,87.86668729,416.85,363.0845,456.94,193165.5636,363.3536219,1000,253,246,415.4,145.4128481,153290,106206935,0.8140261,,,,
416,126.7610982,416.85,336.0825,517.94,193630.5626,352.1463956,1000,257,246,414.75,211.5484257,153831,106465010,0.7497022,,,,
