n_updates,eprew_std,best_ext_ret,eprew,eplen,total_secs,eprew_recent,recent_worst_eplen,recent_best_eplen,best_eplen,recent_best_ext_ret,eplen_std,epcount,tcount,rew_mean,,,,
417,145.7770704,416.85,331.9535,495.14,194095.9985,358.5777281,1000,266,246,412.95,205.1043647,154390,106720996,0.7898672,,,,
418,26.48448036,416.85,376.29,448.5,194565.6063,361.1768336,1000,273,246,411.55,131.7583014,154949,106974336,0.797633,,,,
419,86.06186135,416.85,359.561,476.16,195034.3598,361.9482238,1000,248,246,416.45,169.2912709,155512,107231166,0.8048092,,,,
420,127.5161053,416.85,344.3025,476.84,195497.5109,364.6620141,1000,255,246,415,199.2107788,156078,107484545,0.81403595,,,,
421,56.33389849,416.85,369.0975,466.47,195960.4877,350.5730699,1000,263,246,413.5,161.7126745,156622,107743440,0.7525951,,,,
422,108.6496947,416.85,349.8645,486.59,196422.7404,343.5260577,1000,268,246,412.4,174.6788536,157142,107999474,0.7040564,,,,
423,89.49837621,416.85,363.7305,453.3,196897.118,353.3786654,1000,263,246,413.4,167.6652916,157674,108253246,0.7427044,,,,
424,111.8822547,416.85,349.278,487.58,197375.6737,349.0826852,1000,265,246,413.05,192.7621944,158214,108508942,0.7432434,,,,
425,102.6133046,416.85,356.305,470.43,197847.0652,350.3296296,1000,259,246,414.25,179.4290531,158754,108767554,0.74600357,,,,
426,110.4407136,416.85,353.0395,470.8,198312.6257,355.3514953,1000,261,246,413.85,187.0461975,159289,109021713,0.75058174,,,,
427,122.1625723,416.85,348.4745,469.41,198784.6758,355.0585952,1000,254,246,415.3,174.3039928,159830,109278280,0.7594891,,,,
428,109.4172139,416.85,352.09,476.41,199257.7019,366.1046346,1000,254,246,415.25,184.4558535,160391,109536471,0.8092499,,,,
429,71.92815481,416.85,372.286,431.73,199734.198,359.1128159,1000,260,246,414.15,138.5690337,160945,109788362,0.78280795,,,,
430,119.9931482,416.85,349.335,469.5,200206.5508,359.8683086,1000,268,246,412.5,181.4316676,161483,110040124,0.76351535,,,,
431,128.5805145,416.85,344.6325,473.21,200674.9513,355.8950266,1000,267,246,412.75,187.7521928,162046,110304608,0.79484266,,,,
432,76.39934427,416.85,370.7955,436.41,201142.9814,360.345,1000,269,246,412.3,156.037822,162596,110559806,0.7804438,,,,
433,70.89093646,416.85,365.8265,466.05,201615.2128,365.9479354,1000,259,246,414.35,158.8724882,163153,110814589,0.8033225,,,,
434,112.0032484,416.85,351.5695,476.53,202086.0657,356.8359571,1000,264,246,413.35,193.4969486,163712,111073850,0.7864946,,,,
435,100.1284156,416.85,361.2285,447.85,202553.1401,362.7018182,1000,258,246,414.55,165.1923349,164262,111321933,0.7869055,,,,
436,120.5848563,416.85,348.626,472.07,203013.6828,362.3237544,1000,261,246,413.85,182.7794439,164824,111577243,0.801304,,,,
437,56.78932614,416.85,369.056,465.52,203482.0039,357.0630551,1000,263,246,413.55,153.5751594,165387,111837131,0.79710394,,,,
438,87.89340262,416.85,355.945,493.24,203950.5421,361.7767273,1000,256,246,414.85,172.2829719,165937,112094574,0.7848745,,,,
439,102.5948791,416.85,356.6105,468.13,204405.7691,359.9270197,1000,257,246,414.75,167.3043726,166494,112349916,0.78998697,,,,
440,98.80398436,416.85,358.1995,464.57,204883.3194,363.7210811,1000,265,246,413.15,170.2316807,167049,112607523,0.7975988,,,,
441,68.23475364,416.85,368.2705,455.81,205352.3212,364.1626143,1000,272,246,411.75,152.7440143,167596,112862217,0.7836863,,,,
442,55.25594076,416.85,377.081,425.8,205826.2423,361.7392139,1000,253,246,415.5,133.2963615,168143,113115267,0.77926123,,,,
443,73.98801808,416.95,365.6825,464.41,206298.4392,363.3961676,1000,246,246,416.95,165.1403097,168704,113376427,0.8064808,,,,
444,56.34011389,416.95,374.4685,438.85,206778.0596,361.3325664,1000,269,246,412.25,152.8004172,169269,113634568,0.8098471,,,,
445,73.23733031,416.95,368.793,448.84,207234.8032,363.3696858,1000,250,246,416,152.7574365,169810,113885414,0.77022797,,,,
446,109.3966704,416.95,350.103,485.47,207704.6447,360.1783985,1000,259,246,414.2,184.5010816,170347,114139127,0.76269436,,,,
447,75.00833803,416.95,368.1005,450.29,208178.8437,361.5292335,1000,267,246,412.75,149.0297484,170908,114396992,0.80143875,,,,
448,94.99813547,416.95,362.5365,446.91,208647.6796,361.4486749,1000,261,246,413.9,159.9653772,171474,114655204,0.80650884,,,,
449,89.40989878,416.95,364.23,451.03,209122.5282,362.1395948,1000,268,246,412.4,161.1923357,172017,114908576,0.7741335,,,,
450,75.37703844,416.95,367.176,455.28,209585.8353,361.1245027,1000,264,246,413.25,161.3261963,172570,115167915,0.7890459,,,,
451,128.625408,416.95,341.7765,487.07,210045.5018,352.7382075,1000,258,246,414.55,195.0762033,173100,115422965,0.73828644,,,,
452,56.04654821,416.95,369.122,465.61,210512.9741,356.3537244,1000,250,246,416.1,146.5751613,173637,115677226,0.7554277,,,,
453,90.85459378,416.95,359.867,470.21,210980.8132,361.8824007,1000,261,246,413.8,156.3855681,174191,115934871,0.7914447,,,,
454,98.85298868,416.95,354.823,480.65,211452.0244,357.5979516,1000,270,246,412.05,177.9965941,174728,116190798,0.7565379,,,,
455,76.02725476,416.95,366.322,460,211910.6225,361.3539326,1000,253,246,415.5,169.699558,175262,116443232,0.758894,,,,
456,121.5421247,416.95,337.9395,523.36,212378.4406,349.8356455,1000,279,246,410.2,202.2141202,175781,116702115,0.716933,,,,
457,83.5986292,416.95,362.1545,467.23,212844.945,358.0018832,1000,257,246,414.65,169.1894119,176312,116954864,0.7522473,,,,
458,87.7778014,416.95,362.091,462.35,213309.8982,359.9787684,1000,257,246,414.65,158.9878848,176856,117212936,0.77170974,,,,
459,60.08775184,416.95,369.527,461.97,213769.8999,357.5059099,1000,267,246,412.65,158.2038846,177389,117467967,0.75260824,,,,
460,133.2504656,416.95,338.376,497.68,214237.1039,352.1442857,1000,259,246,414.25,200.8235982,177914,117722480,0.7279568,,,,
461,105.8635096,416.95,347.7525,501.65,214701.1191,351.4126642,1000,262,246,413.7,181.6159891,178447,117982196,0.7426531,,,,
462,102.8500672,416.95,358.3435,459.07,215166.1445,362.1753153,1000,266,246,412.85,167.4946122,179002,118238341,0.7886272,,,,
463,84.86378847,416.95,363.3635,458.42,215630.798,356.8743292,1000,266,246,412.85,152.477092,179561,118500009,0.7919662,,,,
464,111.6577963,416.95,348.2405,485.97,216100.789,360.948524,1000,273,246,411.55,189.899945,180103,118749886,0.7731131,,,,
465,96.86972974,416.95,357.019,472.1,216562.1835,361.6973921,1000,262,246,413.7,178.5889414,180659,119005333,0.79215574,,,,
466,85.03180424,416.95,360.1815,474.68,217032.0425,359.3502683,1000,269,246,412.3,165.9811363,181218,119264294,0.7926713,,,,
467,67.69243398,416.95,372.0875,436.34,217502.4347,367.1544348,1000,251,246,415.85,142.0249429,181793,119519630,0.8366479,,,,
468,77.27772747,416.95,370.0215,439.88,217968.8769,372.7029412,1000,259,246,414.35,152.8814757,182388,119779871,0.87374145,,,,
469,78.20477054,416.95,369.6845,440.8,218435.3047,370.4285589,1000,266,246,412.8,152.3704696,182957,120034247,0.8327855,,,,
470,71.50165571,416.95,373.9275,423.2,218902.5233,370.7051127,1000,267,246,412.65,137.2531967,183534,120286560,0.8451605,,,,
471,91.39467744,416.95,363.5355,453.67,219372.1844,372.6669179,1000,265,246,413.05,182.2997013,184131,120546346,0.8762188,,,,
472,74.74358008,416.95,372.7965,427.24,219840.9045,372.7647993,1000,257,246,414.6,139.2596941,184729,120802117,0.8791814,,,,
473,123.5034579,416.95,350.2735,461.63,220315.131,362.686087,1000,247,246,416.7,194.4672546,185304,121059024,0.8260611,,,,
474,73.84212026,416.95,370.725,437.98,220784.1316,370.6112737,1000,260,246,414.15,145.5708061,185885,121309133,0.8459122,,,,
475,103.1522981,416.95,356.8805,467.22,221249.1341,362.9698113,1000,266,246,412.85,185.7681663,186468,121571112,0.84228283,,,,
476,135.4068781,416.95,346.015,458.08,221714.3974,372.8817797,1000,263,246,413.5,181.3524568,187058,121823615,0.86611104,,,,
477,103.0391847,416.95,359.725,452.59,222189.5597,367.7377586,1000,253,246,415.55,172.5069909,187638,122078967,0.84029317,,,,
478,88.12244051,416.95,367.723,435.76,222649.4137,367.2291319,1000,264,246,413.35,171.1130691,188237,122340840,0.8735432,,,,
479,56.36486184,416.95,376.63,428.05,223120.9647,370.4118557,1000,260,246,414.1,150.9085402,188819,122591773,0.8476093,,,,
480,95.99906205,416.95,356.194,477.8,223598.7684,369.1582038,1000,252,246,415.65,174.758748,189398,122845435,0.8430626,,,,
481,80.56621791,416.95,365.641,451.34,224072.4916,365.2002591,1000,257,246,414.6,156.9866376,189977,123104799,0.83393145,,,,
482,72.85207908,416.95,372.232,432.41,224550.2247,363.7972711,1000,261,246,413.8,156.5720342,190545,123357594,0.8184271,,,,
483,88.75030799,416.95,367.6625,434.91,225024.2152,367.0430626,1000,256,246,414.95,168.4071908,191136,123616425,0.8571995,,,,
484,111.0724796,416.95,359.355,439.2,225492.9702,362.702677,1000,259,246,414.25,180.6017719,191715,123869932,0.8286615,,,,
485,99.00985681,416.95,366.898,421.91,225959.709,361.277969,1000,259,246,414.35,159.0912377,192296,124128138,0.8302213,,,,
486,131.114942,416.95,339.318,497.77,226426.8618,363.2741007,1000,256,246,414.85,215.6340351,192852,124379091,0.7945116,,,,
487,139.4576407,416.95,338.7955,479.19,226891.0791,341.1508427,1000,248,246,416.4,208.2970329,193386,124635664,0.72204286,,,,
488,120.8991645,416.95,344.5875,492.61,227359.4497,349.6694139,1000,248,246,416.45,195.2938757,193932,124895479,0.75612825,,,,
489,103.6741326,416.95,360.774,447.51,227814.15,357.894375,1000,250,246,416.15,176.5035124,194492,125149380,0.7900417,,,,
490,136.8660345,416.95,339.383,480.26,228289.1244,349.2174677,1000,263,246,413.45,200.4022265,195033,125403589,0.74686027,,,,
491,91.792641,416.95,367.197,434.82,228751.0775,353.7942755,1000,255,246,415.15,167.5161712,195592,125660877,0.7822455,,,,
492,95.66523971,416.95,358.969,464.33,229223.0154,359.8173684,1000,248,246,416.4,168.8705454,196162,125919140,0.8150271,,,,
493,126.3508533,416.95,354.7075,435.64,229694.9997,356.7676007,1000,246,246,416.95,177.7895115,196733,126176592,0.80537003,,,,
494,137.5987045,416.95,340.632,474.18,230160.3779,354.1285584,1000,257,246,414.6,203.4091139,197281,126429874,0.76888883,,,,
495,104.9651565,416.95,355.8515,470.95,230624.2537,359.4832442,1000,264,246,413.35,193.2664159,197842,126684767,0.7959113,,,,
496,95.00440052,416.95,367.8425,428.74,231083.5213,364.7241438,1000,261,246,413.8,165.9429794,198426,126940710,0.8460125,,,,
497,104.1956326,418.3,366.1805,419.85,231545.6534,364.1767797,1000,239,239,418.3,163.4420616,199016,127199725,0.8473685,,,,
498,139.8683712,418.3,341.725,466.12,232010.0496,357.446777,1000,259,239,414.35,206.3544174,199590,127453104,0.80884194,,,,
499,101.3585191,418.3,364.766,430.53,232489.7497,359.8982425,1000,268,239,412.45,172.8358444,200159,127712021,0.8165943,,,,
500,108.730461,418.3,361.14,433.07,232970.194,369.291511,1000,255,239,415.15,172.9004485,200748,127966418,0.858466,,,,
501,98.79709315,418.3,361.644,447.36,233442.9326,367.4297089,1000,258,239,414.4,168.7228212,201332,128220942,0.8467405,,,,
502,104.8056457,418.3,354.117,481.4,233909.8199,362.6935294,1000,259,239,414.25,217.7984848,201927,128483204,0.8544452,,,,
503,129.4258459,418.3,347.9185,464.81,234377.7242,367.4795377,1000,258,239,414.55,189.9436598,202511,128736656,0.8477161,,,,
504,55.7213442,418.3,377.27,424.81,234841.2168,357.2678636,1000,247,239,416.65,137.937355,203068,128989475,0.7822737,,,,
505,57.55629983,418.3,372.71,447.19,235299.7892,360.950266,1000,256,239,414.8,151.9712272,203632,129246107,0.81195927,,,,
506,75.46773248,418.3,372.998,425.56,235757.9934,367.3570826,1000,258,239,414.55,135.2463175,204225,129505318,0.8602106,,,,
507,133.023221,418.3,349.156,446.59,236232.9734,367.7674617,1000,256,239,414.85,194.4722651,204812,129759011,0.8519772,,,,
508,131.1907111,418.3,346.928,460.14,236700.9606,363.3030612,1000,253,239,415.55,195.3798362,205400,130016781,0.8431775,,,,
509,120.8743615,418.3,348.0675,475.26,237164.7827,362.9375652,1000,247,239,416.75,202.1679806,205975,130272285,0.8277735,,,,
510,109.9300257,418.3,355.352,459.55,237637.1023,361.9253982,1000,253,239,415.5,184.4908873,206540,130524359,0.80283666,,,,
511,53.81911253,418.3,380.676,409.01,238112.6233,364.2255102,1000,247,239,416.7,137.9849626,207128,130784992,0.8481196,,,,
512,80.30700875,418.3,370.5295,436.12,238597.2766,370.3300497,1000,253,239,415.4,171.7079078,207732,131041254,0.8855611,,,,
513,92.30884045,418.3,361.9745,460.29,239079.7819,371.6046281,1000,251,239,415.85,175.2002451,208337,131296025,0.8865497,,,,
514,79.38490375,418.3,373.334,421.69,239552.3858,367.1936207,1000,239,239,418.25,149.296932,208917,131547380,0.8375815,,,,
515,59.3892952,418.3,376.8095,425.92,240018.8503,365.275755,1000,255,239,415.05,153.4413034,209513,131807816,0.8611,,,,
516,22.15634489,418.3,389.4575,383.1,240474.3017,373.1652381,1000,246,239,416.8,110.8126798,210143,132067039,0.93193626,,,,
517,111.156938,418.3,360.1015,436.04,240945.7199,371.3533172,1000,258,239,414.55,191.8558271,210761,132323210,0.902386,,,,
518,91.14482322,418.3,374.11,400.6,241415.2451,384.5013804,1000,241,239,417.9,152.0757048,211413,132575585,0.98765165,,,,
519,60.33410558,418.3,383.702,390.48,241874.3635,373.4119497,1000,245,239,417,139.8253539,212049,132833254,0.9382055,,,,
520,30.28082349,418.3,384.777,406.45,242345.9554,379.7703791,1000,251,239,415.85,151.4231406,212682,133091527,0.9520902,,,,
521,92.64337983,418.3,371.518,411.77,242807.1352,374.2649435,1000,252,239,415.75,147.7557346,213301,133346407,0.908334,,,,
522,52.9487202,418.3,380.373,410.94,243279.6938,375.2873984,1000,256,239,414.85,136.6433914,213916,133602748,0.90940267,,,,
523,75.50760321,418.3,374.9115,417.82,243743.1878,377.5637789,1000,243,239,417.45,165.6125829,214522,133856992,0.9029563,,,,
524,65.71729287,418.3,379.5685,400.95,244208.6574,373.6387175,1000,255,239,415.15,140.697006,215138,134112020,0.91252804,,,,
525,84.81288631,418.3,371.0595,421.51,244678.0509,373.479477,1000,244,239,417.35,155.5299003,215769,134373922,0.9259578,,,,
526,77.25419518,418.3,372.6485,427.53,245137.5117,373.8820161,1000,247,239,416.7,170.2183571,216389,134628917,0.9144308,,,,
527,25.6291803,418.3,385.8435,400.39,245609.2728,379.3986356,1000,248,239,416.5,127.7452852,217012,134881161,0.92894125,,,,
528,56.07891835,418.3,382.7185,397.56,246082.7992,377.5182464,1000,253,239,415.5,137.7694683,217645,135138977,0.94359416,,,,
529,58.91796172,418.3,380.9035,405.46,246540.9668,380.1825949,1000,252,239,415.6,146.0039328,218277,135394912,0.9503581,,,,
530,27.00113373,418.55,385.3265,403.74,247012.9431,382.4804382,1000,238,238,418.55,135.0283392,218916,135650067,0.9587748,,,,
531,89.38410688,418.55,375.8965,393.33,247482.3524,373.4909524,1000,250,238,416.05,151.1252497,219546,135907134,0.92699707,,,,
532,100.6695836,418.55,366.2215,423.67,247939.8494,379.8478906,1000,250,238,416.1,170.194774,220186,136163660,0.96116227,,,,
533,56.53141176,418.55,381.622,403.44,248417.5749,376.9572337,1000,255,238,415.1,149.84067,220815,136417895,0.933499,,,,
534,95.07487233,418.55,365.449,434.28,248882.2647,377.7673228,1000,238,238,418.55,182.9430556,221450,136675860,0.947433,,,,
535,48.77481435,418.55,384.0645,395.64,249350.5044,381.0899371,1000,257,238,414.6,146.7391918,222086,136928106,0.9556388,,,,
536,28.10412928,418.55,378.5935,437,249810.8679,372.8170875,1000,256,238,414.9,139.9605659,222680,137182161,0.8702115,,,,
537,28.13625357,418.55,381.5645,422.18,250275.1937,366.8282862,1000,254,238,415.35,139.2101562,223281,137440735,0.87398726,,,,
538,64.66118936,418.55,376.879,415.6,250739.4252,374.8211475,1000,249,238,416.25,156.0456984,223891,137698280,0.9053775,,,,
539,135.3918452,418.55,352.33,428.36,251212.3721,366.1596217,1000,247,238,416.65,186.3974528,224499,137955935,0.8803925,,,,
540,73.01275333,418.55,378.949,398.49,251683.4566,379.555887,1000,249,238,416.35,141.4847338,225136,138212703,0.95467925,,,,
541,129.7714698,418.55,343.526,480.37,252152.8348,367.0246141,1000,260,238,414,208.1292221,225719,138465177,0.8454301,,,,
542,119.629637,418.55,357.0665,433.44,252622.0021,368.1617253,1000,262,238,413.7,177.1783463,226316,138721516,0.8686219,,,,
543,29.99258273,418.55,382.4525,417.3,253092.8873,371.0678808,1000,256,238,414.8,148.329397,226920,138977469,0.88730377,,,,
544,91.65688582,418.55,371.5525,412.79,253561.5578,367.2483444,1000,256,238,414.95,158.0433671,227524,139233020,0.8790232,,,,
545,125.9935389,418.55,356.553,428.18,254026.1244,372.3374801,1000,259,238,414.25,186.3565067,228151,139490771,0.92427546,,,,
546,107.3815058,418.55,367.7385,409.49,254491.6928,373.0377358,1000,251,238,415.9,167.237645,228787,139747504,0.93911076,,,,
547,93.21034725,418.55,373.754,401.03,254956.3243,375.9380805,1000,250,238,416.15,153.7677765,229433,140005577,0.96295035,,,,
548,98.96368113,418.55,364.6185,434.09,255429.9209,373.4089968,1000,263,238,413.45,174.8650963,230061,140258464,0.92651963,,,,
549,83.9670148,418.55,374.3255,405.96,255898.2624,375.3659409,1000,246,238,416.8,153.8549265,230704,140517132,0.9548331,,,,
550,96.32355327,418.55,368.1105,424.43,256366.7001,367.6438552,1000,260,238,414.05,149.7301075,231298,140765951,0.8652667,,,,
551,137.8718142,418.55,351.9035,427.6,256833.9619,363.1562914,1000,252,238,415.65,189.6976015,231902,141019294,0.86538845,,,,
552,113.0296331,418.55,359.9465,441.84,257306.3087,352.0896226,1000,258,238,414.4,175.8458257,232485,141280452,0.81755227,,,,
553,105.9933033,418.55,359.5835,450.85,257759.7049,364.2465058,1000,257,238,414.75,172.7815022,233086,141538690,0.86832803,,,,
554,54.38744952,418.55,380.8355,408.2,258220.4177,370.2478297,1000,256,238,414.85,150.0371954,233685,141792568,0.88343376,,,,
555,132.6526574,418.55,347.405,455.15,258687.7526,361.5366102,1000,256,238,414.9,193.9012829,234275,142046344,0.8423396,,,,
556,88.91987134,418.55,373.6675,404.46,259151.0331,366.3281967,1000,267,238,412.75,142.6317931,234885,142304014,0.88313305,,,,
557,105.7037548,418.55,367.246,413.75,259609.9651,364.2671074,1000,248,238,416.45,165.6279188,235490,142557969,0.87402695,,,,
558,101.4876384,418.55,363.964,434.17,260075.8727,353.2229381,1000,262,238,413.75,175.6436765,236072,142813429,0.8173876,,,,
559,78.25709916,418.55,377.659,401.09,260556.7835,364.0484426,1000,256,238,414.8,159.0106346,236682,143074530,0.8789707,,,,
560,52.42001501,418.55,385.176,386.53,261019.9285,370.2835714,1000,251,238,415.9,128.3747993,237312,143329248,0.92745566,,,,
561,74.71328244,418.55,377.0515,407.08,261492.028,374.54568,1000,250,238,416.15,153.924766,237937,143582398,0.92301095,,,,
562,45.09813185,418.55,387.098,382.08,261969.7774,373.3396361,1000,251,238,415.9,137.0816312,238569,143839037,0.93274134,,,,
563,89.07835054,418.55,378.6155,379.48,262443.4273,373.0131783,1000,254,238,415.25,133.5280854,239214,144097658,0.953393,,,,
564,111.9362073,418.55,366.936,408.48,262911.7797,375.5433948,1000,248,238,416.45,178.2210134,239865,144352578,0.9650965,,,,
565,103.745079,418.55,370.9145,391.39,263378.1203,382.4446377,1000,243,238,417.55,160.5765173,240555,144611408,1.0482755,,,,
566,61.7391185,418.55,384.0585,381.31,263846.7575,386.490407,1000,251,238,415.8,135.9067839,241243,144864711,1.0468769,,,,
567,58.84946019,418.55,390.5895,355.05,264322.2839,383.198293,1000,251,238,415.85,100.5178964,241946,145126372,1.0599772,,,,
568,54.22929351,418.55,389.505,363.64,264790.8262,387.3164986,1000,244,238,417.25,120.7924269,242640,145380068,1.0650117,,,,
569,90.31063291,418.55,379.672,375.05,265252.4162,386.5337483,1000,242,238,417.75,161.2912505,243363,145637993,1.1013849,,,,
570,97.54356629,418.55,380.7495,362.21,265717.7849,388.5877384,1000,246,238,416.85,146.7015538,244097,145897277,1.1255535,,,,
571,16.85033509,418.55,400.3635,328.5,266184.0896,395.7673649,1000,242,238,417.65,84.21858465,244837,146151188,1.1551929,,,,
572,51.78895418,418.55,393.715,343.4,266652.2166,394.2165995,1000,243,238,417.45,96.72662508,245581,146406905,1.1573552,,,,
573,16.97373615,419.75,398.9625,335.56,267138.7112,393.7203605,1000,232,232,419.75,84.82927796,246330,146663756,1.165414,,,,
574,58.45193506,419.75,393.0035,344.17,267609.3746,396.6287879,1000,248,232,416.55,114.4106686,247089,146918885,1.1869485,,,,
575,49.47799429,419.75,393.7725,344.75,268080.2913,397.4667989,1000,251,232,415.95,105.9086753,247845,147176520,1.1807342,,,,
576,54.78848387,419.75,394.9855,335.44,268544.3686,395.3036048,1000,238,232,418.55,94.02768954,248594,147432853,1.1695651,,,,
577,58.51531952,419.75,393.709,339.84,269007.9184,393.7939314,1000,245,232,417.05,92.78596014,249352,147689267,1.1749696,,,,
578,53.70288729,419.75,395.5585,333.36,269479.4401,395.3474324,1000,244,232,417.3,99.94403634,250092,147941547,1.1556103,,,,
579,18.68844078,419.75,397.2125,344.35,269945.1076,395.1318977,1000,250,232,416.05,93.43375996,250835,148203006,1.156393,,,,
580,73.44277163,419.75,391.1455,336.25,270414.711,396.2413474,1000,239,232,418.25,107.4372724,251592,148457453,1.1851381,,,,
581,16.84349622,419.75,399.8645,330.66,270889.8419,398.8127226,1000,243,232,417.4,84.35012982,252378,148715002,1.2323582,,,,
582,14.77905846,419.75,400.609,326.95,271364.4367,396.1151495,1000,241,232,417.95,74.01910226,253147,148969211,1.1987308,,,,
583,12.26471602,419.75,401.021,324.48,271847.7157,397.7461735,1000,236,232,418.8,61.50276091,253931,149224545,1.2297869,,,,
584,15.70236666,419.75,402.0475,320.15,272314.4545,398.5464508,1000,248,232,416.45,78.50941026,254734,149484426,1.2637495,,,,
585,14.7050119,419.75,400.565,327.12,272786.4256,399.8584507,1000,249,232,416.3,73.54227084,255515,149736935,1.2273433,,,,
586,73.49456466,419.75,393.6095,323.92,273254.653,396.3838384,1000,236,232,418.95,113.623825,256307,149993710,1.2348605,,,,
587,41.07305931,420.25,399.093,321.72,273725.8606,398.8511208,1000,229,229,420.25,92.05010375,257110,150249864,1.2658896,,,,
588,52.61014621,420.25,399.3095,315.06,274201.0533,397.9094711,1000,237,229,418.75,91.79638555,257923,150507134,1.269349,,,,
589,54.19691573,420.25,400.215,309.35,274665.3553,398.4823239,1000,243,229,417.55,78.6317207,258732,150762040,1.2718397,,,,
590,13.31948006,420.25,403.099,314.52,275115.5162,401.6205379,1000,243,229,417.45,66.15625141,259550,151017565,1.2948078,,,,
591,52.66141835,420.25,399.2815,314.74,275580.9933,403.2335132,1000,234,229,419.35,92.61172928,260384,151273934,1.3208227,,,,
592,10.66440064,420.25,406.297,298.96,276041.104,399.8416867,1000,230,229,420.05,53.285255,261214,151531693,1.306035,,,,
593,14.52935452,420.25,405.5115,302.73,276500.0458,403.1888015,1000,239,229,418.25,72.61485454,262040,151786052,1.3133751,,,,
594,53.08549861,420.25,399.2465,314.93,276981.4968,404.1066906,1000,229,229,420.2,98.46707622,262877,152041474,1.3273811,,,,
595,73.17220917,420.45,395.2805,316.34,277443.4025,398.6265663,1000,228,228,420.45,114.6096174,263707,152300435,1.3030083,,,,
596,17.25420801,420.65,404.734,306.32,277906.1431,402.9290284,1000,227,227,420.65,86.32008804,264551,152556900,1.3394995,,,,
597,55.22493201,420.65,400.022,310.25,278367.6013,401.9852273,1000,237,227,418.75,95.02161596,265387,152812723,1.3228782,,,,
598,13.70734849,420.65,403.6415,312.17,278842.3302,402.5601205,1000,237,227,418.6,68.50139488,266217,153066675,1.3161207,,,,
599,20.69875752,420.65,401.5535,322.25,279326.7071,403.4636855,1000,239,227,418.3,103.6203045,267050,153323589,1.32012,,,,
600,9.597809698,420.65,407.043,295.22,279812.3121,403.4452071,1000,234,227,419.3,48.04718098,267895,153578936,1.3402095,,,,
601,59.65303966,420.65,399.553,310.84,280285.6485,401.602111,1000,231,227,419.95,108.8086136,268724,153834001,1.313939,,,,
602,72.29952247,420.65,395.69,315.11,280754.34,402.5592353,1000,234,227,419.25,115.6162528,269574,154091185,1.3466557,,,,
603,6.191208202,420.65,408.879,285.62,281227.2236,405.06027,1000,234,227,419.35,30.99121811,270426,154347087,1.3531365,,,,
604,52.82892911,423.15,401.193,305.61,281689.2669,404.0341449,1000,215,215,423.15,93.04245214,271268,154602762,1.3401308,,,,
605,12.98968317,423.15,404.7675,305.76,282143.4947,403.3017139,1000,230,215,419.95,64.43820606,272114,154860519,1.344543,,,,
606,8.848938849,423.15,407.9825,290.41,282613.7033,405.146483,1000,233,215,419.45,44.19889026,272967,155114425,1.3581036,,,,
607,73.18802411,423.15,397.1485,307.03,283084.9298,403.0072261,1000,232,215,419.75,111.5837313,273825,155371662,1.3615277,,,,
608,12.83817217,423.15,407.8855,290.95,283547.8532,407.1241477,1000,230,215,420.05,64.14645353,274705,155627190,1.4075998,,,,
609,56.30109431,423.15,402.877,295.19,284018.5601,405.8113946,1000,233,215,419.55,84.11072405,275587,155885120,1.4114134,,,,
610,14.95874075,423.15,407.6745,291.98,284499.3086,407.7057078,1000,231,215,419.95,74.7547965,276463,156136793,1.4042512,,,,
611,14.66267945,423.15,408.7575,286.62,284973.3806,406.4130701,1000,231,215,419.95,73.31204267,277362,156395731,1.4365416,,,,
612,15.7297322,423.15,406.945,295.64,285426.9804,406.9654598,997,230,215,420,78.66861128,278232,156652753,1.3926736,,,,
613,12.63911068,423.15,407.2925,293.95,285897.0723,404.8222093,1000,229,215,420.25,63.18407632,279092,156906825,1.3699062,,,,
614,14.20123814,423.15,408.2645,289.07,286366.2763,406.8611684,1000,230,215,419.95,71.01552718,279965,157161385,1.3993038,,,,
615,47.06795943,423.15,403.2955,299.47,286843.2523,406.0402027,1000,232,215,419.75,121.1393788,280853,157420656,1.4159099,,,,
616,9.555895248,423.15,409.546,282.64,287310.7909,405.035739,1000,230,215,420.05,47.75029215,281719,157677001,1.3789421,,,,
617,53.4474693,423.15,402.605,298.56,287773.4427,405.4452571,1000,228,215,420.45,100.1379369,282594,157932858,1.3956014,,,,
618,6.500188151,423.15,410.252,279.18,288243.3394,407.9857224,1000,222,215,421.7,32.47872534,283473,158186247,1.4093254,,,,
619,4.409306181,423.15,410.237,279.2,288709.1344,405.3162921,1000,229,215,420.25,22.02498581,284363,158445148,1.4206464,,,,
620,9.093423599,423.15,408.8915,285.52,289182.7808,406.9261905,1000,228,215,420.4,45.72515282,285245,158700202,1.4119916,,,,
621,8.607413941,423.15,409.1005,284.9,289646.0204,408.0981027,1000,226,215,420.85,43.02894375,286141,158955946,1.4414176,,,,
622,5.956662992,423.15,410.454,278.09,290114.4551,408.1507271,1000,229,215,420.25,29.80472949,287035,159211000,1.4368863,,,,
623,8.803676789,423.15,409.785,281.5,290568.5146,407.9959444,1000,220,215,422.15,44.0044316,287935,159466658,1.4432619,,,,
624,13.45660232,423.15,408.448,288.14,291035.6678,408.3768894,1000,227,215,420.6,67.33409538,288848,159725902,1.466603,,,,
625,8.073148007,423.15,409.8925,280.91,291490.3292,407.7197121,1000,228,215,420.55,40.40324121,289751,159981750,1.4462165,,,,
626,50.13353219,423.15,405.13,287.15,291955.2731,408.4689113,1000,231,215,419.9,84.00623489,290642,160234730,1.4344008,,,,
