eplen,total_secs,recent_best_ext_ret,epcount,tcount,recent_best_eplen,eprew_std,n_updates,recent_worst_eplen,eplen_std,best_ext_ret,rew_mean,eprew,best_eplen,eprew_recent
112.8,49239.04559,212.4,269106,41719920,99,2.448310438,163,244,6.100819617,213.7,1.8165472,206.924,96,206.4845638
113.67,49542.74987,212.4,271364,41976505,99,2.510877138,164,267,6.016734995,213.7,1.8366338,206.536,96,206.5857839
114.4,49849.86717,212.8,273620,42232799,98,7.802429365,165,299,19.42781511,213.7,1.8341985,206.236,96,206.5906472
115.92,50156.23487,212,275871,42488347,100,33.19386775,166,375,26.74011219,213.7,1.8286406,203.388,96,206.426255
113.31,50463.02835,212.2,278138,42744780,100,4.220949064,167,375,10.53916031,213.7,1.8453827,206.683,96,206.6807234
112.79,50771.24954,212.7,280416,43001063,99,2.31302313,168,277,5.809122137,213.7,1.8565097,206.918,96,207.0332748
112.2,51078.10274,213.6,282688,43256654,96,2.764502668,169,375,6.949820142,213.7,1.8519458,207.155,96,206.8318662
114.07,51384.23219,212.8,284961,43512884,98,3.321580949,170,352,8.177108291,213.7,1.8499501,206.37,96,206.9439947
112.02,51689.88466,212.8,287239,43768621,98,2.571694189,171,375,6.396842971,213.7,1.8563977,207.233,96,207.0269535
113.83,51997.80008,212.8,289526,44024580,98,32.89312601,172,375,27.03037366,213.7,1.8648565,204.269,96,207.1715348
111.06,52305.05434,212.8,291818,44281241,98,2.505198395,173,375,6.27346794,213.7,1.871275,207.609,96,207.1463787
111.83,52606.93117,212.8,294108,44536900,98,3.968042843,174,375,9.944903217,213.7,1.8689896,207.306,96,207.280524
111.31,52914.1431,212.7,296398,44792539,99,2.282442551,175,239,5.679251711,213.7,1.8694546,207.516,96,207.3822271
112.2,53218.46418,213,298700,45049227,98,2.390860933,176,356,5.944745579,213.7,1.8770883,207.172,96,207.4354474
111.03,53523.73825,213.2,300999,45304634,97,2.384227128,177,279,5.972361342,213.7,1.878513,207.631,96,207.6020879
110.11,53831.79718,213.2,303305,45560600,97,2.763255146,178,235,6.401398285,213.7,1.8863767,207.961,96,207.6424111
112.02,54138.52315,213.4,305618,45817160,97,2.971340438,179,241,7.421563178,213.7,1.8908188,207.256,96,207.6754431
110.93,54444.39096,213,307935,46073509,98,2.497432882,180,240,6.234187998,213.7,1.8947793,207.673,96,207.7868364
110.11,54751.25782,213.1,310250,46328773,98,2.123486755,181,276,5.355175067,213.7,1.8941278,207.998,96,207.9383585
110,55053.86535,212.8,312572,46584638,98,2.517260416,182,238,6.28171951,213.7,1.9006839,208.06,96,207.9565891
110.29,55359.12089,213,314906,46840786,98,2.646063302,183,375,6.573119503,213.7,1.9111462,207.943,96,208.0525278
109.7,55666.93226,213.2,317244,47096739,97,2.455411167,184,238,6.145730225,213.7,1.9164355,208.166,96,208.25355
108.87,55974.29027,213.6,319597,47353438,96,2.0298027,185,168,5.088526309,213.7,1.9294168,208.501,96,208.4070123
108.94,56280.59646,213.1,321940,47608783,98,2.691348361,186,167,6.709426205,213.7,1.923974,208.462,96,208.4406317
107.94,56586.29517,213.9,324298,47864497,96,2.16191096,187,176,5.432899778,213.9,1.9369239,208.871,96,208.6652672
108.56,56892.2767,213.6,326658,48120747,96,3.016688748,188,375,7.572740587,213.9,1.9336169,208.617,96,208.5127542
108.75,57198.43173,213.2,329029,48377431,97,2.713517827,189,218,6.76960117,213.9,1.9499068,208.539,96,208.7307043
108.38,57504.39996,213.2,331391,48632997,97,3.148659874,190,223,7.883882292,213.9,1.9386883,208.679,96,208.7545724
108.88,57811.72639,213.9,333762,48889385,96,2.836334959,191,220,7.070049505,213.9,1.9480543,208.502,96,208.7821594
108.38,58116.32363,213.6,336134,49145030,96,2.552370663,192,194,6.377742547,213.9,1.9497477,208.698,96,208.93086
107.31,58420.24218,213.6,338515,49400563,96,2.283531476,193,156,5.712608861,213.9,1.9606698,209.122,96,209.1250315
107.11,58731.04833,213.4,340909,49657028,97,2.196319421,194,162,5.497081044,213.9,1.9707264,209.209,96,209.1914369
107.49,59037.43819,213.6,343291,49912892,96,2.506555206,195,279,6.323756795,213.9,1.9601189,209.059,96,209.0800168
107.78,59343.59191,213.9,345700,50169873,96,2.308307605,196,144,5.771620223,213.9,1.9834993,208.954,96,209.3842258
105.05,59650.53794,214,348100,50425297,95,1.76993644,197,141,4.455053311,214,1.9788276,210.035,95,209.4768333
106.49,59956.41337,214.2,350511,50681422,95,2.026202359,198,175,5.052712143,214.2,1.9861817,209.452,95,209.5605143
105.73,60257.82486,214,352920,50936939,95,1.999675974,199,208,4.997709475,214.2,1.9875423,209.764,95,209.6298464
106.16,60561.38772,213.8,355343,51193108,96,2.086380598,200,174,5.233965991,214.2,1.99948,209.604,95,209.7714404
105.96,60868.95573,214,357769,51448873,95,2.251801723,201,193,5.334641506,214.2,2.0033095,209.633,95,209.8914262
106.19,61175.58663,214.4,360205,51705271,94,5.869789093,202,300,14.68243508,214.4,2.013482,209.576,94,209.9646141
105.97,61482.57291,213.6,362640,51961153,96,2.786148596,203,149,6.98491947,214.4,2.0092893,209.676,94,210.0273511
104.92,61787.00765,214.3,365083,52216817,95,2.073590847,204,375,5.17238823,214.4,2.0230715,210.111,94,210.1259926
104.45,62091.70979,214,367535,52473586,95,1.831413389,205,168,4.587755442,214.4,2.024666,210.285,94,210.1732871
104.14,62399.07324,214.3,369988,52729518,95,2.056646785,206,375,5.151737571,214.4,2.0304937,210.402,94,210.2409702
103.46,62705.13433,214.7,372449,52984947,94,1.794742043,207,252,4.493150342,214.7,2.0355837,210.701,94,210.5533523
104.86,63010.28656,215.2,374914,53240882,92,4.59169631,208,375,11.50653727,215.2,2.0411367,210.145,92,210.4497769
103.96,63316.52798,214.2,377391,53496904,95,1.772695969,209,162,4.379315015,215.2,2.054581,210.493,92,210.7224869
103.68,63623.23506,214.5,379873,53753119,94,2.884200236,210,338,7.199833331,215.2,2.0574672,210.633,92,210.7797744
103.2,63929.85567,214.4,382359,54009374,94,1.983608832,211,159,4.937610758,215.2,2.060241,210.836,92,210.852494
102.4,64234.78938,214.8,384836,54264641,93,1.552874431,212,271,3.831448812,215.2,2.0554662,211.109,92,210.8524021
103.12,64540.90259,214.3,387340,54521931,95,2.005916,213,160,5.008552685,215.2,2.0763388,210.849,92,210.9845447
