n_updates,epcount,total_secs,best_ext_ret,eprew_recent,tcount,eprew_std,eplen_std,recent_worst_eplen,eplen,recent_best_eplen,best_eplen,rew_mean,eprew,recent_best_ext_ret
53,36104,15543.07387,193.3,-89.6220679,13534083,50.06454006,9.095251508,375,373.58,231,222,-0.24115591,-95.827,189.6
54,36837,15837.58427,193.3,-82.80436562,13806893,81.97463395,14.16238327,375,370.37,270,222,-0.212055,-73.417,174.2
55,37506,16137.24132,193.3,-79.67772795,14055284,61.61248166,13.63144893,375,371.94,252,222,-0.21179473,-88.048,173.2
56,38183,16435.11128,193.3,-76.47680945,14306409,75.0569164,13.46588282,375,371.5,266,222,-0.2038546,-76.97,175.7
57,38904,16729.86376,193.3,-88.56532594,14575099,50.71784825,10.61225706,375,373,256,222,-0.22998203,-93.037,179.6
58,39559,17026.04265,193.3,-96.84473282,14820084,25.69649089,2.288471105,375,374.77,285,222,-0.25683507,-100.866,168
59,40248,17323.25515,193.3,-96.70290276,15077778,37.27507761,9.465748782,375,373.86,282,222,-0.25417128,-97.783,169.3
60,40955,17619.01694,198.8,-93.21697313,15341631,45.78772214,12.09704096,375,372.96,208,208,-0.24287544,-95.701,198.8
61,41614,17918.57364,198.8,-88.27268589,15587139,64.17997245,10.63226693,375,372.43,251,208,-0.23432599,-84.744,181.7
62,42322,18211.94238,198.8,-78.10621469,15849904,72.45867906,17.59501066,375,370.66,231,208,-0.20424919,-77.727,189.8
63,43012,18509.3831,198.8,-68.33478261,16105053,73.386626,13.51331196,375,371.48,238,208,-0.17958152,-72.982,187
64,43712,18805.65334,198.8,-41.89985714,16360017,105.3333164,31.05701048,375,360.89,233,208,-0.11061828,-40.269,189
65,44432,19104.03529,199.1,-6.040277778,16616317,115.4751361,35.48279019,375,356.54,208,208,-0.012228848,-15.757,199.1
66,45139,19401.49924,199.1,-25.91089109,16872274,114.6502587,28.30197696,375,360.09,233,208,-0.066981934,-16.217,189.1
67,45859,19693.3155,199.1,-0.586111111,17129210,118.1029157,28.18930826,375,358.73,221,208,0.00397616,-2.201,193.6
68,46586,19992.5588,199.1,30.41348006,17382506,120.4245377,29.42277349,375,356.98,210,208,0.088857256,8.147,198
69,47337,20284.81584,202.5,31.41198402,17642740,124.1896297,37.78174162,375,345.8,199,199,0.10200214,33.126,202.5
70,48091,20581.08545,204.1,48.14442971,17899173,119.3501169,40.90762643,375,334.69,195,195,0.14702554,70.798,204.1
71,48838,20875.03875,204.1,50.18099063,18154785,120.372115,37.02076579,375,344.27,232,195,0.15086706,49.171,189.2
72,49591,21171.10228,204.1,58.17290837,18410595,119.1010971,40.88003914,375,337.32,202,195,0.17618021,66.837,201.3
73,50365,21467.25868,204.1,81.07260982,18666177,123.2035336,45.49440735,375,334.17,204,195,0.250433,62.05,200.6
74,51155,21760.80712,204.1,95.07873418,18922976,108.6601178,42.34034837,375,325.07,212,195,0.3003817,96.114,197.3
75,51954,22054.0295,204.1,105.8921151,19177736,108.117528,43.116883,375,322.12,206,195,0.3328291,99.412,199.8
76,52766,22345.14989,204.1,113.5121921,19434666,92.87915255,43.7455552,375,309.92,204,195,0.3670174,123.561,200.4
77,53597,22635.74295,205.2,121.4375451,19690993,103.9514217,48.25694872,375,308.87,192,192,0.39851034,113.715,205.2
78,54438,22933.08952,205.2,122.9643282,19947469,101.4863056,45.80532174,375,305.65,193,192,0.4111806,118.476,205
79,55296,23231.29529,205.2,129.8782051,20204809,102.8461651,46.27800666,375,301.81,203,192,0.44161814,118.682,200.8
80,56166,23531.07643,206.9,145.1591954,20459742,65.66655535,46.34134223,375,284.4,188,188,0.49903437,154.303,206.9
81,57053,23832.01036,208.8,146.3036077,20716617,78.14982958,46.61709021,375,289.13,183,183,0.5131388,145.356,208.8
82,57952,24132.77474,213,151.1124583,20973629,60.31363437,43.23551781,375,288.9,173,173,0.53683335,154.447,213
83,58851,24431.44537,213,151.219911,21229870,55.43859843,40.2514832,375,286.59,186,173,0.5361524,157.498,207.6
84,59747,24730.54154,213,149.9739955,21485450,65.30665984,40.98358086,375,284.81,185,173,0.53149635,153.959,208.1
85,60656,25026.61489,213,154.2933993,21740714,58.50857218,42.50590077,375,276.22,179,173,0.55212724,160.059,210.4
86,61592,25322.85384,213,161.8304487,21998432,59.33355209,39.63133104,375,270.76,178,173,0.59929883,162.386,210.8
87,62532,25620.20689,213,163.6968085,22254993,74.72454785,43.48985629,375,276.82,181,173,0.60729617,152.807,209.6
88,63478,25915.75118,213,165.1427061,22510188,59.98839764,42.44045711,375,275.26,185,173,0.6150592,160.557,208.3
89,64436,26213.30956,213,169.8372651,22766116,29.16952895,36.3034654,375,270.28,178,173,0.64178765,171.691,210.8
90,65404,26510.24271,213,168.5914256,23021763,56.96700248,43.37960235,375,264.01,180,173,0.6434384,167.073,210.1
91,66387,26805.31899,213,172.028179,23279238,32.22173768,39.68450075,375,258.98,179,173,0.6681271,175.911,210.7
92,67366,27099.65977,213.5,171.8670072,23535245,49.35212786,35.45506875,375,260.09,172,172,0.66339207,170.926,213.5
93,68355,27393.64841,217.3,174.5444894,23790110,50.16623425,40.8889655,375,258.05,162,162,0.679581,171.571,217.3
94,69355,27690.18026,217.3,176.4267,24046764,14.30104877,34.93547767,375,252.18,179,162,0.69676805,180.702,210.6
95,70358,27986.17097,217.3,175.3091725,24302449,55.93174194,41.44568011,375,253.66,176,162,0.69410264,171.362,211.6
96,71381,28283.03065,219.5,180.1958944,24559625,28.91847387,31.61622843,375,250.71,157,157,0.72605354,179.437,219.5
97,72397,28581.11837,219.5,179.1051181,24814444,13.19501948,32.48859954,375,249.47,171,157,0.7163058,181.931,213.8
98,73430,28883.22327,219.5,180.1499516,25071656,47.41536882,37.86179605,375,248.38,173,157,0.7345843,175.98,212.8
99,74474,29181.95149,219.5,182.2176245,25327862,40.44390011,38.66445396,375,248.8,170,157,0.7501327,177.888,214.1
100,75527,29479.93293,219.5,183.2175689,25585510,30.73529455,32.66312906,375,245.6,163,157,0.76108295,181.487,217.1
101,76575,29777.70382,219.5,183.4834924,25839475,11.87733657,29.39234594,375,245.5,172,157,0.75759304,183.874,213.4
102,77628,30074.11853,219.5,182.7988604,26095917,42.62061374,36.43964188,375,241.35,171,157,0.7596843,180.622,213.9
103,78708,30363.74624,219.5,185.3263889,26353902,29.9252818,31.18731152,375,241.54,171,157,0.7885566,183.197,213.7
104,79784,30661.29286,219.5,185.9234201,26609568,11.56076278,28.82154749,375,238.28,172,157,0.7894258,186.742,213.4
105,80862,30956.12076,219.5,185.5447124,26864129,11.47048818,28.29569579,375,232.44,166,157,0.78738123,189.001,215.7
106,81953,31250.65606,219.5,186.5437214,27119713,9.989827376,24.84486869,375,233.45,162,157,0.80228305,188.507,217.4
107,83061,31543.33512,219.5,188.5766245,27376691,10.57346679,26.18320072,375,230.2,157,157,0.82190406,189.8,219.3
108,84173,31837.1605,219.5,189.4758094,27632833,10.61667556,25.89442218,375,228.83,165,157,0.8325148,190.52,216
109,85285,32136.5248,219.5,189.3388489,27888548,9.523180981,23.21305452,375,226.79,159,157,0.82767385,191.232,218.4
110,86408,32434.18029,219.5,190.509528,28145365,9.316412614,22.55076717,368,226.23,165,157,0.8444873,191.316,216.2
111,87535,32731.69446,219.5,191.0369122,28400915,30.80034578,30.46342069,375,230.8,165,157,0.8474346,187.09,216.2
112,88676,33023.91612,219.5,191.5865031,28657105,12.41431851,30.28006605,375,228.76,165,157,0.8609268,190.564,216.2
113,89815,33320.32203,221.4,191.9282704,28913201,9.993092614,24.67391132,375,224.09,152,152,0.86098975,192.41,221.4
114,90975,33616.46081,221.4,193.1591379,29170447,10.44656901,26.27766352,375,220.38,163,152,0.8837981,193.886,216.9
115,92131,33910.98033,221.7,193.8388408,29424691,9.192679914,22.97419422,375,214.92,151,151,0.88161504,196.006,221.7
116,93294,34205.45838,221.7,193.4299226,29681781,10.09979287,24.86619191,375,221.45,160,151,0.8869853,193.472,218.3
117,94467,34503.73782,222.1,194.9190111,29937232,9.226274654,22.7113716,361,216.56,150,150,0.90055484,195.416,222.1
118,95644,34805.65838,222.1,195.1202209,30193044,9.187263956,22.9665387,372,211.59,162,150,0.90518427,197.491,217.5
119,96831,35105.29105,222.1,195.5357203,30449248,9.476560558,23.70754099,375,212.55,154,150,0.9142165,197.1,220.4
120,98020,35405.39183,222.1,196.0042893,30705080,9.181571706,22.97402664,351,214.29,159,150,0.91842026,196.421,218.7
121,99221,35704.53034,222.1,196.3032473,30962581,8.974457699,21.92262758,354,211.72,154,150,0.93042403,197.353,220.7
122,100409,36006.10661,222.1,196.4861111,31216716,10.99001929,27.47634619,346,215.52,154,150,0.91829884,195.926,220.6
123,101625,36306.56961,222.1,197.0828125,31473805,8.586557168,21.47970903,375,206.39,151,150,0.94504815,199.494,221.9
124,102825,36605.93523,223.4,196.3259167,31730295,30.00935681,26.67667708,375,213.93,147,147,0.9262013,194.152,223.4
125,104036,36903.44433,223.4,197.3229562,31986301,8.646542662,21.54042711,375,212.5,150,147,0.9425817,197.05,222
126,105252,37200.18039,223.4,197.9998355,32241781,10.11955454,25.340661,339,209.03,149,147,0.94767845,198.504,222.5
127,106472,37500.25972,223.4,196.9486066,32498943,9.528625294,22.69232469,375,212.28,151,147,0.94664663,197.05,221.8
128,107705,37795.45034,223.4,198.8211679,32755012,8.401098976,21.04837048,375,207.69,150,147,0.9703861,199.056,222.3
129,108934,38097.25157,223.4,198.5701383,33011490,9.289565329,22.80937307,346,208.55,152,147,0.9577116,198.624,221.4
130,110163,38394.93745,223.4,199.354109,33265636,8.832417563,22.12002712,363,207.62,154,147,0.96393096,199.08,220.6
131,111408,38691.96338,223.4,199.548996,33522513,9.891802869,24.7486141,333,208.81,152,147,0.9789123,198.594,221.3
132,112665,38990.42466,226,200.1210819,33780016,7.931237671,19.84712574,326,209.54,140,140,0.99274266,198.237,226
133,113901,39290.85369,226,200.0484628,34033451,8.587473377,21.48511112,341,203.7,146,140,0.97250855,200.649,223.7
134,115165,39586.63384,226,200.3655063,34291647,8.944729118,22.34676487,352,203.39,148,140,0.9997999,200.761,223
135,116410,39886.88476,226,200.215502,34545916,8.378798184,20.93193493,375,203.79,148,140,0.98014337,200.521,223.1
136,117692,40184.7833,226,201.9418097,34802848,7.73277725,19.34241712,336,200.53,151,140,1.0213839,201.934,221.6
137,118967,40486.39703,226,201.7763137,35058910,8.322859845,20.79441031,333,202.85,151,140,1.012116,201.002,221.8
138,120253,40786.54032,226,202.5397356,35314599,7.827567374,19.57003832,318,197.44,141,140,1.026091,203.133,225.8
139,121544,41077.13673,226,202.8604183,35570277,8.900712106,22.00291799,331,198.46,148,140,1.0307463,202.582,222.8
140,122852,41372.89655,227.2,203.4717125,35827400,8.009078349,20.03609493,344,198.57,137,137,1.049288,202.692,227.2
141,124158,41672.64382,227.2,203.5807044,36083701,8.189827593,20.51015358,326,195.56,142,137,1.04689,203.882,225.2
142,125470,41965.09693,227.2,204.3157012,36338799,7.942055401,19.83271035,292,192.94,140,137,1.0564361,204.934,226.2
143,126785,42260.87853,227.2,204.1008365,36595216,8.882632268,22.18245027,297,200.67,142,137,1.0567498,201.862,225.3
144,128108,42552.21404,227.8,204.5918367,36851525,8.811014925,21.75162293,341,193.87,136,136,1.0659419,204.496,227.8
145,129437,42844.24704,227.8,204.5217457,37108790,8.501462462,21.27941729,375,191.92,144,136,1.0729591,205.356,224.6
146,130753,43141.88999,227.8,204.5239362,37363411,8.178189531,20.4730921,375,194.55,140,136,1.0578474,204.304,226.1
147,132093,43439.3961,227.8,205.4725373,37620113,8.889675978,22.24567374,299,191.9,140,136,1.0856034,205.381,226.2
148,133427,43737.70841,227.8,205.7904048,37874593,10.65523364,26.6034509,354,191.42,144,136,1.0802922,205.586,224.4
149,134786,44039.33573,227.8,206.0261221,38132389,7.38551684,18.29614987,375,191.47,141,136,1.1039369,205.379,225.7
150,136137,44337.55295,227.8,206.2759437,38388419,8.151429997,20.16864894,347,188.16,144,136,1.0969658,206.783,224.5
151,137493,44634.6209,227.8,206.8551622,38643483,9.470369528,23.70477589,369,190.06,139,136,1.1059061,206.099,226.5
152,138861,44931.27104,227.8,207.1734649,38899296,6.800392342,16.97061873,375,185.59,139,136,1.1147447,207.908,226.6
153,140238,45227.67552,227.8,207.5095861,39156112,8.639357615,21.27808967,289,184.77,141,136,1.1281843,208.15,225.8
154,141613,45526.65995,227.8,207.6501091,39411494,8.256514761,19.94160224,375,188.05,137,136,1.1223174,206.842,227.3
155,143011,45825.03392,227.8,208.5481402,39668610,7.912972829,19.82465889,296,184.77,139,136,1.1489663,208.131,226.7
156,144392,46124.44447,228.1,208.1296162,39923979,7.238893286,18.02959789,290,183.44,135,135,1.1314764,208.668,228.1
157,145790,46422.6009,228.1,208.9722461,40179579,6.917700413,17.24550666,270,181.85,136,135,1.151344,209.389,227.9
158,147196,46719.32836,228.1,208.7676387,40437335,8.127495248,19.97791531,348,186.73,137,135,1.1555611,207.361,227.4
159,148602,47015.91667,228.1,209.5319346,40692424,7.974088725,19.84642033,274,181.86,140,135,1.1620642,209.303,226.2
160,150000,47306.36529,228.1,208.5165951,40949014,7.993026648,20.00858816,375,184.58,144,135,1.147747,208.295,224.4
161,151402,47605.87404,228.1,209.3259629,41204174,7.685462836,19.21685718,276,178.82,140,135,1.1539067,210.619,226.2
162,152806,47898.24478,229,209.4045584,41459394,6.295247096,15.80737486,302,181.13,133,133,1.159202,209.692,229
163,154243,48194.70192,229,210.3008351,41717358,8.816817793,21.03776604,309,182.18,141,133,1.1912469,209.182,225.7
164,155665,48487.20818,229,209.9654712,41972618,33.29227021,26.10186775,375,179.15,140,133,1.1743438,207.888,226.2
165,157107,48785.1901,229,210.6746879,42230129,9.454438693,23.64115902,317,179.66,138,133,1.1973836,210.267,227.1
166,158541,49085.61845,229,211.4297071,42483565,8.024476245,20.10621794,298,177,142,133,1.1938316,211.341,225.3
167,159981,49386.44888,229,211.0032639,42739518,8.44779705,21.13736975,310,179.54,136,133,1.1969349,210.315,227.8
168,161437,49687.35562,229,211.6346841,42996075,7.707381592,19.33271579,295,177.81,136,133,1.212932,211.013,227.6
169,162895,49990.34866,229,211.6553498,43252891,7.780805614,19.49102357,371,177.6,136,133,1.2157828,211.092,227.6
170,164348,50292.17176,229,211.7049553,43508696,7.919414814,19.9024496,283,175.75,137,133,1.2105635,211.837,227.2
171,165804,50587.80956,229,212.0492445,43763748,5.998858225,15.03554123,296,172.85,134,133,1.2168759,212.99,228.5
172,167284,50884.51464,229,212.2804054,44022139,6.691395893,16.73140759,269,176,138,133,1.2371272,211.711,227
173,168743,51184.53235,229,212.3987663,44276380,6.424912451,15.66170808,336,176.47,136,133,1.2220838,211.47,227.8
174,170221,51482.23806,229,212.6465494,44533064,8.27537697,20.75613403,238,177.23,136,133,1.2356687,211.244,227.8
175,171691,51784.79733,229,212.6753741,44788243,6.888192796,17.22677857,304,172.41,134,133,1.2316955,213.16,228.4
176,173188,52083.85526,229,213.3988644,45045422,6.582793556,16.47174551,248,174.04,137,133,1.2591493,212.527,227.3
177,174683,52385.843,229,213.8801338,45300473,7.559422928,18.53475384,266,171.23,138,133,1.2583388,213.565,227
178,176175,52685.12183,229,213.4378016,45556608,6.39814184,15.94137698,355,169.15,134,133,1.2539688,214.441,228.7
179,177691,52981.23499,229,214.3540237,45813412,6.22653186,14.99432893,249,168.99,134,133,1.2803644,214.449,228.5
180,179196,53279.72033,229,214.1021262,46069320,5.789204695,14.46767431,281,166.92,136,133,1.2677363,215.353,227.6
181,180708,53576.24022,229,214.5141534,46324848,7.13617958,17.33522426,273,170.3,136,133,1.2775209,213.921,227.6
182,182234,53874.78186,229,214.7988204,46581674,6.526580958,16.32404362,250,167.84,135,133,1.2907671,214.979,228
183,183757,54173.50546,229.4,215.0252791,46837097,6.7161652,16.30657536,252,169.66,132,132,1.2891699,214.175,229.4
184,185287,54472.36792,229.4,215.2364052,47092948,6.098676578,15.27571602,291,165.35,136,132,1.2966545,215.988,227.8
185,186822,54771.02656,229.4,215.5957655,47348230,7.732903982,18.70617812,248,168.67,133,132,1.304776,214.586,228.9
186,188368,55071.41074,229.4,215.569599,47605465,4.960349181,12.41426196,302,164.69,135,132,1.311825,216.244,228
187,189913,55369.13089,229.4,215.781877,47861054,5.838039054,14.60127049,375,163.23,136,132,1.3116446,216.83,227.7
188,191468,55666.07037,229.4,216.3758842,48116646,5.873909346,14.72098842,264,164.35,134,132,1.3271177,216.383,228.4
189,193036,55967.08777,229.4,216.5183673,48373820,5.742304764,14.34939372,256,164.43,132,132,1.3346442,216.344,229.4
190,194595,56268.13446,230.6,216.6574727,48628975,6.102925446,15.23954068,238,161.58,129,129,1.3285067,217.501,230.6
191,196155,56568.63599,230.6,216.6058333,48884478,6.093547079,15.252131,250,162.15,133,129,1.3321168,217.278,229
192,197736,56868.9892,230.6,217.1733713,49141183,5.724779472,14.36448398,261,162.04,133,129,1.352661,217.31,229
193,199313,57172.69268,230.6,217.1876347,49397169,6.278102898,15.69181634,240,160.37,132,129,1.3477552,217.968,229.4
194,200885,57473.2466,230.6,217.0655852,49652830,6.426729417,16.09228387,239,163.72,131,129,1.3432875,216.643,229.6
195,202469,57770.06109,230.6,217.2582702,49909042,5.13163093,12.81693801,375,159.19,130,129,1.3556132,218.458,230
196,204059,58068.49254,230.6,217.4433333,50166150,5.646935806,14.14275786,236,161.68,135,129,1.3603348,217.454,228.3
197,205645,58365.2599,230.6,217.6017024,50421959,6.346973688,15.90676271,225,161.57,132,129,1.3585366,217.485,229.5
198,207242,58663.18219,230.6,217.9748904,50678077,5.283640696,13.23413767,246,159.76,131,129,1.3725328,218.229,229.6
199,208846,58958.20343,230.6,218.3222569,50933915,5.207360176,13.02096771,231,158.88,132,129,1.3765877,218.58,229.5
200,210454,59257.58046,230.6,218.3813433,51190131,5.789258674,14.47694374,219,158.09,129,129,1.3837924,218.878,230.5
201,212058,59554.5606,230.6,218.3525561,51445834,6.481764806,16.18350704,243,159.79,130,129,1.3784958,218.205,230
202,213662,59850.71572,230.6,218.5216958,51700872,4.763603258,11.92860428,232,158.78,130,129,1.3796731,218.622,230.3
203,215288,60147.20753,230.6,218.9704797,51957582,6.215880549,15.55138579,232,157.88,131,129,1.4018031,218.977,229.7
204,216908,60444.50207,230.6,218.9977778,52213219,5.105462173,12.12008251,244,159.06,132,129,1.3966396,218.416,229.3
205,218535,60742.24804,230.6,219.1147511,52469517,5.088681951,12.72192989,266,155.75,130,129,1.4043345,219.846,230
206,220170,61039.58255,230.6,219.2242813,52726607,4.370491506,10.9431988,258,155.08,132,129,1.4098853,220.102,229.4
207,221801,61335.94448,230.6,219.5631514,52981701,4.998825762,12.47038091,252,155.36,132,129,1.4090753,219.971,229.3
208,223433,61629.5576,230.6,219.410049,53237551,10.25144595,25.61927985,341,160.85,132,129,1.4099507,217.816,229.4
209,225075,61923.74606,230.6,219.7615713,53493551,5.965418594,14.90699165,346,157.96,131,129,1.419722,218.941,229.9
210,226729,62218.27285,231.2,220.0257557,53750334,5.099091978,12.79062156,247,156.4,127,127,1.434469,219.569,231.2
211,228391,62512.75348,231.2,220.4888087,54006411,4.202679621,10.51252111,228,153.87,130,127,1.4442025,220.578,230.2
212,230053,62807.57503,231.2,220.5376053,54262284,5.212235989,13.05785204,279,153.55,130,127,1.4404265,220.714,230.2
213,231721,63102.77424,231.2,220.6377098,54518678,6.291455396,15.76560814,307,154.16,130,127,1.4488357,220.467,230
214,233382,63398.29554,231.2,220.828537,54773220,4.513435055,11.28273017,238,151.2,127,127,1.442568,221.648,231.2
215,235073,63690.10132,231.2,221.2204613,55030664,6.110297783,15.27681577,215,152.33,129,127,1.4731656,221.169,230.7
216,236740,63989.02503,231.2,220.8904619,55285856,5.275614087,13.22426179,229,152.67,128,127,1.4491849,221.064,230.8
217,238425,64288.12855,231.2,221.2241543,55542360,5.753464695,14.41364284,222,154.13,130,127,1.4670774,220.462,230
218,240114,64587.81912,231.2,221.3249852,55799085,4.055953156,10.11444017,222,149.91,130,127,1.4721606,222.162,230.2
219,241803,64886.03583,231.2,221.7625814,56053943,5.786333813,14.46808902,234,152.12,129,127,1.4731096,221.279,230.6
220,243510,65185.16058,231.2,221.9314587,56310820,4.550230324,11.39682412,298,150.82,128,127,1.494218,221.802,231.1
221,245207,65484.12241,231.3,221.8269299,56566620,7.485052505,18.70874395,261,154.23,127,127,1.4775807,220.433,231.3
222,246910,65779.14934,231.3,222.0776277,56822265,5.094968008,12.72507367,231,152.95,128,127,1.4887418,220.949,230.8
223,248622,66079.56537,231.3,222.3370911,57078153,5.11231562,12.79482317,219,150.25,128,127,1.4999748,222.027,230.8
224,250346,66379.05818,231.3,222.3574246,57335759,3.894104647,9.757351075,244,149.21,127,127,1.5072619,222.457,231.2
225,252065,66678.55432,231.3,222.7116347,57591106,4.001315284,10.02781631,356,147.73,129,127,1.5067905,223.026,230.4
226,253790,66971.06841,231.3,222.6585507,57847565,4.645177607,11.59670643,247,148.58,128,127,1.5114723,222.675,230.8
227,255513,67265.32652,231.3,223.0573418,58102005,4.733888359,11.83344413,240,149.36,129,127,1.512633,222.401,230.5
228,257246,67563.54258,231.3,222.9480669,58358391,4.113847226,10.2571926,210,147.1,128,127,1.5211344,223.269,230.8
229,258982,67862.75197,231.3,223.1141705,58614526,4.470719853,11.15463581,213,150.29,129,127,1.5235653,222.008,230.7
230,260726,68158.52875,231.3,223.262844,58871167,4.555708946,11.36613831,236,147.47,128,127,1.5310327,223.146,231
231,262464,68452.38245,231.3,223.2535098,59126987,4.228247273,10.61131472,320,147.6,128,127,1.52795,223.075,231.1
232,264199,68747.53949,231.3,223.3318732,59382018,4.147252585,10.39816811,231,144.91,127,127,1.523205,224.164,231.2
233,265947,69045.3462,231.3,223.4434211,59638505,4.581638462,11.46250845,223,146.53,129,127,1.5402246,223.517,230.6
234,267695,69343.10138,231.3,223.605778,59894271,4.276635477,10.71494284,238,146.5,128,127,1.534961,223.517,230.8
235,269452,69636.00891,231.3,223.9198065,60149962,3.07830083,7.711912863,207,143.08,127,127,1.5503719,224.892,231.2
236,271216,69931.12908,231.8,224.0094104,60406292,3.563315731,8.898601014,310,145.07,126,126,1.5535014,224.109,231.8
237,272970,70227.81124,231.8,223.868358,60661769,5.224222334,13.04153365,214,146.72,128,126,1.5449564,223.451,230.8
238,274742,70522.14628,231.8,224.2370767,60918244,3.808332969,9.49363471,210,144.03,129,126,1.5632927,224.54,230.6
239,276517,70816.83041,231.8,224.3101408,61174847,3.277295226,8.184491432,247,143.71,128,126,1.5658358,224.644,231
240,278289,71111.14862,231.8,224.3296275,61430915,3.939644146,9.867623827,228,143.1,129,126,1.5674915,224.902,230.6
241,280063,71409.20881,231.8,224.5467306,61686320,2.923775641,7.349632644,231,143.23,128,126,1.5650524,224.844,231.1
242,281837,71708.51342,231.8,224.4663472,61942088,3.067000326,7.64117792,226,142.82,129,126,1.5652751,224.997,230.5
243,283621,72010.57957,231.8,224.6161996,62198638,4.264294901,10.66682239,220,143.83,126,126,1.5767887,224.617,231.6
244,285407,72311.26361,231.8,224.7458567,62454896,3.31594632,8.284660524,232,142.38,127,126,1.5816914,225.21,231.3
245,287202,72609.55864,231.8,224.8579387,62711944,3.367311093,8.402826905,287,142.85,129,126,1.5870372,224.996,230.7
246,288985,72911.43565,231.8,225.0468873,62966436,3.706249317,9.247805145,213,142.41,127,126,1.5777221,225.146,231.2
247,290783,73210.18048,231.8,225.0432703,63223104,4.140917773,10.32342482,211,143.87,127,126,1.5920651,224.58,231.2
248,292577,73512.32054,231.8,225.0389632,63479197,3.349886416,8.350155687,260,142.07,129,126,1.5890611,225.319,230.7
249,294374,73810.15591,231.8,225.1523094,63735255,4.06471598,10.14276097,219,142.38,128,126,1.5911108,225.178,231.1
250,296169,74107.17567,232.2,225.0951532,63990623,6.723471127,16.79702355,375,143.8,125,125,1.5881267,224.644,232.2
251,297967,74406.65349,232.2,225.348109,64245911,3.571052926,8.940531304,209,141.37,127,125,1.5973424,225.591,231.5
252,299783,74708.87198,232.2,225.4822137,64503116,3.494900714,8.733676202,227,142.23,126,125,1.607792,225.237,231.9
253,301593,75009.05447,232.2,225.6182873,64758898,3.164119309,7.903062697,210,141.04,127,125,1.6079632,225.707,231.5
254,303400,75308.45061,232.2,225.6728279,65014005,2.995342384,7.460268092,329,140.62,127,125,1.6023605,225.918,231.5
255,305229,75608.85833,232.2,225.7981957,65271658,3.419815638,8.548748446,240,141.67,127,125,1.6278496,225.481,231.2
256,307047,75909.36348,232.2,225.8045105,65527725,3.155899238,7.889765522,207,140.54,127,125,1.6130016,225.93,231.3
257,308870,76210.01071,233.3,226.0141525,65783581,2.69198737,6.739517787,234,139.17,122,122,1.6197337,226.502,233.3
258,310694,76505.84051,233.3,225.9980263,66038965,3.216753021,8.088881258,375,139.1,127,122,1.6220874,226.49,231.2
259,312523,76803.77635,233.3,226.1117004,66295205,1.979823224,4.927433409,216,138.02,126,122,1.6295972,226.95,231.9
260,314347,77101.5462,233.3,226.1247807,66550691,2.221551485,5.518142804,237,138.49,127,122,1.6202335,226.753,231.5
261,316175,77399.09942,233.3,226.0643326,66806985,3.772678094,9.435570995,249,139.1,125,122,1.6251996,226.51,232.3
262,318004,77698.30653,233.3,226.2157463,67062745,2.764525999,6.87316521,222,139.14,124,122,1.626653,226.486,232.7
263,319835,77997.64697,233.3,226.2002185,67318812,4.018084121,9.984282648,238,140.79,125,122,1.6303395,225.82,232.2
264,321669,78295.2539,233.3,226.357361,67574627,3.40937003,8.482517315,236,139.63,125,122,1.6313841,226.286,232.1
265,323505,78594.59817,233.3,226.4369281,67830345,2.543929834,6.342365489,212,138.88,125,122,1.6357064,226.611,232.2
266,325341,78891.82616,233.3,226.34439,68086447,2.785831833,6.982342014,233,138.37,126,122,1.6354375,226.771,231.9
267,327180,79191.53372,233.3,226.3476346,68342965,2.898338145,7.270240711,303,139.06,125,122,1.6358248,226.494,232.2
268,329024,79491.96901,233.3,226.5920282,68599052,3.669368338,9.135047893,269,139.97,127,122,1.6448082,226.156,231.5
269,330872,79789.6659,233.3,226.6766775,68855320,3.584080914,8.966933701,231,139.21,127,122,1.6467484,226.458,231.3
270,332716,80085.65035,233.3,226.6747831,69111017,4.10000622,10.25121944,243,139.25,126,122,1.646481,226.443,231.9
271,334566,80385.9508,233.3,226.5902162,69367321,3.647722029,9.098549335,375,138.42,126,122,1.6462665,226.782,231.7
272,336412,80689.0204,233.3,226.6750813,69623289,4.521972578,11.28948183,220,139.74,122,122,1.6476475,226.258,233.3
273,338261,80986.37649,233.3,226.9290968,69878542,4.146547841,10.32218969,215,139.18,126,122,1.6481879,226.471,231.9
274,340119,81285.95147,233.3,226.9260495,70135023,2.669631248,6.661613919,299,138.23,126,122,1.658718,226.863,231.6
275,341977,81586.88435,233.3,226.961733,70391353,2.732261152,6.820931021,211,137.57,126,122,1.6583706,227.107,231.9
276,343829,81884.57262,233.3,226.9164687,70647078,3.926633545,9.784329308,259,139.13,126,122,1.653524,226.493,231.9
277,345685,82188.62486,233.3,226.9335129,70903239,2.376138885,5.918411949,213,137.18,127,122,1.6577771,227.258,231.4
278,347550,82489.00966,233.3,227.1527078,71159637,3.375305023,8.43976303,230,137.52,126,122,1.6661717,227.146,231.8
279,349406,82791.86663,233.3,227.1438578,71414840,3.103477243,7.777010994,221,136.91,123,122,1.6591684,227.377,232.8
280,351275,83090.22485,233.3,227.3066881,71671079,4.425600411,11.01516682,216,138.19,125,122,1.6683899,226.881,232.2
281,353153,83386.76194,233.4,227.2776358,71928680,3.251357255,8.069175918,224,137.78,122,122,1.6819552,227.026,233.4
282,355011,83683.39385,233.4,227.3872443,72183034,4.214306111,10.56274586,219,136.78,124,122,1.6612276,227.432,232.4
