rew_mean,recent_best_eplen,eplen_std,best_eplen,best_ext_ret,eprew,total_secs,n_updates,eprew_std,eprew_recent,epcount,recent_best_ext_ret,recent_worst_eplen,tcount,eplen
3.884197,60,4.398226915,59,258.7,255.837,56818.63219,224,1.734857631,255.6608516,666612,258,110,57339865,65.66
3.88693,60,4.077989701,59,258.7,255.917,57076.41125,225,1.595434424,255.7373743,670489,258,108,57595473,65.5
3.8903375,61,4.697009687,59,258.7,255.748,57332.8366,226,1.881567432,255.6813354,674368,257.8,126,57851790,65.91
3.869021,60,4.051616961,59,258.7,255.876,57586.78271,227,1.618648819,255.608867,678225,258,186,58107375,65.62
3.889612,60,3.896806385,59,258.7,255.885,57840.14287,228,1.565718685,255.6977824,682103,258,106,58363456,65.57
3.897393,61,4.977107594,59,258.7,255.606,58096.66247,229,1.986092646,255.7364198,685991,257.9,134,58619827,66.22
3.886953,60,3.499371372,59,258.7,256.073,58350.78021,230,1.39927517,255.7032525,689865,258,106,58875606,65.12
3.8862023,60,5.497444861,59,258.7,255.488,58604.76603,231,2.191085576,255.6928571,693743,258,112,59131719,66.59
3.8863437,61,4.750778884,59,258.7,255.709,58862.9073,232,1.87579823,255.7033075,697613,257.9,147,59387249,65.99
3.8925388,60,5.133916634,59,258.7,255.618,59116.15611,233,2.03053589,255.7057158,701497,258,127,59643672,66.27
3.8865585,59,4.124366618,59,258.7,255.962,59373.33556,234,1.657032287,255.6871742,705372,258.6,113,59899682,65.36
3.8822327,60,4.572132981,59,258.7,255.849,59630.73966,235,1.819532632,255.6581287,709241,258,212,60155560,65.66
3.8860116,59,4.794694985,59,258.7,255.711,59884.75245,236,1.907820484,255.6644387,713116,258.4,129,60411784,66.03
3.8965764,60,4.966638702,59,258.7,255.692,60138.91995,237,2.003131548,255.7370361,716996,258.1,179,60667631,66.05
3.8978226,61,5.568662317,59,258.7,255.448,60394.65939,238,2.207101266,255.7352124,720881,257.9,168,60923805,66.7
3.9011207,60,4.270316148,59,258.7,255.86,60646.67761,239,1.708683704,255.7594907,724769,258.1,142,61179974,65.62
3.8917174,61,4.564329085,59,258.7,255.875,60900.84184,240,1.816831032,255.7233746,728645,257.8,86,61435732,65.63
3.8972743,59,3.470605135,59,258.7,256.078,61152.17579,241,1.359012877,255.7599279,732528,258.4,94,61691596,65.07
3.905176,60,5.338717074,59,258.7,255.66,61409.40791,242,2.129741768,255.7657929,736419,258.2,87,61947898,66.09
3.8921244,61,5.174127946,59,258.7,255.631,61667.19108,243,2.046885195,255.7444702,740298,257.8,113,62203607,66.22
3.8935075,60,5.397879213,59,258.7,255.412,61920.55423,244,2.16736153,255.7158247,744178,258,157,62459678,66.73
3.8965352,60,4.393847972,59,258.7,255.797,62175.23973,245,1.733173679,255.7309653,748063,258,138,62715928,65.79
3.9004326,60,4.294403335,59,258.7,255.936,62430.65053,246,1.698736001,255.7691358,751951,258.1,107,62972024,65.41
3.8844557,60,5.148786265,59,258.7,255.512,62683.79178,247,2.063505755,255.6880331,755820,258,133,63227625,66.5
3.8970714,61,4.952776999,59,258.7,255.608,62940.26852,248,1.963755586,255.7164694,759706,257.9,131,63484127,66.3
3.888215,61,5.328517617,59,258.7,255.35,63199.3323,249,2.124170426,255.7489933,763580,257.8,120,63739508,66.87
3.9030027,60,5.477006482,59,258.7,255.574,63454.36969,250,2.204296713,255.7487786,767469,258,121,63995883,66.32
3.9054935,60,3.933141238,59,258.7,255.921,63708.76914,251,1.553917308,255.7868861,771358,258.3,101,64251892,65.52
3.903667,60,4.948322948,59,258.7,255.843,63962.39154,252,1.967854415,255.8083076,775246,258.1,136,64507634,65.71
3.9114428,60,3.706804554,59,258.7,256.061,64216.91944,253,1.481411152,255.8124391,779145,258.3,85,64764054,65.14
3.8921487,60,4.023978131,59,258.7,256.018,64473.25679,254,1.592694572,255.7418881,783022,258,121,65019741,65.26
3.91006,59,3.963066994,59,258.7,256.032,64734.44763,255,1.586561061,255.8125064,786916,258.5,108,65275815,65.21
3.8968697,60,5.345689853,59,258.7,255.745,64993.66163,256,2.116807738,255.7629153,790799,258,104,65531680,65.94
3.9100864,60,5.04431363,59,258.7,255.729,65254.50045,257,2.01877661,255.7884981,794694,258.3,120,65788082,65.93
3.8950338,60,4.728805346,59,258.7,255.827,65510.37907,258,1.886629534,255.7709386,798572,258,84,66043529,65.72
3.9113638,60,4.969869214,59,258.7,255.713,65766.98231,259,1.982758432,255.8378691,802467,258,84,66299434,66.02
3.908655,60,5.318373812,59,258.7,255.537,66021.7585,260,2.120549693,255.7863309,806359,258,87,66555637,66.43
3.9052134,60,6.888076655,59,258.7,255.26,66279.55028,261,2.73872233,255.8050656,810248,258,154,66811469,67.12
3.8967164,60,4.98488716,59,258.7,255.743,66535.58246,262,1.977233168,255.7455061,814131,258.1,100,67067535,65.97
3.910394,60,3.916631206,59,258.7,256.032,66788.5025,263,1.544336751,255.8072199,818023,258.3,84,67323549,65.2
3.9041076,60,5.253570215,59,258.7,255.636,67043.63772,264,2.086840674,255.7650888,821910,258,150,67579622,66.2
3.7591846,60,7.487883546,59,258.7,255.108,67299.35834,265,2.99037389,254.8460474,825667,258.3,202,67835652,67.46
3.8837523,61,5.423098745,59,258.7,255.491,67554.4213,266,2.170994933,255.6470695,829540,257.9,162,68091882,66.5
3.8889005,60,5.629023006,59,258.7,255.406,67806.44907,267,2.246233292,255.6951963,833412,258,131,68347628,66.79
3.9005892,61,4.668736446,59,258.7,255.821,68061.94097,268,1.855440379,255.7509395,837297,257.9,106,68603725,65.77
3.9019606,60,4.5607017,59,258.7,255.895,68318.31748,269,1.823698166,255.6838394,841183,258,375,68859966,65.6
3.8787808,60,31.08283127,59,258.7,252.581,68571.80465,270,34.66745648,255.556533,845048,258.2,375,69115508,68.24
3.8936083,59,5.779368478,59,258.7,255.856,68827.44307,271,2.305919339,255.6990975,848926,258.5,187,69371640,65.67
3.902771,60,4.702382375,59,258.7,255.824,69080.33521,272,1.867250385,255.7588417,852811,258,100,69627672,65.74
3.895998,60,5.054690891,59,258.7,255.725,69334.32599,273,2.004114518,255.6981973,856694,258,175,69884178,66.01
3.9037898,60,5.739477328,59,258.7,255.834,69589.24074,274,2.294350453,255.7964985,860578,258.1,106,70139765,65.72
3.8976932,61,5.703367426,59,258.7,255.5,69843.34599,275,2.26728913,255.7432105,864459,257.9,115,70395688,66.54
3.909106,60,4.539206979,59,258.7,255.856,70098.32331,276,1.800017778,255.8340699,868351,258,88,70651435,65.66
3.900279,60,5.741872517,59,258.7,255.521,70350.45757,277,2.269153807,255.7393565,872236,258,268,70907620,66.47
3.9051232,59,5.264779198,59,258.7,255.763,70604.81598,278,2.097791934,255.7858245,876123,258.4,237,71163516,65.89
3.9084935,60,4.180239228,59,258.7,256.056,70861.66096,279,1.653681952,255.7723279,880015,258,115,71419897,65.16
3.892791,60,5.00535713,59,258.7,255.689,71119.72948,280,1.980045202,255.7233944,883892,258,131,71675742,66.08
3.9013267,60,5.211180289,59,258.7,255.706,71379.15957,281,2.068323959,255.7870876,887772,258.1,121,71931185,66.06
3.903636,60,5.499918181,59,258.7,255.534,71636.86902,282,2.187291476,255.8098664,891664,258.1,140,72187203,66.47
3.9144366,60,5.243090692,59,258.7,255.741,71892.48975,283,2.099956904,255.7845403,895558,258,118,72443603,65.9
3.9088778,60,5.438924526,59,258.7,255.677,72147.83658,284,2.15994699,255.813585,899452,258.3,92,72699708,66.09
3.9139779,60,4.437059837,59,258.7,255.837,72405.01591,285,1.763669754,255.8266803,903350,258,137,72955944,65.75
3.897618,60,4.866990857,59,258.7,255.807,72661.48563,286,1.924331312,255.7371907,907230,258,84,73211876,65.82
3.9072373,60,3.958080343,59,258.7,255.94,72918.07702,287,1.591979899,255.8058325,911122,258,84,73467929,65.44
3.9077153,60,4.977991563,59,258.7,255.667,73174.08069,288,1.992438456,255.8017485,915011,258.1,106,73723820,66.14
3.910661,59,5.260836435,59,258.7,255.739,73430.10993,289,2.079081287,255.8192189,918903,258.5,84,73979733,65.94
3.9009311,61,6.680381726,59,258.7,255.704,73687.51717,290,2.673758403,255.719207,922787,257.9,375,74235524,66.05
3.8592381,60,5.485790736,59,258.7,255.441,73943.88806,291,2.177801414,255.3605044,926633,258,375,74491710,66.69
3.848527,61,4.650978392,59,258.7,255.807,74200.44603,292,1.855761569,255.1936458,930473,257.9,375,74747461,65.78
3.88481,60,5.529701619,59,258.7,255.452,74460.1649,293,2.218985354,255.6326008,934341,258,341,75003655,66.68
3.8961916,60,5.65331761,59,258.7,255.585,74718.15816,294,2.244832956,255.6615345,938225,258,375,75260093,66.4
