recent_worst_eplen,tcount,total_secs,epcount,rew_mean,eprew_recent,best_ext_ret,recent_best_ext_ret,n_updates,eplen,best_eplen,recent_best_eplen,eprew,eplen_std,eprew_std,,,,
1000,52420157,83500.02654,55959,0.16584407,144.3325862,396.7,375.8,205,851.72,347,451,157.8135,154.1493484,211.3906851,,,,
1000,52678157,83906.73165,56262,0.15249099,121.8509901,396.7,372.1,206,857.39,347,470,106.4345,165.4061604,225.4757042,,,,
1000,52938420,84311.76308,56564,0.15610346,126.3427152,396.7,373.5,207,849.63,347,463,131.753,165.5089517,218.7727271,,,,
1000,53184003,84726.92966,56856,0.15778957,134.9931507,396.7,384.65,208,835.38,347,407,140.844,169.8816517,222.6484071,,,,
1000,53442979,85134.22533,57166,0.19714776,160.4177419,396.7,375.5,209,832.9,347,453,163.58,167.3503212,212.1158247,,,,
1000,53706033,85547.37077,57481,0.19739862,149.995873,396.7,381.85,210,837.16,347,421,153.0895,172.4997809,213.8436504,,,,
1000,53962604,85959.35302,57788,0.20117772,162.6214984,396.7,384.5,211,843.35,347,408,157.6545,153.3700998,208.6060523,,,,
1000,54217971,86368.69587,58095,0.18999434,152.3021173,396.7,390.85,212,846.36,347,376,141.291,168.9893204,212.0513004,,,,
1000,54468587,86776.66443,58394,0.16700374,140.622408,396.7,376.3,213,861.4,347,449,111.2265,157.2329482,222.2373449,,,,
1000,54725504,87180.21765,58697,0.16158004,133.0391089,396.7,381.1,214,856.63,347,425,115.2345,166.5302768,223.4364334,,,,
1000,54985722,87587.55178,59013,0.22125986,170.4936709,396.7,396.1,215,823.44,347,350,188.6045,161.0356681,197.9904743,,,,
1000,55241647,87998.39463,59326,0.2155478,170.95,396.7,371.05,216,795.12,347,475,205.829,164.2204177,196.9517959,,,,
1000,55498622,88407.8782,59642,0.22694936,180.1401899,396.7,383.9,217,824.34,347,411,186.863,163.2267882,197.9191303,,,,
1000,55754794,88814.2162,59963,0.24527426,189.8912773,396.7,380.45,218,790.97,347,428,189.1765,189.3328527,207.3801375,,,,
1000,56009787,89226.17195,60283,0.21526998,170.6979688,396.7,390.9,219,798.47,347,376,166.549,184.8162577,218.5903707,,,,
1000,56258644,89634.18073,60592,0.21259885,171.2093851,396.7,380.5,220,792.28,347,428,180.1875,183.4325533,215.5857849,,,,
1000,56527203,90048.11639,60921,0.23275648,171.2609422,396.7,387.6,221,822.15,347,392,168.1265,165.2601812,213.3081905,,,,
1000,56777495,90466.56367,61239,0.25189832,200.833805,396.7,378.85,222,783.47,347,436,193.7505,180.9344884,206.8148757,,,,
1000,57035782,90884.17256,61565,0.25172356,191.6170245,396.7,383.95,223,771.81,347,411,202.602,179.0975541,205.2469749,,,,
1000,57291761,91305.90349,61898,0.26534688,200.095045,396.7,388.15,224,787.93,347,390,188.1435,182.5703292,209.9462781,,,,
1000,57541771,91714.59397,62218,0.24338938,192.0428125,396.7,380.5,225,756.03,347,428,207.042,191.8217118,205.5370942,,,,
1000,57810773,92127.74877,62556,0.26460376,190.4718935,396.7,375.5,226,796.73,347,453,205.7825,168.2206203,196.6620039,,,,
1000,58056067,92537.16448,62864,0.23039612,193.1024351,396.7,380.8,227,778.59,347,426,205.9305,179.7299694,200.667856,,,,
1000,58312427,92946.94822,63186,0.25542694,194.4079193,396.7,383.75,228,757.31,347,412,227.03,177.2576484,189.8693438,,,,
1000,58573210,93352.00703,63520,0.2635933,197.045509,396.7,388.55,229,766.07,347,388,194.039,190.6001183,213.9632177,,,,
1000,58823990,93755.68227,63833,0.21503612,174.5429712,396.7,380.6,230,808.07,347,427,162.145,180.929282,216.9961905,,,,
1000,59084309,94161.68252,64160,0.25621575,191.0778287,396.7,377.6,231,800.17,347,442,185.218,173.4865444,208.8501964,,,,
1000,59340394,94571.1981,64498,0.2885809,217.1619822,396.7,390.45,232,760.74,347,378,206.385,185.923566,207.4840805,,,,
1000,59595873,94995.80089,64822,0.25355482,195.4466049,396.7,385.6,233,785.49,347,402,196.155,191.7252459,206.7110006,,,,
1000,59857760,95407.50307,65161,0.27986476,203.2237463,396.7,395.05,234,784.24,347,355,183.876,189.9524741,214.1544051,,,,
1000,60107423,95820.42768,65484,0.26005682,205.7631579,396.7,392.7,235,792.62,347,367,183.606,181.1247515,210.8454635,,,,
1000,60360499,96229.57003,65806,0.23679817,183.4164596,396.7,380.35,236,785.17,347,427,199.3355,177.940274,201.5324695,,,,
1000,60618185,96631.76259,66131,0.24552195,187.7636923,396.7,384.75,237,768.43,347,407,196.1175,182.8583744,209.6753384,,,,
1000,60878025,97045.47216,66467,0.26897952,201.4558036,396.7,385.5,238,772.49,347,377,198.3555,189.7795297,208.4304393,,,,
1000,61137699,97459.67444,66795,0.23820075,178.0943598,396.7,384.8,239,790.94,347,406,196.534,185.7119178,203.3652514,,,,
1000,61390180,97873.18361,67127,0.2661234,201.5335843,396.7,384.45,240,782.35,347,381,190.137,189.4125326,209.8611174,,,,
1000,61646829,98279.98431,67454,0.24933988,189.7619266,396.7,387.15,241,782.5,347,395,185.787,192.4284542,212.5531606,,,,
1000,61900740,98689.77262,67791,0.29440156,221.0514837,396.7,385.4,242,761.64,347,403,211.0945,184.8539705,207.0708806,,,,
1000,62150198,99093.69134,68113,0.251367,195.7645963,396.7,379.15,243,772.25,347,435,206.998,176.9739741,201.9648193,,,,
1000,62413337,99499.02084,68453,0.27664316,201.1332353,396.7,391.05,244,776.33,347,375,196.6245,184.861086,209.1132769,,,,
1000,62669404,99918.29378,68788,0.2625277,193.7222388,396.7,384.55,245,753.31,347,408,198.0655,196.9582034,213.5090998,,,,
1000,62922539,100318.4631,69117,0.2566445,198.7802432,396.7,388.45,246,820.83,347,388,145.3985,183.1877209,223.8549289,,,,
1000,63182494,100722.2042,69450,0.2514809,187.0825826,396.7,388.4,247,802.15,347,388,158.0505,197.5777505,221.6749951,,,,
1000,63433210,101127.6483,69764,0.22658603,178.4691083,396.7,389.05,248,817.54,347,385,158.9765,181.7768643,217.1263453,,,,
1000,63691744,101525.0339,70095,0.27323833,207.0333837,396.7,393.05,249,763.34,347,365,230.467,178.5520776,184.4073879,,,,
1000,63950647,101923.2786,70434,0.2766679,204.0772861,396.7,382.15,250,772.28,347,420,181.6775,194.9034674,218.6500786,,,,
1000,64201321,102331.0884,70765,0.27010116,208.9045317,396.7,385.1,251,736.42,347,405,226.492,188.1189081,196.6495183,,,,
1000,64454694,102722.6612,71088,0.24342984,187.2170279,396.7,390.1,252,778.48,347,380,207.593,183.169456,199.0425958,,,,
1000,64713653,103124.8125,71429,0.2810772,205.7107038,396.7,394.65,253,769.23,347,357,206.047,185.849555,204.8617763,,,,
1000,64967963,103529.4459,71763,0.2730887,203.3649701,396.7,395.75,254,751.04,347,352,197.123,200.5558237,216.1397412,,,,
1000,65227880,103931.2771,72092,0.22695427,170.8034954,396.7,385.3,255,807.38,347,404,165.2555,192.6017539,217.2622323,,,,
1000,65487282,104341.5528,72424,0.25551742,191.348494,396.7,382.6,256,788.45,347,383,175.479,198.1740838,217.4552519,,,,
1000,65735980,104751.156,72747,0.25215468,195.0027864,396.7,394.1,257,763.06,347,360,212.5625,182.0272408,199.8824843,,,,
1000,65992819,105160.0032,73083,0.28252882,209.6769345,396.7,386,258,748.15,347,400,234.334,190.4184537,187.949084,,,,
1000,66254425,105560.553,73428,0.26324767,188.0755072,396.7,391.15,259,752.53,347,375,198.9835,204.1980634,212.6825503,,,,
1000,66507858,105951.2811,73757,0.2464002,186.6758359,396.7,386.7,260,755.37,347,397,199.1005,197.0579943,211.1347382,,,,
1000,66762091,106350.6976,74094,0.27678066,206.8801187,396.7,386.45,261,782.1,347,398,181.8225,201.3568722,215.3156942,,,,
1000,67022508,106752.2516,74434,0.26431316,191.3297059,396.7,390.9,262,781.67,347,376,191.3865,193.5292254,205.5919332,,,,
1000,67279021,107153.143,74775,0.28264406,206.7442815,398.45,398.45,263,747.92,338,338,221.387,186.7468704,199.5180842,,,,
1000,67534687,107557.7015,75111,0.28268737,210.6081845,398.45,385.7,264,770.17,338,402,195.1395,197.4015732,210.6083268,,,,
1000,67793495,107972.4522,75459,0.2991604,214.0321839,398.45,389.45,265,750.71,338,383,214.698,203.0238062,202.9777535,,,,
1000,68041330,108374.5165,75806,0.32416347,233.890634,398.45,391.65,266,708.46,338,372,237.798,199.5768233,196.0529102,,,,
1000,68306268,108774.9248,76165,0.3151529,216.6594708,398.45,394.1,267,723.23,338,360,226.246,205.8461977,199.6418851,,,,
1000,68557741,109173.0972,76506,0.29442143,217.4439883,398.45,392,268,780.23,338,370,192.16,189.730749,210.8533067,,,,
1000,68814278,109576.0768,76852,0.3044997,220.1277457,398.45,386.4,269,755.36,338,398,197.9235,203.5428957,209.7548591,,,,
1000,69072639,109994.6297,77214,0.34318894,237.4006906,398.45,395.2,270,718.2,338,354,224.0195,193.8546878,204.3587003,,,,
1000,69328683,110409.7853,77578,0.35686705,245.6907967,398.45,395.05,271,665.81,338,355,268.982,189.9331827,173.2795977,,,,
1000,69585434,110824.7627,77931,0.31066975,219.9606232,398.45,394.1,272,744.25,338,360,186.081,223.4777562,221.801392,,,,
1000,69839001,111228.8482,78289,0.33825168,236.1393855,398.45,394.95,273,706.23,338,356,255.8525,193.40113,177.4256845,,,,
1000,70090966,111637.6386,78642,0.3248611,233.5355524,398.45,388.55,274,719.62,338,388,237.285,203.1531334,191.9970132,,,,
1000,70349215,112046.1728,79008,0.34875837,237.6260929,398.45,390.85,275,692.05,338,376,261.1725,196.2105183,177.3096395,,,,
1000,70605755,112458.7015,79352,0.28501728,204.9409884,398.45,391.25,276,747.17,338,374,216.4595,200.4911996,201.2797448,,,,
1000,70863095,112868.59,79709,0.3356569,235.0315126,398.45,394.3,277,710.81,338,359,252.424,211.2922949,179.2331023,,,,
1000,71116996,113280.2952,80059,0.3164229,226.8525714,403.45,403.45,278,736.5,313,313,223.9505,201.609598,197.1394077,,,,
1000,71374886,113686.2354,80413,0.3066033,215.1632768,403.45,393.45,279,737.31,313,363,197.861,221.1275964,217.8284385,,,,
1000,71624456,114098.6173,80752,0.2823163,210.9063422,403.45,396.3,280,744.34,313,349,193.4605,209.509342,217.701731,,,,
1000,71886550,114505.0188,81105,0.3133519,217.9830028,403.45,393.2,281,727.04,313,364,211.0435,219.1150803,209.048853,,,,
1000,72136342,114916.4482,81445,0.29001948,215.8530882,403.45,395.4,282,731.26,313,353,230.844,201.8551768,194.9183478,,,,
1000,72394836,115321.188,81790,0.28937864,209.4986957,403.45,393,283,742.62,313,365,210.5675,206.8763292,206.244962,,,,
1000,72656170,115723.8091,82145,0.30894136,215.09,403.45,394.15,284,738.2,313,360,192.734,225.5878986,218.3970496,,,,
1000,72911050,116132.101,82493,0.30307716,218.0479885,403.45,397.2,285,724.05,313,344,219.3205,202.625091,206.3786311,,,,
1000,73158940,116549.3236,82837,0.31729183,234.3232558,403.45,395.55,286,725.74,313,353,244.1415,197.0025188,182.572466,,,,
1000,73420875,116957.1934,83198,0.3162393,215.5277008,403.45,391.3,287,730.22,313,374,205.129,216.5271613,213.2468033,,,,
1000,73677555,117362.171,83559,0.33885625,233.4800554,403.45,392.3,288,724.06,313,369,218.3235,211.2745522,205.4186029,,,,
1000,73938095,117768.6026,83923,0.33612624,231.0747253,403.45,396.85,289,713.64,313,346,228.367,212.0490755,203.3275406,,,,
1000,74187572,118176.9824,84269,0.31466293,227.7816474,403.45,396.9,290,756.87,313,346,188.198,215.7767205,219.8295338,,,,
1000,74447035,118586.0427,84623,0.31848115,223.6644068,403.45,391.4,291,735.63,313,373,227.081,197.8232876,195.178091,,,,
1000,74701070,118989.1707,84969,0.30960742,225.4242775,403.45,402.65,292,757.59,313,317,195.493,213.0266225,212.2570337,,,,
1000,74957454,119398.7606,85313,0.28972474,209.6052326,403.45,391.3,293,762.16,313,374,190.6505,200.9029477,213.8750899,,,,
1000,75212300,119812.2353,85648,0.25927046,191.1192537,403.45,398.2,294,775.05,313,339,174.517,208.0781764,215.2897472,,,,
1000,75467787,120224.0441,85996,0.30754393,222.3780172,403.45,400.4,295,746.71,313,328,210.0275,198.9463895,204.7285894,,,,
1000,75728516,120648.5959,86354,0.31895286,220.1480447,403.45,398.6,296,737.59,313,337,215.053,198.5958255,203.8869602,,,,
1000,75972576,121060.2729,86687,0.28502414,216.5894895,403.45,393,297,732.61,313,365,230.3795,200.6291053,194.9568261,,,,
1000,76236197,121467.1176,87042,0.2926893,202.671831,403.45,392.5,298,735.06,313,368,202.074,216.1682132,215.8077591,,,,
1000,76493084,121874.6995,87389,0.30027822,216.5028818,403.45,395.7,299,745.8,313,352,214.7705,201.3256566,204.5266192,,,,
1000,76751000,122281.8903,87743,0.31174356,220.1977401,403.45,398.05,300,701.41,313,340,252.2965,198.5464225,182.9614549,,,,
1000,76999375,122687.286,88083,0.29118237,216.5116176,403.45,393.6,301,726.44,313,362,223.6805,210.1228365,202.1134586,,,,
1000,77259301,123092.1108,88441,0.3266034,225.9034916,403.45,400.5,302,694.61,313,328,251.136,194.9100764,185.2581383,,,,
1000,77511245,123504.45,88776,0.27736217,210.4995522,403.45,391.8,303,761.45,313,371,202.478,200.1916269,206.84637,,,,
1000,77774835,123910.5825,89126,0.28223938,197.778,403.45,393.85,304,716.58,313,361,222.696,205.3670947,204.5019319,,,,
1000,78025893,124319.0885,89452,0.25521815,197.2251534,403.45,390.2,305,762.45,313,379,192.84,208.3128597,214.5957213,,,,
1000,78285126,124723.6659,89792,0.25631127,186.8398529,403.45,385.5,306,744.73,313,403,212.428,202.2623472,205.4904145,,,,
1000,78538489,125130.5483,90123,0.27069128,203.9196375,403.45,390.3,307,744.05,313,379,233.6005,186.7500669,187.5804251,,,,
1000,78791902,125539.2369,90459,0.2782091,206.9313988,403.45,382.1,308,747.52,313,420,195.3025,204.4514847,216.3740747,,,,
1000,79047536,125953.5517,90789,0.2563784,194.9457576,403.45,391.8,309,762.63,313,371,196.244,202.6657176,212.3774333,,,,
1000,79305467,126362.9644,91119,0.2291593,173.2259091,403.45,387,310,789.37,313,395,168.9305,199.1059846,222.6937843,,,,
1000,79565747,126776.2672,91456,0.2560846,185.3094955,403.45,394.2,311,743.96,313,359,194.2965,214.1556406,216.9889867,,,,
1000,79818564,127183.3206,91782,0.2534635,195.8779141,403.45,389.85,312,798.31,313,381,190.8285,180.1173892,204.842898,,,,
1000,80071731,127587.9611,92106,0.24034265,187.8311728,403.45,396.2,313,774.95,313,349,195.339,204.8677805,208.9272044,,,,
1000,80329431,127991.7824,92441,0.2591455,188.4261194,403.45,383.9,314,742.62,313,411,212.002,197.1675318,206.5367783,,,,
1000,80578285,128405.7836,92762,0.24028786,189.2274143,403.45,393.95,315,761.34,313,361,204.4255,202.0717308,207.3024674,,,,
1000,80842494,128816.0875,93110,0.27734995,197.2074713,403.45,393.8,316,738.98,313,361,208.0165,204.06935,211.5721033,,,,
1000,81097627,129229.1588,93436,0.25090525,191.4992331,403.45,390.05,317,790.43,313,380,212.8455,187.6987616,192.2828272,,,,
1000,81358585,129637.168,93778,0.2733235,197.244883,403.45,391.9,318,760.64,313,371,211.408,198.3246591,200.1604347,,,,
1000,81613110,130042.2604,94111,0.2664925,200.6162162,403.45,380.7,319,763.97,313,427,196.534,198.0441595,208.356919,,,,
1000,81868865,130449.4737,94447,0.28512725,210.9471726,403.45,386.7,320,760.49,313,397,209.31,185.0151072,203.3002491,,,,
1000,82122830,130857.2197,94785,0.26035535,190.7392012,403.45,396.95,321,759.41,313,346,171.3975,213.3316242,224.9787059,,,,
1000,82383781,131264.4337,95145,0.33399296,228.7386111,403.45,384.55,322,720.94,313,408,233.2275,211.3628075,195.6005688,,,,
1000,82632686,131673.3211,95496,0.31406704,229.7424501,403.45,398.6,323,716.12,313,337,221.5095,211.9491581,206.6568532,,,,
1000,82889877,132086.9137,95841,0.2907374,207.3210145,403.45,392.85,324,741.02,313,366,210.002,198.5028453,210.5884324,,,,
1000,83151087,132502.4145,96218,0.38711953,255.2607427,403.45,399.15,325,658.5,313,335,261.3935,203.0637092,185.1880572,,,,
1000,83405503,132922.5936,96580,0.34043908,237.2697514,403.45,398.5,326,701.15,313,338,235.302,215.0086684,197.5196545,,,,
1000,83666788,133332.1136,96950,0.34187955,228.0347297,403.45,395.65,327,716.55,313,352,219.0625,219.8261302,207.0736535,,,,
1000,83921100,133736.1338,97309,0.3166912,221.3330084,403.45,397.25,328,710.35,313,344,224.3095,202.4745601,203.8841601,,,,
1000,84173706,134142.2871,97669,0.32234058,222.9809722,403.45,396.25,329,657.94,313,349,256.7425,222.1672712,191.7514566,,,,
1000,84432280,134546.7088,98034,0.3182208,219.8190411,403.45,395.5,330,714.3,313,353,206.4345,225.5946143,217.8969995,,,,
1000,84687952,134952.5635,98397,0.3372158,231.7282369,403.45,393.05,331,700.32,313,365,220.2275,218.3259893,209.0011039,,,,
1000,84947656,135366.5107,98771,0.35027683,232.7248663,403.45,392.45,332,723.07,313,368,209.551,218.9257068,212.2315516,,,,
1000,85201196,135775.1703,99141,0.35768047,240.8609459,406.7,406.7,333,702.2,297,297,224.5315,215.0498082,207.1438058,,,,
1000,85459310,136183.5635,99523,0.37557018,246.5477749,406.7,398.3,334,702.31,297,339,226.3845,222.4183309,204.818499,,,,
1000,85708970,136589.008,99887,0.3374857,234.5585165,406.7,395.05,335,684.82,297,355,234.81,215.4561849,204.6255798,,,,
1000,85963793,136995.9923,100248,0.32127047,221.7952909,406.7,405.6,336,666.44,297,302,255.528,206.0210824,189.602427,,,,
1000,86224566,137402.9307,100635,0.38008025,244.9724806,406.7,395.5,337,661.82,297,353,260.3985,207.5067893,182.844315,,,,
1000,86480485,137808.0917,101014,0.3813541,252.748153,406.7,398,338,683.35,297,340,240.3065,222.6097651,199.943637,,,,
1000,86733995,138210.0412,101376,0.3317142,228.8516575,406.7,398.35,339,710.71,297,339,225.7495,214.6699464,202.2450194,,,,
1000,86990284,138618.3296,101742,0.34119418,233.1622951,406.7,394.2,340,726.16,297,359,204.8985,224.4645059,215.158594,,,,
1000,87245513,139028.6057,102115,0.36579368,244.1668901,406.7,395.55,341,672.78,297,353,257.78,218.2576267,186.5288726,,,,
1000,87501447,139437.0599,102485,0.36559156,249.875,406.7,394.2,342,682.94,297,359,243.187,206.467519,198.0876934,,,,
1000,87762909,139844.7341,102872,0.38429675,246.7410853,406.7,397.25,343,671.82,297,344,252.7985,217.8247635,189.4753661,,,,
1000,88015429,140258.7899,103254,0.40487576,263.9374346,406.7,402.3,344,659.16,297,319,268.539,211.9362508,178.2332942,,,,
1000,88272354,140666.8132,103638,0.40115905,261.4919271,406.7,397.75,345,682.64,297,342,246.2465,214.6901265,192.9606467,,,,
1000,88523375,141079.2249,104013,0.38535234,257.186,406.7,394.75,346,665.52,297,357,263.579,207.839336,181.353929,,,,
1000,88787220,141481.412,104412,0.41999954,262.4022556,406.7,394.05,347,643.35,297,360,272.8205,204.2552998,176.7465003,,,,
1000,89040349,141890.3074,104790,0.38972452,258.1533069,406.7,402.6,348,680.6,297,317,253.166,214.2512544,188.147015,,,,
1000,89294278,142294.074,105176,0.40258604,262.9082902,406.7,400.05,349,652.53,297,330,263.5875,213.4830886,184.4880081,,,,
1000,89556868,142696.2689,105572,0.43517557,272.3973485,406.7,400.2,350,651.84,297,329,279.127,200.7958525,166.5304344,,,,
1000,89810739,143107.8456,105967,0.43796065,277.4093671,406.7,396.1,351,659.16,297,350,248.373,218.0666284,199.232153,,,,
1000,90065072,143516.4605,106348,0.3938332,260.0595801,406.7,400.1,352,672.61,297,330,243.131,224.1958472,199.8328312,,,,
1000,90323966,143917.6087,106735,0.4019508,261.7994832,406.7,399.3,353,679.19,297,334,249.4925,214.5929027,191.8676028,,,,
1000,90577632,144316.5454,107113,0.39299348,259.0986772,406.7,393.5,354,667.07,297,363,263.9635,211.3697355,180.5873122,,,,
1000,90835373,144721.8154,107514,0.44040984,274.1435162,406.7,396,355,652.95,297,350,273.425,211.113068,174.5534767,,,,
1000,91091306,145132.9551,107915,0.4517133,282.709601,406.7,400.7,356,670.54,297,327,253.3075,219.6409078,189.4474834,,,,
1000,91346413,145557.679,108324,0.47532836,291.4788509,406.7,403.6,357,618.91,297,312,296.4725,190.560704,154.5332204,,,,
1000,91599415,145957.9936,108718,0.4370714,279.4761421,406.7,396.7,358,611.57,297,347,310.0255,185.240938,134.8861352,,,,
1000,91864274,146367.636,109127,0.44521403,271.7080685,406.7,397.3,359,613.89,297,344,289.3305,211.6145976,167.5689273,,,,
1000,92114979,146769.2139,109523,0.44665667,283.7165404,406.7,402.5,360,626.13,297,318,286.713,206.6829773,166.402934,,,,
1000,92370928,147165.3392,109922,0.45272535,285.7070175,406.7,399.2,361,649.64,297,334,293.3305,191.0414887,149.1152618,,,,
1000,92625286,147563.641,110314,0.44269446,281.4799745,406.7,399.1,362,626.23,297,335,299.3775,185.5601711,147.1913527,,,,
1000,92883762,147965.1233,110713,0.43666705,272.5442356,406.7,404,363,646.27,297,310,282.0505,202.5648467,166.6939941,,,,
1000,93137387,148364.4697,111099,0.41162223,266.8494819,406.7,398.9,364,683.45,297,336,230.1175,237.1173286,207.7734179,,,,
1000,93392915,148766.3488,111496,0.4387183,279.5508816,406.7,402.5,365,621.56,297,318,290.6995,200.7073153,159.6137847,,,,
1000,93650756,149163.9473,111885,0.42585242,272.7777635,406.7,398.9,366,665,297,336,276.3305,216.8013376,166.8431725,,,,
1000,93904366,149567.2252,112284,0.45704272,288.0587719,406.7,398.6,367,646.4,297,337,273.8985,208.2916225,177.510584,,,,
1000,94160266,149976.7509,112678,0.4176124,266.8239848,406.7,399.9,368,657.06,297,331,264.2415,209.9305514,184.6671813,,,,
1000,94418272,150378.1358,113073,0.4226948,266.9451899,406.7,401.8,369,626.58,297,321,284.9065,206.5980242,166.7951415,,,,
1000,94672700,150782.642,113470,0.43343696,274.1819899,406.7,398.2,370,654.33,297,339,256.662,220.5321317,190.6944531,,,,
1000,94931049,151176.2959,113873,0.45148376,281.8354839,406.7,398.7,371,635.05,297,337,283.924,210.6980956,165.2428946,,,,
1000,95183801,151576.939,114269,0.44985998,285.284596,406.7,399.95,372,618.82,297,331,292.7325,195.5369725,159.9531207,,,,
1000,95438304,151978.3391,114662,0.42974833,274.1141221,406.7,395.3,373,641.98,297,354,267.6565,218.8492166,181.6587948,,,,
1000,95697756,152383.0998,115072,0.45999599,281.6637805,406.7,401.1,374,625.37,297,325,294.8215,204.050026,155.7728067,,,,
1000,95957704,152786.4414,115464,0.4101798,258.6216837,406.7,398.3,375,661.79,297,339,255.339,215.2140932,192.3954057,,,,
1000,96209232,153200.0285,115854,0.417454,269.1564103,406.7,399,376,630.74,297,335,275.4225,222.9533862,178.9979227,,,,
1000,96462705,153610.306,116247,0.42926222,274.8324427,406.7,400.3,377,661.05,297,329,264.012,219.3263493,183.8332107,,,,
1000,96722974,154018.4966,116646,0.42462194,266.1997494,406.7,396.5,378,635.42,297,348,266.1695,210.1102177,187.3107825,,,,
1000,96976590,154422.0866,117042,0.43775797,279.1310606,406.7,396.05,379,666.21,297,350,256.141,210.3974475,189.1347566,,,,
1000,97234494,154839.133,117439,0.42765376,269.5911839,406.7,405.95,380,607.11,297,301,300.7605,213.5249351,151.652426,,,,
1000,97488938,155255.8925,117834,0.42826277,270.1997468,410.3,410.3,381,633.44,279,279,274.2085,218.3033358,179.9670399,,,,
1000,97748323,155669.998,118233,0.42870617,267.7201754,410.3,402,382,614.14,279,320,301.632,204.577859,149.2435857,,,,
1000,97997880,156069.7157,118630,0.44538063,284.2163728,410.3,404.45,383,634.11,279,308,282.5965,219.1005657,168.5482979,,,,
1000,98254975,156473.5927,119028,0.42137432,265.3148241,410.3,404.7,384,640.29,279,307,274.5605,214.0821476,175.1869425,,,,
1000,98514003,156869.1088,119428,0.44137424,273.614,410.3,398.2,385,630.14,279,339,296.8675,201.3291345,152.0243562,,,,
1000,98772162,157273.2122,119842,0.47428346,287.1512077,410.3,403.6,386,620.44,279,312,288.8495,208.4699652,165.4896985,,,,
1000,99023950,157669.3511,120239,0.4519849,287.536272,410.3,405.4,387,659.61,279,303,256.012,226.2607299,189.7016131,,,,
1000,99283427,158069.8492,120643,0.4602882,283.3018564,410.3,398.15,388,669.55,279,340,265.498,223.8647974,176.7366911,,,,
1000,99540348,158474.1782,121037,0.4524741,290.9291878,410.3,393.45,389,624.22,279,363,309.259,188.0533212,133.8228712,,,,
1000,99790237,158874.2612,121401,0.38062266,263.9103022,410.3,389.7,390,681.25,279,382,263.6865,204.4691847,177.7365602,,,,
1000,100052907,159277.3302,121797,0.43516633,272.9511364,410.3,398.75,391,661.3,279,337,265.87,199.3181627,178.8135549,,,,
1000,100299802,159685.2622,122180,0.44674623,294.2169713,410.3,395.5,392,624,279,353,315.3405,163.4213572,118.4440994,,,,
1000,100558005,160109.2799,122565,0.41593575,273.2503896,410.3,394.6,393,683.97,279,357,261.778,198.3884803,176.9221603,,,,
1000,100814270,160516.9148,122952,0.4484089,285.8294574,410.3,399.7,394,639.92,279,332,297.834,184.6129833,141.8856233,,,,
1000,101072087,160929.8421,123339,0.44013935,285.3271318,410.3,395.4,395,659.7,279,353,263.4015,202.1595657,180.8836346,,,,
1000,101330813,161351.2117,123742,0.45916635,286.3284119,410.3,396.2,396,648.34,279,349,277.478,203.393226,168.8952079,,,,
1000,101591020,161761.9066,124152,0.4858298,296.8784146,410.3,399.8,397,627.77,279,331,306.712,185.756661,134.5243385,,,,
1000,101845350,162172.527,124550,0.4634926,293.528392,410.3,405.7,398,606.54,279,302,313.63,174.8785533,131.9471874,,,,
1000,102095633,162583.2367,124940,0.4555517,295.2084615,410.3,393.7,399,657.92,279,362,272.145,190.6039181,174.5499542,,,,
1000,102351024,162988.6279,125317,0.41192552,273.6160477,410.3,391.3,400,694.67,279,374,267.126,188.6101299,166.9775195,,,,
1000,102610030,163400.7333,125715,0.4629719,291.4437186,410.3,397.4,401,649.43,279,343,293.615,186.8057951,144.5847519,,,,
1000,102862379,163803.5615,126096,0.41930884,278.7961942,410.3,391.95,402,640.73,279,371,285.3515,190.528153,162.218759,,,,
1000,103122306,164211.9293,126483,0.42441234,272.5750646,410.3,397.15,403,678.05,279,345,275.447,194.2816705,161.0436788,,,,
1000,103376755,164622.8587,126841,0.35593766,250.6322626,410.3,396.1,404,726.07,279,350,239.435,203.3962269,185.9162425,,,,
1000,103630991,165029.1133,127204,0.37758496,261.4177686,410.3,387.6,405,682.85,279,392,284.688,173.6827208,147.7888167,,,,
1000,103891839,165439.1884,127575,0.38325998,256.8252022,410.3,390.2,406,680.37,279,379,272.1845,180.756115,162.4684229,,,,
1000,104147573,165851.5062,127963,0.46029255,296.7324742,410.3,399.1,407,650.94,279,335,294.7475,180.0907449,144.4011827,,,,
1000,104401200,166265.0497,128348,0.4310209,279.6837662,410.3,395.3,408,656.47,279,354,267.199,192.9871734,178.5821591,,,,
1000,104655865,166674.9235,128725,0.42445132,284.3754642,410.3,388.7,409,655.02,279,387,295.609,173.0086113,143.6215669,,,,
1000,104913292,167079.2014,129095,0.38487104,257.2941892,410.3,396.3,410,688.67,279,349,256.882,193.6727681,180.0202274,,,,
1000,105168632,167479.9407,129492,0.463624,295.0657431,410.3,396,411,647.27,279,350,277.365,191.347007,169.0357024,,,,
1000,105417627,167895.2953,129864,0.4176081,283.7186828,410.3,397.35,412,659.36,279,344,289.1875,184.2478505,150.5690354,,,,
1000,105678257,168289.5062,130253,0.4375215,279.572108,410.3,393.8,413,641.44,279,361,300.414,176.6241388,139.2988091,,,,
1000,105941007,168691.845,130655,0.46166125,286.1996269,410.3,395.25,414,660.79,279,354,280.9415,191.0384409,161.8887331,,,,
