best_ext_ret,recent_best_eplen,eplen,tcount,eprew_std,recent_worst_eplen,recent_best_ext_ret,best_eplen,n_updates,rew_mean,eprew,eprew_recent,epcount,total_secs,eplen_std
249.3,83,86.92,67834336,2.028548989,169,248.8,82,265,2.84923,247.283,247.2482829,564669,66413.84982,5.100352929
249.3,83,86.69,68090499,1.038857064,217,249,82,266,2.850829,247.376,247.2211081,567611,66664.83092,2.640814268
249.3,83,87.8,68346466,2.926461344,317,248.9,82,267,2.8423698,246.932,247.1631346,570546,66917.38548,7.363423117
249.3,83,88.23,68602282,3.800509834,201,248.8,82,268,2.8480296,246.755,247.229772,573485,67170.65834,9.519301445
249.3,83,87.05,68858387,2.248559317,194,248.8,82,269,2.8489826,247.241,247.1917999,576424,67421.33252,5.692758558
249.3,83,87.77,69114870,2.984601146,309,248.8,82,270,2.8456643,246.934,247.1645699,579365,67669.8231,7.500473318
249.3,84,86.63,69370549,1.280488579,375,248.5,82,271,2.8450136,247.393,247.1575758,582302,67923.9057,3.211401563
249.3,83,86.64,69626041,1.055204246,142,248.8,82,272,2.8518145,247.388,247.3092114,585244,68177.6158,2.662780502
249.3,84,86.92,69882278,1.331307252,200,248.5,82,273,2.8592463,247.289,247.3087119,588194,68432.75667,3.351656307
249.3,83,87.55,70138245,2.229407769,228,248.8,82,274,2.8565366,247.029,247.2969111,591140,68683.4769,5.634491991
249.3,84,86.67,70394167,1.633240644,195,248.5,82,275,2.8539414,247.365,247.2995248,594086,68934.56816,4.125663583
249.3,84,87.04,70650383,1.44332117,173,248.5,82,276,2.8570995,247.232,247.2692229,597033,69184.55206,3.652177433
249.3,84,86.75,70906499,1.33980409,142,248.5,82,277,2.8534024,247.345,247.2733876,599979,69436.58323,3.347760445
249.3,83,86.2,71162550,0.305686114,158,248.8,82,278,2.867887,247.566,247.4016238,602935,69688.60289,0.787400787
249.3,84,86.48,71418934,1.235420576,137,248.5,82,279,2.8607652,247.456,247.3319567,605889,69940.6228,3.122434947
249.3,83,86.23,71674303,0.478209159,174,248.8,82,280,2.8570592,247.554,247.3759335,608835,70193.47966,1.215360029
249.3,84,86.12,71929915,0.220825723,269,248.6,82,281,2.8638577,247.594,247.3887119,611785,70445.30906,0.552810998
249.3,83,86.58,72186743,1.125790389,173,248.9,82,282,2.8674152,247.414,247.3660365,614747,70699.25246,2.814888985
249.3,83,86.77,72442220,1.391321674,183,248.8,82,283,2.8479013,247.332,247.2772712,617686,70953.38037,3.543599865
249.3,83,86.68,72697835,1.592607924,177,248.9,82,284,2.856828,247.36,247.3389681,620632,71203.01888,4.017163178
249.3,83,86.82,72954157,1.655372768,150,248.9,82,285,2.8711267,247.329,247.4229652,623593,71453.41055,4.227008398
249.3,84,86.77,73210801,2.072730325,182,248.5,82,286,2.8623471,247.333,247.2936696,626547,71703.95907,5.16692365
249.3,83,86.69,73466610,1.260020238,174,248.8,82,287,2.8551388,247.357,247.3574915,629497,71955.32881,3.148634625
249.3,84,86.17,73722438,0.380846426,149,248.5,82,288,2.8589299,247.566,247.3451339,632446,72208.86604,0.959739548
249.3,83,86.58,73978151,1.36163725,171,248.8,82,289,2.863221,247.412,247.4033864,635399,72459.06571,3.415201312
249.3,83,86.66,74234670,1.384176289,244,248.8,82,290,2.8699284,247.384,247.3910841,638360,72713.62061,3.513459833
249.3,83,86.7,74489891,1.240332214,148,248.8,82,291,2.8497543,247.376,247.3561332,641303,72965.67853,3.087069808
249.3,84,86.79,74746166,1.727230153,332,248.5,82,292,2.8591774,247.326,247.3085056,644254,73219.35624,4.343489381
249.3,84,86.94,75002818,2.1542284,241,248.5,82,293,2.8638663,247.27,247.3193843,647210,73472.64425,5.436579807
249.3,83,86.04,75258473,0.245511711,191,248.9,82,294,2.8516147,247.618,247.3138587,650154,73720.90265,0.61514226
249.3,84,86.06,75514284,0.214333852,290,248.5,82,295,2.8553183,247.619,247.3171079,653100,73973.73769,0.544426304
249.3,82,87.33,75770527,3.613837157,375,249.3,82,296,2.85311,247.109,247.2047829,656048,74225.40483,9.025580314
249.3,83,86.72,76026739,1.403579709,290,248.9,82,297,2.8599412,247.358,247.3111525,658998,74478.91218,3.515906711
249.3,83,87.33,76282398,2.673638719,255,249,82,298,2.8569252,247.116,247.3272666,661943,74730.59603,6.696349752
249.3,83,86.92,76538476,1.743828833,165,248.8,82,299,2.8595605,247.281,247.3519309,664895,74982.07293,4.383332066
249.6,81,86.82,76794497,1.882768175,158,249.6,81,300,2.8656526,247.328,247.4061231,667851,75233.74483,4.731553656
249.6,83,86.35,77050214,1.181092291,375,249.1,81,301,2.8524907,247.511,247.2404414,670796,75486.04314,2.937260629
