eplen,best_eplen,rew_mean,n_updates,total_secs,best_ext_ret,recent_worst_eplen,recent_best_ext_ret,epcount,tcount,eplen_std,recent_best_eplen,eprew_std,eprew,eprew_recent
111,87,2.175465,152,44338.26538,247.3,375,247.3,241718,38904511,14.41526968,87,5.77897664,237.723,238.0665092
108.51,87,2.1892338,153,44629.60167,247.3,208,246,244060,39161116,10.71773763,90,4.29181302,238.729,238.2912468
107.08,87,2.1662867,154,44923.47725,247.3,375,246.5,246382,39416189,9.719753083,89,3.902604771,239.274,237.8783807
110.33,87,2.194353,155,45221.78718,247.3,375,245.9,248730,39673344,14.36388179,91,5.75524969,237.999,238.2086882
108.58,87,2.2032874,156,45515.65331,247.3,225,245.4,251082,39928969,12.83992212,92,5.141166794,238.698,238.6448554
110.06,87,2.2003586,157,45812.35873,247.3,375,244.9,253427,40184370,12.63156364,93,5.042754307,238.077,238.4523667
112.18,87,2.2086072,158,46105.03176,247.3,270,246.2,255790,40440529,21.8249307,90,8.733939775,237.236,238.757554
109.61,87,2.232535,159,46400.05142,247.3,267,246.1,258173,40697788,13.09266589,90,5.219885056,238.28,238.9366765
108.69,87,2.2145903,160,46688.78194,247.3,187,245.7,260534,40952962,12.97435548,91,5.198920946,238.639,238.88759
105.7,87,2.2168286,161,46984.48646,247.3,181,246.7,262900,41208510,10.36387958,89,4.142455673,239.831,238.9147084
107.87,87,2.2258706,162,47280.749,247.3,217,246.5,265272,41464339,12.07696568,89,4.849781335,238.961,238.9801012
107,87,2.2248948,163,47575.17934,247.3,375,246,267648,41721338,13.93915349,90,5.599061618,239.297,238.7537037
106.35,86,2.2441785,164,47870.20242,247.6,279,247.6,270038,41977237,10.47795304,86,4.195533816,239.564,239.2858159
106.82,86,2.2270024,165,48168.19429,247.6,221,246.9,272410,42232241,11.01669642,88,4.411938803,239.386,239.113575
108.6,86,2.2354355,166,48464.26652,247.6,375,245,274795,42489232,12.55229063,93,5.014917746,238.68,238.9144654
106.64,86,2.244879,167,48753.64741,247.6,204,247,277185,42744719,10.26793066,88,4.106044325,239.46,239.3553975
107.14,86,2.2563956,168,49048.35309,247.6,216,246.8,279587,43001278,13.2883558,88,5.325960101,239.257,239.3925479
105.68,86,2.245879,169,49342.35609,247.6,309,245.7,281979,43256714,10.17435993,91,4.048428214,239.827,239.4011706
109.48,86,2.2375562,170,49641.72944,247.6,375,246.8,284362,43512599,13.57680375,88,5.443388191,238.325,238.9624003
105.92,86,2.2549868,171,49936.10909,247.6,375,246.5,286767,43769479,10.95598467,89,4.366153799,239.751,239.2929314
104.54,86,2.2630124,172,50229.54268,247.6,375,245.4,289173,44025101,9.742094231,92,3.878078261,240.303,239.5246052
106.52,86,2.2521145,173,50523.39292,247.6,191,245.6,291569,44280509,12.90928348,91,5.148657592,239.505,239.4716194
104.7,86,2.2809188,174,50816.33305,247.6,187,245.8,293994,44536729,9.454628496,91,3.791157607,240.218,239.8483711
106.12,86,2.2727983,175,51109.16808,247.6,375,246.7,296411,44792662,10.69418534,89,4.27815895,239.666,239.6624328
104.65,85,2.276715,176,51405.00791,248,188,248,298832,45049176,10.79849527,85,4.333893861,240.258,239.7287485
109.85,85,2.2608507,177,51699.65084,248,375,247.5,301234,45304619,28.87433982,87,33.64852068,235.884,239.4793089
103.1,85,2.2784028,178,51994.44475,248,375,246.2,303658,45560778,9.732933782,90,3.881795847,240.869,239.7415842
104.74,85,2.3075805,179,52287.03129,248,172,246.9,306107,45817159,10.4188483,88,4.152033116,240.211,240.2279298
108.72,85,2.2883863,180,52581.81291,248,375,245.3,308539,46073647,29.32305578,92,33.74442917,236.35,239.8308388
105.79,85,2.2905717,181,52877.58805,248,197,246.8,310969,46329024,12.4774156,88,4.980993877,239.79,240.0688889
104.92,85,2.299461,182,53169.84755,248,186,245.5,313410,46584705,9.920362897,92,3.966821776,240.135,240.2094633
103.86,85,2.30191,183,53460.6821,248,207,245.2,315853,46841058,9.117038993,92,3.628825705,240.568,240.1320917
104.78,85,2.3053355,184,53757.14821,248,375,245,318299,47097169,9.843353087,93,3.923301034,240.203,240.1314391
103.69,85,2.3110058,185,54054.05723,248,212,245.3,320750,47353358,9.493887507,92,3.80021631,240.634,240.2941656
104.02,85,2.3022842,186,54348.46328,248,375,246,323194,47609101,10.76752525,90,4.300704128,240.512,240.1497545
103.44,85,2.320849,187,54646.416,248,181,245,325654,47865718,9.052425089,93,3.602735627,240.736,240.3772764
104.42,85,2.3317523,188,54937.91299,248,190,245.7,328123,48121805,13.17663083,91,5.26924245,240.322,240.6149048
104.09,85,2.3173163,189,55229.1584,248,178,246,330578,48377031,10.99281129,90,4.396782915,240.47,240.5201629
103.26,85,2.3226736,190,55521.41731,248,375,246.1,333043,48633477,9.623533655,90,3.832202891,240.811,240.3034483
102.42,85,2.322305,191,55821.07437,248,220,247.2,335503,48889356,9.090852545,87,3.635876786,241.14,240.4982114
103.75,85,2.3257236,192,56119.40672,248,207,245.3,337966,49145122,14.85622765,92,5.957522556,240.595,240.5682095
104.67,85,2.315051,193,56419.55212,248,375,245.7,340422,49401287,10.32574937,91,4.130605767,240.236,240.2938925
102.95,85,2.330079,194,56715.56524,248,225,245.7,342890,49657290,11.12238733,91,4.441899931,240.935,240.6173825
102.62,84,2.337399,195,57008.47279,248.4,232,248.4,345365,49913089,10.27499878,84,4.087047345,241.062,240.7673939
102.27,84,2.3399463,196,57302.61645,248.4,284,245.3,347841,50169205,9.708609581,92,3.87282894,241.186,240.7282714
105.3,84,2.3343606,197,57598.182,248.4,172,245.5,350312,50424320,10.48379702,92,4.177247898,239.98,240.8075678
102.36,84,2.3498418,198,57894.86259,248.4,375,245.7,352802,50681844,9.319356201,91,3.727148508,241.158,240.6459438
104.37,84,2.333704,199,58183.64832,248.4,210,245.7,355269,50936747,12.0288445,91,4.809927234,240.36,240.7712606
102.25,84,2.347444,200,58479.99366,248.4,196,246.4,357754,51193189,9.977349347,89,3.981865266,241.193,240.8235412
101.21,84,2.3262439,201,58775.41866,248.4,198,246,360220,51449431,8.682505399,90,3.482823424,241.629,240.537429
103.95,84,2.3475082,202,59070.10895,248.4,247,245.7,362703,51705398,11.01941469,91,4.395008532,240.53,240.8677406
102.54,84,2.3298733,203,59363.43934,248.4,375,246.1,365172,51961435,10.23955077,90,4.105931807,241.082,240.5309032
101.73,84,2.3464355,204,59654.48035,248.4,201,245.8,367652,52217100,10.06265869,91,4.009788024,241.4,240.8639919
103.64,84,2.35506,205,59950.93688,248.4,193,246.1,370144,52473248,11.07837533,90,4.426018979,240.634,240.9851525
102.86,84,2.3630652,206,60245.23127,248.4,197,246.3,372643,52729637,10.48333916,90,4.194507838,240.952,241.0615046
101.53,84,2.3491483,207,60536.89951,248.4,196,247.7,375128,52985255,9.840177844,86,3.935452198,241.496,240.9560161
103.88,84,2.3630924,208,60832.32901,248.4,203,246,377623,53241016,12.10064461,90,4.846819988,240.544,241.0959118
102.33,84,2.36326,209,61124.48204,248.4,205,246.5,380124,53497224,9.948924565,89,3.979796352,241.161,241.1213914
100.95,84,2.3537357,210,61419.54884,248.4,375,246.5,382611,53752606,10.83824248,89,4.322565326,241.723,240.9316043
101.04,84,2.372463,211,61712.58875,248.4,311,246.1,385119,54009229,9.098263571,90,3.624949517,241.679,241.1720893
100.98,84,2.369992,212,62007.40766,248.4,252,246.2,387624,54265589,9.596853651,90,3.848142409,241.7,241.1643513
101.15,84,2.3741035,213,62300.91139,248.4,375,246.1,390134,54521954,9.533493588,90,3.807177432,241.64,241.1540637
101.55,84,2.3590162,214,62597.06005,248.4,177,246.1,392627,54777240,9.178643691,90,3.678376816,241.488,241.1400321
102.45,84,2.370028,215,62890.63251,248.4,353,245.8,395131,55033753,12.17897779,91,4.87986424,241.125,241.1238019
102.89,84,2.380477,216,63183.25878,248.4,333,246.8,397644,55289209,10.46412443,88,4.178968653,240.939,241.4415042
101.19,84,2.39154,217,63479.44839,248.4,375,246,400168,55545378,10.10712125,90,4.055835302,241.62,241.4076466
102.17,84,2.370103,218,63773.74636,248.4,182,246.5,402671,55800423,10.40678144,89,4.163052246,241.214,241.3431083
100.68,84,2.3911161,219,64064.70102,248.4,226,246,405196,56057021,9.207475224,90,3.675162037,241.828,241.4519604
102.13,84,2.3951106,220,64361.24186,248.4,192,246.4,407722,56313645,10.36016892,89,4.137280629,241.247,241.461639
103.06,84,2.3836358,221,64654.26755,248.4,207,246.4,410239,56569663,14.76741006,89,5.915336001,240.86,241.4137068
101.6,84,2.384938,222,64945.08415,248.4,209,246.9,412757,56825565,10.62544117,88,4.239372005,241.485,241.4501986
101.01,84,2.4002936,223,65236.66645,248.4,219,246.1,415286,57081134,11.93858869,90,4.783220254,241.698,241.6798735
101.64,84,2.3983512,224,65529.9161,248.4,199,246.1,417816,57337023,9.952406744,90,3.9808636,241.455,241.6435573
101.88,84,2.40928,225,65824.17512,248.4,200,246.1,420356,57593558,11.95598595,90,4.797651926,241.344,241.702126
101.11,84,2.39595,226,66119.7083,248.4,222,246.2,422884,57849481,11.82530761,90,4.738315735,241.642,241.6033228
101.28,84,2.4133282,227,66416.50293,248.4,198,246.4,425428,58105697,12.61513377,89,5.040298007,241.586,241.8129717
101.36,84,2.4144874,228,66708.68479,248.4,229,246.9,427972,58361605,10.24745822,88,4.092653296,241.567,241.8626179
100.84,84,2.4062636,229,67005.29751,248.4,299,246.6,430508,58617078,10.51828883,89,4.212208328,241.749,241.8009858
100.79,84,2.407257,230,67296.52927,248.4,193,246.2,433048,58873851,9.940115693,90,3.96284191,241.778,241.6604331
100.4,84,2.4175205,231,67591.76564,248.4,251,246.9,435592,59129031,9.691233152,88,3.891338587,241.922,241.9757075
100.02,84,2.42766,232,67883.70301,248.4,172,246.5,438151,59385682,9.928726001,89,3.961249803,242.09,241.9826886
101.18,84,2.416757,233,68180.29054,248.4,245,246.8,440695,59641377,11.71527208,88,4.679822539,241.619,241.8944182
100.53,84,2.4282658,234,68474.71397,248.4,232,246.9,443251,59896988,11.01494893,88,4.407207166,241.875,242.0973787
101.44,84,2.4358146,235,68768.37441,248.4,221,246.2,445817,60153554,10.46644161,90,4.178781641,241.528,242.1070538
100.84,84,2.4267824,236,69061.43904,248.4,222,246.5,448371,60409635,10.85331286,89,4.34711525,241.767,241.9957322
98.66,84,2.429215,237,69356.30245,248.4,225,247.3,450929,60665815,8.973538878,87,3.604581945,242.633,242.043276
99.58,84,2.4231448,238,69647.88526,248.4,284,246.9,453482,60921408,9.585593357,88,3.829970627,242.275,242.0526048
97.66,84,2.4384828,239,69936.04726,248.4,243,246.5,456047,61177944,8.715755848,89,3.489518448,243.019,242.0964912
100.74,84,2.4240766,240,70230.60858,248.4,206,246.4,458600,61433423,10.43898462,89,4.195146124,241.793,242.0746964
100.12,84,2.437214,241,70524.83575,248.4,195,246.5,461164,61689483,10.06109338,89,4.038764539,242.059,242.1561232
99.59,84,2.4473753,242,70817.38201,248.4,175,246.5,463739,61945423,10.80656745,89,4.320977204,242.266,242.3450485
99.69,84,2.4466598,243,71111.00074,248.4,175,246.9,466309,62201592,10.20950048,88,4.076740855,242.228,242.2317121
100.58,84,2.4412432,244,71404.50622,248.4,167,246.4,468880,62457997,11.28554828,89,4.511116381,241.873,242.2113963
99.7,84,2.421808,245,71704.68252,248.4,188,246.5,471431,62713216,9.559811714,89,3.830704896,242.23,242.0868287
98.38,84,2.452499,246,72000.16337,248.4,199,248.2,474010,62970035,9.459154296,85,3.787348809,242.733,242.2711128
97.96,84,2.4350786,247,72294.98469,248.4,375,246.5,476574,63225634,8.855416422,89,3.554042628,242.909,242.1396646
97.16,84,2.453233,248,72591.1004,248.4,167,246.8,479155,63482292,9.010793528,88,3.612097867,243.243,242.3237117
98.83,84,2.442605,249,72884.93732,248.4,174,246.9,481722,63737099,10.04893527,88,4.0225876,242.567,242.3950136
97.82,84,2.446346,250,73180.70153,248.4,167,246.6,484295,63993000,9.258920023,89,3.71790519,242.959,242.3190051
99.95,84,2.4690368,251,73479.13169,248.4,190,246.5,486889,64249923,10.69146856,89,4.260173119,242.135,242.4821897
98.57,84,2.453335,252,73772.42635,248.4,208,246.9,489467,64505337,9.678073155,88,3.87450784,242.667,242.4687742
99.17,84,2.4592326,253,74066.34343,248.4,235,246.9,492052,64761681,10.1302073,88,4.05524093,242.439,242.4348549
100.24,84,2.4493454,254,74360.94704,248.4,215,246.5,494630,65017902,10.35868718,89,4.151418432,241.995,242.3449961
98.92,84,2.4568853,255,74657.09225,248.4,194,246.9,497211,65273638,9.784354859,88,3.915035121,242.53,242.4679194
99.78,84,2.4606934,256,74950.58121,248.4,157,246.9,499798,65529751,11.56683189,88,4.629738114,242.185,242.4996135
98.02,84,2.445404,257,75243.85721,248.4,191,246.9,502369,65784946,9.65088597,88,3.865756718,242.885,242.3948269
100.75,84,2.472535,258,75534.29309,248.4,158,247.7,504968,66042104,10.54549667,86,4.222401568,241.795,242.5198923
99.71,84,2.4536507,259,75831.51998,248.4,217,246.6,507547,66297550,10.38681376,89,4.170023981,242.21,242.4762311
99.7,84,2.4606607,260,76125.78086,248.4,166,246.9,510131,66553201,11.59180745,88,4.642262379,242.22,242.5246904
98.31,84,2.4547486,261,76420.44619,248.4,375,247,512712,66809287,9.48545729,88,3.816854595,242.761,242.3154979
99.85,84,2.4586024,262,76711.64457,248.4,172,246.5,515297,67065433,10.17189756,89,4.079261085,242.173,242.4634816
98.73,84,2.458937,263,77003.06034,248.4,245,246.5,517882,67321327,10.82114134,89,4.321626893,242.621,242.5014313
98.05,84,2.455336,264,77292.54705,248.4,170,246.9,520462,67577234,9.396142826,88,3.76221464,242.879,242.4232558
100.78,84,2.4587588,265,77585.86833,248.4,183,246.5,523044,67833475,13.05034865,89,5.217023193,241.787,242.405306
98.77,84,2.456666,266,77884.99056,248.4,180,246.5,525627,68089088,10.06563957,89,4.016901667,242.599,242.5205188
98.52,84,2.4649367,267,78183.42931,248.4,281,247,528218,68345350,9.512602168,88,3.818648321,242.695,242.5407565
97.42,84,2.4703355,268,78479.37194,248.4,217,246.9,530814,68601445,9.132557145,88,3.647283236,243.145,242.6424499
99.03,84,2.4538136,269,78771.33495,248.4,160,246.6,533390,68856639,10.0969847,89,4.050843863,242.492,242.4758152
97.96,84,2.4634335,270,79063.57879,248.4,200,247.3,535980,69113605,9.428594805,87,3.778756409,242.92,242.4137838
97.49,84,2.46657,271,79356.74224,248.4,161,247.2,538573,69369650,9.155866972,87,3.666316271,243.095,242.6012341
99.04,84,2.472311,272,79651.4358,248.4,172,246.6,541170,69625865,10.17538206,89,4.060584194,242.484,242.6368887
98.2,84,2.4612532,273,79944.79601,248.4,202,246.9,543757,69881498,10.57355191,88,4.240315554,242.818,242.5729416
98.1,84,2.465426,274,80233.4882,248.4,170,247,546347,70137459,12.26580613,88,4.901836391,242.86,242.5706564
98.36,84,2.4543848,275,80531.06103,248.4,201,246.9,548927,70393419,10.02449001,88,4.023368116,242.753,242.4144574
98.71,84,2.4634602,276,80823.87569,248.4,248,246.5,551513,70648852,9.712152182,89,3.887476817,242.618,242.587587
98.4,84,2.4807312,277,81118.49452,248.4,188,246.8,554119,70905277,10.27229283,88,4.100616905,242.729,242.7381427
97.75,84,2.475725,278,81414.04156,248.4,367,246.9,556719,71162000,9.56072696,88,3.841813504,242.987,242.6014615
100.94,84,2.4552543,279,81707.33901,248.4,165,246.5,559301,71417235,10.74413328,89,4.303037416,241.713,242.5567002
99.22,84,2.4738657,280,82002.44015,248.4,167,247.7,561899,71673702,10.45713154,86,4.178669046,242.415,242.6127791
99.03,84,2.4593909,281,82302.32691,248.4,369,246.9,564483,71929287,10.75960501,88,4.31441769,242.48,242.5340944
98.63,84,2.4642944,282,82599.37417,248.4,147,246.9,567071,72185228,10.2329419,88,4.10298233,242.644,242.53949
99.95,84,2.468625,283,82895.32676,248.4,174,247.3,569665,72441283,10.1944838,87,4.10164979,242.113,242.6105243
99.88,84,2.4591134,284,83189.13532,248.4,155,246.9,572249,72697121,10.23941405,88,4.105768016,242.163,242.4963622
99.97,84,2.4565163,285,83483.95986,248.4,220,246.9,574830,72953120,10.39178041,88,4.169901078,242.115,242.4206122
97.63,84,2.462029,286,83776.59588,248.4,291,247.3,577418,73209255,9.821053915,87,3.937621617,243.044,242.5085394
96.54,84,2.4603565,287,84074.70953,248.4,184,246.8,580002,73465595,8.879662156,88,3.553822731,243.488,242.4162926
98.25,84,2.4621549,288,84367.49394,248.4,214,246.9,582592,73721558,9.870536966,88,3.949425781,242.806,242.5673745
100.94,84,2.4583104,289,84664.82336,248.4,200,246.9,585175,73977706,10.93235565,88,4.391908355,241.721,242.4322106
98,84,2.4670334,290,84956.99439,248.4,199,246.9,587766,74233458,9.409569597,88,3.770808401,242.902,242.6162486
97.88,84,2.4688513,291,85250.02772,248.4,201,246.9,590361,74489643,9.532344937,88,3.819347981,242.941,242.6066667
97.95,84,2.4702587,292,85543.25152,248.4,155,246.8,592955,74745374,9.587882978,88,3.840174996,242.916,242.6643408
98.15,84,2.4801338,293,85837.59223,248.4,164,247.3,595560,75001798,10.03531265,87,4.011047245,242.83,242.7216507
98.44,84,2.4835443,294,86134.40495,248.4,189,246.9,598167,75258264,9.84004065,88,3.945043853,242.723,242.7449942
99.36,84,2.4589474,295,86430.73613,248.4,176,247.3,600749,75513261,11.6125105,87,4.636906188,242.351,242.5928737
98.26,84,2.4749966,296,86724.6457,248.4,194,246.9,603348,75769747,13.36235009,88,5.350037383,242.79,242.6253559
98.68,84,2.465587,297,87018.72585,248.4,227,247,605938,76025626,10.09839591,88,4.047030887,242.629,242.5816988
99.23,84,2.460022,298,87314.146,248.4,289,246.9,608523,76281430,10.45643821,88,4.194393758,242.419,242.5171373
97.44,84,2.4704027,299,87609.18668,248.4,216,246.9,611117,76537652,9.993317767,88,4.009021826,243.112,242.5862375
99.38,84,2.4677308,300,87902.06606,248.4,270,246.9,613709,76793606,19.4235836,88,7.782921302,242.344,242.5987654
96.57,84,2.4613187,301,88193.76479,248.4,189,246.9,616298,77049739,9.046828173,88,3.630974938,243.461,242.5293163
100.31,84,2.4614418,302,88485.71396,248.4,223,247.6,618881,77304898,10.67210851,86,4.284469045,241.965,242.5845916
97.74,84,2.4647193,303,88781.38844,248.4,187,246.9,621473,77561631,9.753583957,88,3.907107754,243.003,242.4773534
98.06,84,2.4810486,304,89074.75123,248.4,196,246.8,624078,77817712,9.843596904,88,3.945668511,242.87,242.7739347
98.11,84,2.4722834,305,89370.34751,248.4,178,246.8,626674,78073558,10.37294076,88,4.164660851,242.86,242.6733051
96.58,84,2.475883,306,89665.08744,248.4,160,246.9,629273,78329610,9.074337441,88,3.65490848,243.462,242.6873028
98.43,84,2.464695,307,89956.64655,248.4,251,246.9,631861,78585166,9.965194429,88,3.991548446,242.721,242.5974498
97.08,84,2.4756193,308,90253.75266,248.4,222,246.9,634461,78841218,9.876922598,88,3.958140346,243.255,242.704
98.85,84,2.4833615,309,90549.28162,248.4,309,246.9,637068,79097705,10.4425811,88,4.196455171,242.558,242.7423475
98,84,2.4765053,310,90842.68269,248.4,213,247.7,639667,79353083,10.03194896,86,4.018292548,242.895,242.7909581
97.73,84,2.491242,311,91140.08186,248.4,266,246.9,642283,79609838,10.52221935,88,4.23485348,242.996,242.8335627
97.87,84,2.4859035,312,91436.45313,248.4,226,247.2,644890,79865542,9.536933469,87,3.829090101,242.963,242.8595704
100.57,84,2.4668868,313,91731.14901,248.4,248,247.3,647481,80121208,18.07166567,87,7.231339779,241.865,242.6252412
99.26,84,2.4930978,314,92028.41228,248.4,199,246.9,650098,80377953,11.33103702,88,4.536659013,242.395,242.849637
99.26,84,2.481241,315,92323.55166,248.4,159,246.9,652703,80633867,10.55046918,88,4.210581433,242.402,242.7985029
97.29,84,2.4864104,316,92621.23885,248.4,375,247.7,655312,80889385,9.804381674,86,3.923132804,243.173,242.8331928
98.04,84,2.483217,317,92918.88672,248.4,244,246.9,657918,81146012,10.07166322,88,4.027761041,242.879,242.7023791
99.36,84,2.4766884,318,93212.11818,248.4,178,247.3,660516,81401258,10.63533732,87,4.269493998,242.339,242.7931101
98.67,84,2.496879,319,93510.42249,248.4,141,246.9,663136,81658168,10.1450037,88,4.056872687,242.628,242.8696183
96.36,84,2.487491,320,93807.88041,248.4,375,246.9,665747,81914037,9.053750604,88,3.639100301,243.543,242.8015703
98.67,84,2.4876807,321,94099.43056,248.4,141,246.9,668356,82169451,10.17453193,88,4.086798747,242.626,242.9349943
97.52,84,2.500471,322,94394.87628,248.4,147,246.9,670980,82425796,9.319313279,88,3.74490801,243.092,243.0165396
97.91,84,2.492012,323,94692.36715,248.4,375,247.2,673595,82682131,9.735599622,87,3.903283105,242.941,242.8008413
98.67,84,2.476758,324,94989.41964,248.4,181,246.9,676194,82937687,10.21670691,88,4.105011084,242.622,242.7600231
98.1,84,2.4867752,325,95284.3035,248.4,197,247.2,678803,83193551,13.87551801,87,5.546051839,242.847,242.8694136
97.98,84,2.4896,326,95578.27771,248.4,171,246.9,681415,83449748,10.26935246,88,4.126790036,242.902,242.8582312
98.75,84,2.5009744,327,95871.71024,248.4,229,247.2,684038,83705871,10.40132203,87,4.171078997,242.59,243.0351125
98.14,84,2.4910688,328,96166.36564,248.4,262,247.6,686651,83961771,10.17253164,86,4.089364254,242.83,242.9197474
95.03,84,2.4921212,329,96463.88154,248.4,192,247,689264,84217630,7.98555571,88,3.202238436,244.087,242.9279372
98.57,84,2.492885,330,96760.24476,248.4,285,246.9,691876,84473218,10.38099706,88,4.162828245,242.669,242.9530245
99.39,84,2.4885223,331,97056.09701,248.4,177,246.9,694490,84729758,11.67209921,88,4.675645838,242.344,242.8383321
97.34,84,2.4877775,332,97354.02297,248.4,196,247.3,697099,84985289,9.624157106,87,3.857166188,243.163,242.9216175
97.5,84,2.4984918,333,97652.69119,248.4,212,246.9,699720,85241767,9.516827202,88,3.810446168,243.11,242.9533003
98.85,84,2.4736514,334,97946.21751,248.4,176,247.3,702316,85496915,10.81052728,87,4.342148201,242.557,242.7805085
97.11,84,2.516133,335,98241.2664,248.4,375,247.2,704953,85753809,9.535087834,87,3.812796743,243.259,243.0413728
96.72,84,2.5041633,336,98537.09002,248.4,262,246.9,707580,86010345,9.313517059,88,3.72928894,243.402,243.0336506
97.32,84,2.4873374,337,98836.30128,248.4,190,247.2,710189,86265767,9.800897918,87,3.93139301,243.157,242.9318896
97.21,84,2.5096197,338,99132.18558,248.4,181,247.3,712819,86521895,9.597181878,87,3.835423705,243.215,243.141749
