best_ext_ret,eprew,rew_mean,recent_best_eplen,best_eplen,n_updates,epcount,eplen_std,total_secs,recent_worst_eplen,eprew_std,recent_best_ext_ret,eprew_recent,tcount,eplen
-1.725,-7.4875,-0.026925564,68,68,259,111968.0,0.0,29015.741523504257,68,1.246338387036201,-2.975,-7.268844288793102,16573824.0,68.0
-1.725,-7.29375,-0.028692488,68,68,260,112928.0,0.0,29255.64010643959,68,1.1704199299823972,-3.2875,-7.390364583333332,16639104.0,68.0
-1.725,-7.05625,-0.026165994,68,68,261,113856.0,0.0,29499.6380443573,68,1.178270050752373,-3.6,-7.250660021551722,16702208.0,68.0
-1.725,-7.1875,-0.029365344,68,68,262,114816.0,0.0,29740.678981542587,68,1.3165710672045017,-2.975,-7.315494791666665,16767488.0,68.0
-1.725,-7.384375,-0.028682182,68,68,263,115744.0,0.0,29982.699423074722,68,1.1548936301127477,-3.2875,-7.448329741379308,16830592.0,68.0
-1.725,-7.203125,-0.02897124,68,68,264,116704.0,0.0,30224.029564380646,68,1.0675020125859247,-3.2875,-7.370507812499998,16895872.0,68.0
-1.725,-7.70625,-0.028311988,68,68,265,117632.0,0.0,30463.67184638977,68,1.0523596996749733,-3.2875,-7.295783943965516,16958976.0,68.0
-1.725,-7.4625,-0.027234625,68,68,266,118560.0,0.0,30704.745531320572,68,1.143527983916441,-3.2875,-7.279956896551722,17022080.0,68.0
-1.725,-7.175,-0.028469615,68,68,267,119520.0,0.0,30944.059163808823,68,1.200032551641829,-3.9125,-7.218489583333332,17087360.0,68.0
-1.725,-6.88125,-0.02688137,68,68,268,120448.0,0.0,31185.53756737709,68,1.3284007066770176,-3.6,-7.232812499999998,17150464.0,68.0
-1.725,-7.565625,-0.030100256,68,68,269,121408.0,0.0,31426.748675107956,68,1.2060192460632622,-3.2875,-7.322656249999998,17215744.0,68.0
-1.725,-6.934375,-0.027192649,68,68,270,122336.0,0.0,31667.537839889526,68,1.2877540708050588,-2.35,-7.1802801724137915,17278848.0,68.0
-1.725,-7.521875,-0.030222176,68,68,271,123264.0,0.0,31909.220911026,68,1.1201065448764238,-3.6,-7.390409482758619,17341952.0,68.0
-1.725,-6.85,-0.030669907,68,68,272,124224.0,0.0,32151.174241304398,68,1.1634069043116428,-3.2875,-7.305729166666665,17407232.0,68.0
-1.725,-7.265625,-0.028797358,68,68,273,125152.0,0.0,32391.661655664444,68,1.179955474530713,-3.6,-7.3281115301724125,17470336.0,68.0
-1.725,-7.3125,-0.029684387,68,68,274,126112.0,0.0,32633.11980175972,68,1.3780364200557256,-1.725,-7.275130208333332,17535616.0,68.0
-1.725,-7.828125,-0.027991604,68,68,275,127040.0,0.0,32870.88531899452,68,1.1443261868344183,-2.975,-7.193749999999998,17598720.0,68.0
-1.725,-7.0375,-0.02943349,68,68,276,127968.0,0.0,33112.62016105652,68,1.2358574958303243,-3.6,-7.282314116379308,17661824.0,68.0
-1.725,-7.49375,-0.0335216,68,68,277,128928.0,0.0,33353.82067799568,68,1.126231964339496,-2.0375,-7.485091145833332,17727104.0,68.0
-1.725,-7.490625,-0.029522266,68,68,278,129856.0,0.0,33596.028490781784,68,1.1720833148181062,-4.225,-7.374582435344826,17790208.0,68.0
-1.725,-6.953125,-0.030338569,68,68,279,130816.0,0.0,33838.36173081398,68,1.1906660097924187,-3.2875,-7.253971354166665,17855488.0,68.0
-1.725,-6.98125,-0.029546313,68,68,280,131744.0,0.0,34080.1244597435,68,1.1339746194249676,-3.6,-7.337540409482757,17918592.0,68.0
