rew_mean,recent_worst_eplen,tcount,recent_best_eplen,eplen,eplen_std,recent_best_ext_ret,n_updates,eprew,best_ext_ret,eprew_recent,total_secs,eprew_std,best_eplen,epcount
-0.10679933,70,12284160.0,70,70.0,0.0,-6.0,96,-9.0,-6.0,-8.637276785714286,73554.53521680832,1.0,70,175488.0
-0.106307484,70,12414080.0,70,70.0,0.0,-6.0,97,-8.68,-6.0,-8.554956896551724,74317.20517539978,0.9474175425861608,70,177344.0
-0.10488977,70,12539520.0,70,70.0,0.0,-6.0,98,-8.5,-6.0,-8.486607142857142,75081.7765173912,0.8660254037844386,70,179136.0
-0.106620565,70,12669440.0,70,70.0,0.0,-6.0,99,-8.96,-6.0,-8.567887931034482,75838.0058016777,1.0384603988597734,70,180992.0
-0.1056673,70,12799360.0,70,70.0,0.0,-6.0,100,-8.36,-6.0,-8.533405172413794,76596.59086084366,0.8187795796183488,70,182848.0
-0.105619565,70,12924800.0,70,70.0,0.0,-6.0,101,-8.4,-6.0,-8.53125,77355.33183693886,0.8485281374238569,70,184640.0
-0.10599754,70,13054720.0,70,70.0,0.0,-6.0,102,-8.76,-6.0,-8.529094827586206,78118.55194735527,0.9707728879609279,70,186496.0
-0.10405855,70,13180160.0,70,70.0,0.0,-6.0,103,-8.6,-6.0,-8.464285714285714,78882.88288807869,1.0,70,188288.0
-0.10582206,70,13310080.0,70,70.0,0.0,-6.0,104,-8.7,-6.0,-8.52155172413793,79640.16508769989,0.9539392014169455,70,190144.0
-0.10418535,70,13435520.0,70,70.0,0.0,-6.0,105,-8.24,-6.0,-8.478794642857142,80399.01642560959,0.649923072370877,70,191936.0
-0.10625584,70,13565440.0,70,70.0,0.0,-6.0,106,-8.36,-6.0,-8.54094827586207,81158.64835882187,0.7683749084919418,70,193792.0
-0.10519159,70,13695360.0,70,70.0,0.0,-6.0,107,-8.5,-6.0,-8.523706896551724,81912.859634161,0.99498743710662,70,195648.0
-0.10287221,70,13820800.0,70,70.0,0.0,-6.0,108,-8.38,-6.0,-8.325892857142858,82669.94173336029,0.8340263784797218,70,197440.0
-0.10474746,70,13950720.0,70,70.0,0.0,-6.0,109,-8.46,-6.0,-8.484913793103448,83426.96206402779,0.8416650165000326,70,199296.0
-0.10379001,70,14076160.0,70,70.0,0.0,-6.0,110,-8.48,-6.0,-8.458705357142858,84184.39095807076,0.8541662601625051,70,201088.0
-0.104631215,70,14206080.0,70,70.0,0.0,-6.0,111,-8.54,-6.0,-8.453663793103448,84936.1422753334,0.9318798205777395,70,202944.0
-0.1035657,70,14331520.0,70,70.0,0.0,-6.0,112,-8.48,-6.0,-8.470982142857142,85702.67220306396,0.8997777503361595,70,204736.0
-0.10445089,70,14461440.0,70,70.0,0.0,-6.0,113,-8.26,-6.0,-8.435344827586206,86459.78175759315,0.9232551110067033,70,206592.0
-0.103363626,70,14591360.0,70,70.0,0.0,-6.0,114,-8.56,-6.0,-8.414870689655173,87224.52912545204,0.8979977728257459,70,208448.0
-0.10369179,70,14716800.0,70,70.0,0.0,-6.0,115,-8.1,-6.0,-8.425223214285714,87981.65329527855,0.714142842854285,70,210240.0
-0.10584404,70,14846720.0,70,70.0,0.0,-6.0,116,-8.68,-6.0,-8.5625,88735.08598423004,0.9474175425861608,70,212096.0
-0.101034805,70,14972160.0,70,70.0,0.0,-6.0,117,-8.34,-6.0,-8.284598214285714,89496.77735185623,0.8511169132381287,70,213888.0
-0.1020504,70,15102080.0,70,70.0,0.0,-6.0,118,-8.12,-6.0,-8.287715517241379,90258.2590534687,0.6823488843692794,70,215744.0
-0.10135454,70,15227520.0,70,70.0,0.0,-6.0,119,-8.54,-6.0,-8.330357142857142,91023.29250359535,0.9318798205777395,70,217536.0
-0.10461921,70,15357440.0,70,70.0,0.0,-6.0,120,-8.32,-6.0,-8.454741379310345,91778.02497053146,0.835224520712844,70,219392.0
-0.10345884,70,15487360.0,70,70.0,0.0,-6.0,121,-8.38,-6.0,-8.438577586206897,92542.0188691616,0.9249864863877743,70,221248.0
-0.10131658,70,15612800.0,70,70.0,0.0,-6.0,122,-8.84,-6.0,-8.301339285714286,93302.02456092834,0.9871170143402455,70,223040.0
-0.10305709,70,15742720.0,70,70.0,0.0,-6.0,123,-8.16,-6.0,-8.344827586206897,94059.24211120605,0.6740919818541086,70,224896.0
-0.10141546,70,15868160.0,70,70.0,0.0,-6.0,124,-8.14,-6.0,-8.332589285714286,94820.33403420448,0.7073895673530958,70,226688.0
-0.10127462,70,15998080.0,70,70.0,0.0,-6.0,125,-8.28,-6.0,-8.24676724137931,95577.63639187813,0.8494704232638122,70,228544.0
-0.101005994,70,16123520.0,70,70.0,0.0,-6.0,126,-8.18,-6.0,-8.322544642857142,96339.06206154823,0.8047359815492282,70,230336.0
-0.10252306,70,16253440.0,70,70.0,0.0,-6.0,127,-8.02,-6.0,-8.317887931034482,97092.20849323273,0.7743384273042376,70,232192.0
-0.10211936,70,16383360.0,70,70.0,0.0,-6.0,128,-8.54,-6.0,-8.359913793103448,97849.08990049362,0.9738583059151881,70,234048.0
-0.10144574,70,16508800.0,70,70.0,0.0,-6.0,129,-8.26,-6.0,-8.318080357142858,98608.9952571392,0.7296574538781879,70,235840.0
-0.10266233,70,16638720.0,70,70.0,0.0,-6.0,130,-8.3,-6.0,-8.345905172413794,99374.4422917366,0.7141428428542851,70,237696.0
-0.0988344,70,16764160.0,70,70.0,0.0,-6.0,131,-7.98,-6.0,-8.197544642857142,100139.78409981728,0.663023378170031,70,239488.0
-0.10057795,70,16894080.0,70,70.0,0.0,-6.0,132,-8.62,-6.0,-8.189655172413794,100899.63712072372,0.9249864863877743,70,241344.0
-0.09844861,70,17019520.0,70,70.0,0.0,-6.0,133,-7.44,-6.0,-8.137276785714286,101666.77392864227,0.9830564581955606,70,243136.0
-0.10287649,70,17149440.0,70,70.0,0.0,-6.0,134,-8.26,-6.0,-8.38469827586207,102426.03417873383,0.6726068688320094,70,244992.0
-0.098540716,70,17279360.0,70,70.0,0.0,-6.0,135,-8.22,-6.0,-8.122844827586206,103187.95080780983,1.0156771140475698,70,246848.0
-0.09898509,70,17404800.0,70,70.0,0.0,-6.0,136,-7.98,-6.0,-8.154017857142858,103947.94423365593,0.824378553820998,70,248640.0
-0.10141402,70,17534720.0,70,70.0,0.0,-6.0,137,-8.22,-6.0,-8.286637931034482,104708.3915913105,0.7426977851050858,70,250496.0
-0.09991858,70,17660160.0,70,70.0,0.0,-6.0,138,-7.94,-6.0,-8.253348214285714,105470.31839132309,0.7186097689288672,70,252288.0
-0.099091336,70,17790080.0,70,70.0,0.0,-6.0,139,-8.3,-6.0,-8.139008620689655,106233.03911018372,0.714142842854285,70,254144.0
-0.09917293,70,17915520.0,70,70.0,0.0,-6.0,140,-8.8,-6.0,-8.212053571428571,106998.62945795059,0.9797958971132712,70,255936.0
-0.10003145,70,18045440.0,70,70.0,0.0,-6.0,141,-8.26,-6.0,-8.183189655172415,107755.8865969181,0.6726068688320094,70,257792.0
-0.10001206,70,18175360.0,70,70.0,0.0,-6.0,142,-8.38,-6.0,-8.254310344827585,108520.59638428688,0.7846018098373212,70,259648.0
-0.099710464,70,18300800.0,70,70.0,0.0,-6.0,143,-8.46,-6.0,-8.205357142857142,109285.01234817505,0.9738583059151881,70,261440.0
-0.09994011,70,18430720.0,70,70.0,0.0,-6.0,144,-8.1,-6.0,-8.20905172413793,110045.96564102173,0.714142842854285,70,263296.0
-0.097783536,70,18556160.0,70,70.0,0.0,-6.0,145,-7.82,-6.0,-8.119419642857142,110813.25626397133,0.5723635208501675,70,265088.0
-0.100097574,70,18686080.0,70,70.0,0.0,-6.0,146,-8.64,-6.0,-8.227370689655173,111572.3566532135,0.932952303175248,70,266944.0
-0.098614514,70,18811520.0,70,70.0,0.0,-6.0,147,-8.02,-6.0,-8.197544642857142,112336.02030110359,0.5996665740225979,70,268736.0
-0.101175874,70,18941440.0,70,70.0,0.0,-6.0,148,-8.72,-6.0,-8.283405172413794,113091.16659498215,1.04,70,270592.0
-0.09881928,70,19071360.0,70,70.0,0.0,-6.0,149,-7.98,-6.0,-8.179956896551724,113854.88368320465,0.4467661580737735,70,272448.0
-0.0990476,70,19196800.0,70,70.0,0.0,-6.0,150,-8.04,-6.0,-8.1875,114615.01913762093,0.4882622246293481,70,274240.0
-0.10038935,70,19326720.0,70,70.0,0.0,-6.0,151,-7.98,-6.0,-8.264008620689655,115376.85847687721,0.599666574022598,70,276096.0
-0.09783633,70,19452160.0,70,70.0,0.0,-6.0,152,-8.74,-6.0,-8.171875,116140.91471147537,0.9656086163658649,70,277888.0
-0.09936736,70,19582080.0,70,70.0,0.0,-6.0,153,-8.16,-6.0,-8.178879310344827,116900.57173919678,0.5425863986500215,70,279744.0
-0.09800854,70,19707520.0,70,70.0,0.0,-6.0,154,-8.16,-6.0,-8.175223214285714,117667.39504432678,0.7310266752998825,70,281536.0
-0.10007209,70,19837440.0,70,70.0,0.0,-6.0,155,-8.24,-6.0,-8.227370689655173,118415.36430048943,0.7088018058667741,70,283392.0
-0.09753344,70,19967360.0,70,70.0,0.0,-6.0,156,-8.74,-6.0,-8.110991379310345,119174.86756587029,1.0061808982484215,70,285248.0
-0.097841494,70,20092800.0,70,70.0,0.0,-6.0,157,-8.06,-6.0,-8.147321428571429,119932.1932117939,0.772269383052313,70,287040.0
-0.1000508,70,20222720.0,70,70.0,0.0,-6.0,158,-8.44,-6.0,-8.224137931034482,120686.28389263153,0.8754427451295718,70,288896.0
-0.09850373,70,20348160.0,70,70.0,0.0,-6.0,159,-8.12,-6.0,-8.208705357142858,121445.18614172935,0.7909487973314077,70,290688.0
-0.096514344,70,20478080.0,70,70.0,0.0,-6.0,160,-8.36,-6.0,-8.026939655172415,122195.34317493439,0.9112628599915613,70,292544.0
-0.098342575,70,20603520.0,70,70.0,0.0,-6.0,161,-8.24,-6.0,-8.209821428571429,122954.82549405098,0.7631513611335566,70,294336.0
-0.09834707,70,20733440.0,70,70.0,0.0,-6.0,162,-8.34,-6.0,-8.120689655172415,123705.59405732155,0.802745289615579,70,296192.0
-0.09737855,70,20863360.0,70,70.0,0.0,-6.0,163,-8.18,-6.0,-8.123922413793103,124462.8022031784,0.7533923280734945,70,298048.0
-0.09801173,70,20988800.0,70,70.0,0.0,-6.0,164,-8.34,-6.0,-8.168526785714286,125221.86290168762,0.8027452896155791,70,299840.0
-0.09837555,70,21118720.0,70,70.0,0.0,-6.0,165,-7.86,-6.0,-8.141163793103448,125986.4401717186,0.7618398781896363,70,301696.0
-0.09698783,70,21244160.0,70,70.0,0.0,-6.0,166,-8.16,-6.0,-8.128348214285714,126748.30619764328,0.611882341631134,70,303488.0
-0.09690504,70,21374080.0,70,70.0,0.0,-6.0,167,-8.16,-6.0,-8.032327586206897,127510.81006646156,0.88,70,305344.0
-0.0980611,70,21499520.0,70,70.0,0.0,-6.0,168,-8.22,-6.0,-8.222098214285714,128274.67536783218,0.7426977851050858,70,307136.0
-0.09797433,70,21629440.0,70,70.0,0.0,-6.0,169,-7.98,-6.0,-8.107758620689655,129030.99096369743,0.8715503427800372,70,308992.0
-0.099217676,70,21759360.0,70,70.0,0.0,-6.0,170,-8.14,-6.0,-8.270474137931034,129793.65943980217,0.5834380858325928,70,310848.0
-0.09749781,70,21884800.0,70,70.0,0.0,-6.0,171,-8.06,-6.0,-8.129464285714286,130560.16491556168,0.5257375771237967,70,312640.0
-0.09751523,70,22014720.0,70,70.0,0.0,-6.0,172,-8.08,-6.0,-8.09698275862069,131320.1208539009,0.48332183894378294,70,314496.0
-0.09638977,70,22140160.0,70,70.0,0.0,-6.0,173,-8.02,-6.0,-8.147321428571429,132083.7045557499,0.6630233781700311,70,316288.0
