n_updates,eplen,best_ext_ret,eprew,eprew_recent,recent_best_ext_ret,total_secs,tps,epcount,tcount,,,,
895,515.77,396.75,330.099,324.3477733,388.75,136707.3462,552.3824887,229085541,121701,,,,
896,536.05,396.75,303.919,328.5598361,389.9,137166.6607,557.3523247,229340117,122189,,,,
897,529.97,396.75,316.431,327.6418891,387.05,137630.3605,552.0813599,229596106,122676,,,,
898,515.24,396.75,314.487,329.7001006,389.15,138096.2425,549.4953056,229851031,123173,,,,
899,526.49,396.75,298.93,331.4602564,390.95,138559.8227,552.2238207,230110523,123680,,,,
900,515.54,396.75,334.5935,326.7096311,389.55,139031.3199,542.9512858,230363895,124168,,,,
901,508.85,396.75,332.5685,338.959725,391.6,139489.3746,558.8851319,230622452,124677,,,,
902,516.72,396.75,339.2495,338.4493988,390.65,139943.8195,563.3246071,230876580,125176,,,,
903,507.75,396.75,340.1205,334.237004,392.2,140396.2197,565.8707146,231134892,125680,,,,
904,517.88,396.75,338.567,328.4056911,390.15,140852.9492,560.5068029,231391642,126172,,,,
905,495.72,396.75,354.2015,334.7652941,390.25,141308.706,561.7030847,231650384,126682,,,,
906,509.89,396.75,334.527,342.4633603,391.6,141767.8457,557.5644678,231900161,127176,,,,
907,523.26,396.75,332.412,331.697992,392.6,142224.1432,561.0375923,232156852,127674,,,,
908,515.65,396.75,330.579,330.061,390.6,142690.3864,549.0696388,232413426,128174,,,,
909,514.52,396.8,326.414,325.0673196,396.8,143156.6243,549.0758664,232662614,128659,,,,
910,507.7,396.8,335.5865,320.8964356,390.65,143624.0479,547.6831624,232924630,129164,,,,
911,499.65,396.8,337.337,332.1939,391.1,144094.0642,544.6618593,233182209,129664,,,,
912,516.24,396.8,339.055,322.7318458,393,144563.2491,545.627184,233437934,130157,,,,
913,503.52,396.8,340.5565,336.904829,390.45,145032.4046,545.6613011,233691653,130654,,,,
914,526.84,396.8,326.856,328.3327689,390,145492.2224,556.7422395,233951234,131156,,,,
915,518.26,396.8,326.568,341.477336,394.2,145957.7981,549.8568904,234204291,131659,,,,
916,512.39,396.8,331.7065,332.3378,389.85,146417.258,557.1759686,234459955,132159,,,,
917,496.15,396.8,352.479,336.6353465,391.7,146888.3952,543.3661278,234717487,132664,,,,
918,521.75,396.8,320.7375,341.3202148,391.25,147358.8926,544.104963,234974871,133176,,,,
919,490.11,396.8,359.256,345.0234714,389.45,147833.206,539.7275146,235229911,133683,,,,
920,499.59,396.8,342.909,337.6379447,390.4,148290.4359,559.8934811,235486794,134189,,,,
921,511.2,388.85,312.979,329.6692308,388.85,472.8938315,541.3477226,235743217,442,,,,
922,510.03,393.1,318.0195,317.0554878,393.1,938.2407138,550.1272485,235997089,934,,,,
923,501.34,393.1,336.476,330.6279093,390.45,1403.246892,550.5303196,236253532,1441,,,,
924,503.33,393.1,323.3225,324.1768849,392.9,1867.083917,551.9179935,236509554,1945,,,,
925,514.17,393.1,313.3015,336.3103083,390.95,2329.306136,553.8461571,236767528,2464,,,,
926,492.77,393.1,331.5565,330.7245079,388.5,2790.21281,555.4269758,237020271,2972,,,,
927,498.76,395.1,341.5275,327.4035714,395.1,3255.019965,550.7660485,237281281,3490,,,,
928,515.3,397.25,319.3165,327.5590998,397.25,3725.686056,543.910014,237538396,4001,,,,
929,491.51,397.25,328.261,330.953418,388.4,4188.938334,552.6146602,237792766,4513,,,,
930,484.45,397.25,331.4985,320.7775248,392.7,4651.021215,554.0131655,238043496,5018,,,,
931,480.91,397.25,343.0105,338.1222642,393.7,5106.734019,561.7573123,238303927,5548,,,,
932,496.34,397.25,325.661,322.9295455,391.3,5566.324059,557.018164,238557584,6054,,,,
933,502.07,397.25,328.254,321.7708577,390.95,6025.602599,557.3959542,238816106,6567,,,,
934,490.22,397.25,334.0255,341.793295,390.45,6487.03156,554.7982932,239072649,7089,,,,
935,477.62,397.25,346.9885,335.8533915,392.3,6956.553549,545.2353791,239325902,7605,,,,
936,492.49,397.25,335.524,335.874717,391.05,7422.962274,548.8748099,239587572,8135,,,,
937,494.77,397.25,327.119,331.5358135,391,7890.520699,547.5251567,239838176,8639,,,,
938,505.83,397.25,312.2175,323.2640777,393.4,8358.671631,546.8321909,240096117,9154,,,,
939,495.43,397.25,334.991,332.8514677,389.15,8818.767762,556.4054617,240350792,9665,,,,
940,503.35,397.25,326.6555,332.0232108,392.65,9289.021096,544.3874221,240607737,10182,,,,
941,490.74,397.25,327.438,331.8648833,390.6,9753.998621,550.5642445,240864165,10696,,,,
942,503.94,397.25,316.024,329.2516602,389.4,10226.12209,542.2310429,241119683,11208,,,,
943,485.5,397.25,337.747,335.9423077,393.35,10687.39409,554.9870719,241375662,11728,,,,
944,492.75,397.25,330.2915,331.9131021,393.15,11148.3605,555.3549999,241631132,12247,,,,
945,484.89,397.25,353.929,332.064466,392.9,11610.92563,553.4355781,241887355,12762,,,,
946,487.95,397.25,331.678,338.8341556,393.1,12078.20091,547.856927,242142364,13289,,,,
947,497.91,397.25,334.23,331.8017176,392.75,12540.50511,553.7479481,242400334,13813,,,,
948,495.18,397.25,347.029,337.1548077,390.6,13010.51331,544.671347,242655997,14333,,,,
949,499.57,397.25,317.0935,324.6451923,392.55,13469.23833,558.0685411,242914379,14853,,,,
950,498.41,397.25,324.63,334.5366279,395.3,13924.47978,562.3389527,243169351,15369,,,,
951,491.42,397.25,339.8395,333.4957854,392,14383.25294,558.009967,243423340,15891,,,,
952,483.24,397.25,338.454,334.817341,393.1,14844.93083,554.4991586,243676570,16410,,,,
953,486.66,397.25,335.764,330.8523855,397,15305.64101,555.6638706,243934080,16934,,,,
954,479.15,397.25,350.1185,341.3393797,390.6,15767.38617,554.4183684,244191859,17466,,,,
955,483.06,397.25,338.15,332.6874016,392.2,16231.24294,551.8945013,244442528,17974,,,,
956,484.54,397.25,330.8905,327.0899625,392.8,16692.20686,555.3579992,244704899,18507,,,,
957,506.06,397.25,318.534,336.7679584,392.1,17149.21946,560.1596053,244962673,19036,,,,
958,481.16,397.25,336.386,339.9726145,390.75,17608.70904,557.1399541,245216571,19560,,,,
959,507.01,397.25,328.652,327.8146318,391.5,18063.68745,562.6640525,245471500,20076,,,,
960,498.41,397.25,324.4655,337.8669173,391.8,18521.4581,559.2320152,245729708,20608,,,,
961,485.01,397.25,334.0495,338.6239544,394.9,18977.13727,561.798773,245985254,21134,,,,
962,478.05,397.25,343.168,338.7894636,393.5,19435.10495,558.9914121,246239157,21656,,,,
963,492.29,397.25,328.09,336.4077358,390.45,19896.96879,554.2759149,246496367,22186,,,,
964,493.9,397.25,314.438,334.0756679,391.6,20358.99963,554.0755579,246753674,22710,,,,
965,496.37,397.25,335.7105,334.6871869,391.3,20821.32163,553.7266351,247007443,23229,,,,
966,490.72,397.25,347.4965,331.9917782,393.2,21278.74522,559.6563125,247264578,23752,,,,
967,486.62,397.25,330.145,342.4364423,390.6,21740.995,553.8131269,247517016,24272,,,,
968,478.99,397.25,355.787,341.9979516,394.35,22201.87225,555.4624424,247777396,24809,,,,
969,491.02,397.25,344.564,340.0520952,394.65,22660.12996,558.6376225,248034518,25334,,,,
970,461.76,397.25,353.1555,341.0664762,396,23124.16314,551.6846889,248288078,25859,,,,
971,487.6,397.25,336.3885,338.6767486,391.65,23594.89667,543.8320914,248545139,26388,,,,
972,473.44,397.25,353.0305,341.9909006,392.1,24059.45343,551.0629073,248800703,26921,,,,
973,467.12,397.25,356.96,347.0951673,392.5,24517.33341,559.0984772,249055239,27459,,,,
974,477.82,397.25,347.712,344.9914474,391.7,24984.08113,548.4761709,249311347,27991,,,,
975,481.08,397.25,349.5625,347.3226843,393.1,25442.87625,557.9832677,249565515,28520,,,,
976,475.61,397.25,346.9425,331.970983,391.55,25900.97205,558.8350752,249823667,29049,,,,
977,485.94,397.25,348.723,336.8349251,392.4,26365.23598,551.4104795,250083011,29583,,,,
978,482.6,397.25,332.4305,340.4212928,393.75,26827.82972,553.4013513,250334492,30109,,,,
979,484.26,397.25,340.104,341.0879664,392.1,27291.32128,552.3293754,250593438,30645,,,,
980,481.45,397.25,338.183,333.200188,393.6,27752.57656,555.0071903,250851395,31177,,,,
981,484.31,397.25,348.1785,341.9094466,392,28217.42406,550.7182456,251103942,31701,,,,
982,471.21,397.25,339.664,342.204479,394.15,28674.83535,559.6713695,251362458,32248,,,,
983,485.89,397.25,334.6925,335.8617816,392.2,29136.90641,554.0273358,251613088,32770,,,,
984,481.81,397.25,340.943,333.6870056,392,29601.84023,550.6159984,251870880,33301,,,,
985,474.22,397.25,335.059,336.9738007,392.05,30063.20471,554.8758387,252129786,33843,,,,
986,479.46,397.25,334.3625,341.2799074,393.65,30519.35958,561.2129029,252384001,34383,,,,
987,470.84,397.25,343.263,337.2250466,392.2,30983.43917,551.6295164,252640495,34920,,,,
988,493.19,397.25,315.271,341.3137546,392.8,31441.13869,559.3189158,252896561,35458,,,,
989,473.46,397.25,353.832,346.7244361,392.1,31897.26794,561.2444282,253149655,35990,,,,
990,480.13,397.25,332.927,340.9532228,393,32362.09558,550.7417706,253408275,36533,,,,
991,467.34,397.25,343.3725,339.7614312,393.15,32816.49477,563.3812875,253664485,37071,,,,
992,491.89,397.25,316.5675,339.4788785,393.9,33282.87998,548.9024851,253920548,37606,,,,
993,472.72,397.25,349.171,329.7912921,394.15,33746.36972,552.3315335,254177677,38140,,,,
994,466.68,397.3,340.751,340.822037,397.3,34207.72624,554.8854111,254432697,38680,,,,
995,482.76,397.3,340.378,337.7756957,393.35,34670.80883,552.817153,254689538,39219,,,,
996,480.11,397.3,332.0055,344.0920664,393.75,35129.91166,557.6092788,254945059,39761,,,,
997,469.04,397.3,338.639,343.4334854,393.2,35591.18862,554.9811214,255201917,40309,,,,
998,473.87,397.3,332.6995,346.187477,392.3,36051.63648,555.9804245,255455832,40852,,,,
999,470.66,397.3,344.555,344.3781365,392.85,36513.41843,554.3742034,255711182,41394,,,,
1000,473.29,397.3,342.8545,337.2890538,395.25,36973.92757,555.9064448,255967325,41933,,,,
1001,453.79,397.3,363.5855,349.5471715,396.7,37435.11842,555.0847339,256224003,42481,,,,
1002,468.78,397.3,338.356,348.0510889,393,37902.29201,547.9761881,256481002,43032,,,,
1003,451.02,397.3,363.911,351.1138087,393.3,38359.83059,559.5156504,256736544,43586,,,,
1004,472.66,397.3,327.3845,348.5440325,393.9,38828.17981,546.600684,256993533,44139,,,,
1005,463.45,397.3,345.478,349.2978142,392.65,39288.48796,556.1491709,257247981,44688,,,,
1006,470.75,398.4,345.082,351.9300363,398.4,39745.81149,559.7787705,257504806,45239,,,,
1007,454.85,398.4,358.416,354.5689716,392.3,40208.21201,553.6325927,257763060,45803,,,,
1008,452.55,398.4,363.3985,348.0836081,394.95,40672.69826,551.1465623,258016774,46349,,,,
1009,468.32,398.4,344.681,348.6260036,393.4,41134.12638,554.7993034,258272104,46897,,,,
1010,456.73,398.4,358.8075,348.9871609,394.2,41598.01735,551.8538148,258528472,47450,,,,
1011,468.49,398.4,336.411,345.8140255,394.8,42062.01106,551.7316203,258783215,47999,,,,
1012,468.72,398.4,348.0865,348.4283273,394.5,42524.78903,553.1810332,259042031,48555,,,,
1013,468.38,398.4,346.154,351.7007313,393.25,42989.56868,550.7986411,259295900,49102,,,,
1014,477.92,398.4,327.3635,343.270696,394.55,43456.04209,548.7986988,259551633,49648,,,,
1015,466.23,398.4,346.761,339.1776557,395.2,43918.85769,553.1360735,259809215,50194,,,,
1016,449.24,398.4,355.7075,346.5775137,392.8,44382.4065,552.2611487,260063147,50741,,,,
1017,462.87,398.4,349.942,353.1082011,391.5,44845.95721,552.2588911,260324629,51308,,,,
1018,467.01,398.4,344.139,348.3743566,393.1,45307.71061,554.408482,260576206,51852,,,,
1019,449.04,398.4,361.5375,351.4246892,394.3,45762.06577,563.4358713,260834028,52415,,,,
1020,464.3,398.4,351.165,348.042196,393.7,46221.66488,557.0071745,261088511,52966,,,,
1021,459.29,398.4,341.3265,343.0214286,395.1,46683.82981,553.9148115,261346879,53519,,,,
1022,462.12,398.4,353.966,350.5755415,393.3,47150.29869,548.8040278,261602211,54073,,,,
1023,477.76,398.4,323.799,336.7796125,394.95,47615.62563,550.1508259,261856729,54615,,,,
1024,480.81,398.4,317.7895,343.0755793,396.2,48078.34776,553.2477944,262116983,55176,,,,
1025,450.13,398.4,372.688,349.9547576,394.55,48545.25453,548.2893329,262372660,55733,,,,
1026,461.64,398.4,354.8665,350.7381818,394.65,49007.65269,553.6354253,262625689,56283,,,,
1027,448.63,398.4,372.376,355.3862039,394.9,49467.09245,557.2003576,262883423,56852,,,,
1028,461.09,398.4,360.543,353.3901802,394,49930.98975,551.8462821,263138518,57407,,,,
1029,455.15,398.4,347.8785,349.0547153,394.85,50396.77521,549.6092591,263395900,57969,,,,
1030,459.88,398.4,347.741,356.6061939,395.5,50865.9647,545.6217688,263648289,58526,,,,
1031,441.87,398.4,370.0365,359.6916667,394.7,51340.80495,539.1286821,263906657,59102,,,,
1032,430.21,398.4,379.961,357.6608423,397.75,51803.56482,553.2026788,264157297,59660,,,,
1033,453.29,398.4,359.729,342.1410619,394.15,52259.32422,561.6998798,264418246,60225,,,,
1034,445.15,398.4,360.246,350.9315742,395.05,52720.05113,555.643696,264671940,60784,,,,
1035,450.42,399.1,356.2135,351.7876543,399.1,53189.44616,545.3828516,264929280,61351,,,,
1036,453.24,399.1,348.7015,352.7183656,395.25,53660.62403,543.3192311,265185486,61920,,,,
1037,452.38,399.1,358.7935,357.0250438,396.1,54121.73808,555.1771877,265441674,62491,,,,
1038,449.15,399.1,347.9675,345.0418773,394.3,54588.87399,548.0203826,265694616,63045,,,,
1039,442.51,399.1,367.0975,351.48,395.15,55049.43655,555.8419621,265954272,63615,,,,
1040,472.77,399.1,334.318,353.6697321,394.1,55514.16654,550.8575066,266210348,64175,,,,
1041,457.39,399.1,341.8785,349.3244643,395.15,55975.00487,555.509336,266466613,64735,,,,
1042,451.28,399.1,355.813,349.5672906,396.95,56440.46963,549.9879334,266723074,65296,,,,
1043,448.59,399.1,356.4315,355.0448944,394.3,56899.60609,557.5684486,266980515,65864,,,,
1044,450.19,399.1,356.792,346.3392599,393.45,57359.281,556.9153153,267234847,66418,,,,
1045,444.58,399.1,365.637,357.0205263,395.2,57824.59916,550.1612004,267492220,66988,,,,
1046,441.68,399.1,359.6605,360.3913884,394.85,58289.14616,551.0744922,267746486,67557,,,,
1047,449.36,399.1,363.7265,359.2243386,394.7,58753.57518,551.2144739,268001596,68124,,,,
1048,457.82,399.1,350.5125,359.1466263,394.3,59215.1173,554.6622715,268258551,68702,,,,
1049,450.67,399.1,355.969,361.6810696,397.05,59675.85496,555.6307301,268518684,69291,,,,
1050,448.26,399.1,359.703,354.809246,394.55,60142.9622,548.0540184,268769010,69848,,,,
1051,455.23,399.1,360.062,361.5988832,393.8,60612.97582,544.665065,269027419,70430,,,,
1052,451.06,399.1,363.463,359.9116964,394.05,61076.89628,551.8187281,269277600,70990,,,,
1053,453.82,399.1,350.3485,352.5304386,394.05,61539.69082,553.1612457,269535555,71560,,,,
1054,449.23,399.1,351.742,355.3277682,394.1,61999.49594,556.7576081,269795669,72138,,,,
1055,451.04,399.1,358.3155,353.037389,395.4,62461.15246,554.5248199,270049158,72701,,,,
1056,447.09,399.1,356.62,352.3978799,394.45,62927.22462,549.2711734,270304058,73267,,,,
1057,463.4,399.1,338.825,349.9946678,395.45,63389.21364,554.1257215,270563083,73839,,,,
1058,452.41,399.1,354.9535,349.8111796,394.7,63856.36746,547.9993667,270819637,74407,,,,
1059,454.68,399.1,343.4945,352.5154594,394.8,64324.72167,546.5948555,271075306,74973,,,,
1060,456.7,399.1,347.5805,355.4042179,396.3,64779.98785,562.3084122,271331506,75542,,,,
1061,448.5,399.1,364.019,357.7582593,393.5,65242.87148,553.054771,271584837,76105,,,,
1062,441.37,399.1,369.72,354.5492133,395.2,65696.81604,563.9455182,271842007,76677,,,,
1063,446.98,399.1,359.952,365.3304569,394.2,66154.68865,559.1074759,272102971,77268,,,,
1064,446.2,399.1,360.835,362.7075488,396.15,66615.40305,555.6587777,272353237,77831,,,,
1065,448.67,399.1,350.034,361.0665803,395.7,67075.42325,556.4972912,272610936,78410,,,,
1066,442.12,399.1,360.9205,359.2789063,394.1,67537.39172,554.150377,272867314,78986,,,,
1067,444.82,399.1,365.149,360.9441176,394.95,67997.95206,555.8446474,273122704,79564,,,,
1068,426.37,399.1,372.3145,359.241524,397,68460.5894,553.3491976,273380271,80148,,,,
1069,444.22,399.1,356.9835,364.1073756,397.35,68916.59679,561.3944104,273635814,80731,,,,
1070,431.55,399.1,368.129,357.5957904,395.2,69383.56729,548.2145046,273892039,81313,,,,
1071,438.81,399.1,361.983,362.567094,396.2,69850.05586,548.780856,274148176,81898,,,,
1072,428.64,399.1,368.0115,359.0243881,394.5,70307.0714,560.1560074,274398618,82470,,,,
1073,433.96,399.1,363.801,362.4327703,395.8,70762.58332,562.0050517,274657732,83062,,,,
1074,429.09,399.1,373.1365,360.6993243,396.1,71218.9719,560.9255209,274916225,83654,,,,
1075,444.16,399.1,348.1925,358.1602094,396.7,71678.8667,556.6490369,275169480,84227,,,,
1076,464.37,399.1,332.7135,347.8578947,396.35,72145.20067,548.962804,275426013,84797,,,,
1077,433,399.1,362.7565,362.1067708,396.1,72606.99129,554.363787,275676292,85373,,,,
1078,445.21,399.1,356.2905,352.0742399,395.9,73069.95981,552.9533646,275940275,85965,,,,
1079,427.18,399.1,372.7225,369.031407,395.2,73537.06273,548.0590911,276198100,86562,,,,
1080,430.08,399.1,368.2605,360.0683533,396.65,74000.60474,552.2692563,276451631,87145,,,,
1081,435.39,399.1,363.871,362.6651877,395,74472.88589,542.0500014,276707439,87731,,,,
1082,426.6,399.1,377.1505,364.2322635,396.35,74935.77572,553.0473686,276964200,88323,,,,
1083,438.54,399.1,354.796,357.4552901,395.15,75400.3477,551.0448544,277220085,88909,,,,
1084,453.41,399.1,335.9815,355.1760309,396.05,75860.18634,556.7170278,277476930,89491,,,,
1085,420.92,399.1,373.6435,367.208769,395.5,76328.50328,546.6383438,277732330,90084,,,,
1086,433.93,399.1,371.5565,361.0379758,397.35,76793.59834,550.4251086,277985874,90662,,,,
1087,444.83,399.1,350.1125,354.0376076,394.5,77260.98025,547.7319407,278241797,91243,,,,
1088,425.87,399.1,380.732,367.5278716,398.25,77728.11464,548.022164,278497265,91835,,,,
1089,441.53,399.1,353.346,357.9703735,396.8,78191.22649,552.7822328,278755557,92424,,,,
1090,430.72,399.1,375.727,367.4904237,395.9,78650.49566,557.4073249,279009944,93014,,,,
1091,424.69,399.1,376.8165,371.6026094,395.55,79104.30263,564.116507,279264138,93608,,,,
1092,432.94,399.1,364.072,359.5740772,397.35,79562.90711,558.2152161,279524299,94204,,,,
1093,429.33,399.1,376.162,369.022758,396.2,80021.13622,558.6724874,279780774,94795,,,,
1094,437.58,399.1,357.946,362.7092083,396.75,80479.89246,558.0305641,280032351,95376,,,,
1095,418.19,399.1,379.555,369.7304455,395.8,80945.35326,549.992605,280290768,95982,,,,
1096,439.99,399.1,356.6795,358.6096965,396.4,81406.05429,555.6749049,280549848,96575,,,,
1097,438,399.1,358.024,358.1380952,396.3,81863.47805,559.6561083,280806327,97163,,,,
1098,437.7,399.1,362.4095,365.9527165,397.45,82323.8263,556.1007252,281060476,97752,,,,
1099,443.03,399.1,352.8905,363.1046218,398.5,82787.19356,552.4775364,281317675,98347,,,,
1100,423.48,399.1,372.774,362.0079125,395.85,83250.6573,552.3625181,281572614,98941,,,,
1101,427.24,399.15,367.957,368.7552632,399.15,83714.41393,552.0136758,281824870,99530,,,,
1102,415.33,399.15,378.9295,366.8867381,397,84182.82942,546.5233416,282083947,100137,,,,
1103,427.64,399.15,371.839,371.8568937,396.4,84640.67229,559.1437918,282339888,100739,,,,
1104,425.07,399.15,376.9,365.1683502,395.8,85101.61298,555.3859882,282593663,101333,,,,
1105,432.48,399.3,362.9775,366.7191987,399.3,85562.18522,555.8302887,282849036,101932,,,,
1106,429.75,399.3,367.677,367.1843543,395.7,86026.31897,551.5651515,283107068,102536,,,,
1107,428.5,399.3,373.248,365.6122483,396.75,86483.72531,559.6774117,283362599,103132,,,,
1108,420.98,399.3,377.5165,373.6204809,397,86938.9253,562.3901781,283618662,103735,,,,
1109,434.43,399.3,371.072,360.2653782,396,87391.86912,565.1915021,283875783,104330,,,,
1110,424.76,399.3,372.928,366.8495854,396.05,87853.2881,554.8103011,284132150,104933,,,,
1111,426.11,399.3,360.6925,363.6060914,396.6,88317.91603,550.9784977,284386277,105524,,,,
1112,422.64,399.3,373.074,370.9562295,395.65,88781.59779,552.1028008,284643991,106134,,,,
1113,419.86,399.3,366.5485,363.5624374,395.75,89240.71628,557.5902645,284898779,106733,,,,
1114,417.44,401.2,365.3835,363.9858333,401.2,89702.92682,553.8601538,285156203,107333,,,,
1115,428.55,401.2,359.6425,366.941484,397.6,90168.93906,549.3417889,285409281,107926,,,,
1116,452.86,401.2,344.1745,363.7717647,397.35,90625.59009,560.6031412,285667238,108521,,,,
1117,416.34,401.2,378.687,369.554852,395.95,91085.97486,556.0566183,285923504,109129,,,,
1118,422.08,401.2,365.865,365.8615702,398.5,91549.27532,552.5571986,286181341,109734,,,,
1119,430.6,401.2,364.753,365.2497529,395.8,92008.77359,557.1294043,286439220,110341,,,,
1120,427.46,401.2,376.662,368.3888235,395.8,92467.87927,557.6058178,286691507,110936,,,,
1121,426.63,401.2,361.483,367.6320833,396.85,92933.00684,550.3866392,286946397,111536,,,,
1122,436.66,401.2,351.412,359.6121035,398,93400.61514,547.4667672,287205331,112135,,,,
1123,423.74,401.2,364.715,369.9306931,397.2,93865.13691,551.1044116,287460782,112741,,,,
1124,431.82,401.2,360.067,368.138289,397.7,94327.76714,553.357706,287716023,113343,,,,
1125,435.75,401.2,349.725,365.5408629,396.2,94784.56015,560.4288828,287968014,113934,,,,
1126,425.55,401.2,364.5275,363.7972177,396.85,95246.45422,554.2396309,288228425,114545,,,,
1127,420.59,401.2,369.4725,369.878524,396.8,95709.52754,552.8282317,288482372,115148,,,,
1128,421.77,401.2,373.5525,370.060813,397.45,96172.5086,552.938381,288740133,115763,,,,
1129,419.62,401.2,370.3075,369.6254085,397.65,96637.09046,551.0331344,288995940,116375,,,,
1130,426.46,401.2,364.22,369.1738449,396.45,97104.30289,547.9306315,289250774,116981,,,,
1131,424.37,401.2,361.6035,366.3629296,397.55,97574.34919,544.627204,289509911,117592,,,,
1132,422.75,401.2,365.223,365.7209091,398.15,98049.7804,538.4585479,289764955,118197,,,,
1133,410.78,401.2,379.672,368.4332779,397.5,98525.53733,538.0899046,290017795,118798,,,,
1134,418.87,401.2,378.4615,369.1012275,397.2,98991.40835,549.5083118,290275434,119409,,,,
1135,409.94,401.2,375.7185,376.1647673,396.95,99450.94606,557.0815886,290531561,120032,,,,
1136,419.02,401.2,374.227,369.6059641,398,99916.29868,550.1204692,290788163,120644,,,,
1137,425.05,401.2,368.71,371.6823002,396.1,100375.7986,557.1274554,291043603,121257,,,,
1138,414.9,401.2,375.4125,372.9470968,397.55,100839.306,552.3103942,291300737,121877,,,,
1139,417.89,401.2,361.653,375.0846091,398.75,101299.5376,556.2417253,291555362,122491,,,,
1140,415.35,401.2,374.4785,374.13808,396.7,101763.3877,551.9024655,291814456,123116,,,,
1141,418.89,401.2,369.941,373.3738636,396.7,102222.0438,558.1523943,292069410,123732,,,,
1142,407.79,401.2,376.243,374.9664506,396.35,102689.6252,547.4982254,292323694,124349,,,,
1143,406.38,401.2,377.6335,372.6777955,397.9,103153.7365,551.5917938,292582203,124975,,,,
1144,424.62,401.2,368.5155,372.611165,398.1,103612.5281,557.9876067,292838147,125593,,,,
1145,418.48,401.2,370.7915,374.1006515,399.15,104068.2877,561.6996412,293091606,126207,,,,
1146,413.27,401.2,376.542,366.9228689,396.75,104532.8286,551.0817149,293347046,126817,,,,
1147,408.3,401.2,381.374,368.49896,398.45,104992.9229,556.407653,293606531,127442,,,,
1148,415.29,401.2,367.3225,371.1730081,399.5,105458.9182,549.3618001,293862363,128057,,,,
1149,424.99,401.2,360.953,366.9088962,398.65,105922.0796,552.723106,294117461,128664,,,,
1150,410.66,401.2,380.7395,370.2533708,396.4,106389.2858,547.9379059,294375014,129287,,,,
1151,424.15,401.2,357.4815,365.0134046,398.35,106854.1488,550.6998114,294628756,129895,,,,
1152,414.93,401.2,374.761,370.093517,398.4,107313.9787,556.7276771,294885409,130512,,,,
1153,414.26,401.2,379.027,367.9458738,398.6,107773.3871,557.2383469,295141557,131130,,,,
1154,398.48,401.2,386.374,377.9103312,398.95,108235.5331,553.937563,295399541,131764,,,,
1155,419.37,401.2,359.396,366.2528192,397.3,108699.4419,551.8325935,295651786,132367,,,,
1156,408.1,401.2,380.293,374.4497569,397.55,109161.8163,553.6638385,295906254,132984,,,,
1157,410.97,401.2,367.449,375.6404724,398.4,109619.9612,558.7751621,296165397,133619,,,,
1158,412.95,401.2,362.6435,371.1058158,397.65,110087.0503,548.0753112,296420151,134238,,,,
1159,417.37,401.2,367.7195,370.2443639,397.7,110548.9643,554.2156897,296677366,134859,,,,
1160,411.97,401.2,364.1535,371.7224194,399.2,111012.6231,552.1301759,296932530,135479,,,,
1161,396.38,401.2,383.2005,373.9053259,397.3,111478.8291,549.113542,297189819,136108,,,,
1162,399.77,401.2,382.0345,374.5732114,397.95,111936.211,559.7072817,297446125,136737,,,,
1163,411.65,401.2,367.297,367.6068515,397.85,112399.4598,552.6188138,297700065,137350,,,,
1164,403.17,401.2,381.764,376.346355,398.7,112862.9667,552.3110513,297957656,137981,,,,
1165,410.81,401.2,368.5515,373.9334944,398.1,113326.0437,552.8239068,298211819,138602,,,,
1166,412.48,401.2,379.3855,375.3605222,398.55,113781.1488,562.5073743,298469384,139234,,,,
1167,418.02,401.2,371.061,375.1305466,398,114241.6876,555.8706601,298723702,139856,,,,
1168,417.24,401.2,362.586,375.429685,396.7,114704.5622,553.0655006,298981516,140491,,,,
1169,394.64,401.2,387.148,379.0486656,398.65,115162.7573,558.7140257,299239057,141128,,,,
1170,408.44,401.2,372.293,377.6842857,397.95,115621.1444,558.4799305,299493637,141758,,,,
1171,403.91,401.2,381.2075,373.4411765,399.4,116080.3749,557.4542299,299751112,142387,,,,
1172,407.76,401.2,371.6015,376.0242834,398.3,116535.3761,562.6359637,300005077,143015,,,,
1173,413.22,401.2,360.549,373.1680445,398.6,116991.7317,560.9659949,300261802,143644,,,,
1174,413.11,401.2,363.0095,373.7176752,398.95,117456.1321,551.2484679,300519469,144272,,,,
1175,409.27,401.2,364.7435,376.3352707,400,117923.2353,548.0587487,300772554,144900,,,,
1176,424.93,401.2,356.2455,371.72984,396.55,118389.2207,549.3734351,301029936,145525,,,,
1177,414.96,401.2,362.747,377.7991214,396.8,118846.9344,559.3016181,301283749,146151,,,,
1178,416.04,401.2,370.514,371.3461111,398.05,119310.2897,552.4917957,301541430,146781,,,,
1179,401.13,401.2,370.159,375.26984,397.25,119766.6803,560.9230419,301795956,147406,,,,
1180,407,401.2,380.2645,375.393049,399.55,120230.2818,552.1983268,302053671,148039,,,,
1181,411.55,401.2,364.0055,375.18136,398.25,120685.803,561.9935892,302307631,148664,,,,
1182,404.48,401.2,376.5805,375.3571767,399.9,121157.3533,542.8902085,302565772,149298,,,,
1183,405.25,401.2,376.598,377.9667453,397.9,121614.8378,559.5817675,302821909,149934,,,,
1184,405.18,401.2,372.877,381.5292188,399.75,122067.0267,566.1350328,303078536,150574,,,,
1185,403.81,401.2,381.3145,372.4184543,397.55,122526.0254,557.735764,303335393,151208,,,,
1186,399.86,401.2,373.5885,380.0458464,397.75,122981.8303,561.6438889,303589826,151846,,,,
