opt_vf,opt_dyn_loss,ev,tps,epcount,total_secs,vpredmean,rank,best_ext_ret,opt_approxkl,opt_clipfrac,retstd,eprew_recent,advstd,recent_best_ext_ret,tcount,eplen,opt_pg,rew_mean,n_updates,opt_tot,vpredstd,advmean,ups,opt_feat_var,eprew,opt_aux,opt_ent,retmean
26.819078,0.1440452,0.9588213041424751,1256.4860496841268,105855.0,7953.893213033676,241.56366,0,140.1,2.1738455e-12,0.0,33.71839,132.39974446337308,6.842316,137.3,10110268.0,54.25,-0.9193568,2.499997,79,25.899553,33.17265,1.3121574,0.00981629726315724,1.5933231,132.959,2.1079572e-06,0.16862842,242.87581
31.02003,0.14440665,0.9562775120139122,1277.6633584260674,108197.0,8054.076097011566,243.15508,0,140.1,2.2707066e-12,0.0,33.62886,132.19918872758325,7.0317683,137.5,10238236.0,53.81,-0.65508753,2.4915197,80,30.364765,33.094196,1.0212342,0.00998174498770365,1.6090795,131.66200000000003,9.429718e-06,0.17582369,244.17633
29.346556,0.14572583,0.9513187110424042,1264.8842093265755,110545.0,8155.271130561829,245.23463,0,140.1,1.9140369e-12,0.0,33.71668,132.4184838160136,7.439193,138.1,10366304.0,54.53,-0.730355,2.5022235,81,28.61604,33.121098,0.8105918,0.009881907885363871,1.6040224,132.69400000000002,4.321729e-05,0.16104993,246.04523
37.326283,0.14159445,0.9516736082732677,1262.6911825730915,112900.0,8256.641918420792,247.18149,0,140.1,1.991948e-12,0.0,33.50664,132.61460721868366,7.3658533,137.9,10494263.0,53.45,-0.42769444,2.512667,82,36.89842,33.314953,0.7310527,0.009864774863852278,1.5908388,132.972,3.8536e-06,0.17139728,247.9125
17.605371,0.14240727,0.955883339047432,1289.443208022613,115276.0,8355.90957069397,247.68912,0,140.1,2.1978914e-12,0.0,33.555973,132.6526936026936,7.048085,137.9,10622006.0,54.42,-1.5966414,2.5348816,83,16.008572,33.750687,1.0030822,0.010073775062676664,1.6119995,132.07600000000002,6.976598e-07,0.15924627,248.6922
17.756235,0.14406994,0.9576110653579235,1280.6661149000179,117666.0,8455.857557535172,247.73624,0,140.1,1.6529682e-12,0.0,33.18685,132.9117991631799,6.832699,137.7,10750407.0,54.01,-1.4797518,2.552385,84,16.276327,32.183735,1.1432267,0.010005204022656389,1.6291848,132.855,3.8108853e-06,0.15694006,248.87944
23.55527,0.14260788,0.9501944445073605,1248.2278853696344,120050.0,8558.402935266495,249.11043,0,140.1,2.160213e-12,0.0,33.11535,132.81296140939597,7.390404,138.1,10878183.0,54.66,-1.1802279,2.5459373,85,22.374882,31.576534,0.96515846,0.009751780354450268,1.6071384,132.505,1.0799858e-05,0.16040362,250.07556
16.451794,0.14009948,0.9581044986844063,1279.2598337699421,122458.0,8658.460794210434,250.29185,0,140.1,1.6356033e-12,0.0,33.24502,133.16839700996678,6.804721,138.1,11006411.0,52.86,-1.842808,2.5724986,86,14.608838,31.81418,1.1375209,0.009994217451327673,1.604278,133.339,2.1044752e-06,0.14770263,251.42935
21.356747,0.13983166,0.9518781006336212,1268.7076266149722,124858.0,8759.350863218307,252.62,0,140.1,2.2625484e-12,0.0,33.19111,133.18941666666666,7.2810354,137.9,11134239.0,53.59,-0.8984843,2.5669389,87,20.458107,31.193974,0.70775616,0.00991177833292947,1.6233606,132.596,7.044115e-07,0.1549274,253.32777
28.559082,0.13740736,0.9579215794801712,1250.352609689929,127279.0,8861.721985578537,252.61719,0,140.1,1.9673763e-12,0.0,33.363792,133.32226352746798,6.843923,137.8,11262240.0,53.43,-1.0061258,2.5918818,88,27.552813,32.33572,1.0798112,0.009768379763202571,1.6021076,133.43999999999997,1.4205864e-06,0.14444363,253.69698
32.99768,0.13803546,0.9556691087782383,1244.854955294324,129697.0,8964.545209646225,255.02106,0,140.1,1.6302223e-12,0.0,33.277256,133.36583953680727,7.006494,138.1,11390500.0,53.01,-0.40682876,2.5889997,89,32.590702,31.099089,0.6351901,0.009725429338236906,1.636063,133.51099999999997,1.0084075e-06,0.14869279,255.65625
22.03541,0.13634649,0.9597271606326103,1255.2776852622474,132121.0,9066.514679431915,255.01753,0,140.1,2.1055577e-12,0.0,33.070038,133.47252475247527,6.636525,137.1,11518298.0,52.46,-0.8752937,2.5972433,90,21.159975,32.636917,0.8434335,0.009806856916111308,1.6251563,132.53099999999998,2.2976856e-06,0.14083527,255.86096
30.374767,0.13808838,0.9582316689193249,1256.2994892897475,134553.0,9168.40121293068,254.83688,0,140.1,1.882868e-12,0.0,33.255096,133.49144736842106,6.7964444,138.5,11646361.0,52.63,-1.0020237,2.605688,91,29.372599,32.772667,0.94644105,0.009814839760076152,1.6211159,133.516,4.044853e-06,0.14406888,255.78337
28.333508,0.13759197,0.9607652574777603,1257.2752312464957,136995.0,9270.208674669266,256.0333,0,140.1,1.8790542e-12,0.0,33.113487,133.7185094185094,6.559041,139.7,11774295.0,52.49,-0.72723883,2.6199758,92,27.606121,32.239044,0.9907534,0.009822462744113247,1.6182522,133.74599999999998,1.4625305e-06,0.14714144,257.02405
22.642902,0.13424502,0.9579116851091385,1259.540183662498,139432.0,9371.833062410355,256.3564,0,140.1,1.6906427e-12,0.0,33.152615,133.58083709478868,6.801404,138.3,11902231.0,52.69,-1.087704,2.612182,93,21.555065,31.90588,0.83840644,0.009840157684863267,1.6281296,132.819,6.4010433e-06,0.13409106,257.19482
18.320417,0.13676096,0.9602540023624897,1264.612574416701,141878.0,9473.049832344055,255.34116,0,140.1,2.3867204e-12,0.0,33.237503,133.64578904333604,6.626361,138.3,12030495.0,51.79,-1.310584,2.620084,94,17.009693,33.158703,1.0360478,0.009879785737630476,1.6554011,133.78599999999997,7.2250924e-07,0.13996042,256.3772
18.27057,0.13556343,0.9633629135787487,1259.7209980951934,144324.0,9574.659633398056,256.5262,0,140.1,1.7369047e-12,0.0,32.91925,133.8852003270646,6.301013,137.1,12158234.0,51.85,-1.595562,2.628297,95,16.674873,32.52507,1.129434,0.0098415702976187,1.6474618,133.97400000000002,7.769467e-05,0.13453712,257.65564
20.10011,0.13564321,0.9591564312577248,1271.2847260712135,146781.0,9675.345181941986,256.64597,0,140.1,1.8241617e-12,0.0,33.04497,133.6965811965812,6.6783204,138.9,12286134.0,52.29,-1.3573899,2.6337287,96,18.742584,32.279522,1.1404362,0.009931911922431357,1.6948895,133.98,1.6738573e-05,0.13550608,257.7864
30.059265,0.13479635,0.9672498963773251,1264.5182509735776,149252.0,9776.569501876831,257.42572,0,140.1,1.8742883e-12,0.0,32.916588,134.0029542695265,5.9569116,138.1,12414229.0,52.72,-0.60066426,2.657886,97,29.458456,31.674244,1.3206716,0.009879048835731074,1.6998712,133.77100000000002,0.00011589851,0.1439199,258.7464
22.240562,0.13484277,0.9606080986559391,1264.991335317703,151718.0,9877.755965709686,258.35876,0,140.1,1.6454787e-12,0.0,33.173885,133.88706407137065,6.584151,137.3,12542374.0,51.61,-1.1137029,2.6430273,98,21.126728,32.406616,0.97537804,0.009882744807169556,1.7201988,134.308,2.5997853e-05,0.13117935,259.33414
27.017504,0.13790244,0.9563083797693253,1251.2385042380945,154177.0,9980.054607868195,259.5864,0,140.1,1.7450299e-12,0.0,34.034435,133.6640910939406,7.114062,138.7,12670324.0,51.15,-0.6220433,2.6367116,99,26.395325,33.715145,0.69087964,0.009775300814360113,1.7351276,134.407,3.2587955e-06,0.13629912,260.27725
