serial_timesteps,nupdates,clipfrac,policy_loss,eprewmean,eplenmean,policy_entropy,value_loss,curbestlen,time_elapsed,approxkl,explained_variance,curbestrew,total_timesteps,epbestrew,epbestlen,fps
118784,58,0.00063705444,-0.000119237346,-75.78899999999997,988.92,1.3391647,18.952106,466,3175.3873784542084,0.0021096605,0.08161807060241699,73.6,7602176,97.6,226,2380
120832,59,0.019536972,-0.00038374992,-73.29899999999999,992.04,1.3368226,23.997969,762,3229.657799243927,0.0037060294,0.066925048828125,44.0,7733248,97.6,226,2415
122880,60,0.020612717,0.00017725524,-68.31599999999997,972.24,1.3347217,21.611572,216,3283.7514131069183,0.0037955104,0.07435280084609985,98.6,7864320,98.6,216,2423
124928,61,0.012981415,-0.0005139789,-70.22099999999996,973.28,1.3425845,20.729326,198,3338.044926404953,0.007317209,0.07972174882888794,100.4,7995392,100.4,198,2415
126976,62,0.03341484,-0.001054611,-68.37899999999998,974.88,1.3408444,33.218437,275,3391.579929113388,0.007788697,0.051297783851623535,92.7,8126464,100.4,198,2448
129024,63,0.017303467,-0.0004010921,-71.98299999999998,980.89,1.3438438,27.268528,406,3444.9080035686493,0.004867067,0.06389480829238892,79.6,8257536,100.4,198,2458
131072,64,0.0072898865,-0.0002449887,-61.83699999999998,949.5,1.3395295,45.51247,262,3499.1547758579254,0.0039332653,0.03806579113006592,94.0,8388608,100.4,198,2416
133120,65,0.032510757,-0.0006989495,-58.13599999999999,942.52,1.3396622,44.287308,181,3552.685019016266,0.0052695256,0.03754693269729614,102.1,8519680,102.1,181,2448
135168,66,0.038244247,-0.00013589246,-54.56199999999998,926.8,1.32407,43.93154,302,3605.3321962356567,0.0042261058,0.03917592763900757,90.0,8650752,102.1,181,2489
137216,67,0.07135582,-0.0012640561,-56.61199999999998,937.29,1.3123399,67.14409,259,3659.255351305008,0.0076762605,0.03326147794723511,94.3,8781824,102.1,181,2430
139264,68,0.018051147,-0.00028140028,-53.22299999999999,921.41,1.3076438,53.631195,250,3712.590828895569,0.0048069176,0.04538387060165405,95.2,8912896,102.1,181,2457
141312,69,0.037769318,-0.0003371079,-53.16999999999999,922.89,1.3113042,43.076653,349,3766.8944511413574,0.005903325,0.054084718227386475,85.3,9043968,102.1,181,2413
143360,70,0.12877274,0.00026952906,-55.27999999999998,943.99,1.3058441,59.894115,241,3820.088012933731,0.008328279,0.04778575897216797,96.1,9175040,102.1,181,2464
145408,71,0.04550934,-0.00049674883,-45.83899999999998,909.64,1.3045548,59.902145,287,3874.4443504810333,0.0058520213,0.04288744926452637,91.5,9306112,102.1,181,2412
147456,72,0.02303505,-0.000307477,-61.510999999999974,956.25,1.3214662,42.099045,287,3927.3333008289337,0.0038758495,0.0656963586807251,91.5,9437184,102.1,181,2478
149504,73,0.0074481964,-0.00037299853,-58.76799999999999,948.84,1.3178954,55.963608,238,3980.7665905952454,0.002640181,0.05304253101348877,96.4,9568256,102.1,181,2453
151552,74,0.023040771,-3.3670345e-05,-43.154999999999994,902.82,1.3137573,55.07024,185,4034.9239099025726,0.0035943126,0.05457580089569092,101.7,9699328,102.1,181,2420
153600,75,0.013662338,-2.6682785e-05,-51.582999999999984,917.03,1.3060828,58.666836,198,4088.218132019043,0.0022162886,0.05814582109451294,100.4,9830400,102.1,181,2459
155648,76,0.0345726,-0.0009675098,-54.02199999999998,921.4,1.3063668,50.551197,180,4141.677889108658,0.0049141846,0.06812804937362671,102.2,9961472,102.2,180,2451
157696,77,0.038446426,-0.0003710674,-44.70999999999998,918.37,1.3064678,67.54284,342,4196.164950847626,0.0036561447,0.05991470813751221,86.0,10092544,102.2,180,2405
159744,78,0.024560928,-0.00028540494,-42.893999999999984,910.22,1.3098079,67.778046,218,4249.138286590576,0.004381835,0.05931740999221802,98.4,10223616,102.2,180,2474
161792,79,0.021177292,-0.00014546458,-52.38399999999998,925.04,1.3005223,53.180164,240,4302.269049882889,0.002948175,0.07469773292541504,96.2,10354688,102.2,180,2467
163840,80,0.024816513,-0.00022841085,-51.565,926.86,1.3028641,59.033234,206,4354.936856985092,0.003690527,0.06473493576049805,99.6,10485760,102.2,180,2488
165888,81,0.030939102,-0.00025944156,-49.86799999999998,929.91,1.3051262,73.00265,283,4407.320481777191,0.00403265,0.06497704982757568,91.9,10616832,102.2,180,2503
167936,82,0.034317017,-0.00010053629,-45.35199999999999,914.78,1.3030388,64.98984,394,4459.8791654109955,0.0038827711,0.06957846879959106,80.8,10747904,102.2,180,2493
169984,83,0.036260605,-0.00028086043,-44.73899999999999,918.66,1.3001245,83.6411,313,4512.705249071121,0.0054759737,0.06816023588180542,88.9,10878976,102.2,180,2481
172032,84,0.06266594,-0.0021411811,-31.457000000000004,865.92,1.2904053,99.42411,245,4567.147392988205,0.00868307,0.06676089763641357,95.7,11010048,102.2,180,2407
174080,85,0.060691833,-0.0005186972,-54.69699999999998,938.16,1.2920403,72.23947,312,4620.885200023651,0.0062943962,0.0708962082862854,89.0,11141120,102.2,180,2439
176128,86,0.08234596,-0.0014654318,-42.52199999999999,906.5,1.2858111,88.648636,182,4674.138595819473,0.0076581305,0.07373017072677612,102.0,11272192,102.2,180,2461
178176,87,0.013528824,-0.0004762333,-24.741000000000003,848.81,1.287538,92.96596,238,4726.927607059479,0.004783999,0.0686107873916626,96.4,11403264,102.2,180,2483
180224,88,0.031906128,-0.0011981417,-58.347999999999985,934.63,1.2884909,47.914948,202,4779.42197394371,0.0070930445,0.08605825901031494,100.0,11534336,102.2,180,2496
182272,89,0.024326324,-0.00015000651,-35.577999999999996,877.1,1.2806776,64.45007,175,4833.318620681763,0.0042378292,0.08532518148422241,102.7,11665408,102.7,175,2432
184320,90,0.041597366,-0.00012505945,-56.87599999999998,929.92,1.2842873,59.882694,233,4886.248941421509,0.0048439596,0.08685243129730225,96.9,11796480,102.7,175,2476
186368,91,0.0052452087,-8.494119e-05,-38.336,894.67,1.2874157,84.27346,311,4938.971926689148,0.0028057161,0.07204604148864746,89.1,11927552,102.7,175,2487
188416,92,0.03260231,-0.000935389,-20.435000000000002,845.79,1.2798046,104.219475,187,4993.419552087784,0.0037769487,0.07809066772460938,101.5,12058624,102.7,175,2407
190464,93,0.023817062,-0.0007641217,-36.899,890.31,1.2728809,105.54909,165,5047.158392190933,0.0052893655,0.07730996608734131,103.7,12189696,103.7,165,2439
192512,94,0.06126213,-0.00017950806,-50.28699999999999,924.09,1.2813584,66.315575,254,5099.976964235306,0.0059093186,0.08523470163345337,94.8,12320768,103.7,165,2481
194560,95,0.013689041,0.00012800205,-36.784,889.16,1.2754728,91.51365,221,5153.954710245132,0.004368234,0.07442402839660645,98.1,12451840,103.7,165,2428
196608,96,0.04215622,-0.0013551061,-21.962000000000003,861.06,1.2790097,101.693085,330,5207.553719997406,0.006425536,0.07740509510040283,87.2,12582912,103.7,165,2445
198656,97,0.037885666,-0.0004762347,-35.771,889.04,1.2665846,91.74205,234,5261.6113159656525,0.0062003653,0.07228231430053711,96.8,12713984,103.7,165,2424
200704,98,0.0182724,-0.00033320652,-26.980000000000004,851.18,1.2627348,101.448456,266,5315.135225772858,0.0033957027,0.07645505666732788,93.6,12845056,103.7,165,2449
202752,99,0.010753632,-0.00034588724,-27.055000000000003,831.91,1.2425747,95.98483,189,5369.5966947078705,0.0026950713,0.07435053586959839,101.3,12976128,103.7,165,2406
204800,100,0.07841873,-0.0024134559,-23.418000000000006,845.59,1.2476474,130.20587,177,5423.402926445007,0.008512162,0.06915271282196045,102.5,13107200,103.7,165,2436
206848,101,0.032880783,-0.00079298456,-11.078000000000007,812.28,1.2499319,131.87035,269,5475.990937232971,0.0046029473,0.06770360469818115,93.3,13238272,103.7,165,2493
208896,102,0.012910843,-0.00012054505,-18.741,828.85,1.2448559,128.30511,243,5528.631977796555,0.004361493,0.062329113483428955,95.9,13369344,103.7,165,2490
210944,103,0.0018520355,-0.00010831058,-21.554999999999996,846.98,1.245872,116.077965,207,5580.939981937408,0.0023020022,0.05807483196258545,99.5,13500416,103.7,165,2505
212992,104,0.016271591,-0.00031853962,-16.084000000000007,832.31,1.2481582,119.71551,172,5635.553596735001,0.0030434404,0.07053911685943604,103.0,13631488,103.7,165,2400
215040,105,0.058696747,-0.00071527285,-29.553000000000008,866.9,1.2545459,95.82972,132,5689.747443437576,0.0069541372,0.07534247636795044,107.0,13762560,107.0,132,2418
217088,106,0.047843933,-0.00018437624,-25.546000000000003,856.86,1.2503546,111.34709,209,5743.397059202194,0.005497452,0.07392638921737671,99.3,13893632,107.0,132,2443
219136,107,0.03624153,-0.00014497622,-37.92,880.5,1.2445799,88.07408,171,5797.9167630672455,0.0044969176,0.08458185195922852,103.1,14024704,107.0,132,2404
221184,108,0.030431747,-0.0011550768,-53.667999999999985,927.87,1.2612197,71.151375,157,5851.788651227951,0.005123387,0.101482093334198,104.5,14155776,107.0,132,2433
223232,109,0.0025558472,-0.00030287993,-31.007,861.42,1.2541146,96.44858,216,5904.781861066818,0.0019042097,0.08095788955688477,98.6,14286848,107.0,132,2473
225280,110,0.011959076,-0.0006640811,-38.23500000000001,883.65,1.2392617,77.502335,187,5958.411363124847,0.0039558224,0.09511977434158325,101.5,14417920,107.0,132,2444
227328,111,0.011310577,-0.0007826284,-31.810000000000006,859.44,1.2453835,114.02368,211,6013.098719835281,0.0045829117,0.08072376251220703,99.1,14548992,107.0,132,2397
229376,112,0.0822525,-8.7645865e-05,-34.112,872.45,1.251727,95.44373,166,6067.458401679993,0.007881598,0.08651232719421387,103.6,14680064,107.0,132,2411
231424,113,0.05111313,-0.00045670633,-32.724000000000004,858.57,1.2450325,116.108826,120,6121.787828683853,0.0074273488,0.08131855726242065,108.2,14811136,108.2,120,2412
233472,114,0.053459167,-0.0016559917,-28.456999999999997,845.93,1.2464181,93.123344,224,6174.605425834656,0.0073017394,0.09111374616622925,97.8,14942208,108.2,120,2481
235520,115,0.10216904,0.00087862153,-26.517,846.55,1.2325753,93.55064,155,6227.285593748093,0.0077058147,0.08500081300735474,104.7,15073280,108.2,120,2488
237568,116,0.008169174,-0.0005752156,-27.505000000000006,836.41,1.2207303,107.79323,270,6281.537989616394,0.003730603,0.09132373332977295,93.2,15204352,108.2,120,2416
239616,117,0.02374649,-0.00048111583,-31.793000000000003,869.28,1.2093637,105.52385,232,6335.60994386673,0.0034980853,0.09580320119857788,97.0,15335424,108.2,120,2424
241664,118,0.017496109,-0.0006794367,-38.113,892.44,1.2115612,87.77118,249,6389.301394701004,0.0037740974,0.11404687166213989,95.3,15466496,108.2,120,2441
243712,119,0.028917313,-0.0005885714,-38.04,871.69,1.2146549,79.94001,257,6442.6616995334625,0.0040064505,0.11031568050384521,94.5,15597568,108.2,120,2456
245760,120,0.08352089,-0.00030892366,-27.382,845.19,1.2108415,77.46772,206,6495.8234786987305,0.0072218585,0.11162757873535156,99.6,15728640,108.2,120,2465
247808,121,0.007253647,-0.00021463292,-25.943,830.8,1.1974438,102.952,173,6549.147056818008,0.0022657008,0.09866863489151001,102.9,15859712,108.2,120,2459
249856,122,0.008197784,-0.00012144203,-37.02400000000001,881.55,1.1852024,95.813194,165,6603.6806609630585,0.0023101491,0.09770071506500244,103.7,15990784,108.2,120,2403
251904,123,0.09095192,0.00061889837,-35.258,893.92,1.1808594,97.78052,265,6657.205280780792,0.00673744,0.10071063041687012,93.7,16121856,108.2,120,2448
253952,124,0.017271042,-0.00046147173,-36.014,871.45,1.1968951,94.76295,131,6710.24644947052,0.0044931816,0.10099607706069946,107.1,16252928,108.2,120,2471
256000,125,0.016750336,-0.0006787853,-34.964,870.96,1.2024654,98.21536,200,6763.931670188904,0.004543268,0.09964388608932495,100.2,16384000,108.2,120,2441
258048,126,0.025705338,-0.0013871999,-21.343000000000004,844.86,1.1930933,95.18226,245,6817.030544996262,0.005445708,0.08984375,95.7,16515072,108.2,120,2468
260096,127,0.01645279,-0.0007876039,-22.289,834.3,1.1908617,105.53266,221,6870.126232147217,0.003970148,0.09181809425354004,98.1,16646144,108.2,120,2468
262144,128,0.045890808,5.6914985e-05,-25.465000000000003,856.05,1.2043016,104.4124,317,6923.486066818237,0.004583254,0.09460818767547607,88.5,16777216,108.2,120,2456
264192,129,0.06481171,-0.0012457521,-19.424999999999997,835.69,1.1827388,124.70732,168,6976.569635391235,0.006163975,0.07921385765075684,103.4,16908288,108.2,120,2469
266240,130,0.017827988,-0.0007611313,-10.526000000000002,816.77,1.173797,127.5252,198,7031.461975574493,0.00365034,0.09022611379623413,100.4,17039360,108.2,120,2387
268288,131,0.068315506,0.00015386096,-22.825,839.66,1.1827674,117.71105,204,7085.564611196518,0.0060734893,0.08740752935409546,99.8,17170432,108.2,120,2423
270336,132,0.041669846,-0.00094000844,-16.353000000000005,804.97,1.1611423,125.32109,134,7139.316120624542,0.0075156926,0.0786471962928772,106.8,17301504,108.2,120,2438
272384,133,0.04283905,-0.0015989209,-10.757,789.05,1.1739506,121.520065,171,7194.453038454056,0.0068694605,0.09415161609649658,103.1,17432576,108.2,120,2377
274432,134,0.005235672,-0.0002688798,-32.271,874.06,1.1896126,122.16915,244,7248.820435285568,0.0025877147,0.09168022871017456,95.8,17563648,108.2,120,2410
276480,135,0.03014183,-0.00090232695,-13.94,810.87,1.186671,120.48699,186,7302.885849475861,0.0053270133,0.09807389974594116,101.6,17694720,108.2,120,2424
278528,136,0.05895996,-0.0008723356,-32.561,866.95,1.2058513,106.537025,174,7356.41553735733,0.0061377534,0.08983886241912842,102.8,17825792,108.2,120,2448
280576,137,0.08663559,-0.0010375548,-6.354000000000002,795.07,1.21155,122.891685,208,7409.674901485443,0.006972848,0.08375144004821777,99.4,17956864,108.2,120,2461
282624,138,0.23331642,0.0007808873,-15.801000000000005,819.47,1.2101841,115.45884,216,7462.746164083481,0.013123409,0.08337372541427612,98.6,18087936,108.2,120,2469
284672,139,0.101018906,-0.0027211304,-19.755000000000003,838.99,1.2226663,124.74573,152,7515.7364020347595,0.008641974,0.08570349216461182,105.0,18219008,108.2,120,2473
286720,140,0.08805466,-0.0044686147,-6.751,799.04,1.2313355,148.61105,122,7569.3207840919495,0.007814468,0.07971370220184326,108.0,18350080,108.2,120,2446
288768,141,0.046957016,-0.0034874654,-7.206000000000001,783.57,1.2316809,146.40477,171,7622.928182601929,0.0068818163,0.07212525606155396,103.1,18481152,108.2,120,2445
290816,142,0.014724731,-0.00061695697,11.293999999999997,718.69,1.2145069,161.49847,174,7676.391663312912,0.0039420947,0.060675859451293945,102.8,18612224,108.2,120,2451
292864,143,0.02217865,-0.0013450682,-3.1420000000000026,752.94,1.1938552,166.09009,170,7730.013123035431,0.0041112904,0.05244481563568115,103.2,18743296,108.2,120,2444
294912,144,0.02777481,-0.00030467758,15.204999999999998,679.58,1.1868697,179.99724,167,7785.007913351059,0.004614641,0.05948752164840698,103.5,18874368,108.2,120,2383
296960,145,0.027446747,-0.0005872005,7.371999999999997,717.87,1.1985012,171.03311,147,7838.337672710419,0.0036141963,0.056559979915618896,105.5,19005440,108.2,120,2457
299008,146,0.02832222,-0.0001629906,-6.9380000000000015,800.91,1.186457,187.37973,166,7892.4141681194305,0.0043188925,0.05898672342300415,103.6,19136512,108.2,120,2424
301056,147,0.046474457,-0.0004999207,-4.998000000000002,771.5,1.1990689,165.49005,152,7947.4678156375885,0.0061473427,0.07240235805511475,105.0,19267584,108.2,120,2380
303104,148,0.035095215,0.00011817687,3.737999999999998,754.21,1.185544,178.85521,152,8001.287684202194,0.0031119017,0.0652693510055542,105.0,19398656,108.2,120,2435
305152,149,0.012046814,-0.00069253816,13.556999999999995,706.07,1.1849881,176.9804,216,8054.420911550522,0.0035797039,0.0644339919090271,98.6,19529728,108.2,120,2467
307200,150,0.019792557,-0.00049201894,-3.4430000000000005,775.97,1.1703452,154.61932,206,8107.5074417591095,0.0038448002,0.06371337175369263,99.6,19660800,108.2,120,2469
309248,151,0.0015678406,-4.637028e-05,-2.8470000000000004,760.0,1.1736822,170.90863,154,8160.773600816727,0.0013766605,0.06098049879074097,104.8,19791872,108.2,120,2461
311296,152,0.007068634,-0.0007257165,2.8689999999999976,752.89,1.164914,152.53262,198,8214.555677175522,0.0026288326,0.05707043409347534,100.4,19922944,108.2,120,2437
313344,153,0.011432648,-0.00020121166,5.087999999999999,730.7,1.1518964,157.17249,168,8267.961529493332,0.0029281408,0.06422477960586548,103.4,20054016,108.2,120,2454
315392,154,0.0054626465,-7.27083e-05,0.984999999999998,761.72,1.1619654,149.16418,150,8322.5568857193,0.0028048176,0.06854403018951416,105.2,20185088,108.2,120,2400
317440,155,0.0028533936,-0.00038124318,5.129,720.28,1.1610963,153.48589,162,8375.809920072556,0.0019727268,0.06533217430114746,104.0,20316160,108.2,120,2461
319488,156,0.0054035187,-0.0005815821,24.417999999999996,667.53,1.1424177,174.75401,156,8430.131454706192,0.0027299067,0.06585150957107544,104.6,20447232,108.2,120,2412
321536,157,0.010457993,-0.0005471044,-0.5460000000000019,747.0,1.1409937,156.92299,126,8483.180238485336,0.0028796168,0.056959688663482666,107.6,20578304,108.2,120,2470
323584,158,0.009716034,-0.00039298768,6.621999999999998,715.36,1.1245118,168.09076,147,8536.715810775757,0.0027426975,0.06544935703277588,105.5,20709376,108.2,120,2448
325632,159,0.047636032,-0.00024206094,14.981,681.82,1.1235284,177.72237,179,8590.183350801468,0.0050787874,0.047449469566345215,102.3,20840448,108.2,120,2451
327680,160,0.0125103,0.00012475353,9.356999999999998,718.04,1.1114585,167.431,177,8644.229723215103,0.002967835,0.06023597717285156,102.5,20971520,108.2,120,2425
329728,161,0.040327072,-0.0007787604,-5.942,770.93,1.1201606,150.60007,146,8697.444318056107,0.004937234,0.06375616788864136,105.6,21102592,108.2,120,2463
