serial_timesteps,nupdates,clipfrac,policy_loss,eprewmean,eplenmean,policy_entropy,value_loss,curbestlen,time_elapsed,approxkl,explained_variance,curbestrew,total_timesteps,epbestrew,epbestlen,fps
81920,40,0.005590439,-0.00022070574,-76.11899999999997,992.22,1.35694,21.499424,602,2209.3151762485504,0.002954859,0.03806507587432861,60.0,5242880,93.5,267,2445
83968,41,0.0,-5.36365e-05,-73.54199999999997,986.47,1.3552381,21.807058,672,2263.706090450287,0.0007498271,0.03815269470214844,53.0,5373952,93.5,267,2410
86016,42,0.0011539459,-0.00014568347,-72.21399999999998,983.2,1.3552761,20.699211,430,2317.7171535491943,0.002489919,0.0397181510925293,77.2,5505024,93.5,267,2426
88064,43,0.0050849915,-0.00023924424,-76.56799999999997,986.7,1.359186,21.007303,310,2371.580701828003,0.002328494,0.043866872787475586,89.2,5636096,93.5,267,2433
90112,44,0.013515472,-0.00030985018,-74.46499999999997,983.68,1.3594369,21.61037,233,2425.3278663158417,0.0033585245,0.0428432822227478,96.9,5767168,96.9,233,2438
92160,45,0.044534683,-8.461569e-05,-65.79499999999999,969.06,1.3540959,34.21656,453,2478.8645253181458,0.0037152611,0.023196518421173096,74.9,5898240,96.9,233,2448
94208,46,0.0066547394,-0.00011271125,-69.41299999999997,975.21,1.3591086,26.539227,347,2532.4725680351257,0.003318753,0.032802462577819824,85.5,6029312,96.9,233,2445
96256,47,0.009206772,-0.00023114259,-72.27199999999998,983.78,1.3569406,33.902973,561,2585.928341627121,0.0031051112,0.02624887228012085,64.1,6160384,96.9,233,2452
98304,48,0.04531479,-0.00096375693,-67.06699999999998,971.77,1.3543723,33.261642,474,2639.6724243164062,0.005221124,0.028696298599243164,72.8,6291456,96.9,233,2438
100352,49,0.048662186,0.00021726392,-72.01099999999998,981.17,1.352363,29.586243,502,2693.5018453598022,0.0050502885,0.03374779224395752,70.0,6422528,96.9,233,2435
102400,50,0.05142212,-0.0017988298,-64.26199999999999,973.75,1.354085,27.587906,534,2746.733042240143,0.009511217,0.030904173851013184,66.8,6553600,96.9,233,2462
104448,51,0.043418884,-0.0010209908,-64.44599999999997,965.58,1.3525885,28.183235,226,2800.2609252929688,0.0059098005,0.03634798526763916,97.6,6684672,97.6,226,2449
106496,52,0.045118332,-3.4530916e-05,-71.11799999999998,982.25,1.3497297,23.727125,306,2853.6019604206085,0.0033140935,0.04819536209106445,89.6,6815744,97.6,226,2457
108544,53,0.0022735596,-0.0002549888,-73.09999999999997,990.05,1.34657,27.334831,718,2907.0628316402435,0.0025123847,0.04036545753479004,48.4,6946816,97.6,226,2451
110592,54,0.019527435,-0.0003008058,-65.45499999999998,965.66,1.341735,31.40517,314,2960.3430161476135,0.0032174562,0.037862181663513184,88.8,7077888,97.6,226,2460
112640,55,0.005716324,-5.4668955e-05,-63.49799999999998,966.11,1.339467,38.3272,311,3013.464652299881,0.002498093,0.031734347343444824,89.1,7208960,97.6,226,2467
114688,56,0.00872612,-6.1819876e-05,-68.24599999999998,973.55,1.3275026,29.58476,414,3066.882976770401,0.003022872,0.043598830699920654,78.8,7340032,97.6,226,2453
116736,57,0.0038490295,-0.00017681289,-72.58799999999998,986.94,1.3335638,27.667831,472,3120.3318848609924,0.0025557186,0.048205554485321045,73.0,7471104,97.6,226,2452
