n_updates,advstd,eplen,advmean,opt_vf,best_ext_ret,vpredmean,eprew,ups,opt_feat_var,rank,eprew_recent,vpredstd,total_secs,retmean,recent_best_ext_ret,opt_pg,retstd,ev,opt_ent,opt_tot,opt_clipfrac,tps,epcount,tcount,opt_dyn_loss,rew_mean,opt_approxkl
416,11.633696,883.3,0.7086558,62.649055,370.45,10.073095,118.463,0.002171128847155586,0.19987999,0,125.75378006872855,49.260677,190501.66662669182,10.781752,361.75,-0.7763503,52.09066,0.9501212388277054,1.02757,61.871677,0.0,555.80898487183,111587.0,106438072.0,0.07244928,0.14886571,1.3771808e-11
417,11.898017,874.76,0.21767895,97.939705,370.45,15.316934,152.293,0.002203697661497516,0.20803322,0,141.21249999999998,55.3442,190955.44938349724,15.534611,361.75,0.70545864,56.63027,0.9558580070734024,1.0254484,98.644135,0.0,564.1466013433642,111875.0,106690068.0,0.07367923,0.16352358,1.44606185e-11
418,12.017818,891.86,0.51314664,80.877014,370.45,12.872394,95.1755,0.0021782388685334365,0.21273683,0,127.79588815789472,53.94661,191414.53585672379,13.385542,367.2,0.0927323,55.168995,0.9525472782552242,1.017353,80.96873,0.0,557.6291503445597,112179.0,106954055.0,0.07434714,0.15910217,1.5397593e-11
419,11.926359,868.56,0.45738846,86.809616,370.45,13.680986,148.8515,0.0021846185061473416,0.21694262,0,135.09618055555555,54.810352,191872.28168153763,14.138374,356.6,0.40051147,55.872173,0.9544357061386108,1.0168227,87.209114,0.0,559.2623375737195,112467.0,107203976.0,0.07689607,0.15526657,1.4874465e-11
420,12.088639,873.02,0.56017774,63.500572,370.45,13.949537,131.4365,0.00213060890042882,0.20451641,0,136.90214521452148,54.68064,192341.63107728958,14.509716,368.9,-0.33512112,56.10174,0.9535696282982826,1.038446,63.164413,0.0,545.4358785097779,112770.0,107466439.0,0.07202866,0.1695578,1.365202e-11
421,11.599847,855.28,0.75338286,74.35204,370.45,14.768396,166.55000000000004,0.0021997947531512503,0.21886884,0,155.97881355932202,54.970364,192796.21894216537,15.521781,367.15,-0.84204113,56.87912,0.9584090560674667,1.0287955,73.50897,0.0,563.1474568067201,113065.0,107720278.0,0.07562005,0.18458697,1.484856e-11
422,12.505298,864.25,-0.05620486,90.58299,370.45,16.816643,157.9335,0.0022200055027904535,0.21176587,0,142.57662116040956,55.480705,193246.66827607155,16.76044,361.15,0.36224642,56.3622,0.9507719986140728,1.0059721,90.94424,0.0,568.321408714356,113358.0,107973980.0,0.075415544,0.16654423,1.4624711e-11
423,11.519668,897.22,0.5016496,51.67027,370.45,12.009303,121.71200000000003,0.002216193600392881,0.22194448,0,121.72628865979381,52.170784,193697.89239287376,12.510952,356.15,-1.5600975,53.77216,0.9541050456464291,0.99030507,50.10918,0.0,567.3455617005775,113649.0,108231354.0,0.07572757,0.14397664,1.6038296e-11
424,12.392232,867.77,0.6570695,84.88647,370.45,13.44085,128.12849999999997,0.0022384076492405164,0.2096694,0,131.11382252559727,54.967815,194144.63854312897,14.097919,365.1,0.17431912,55.808384,0.95069395378232,1.0352935,85.05975,0.0,573.0323582055722,113942.0,108487464.0,0.07259656,0.15577897,1.4993848e-11
425,11.775274,858.76,-0.93846625,65.17687,370.45,19.66028,139.166,0.0022349750402687707,0.20408453,0,127.37525597269627,53.10355,194592.07083296776,18.721817,355.8,0.7784736,54.284798,0.9529471844434738,1.0071193,65.95434,0.0,572.1536103088054,114235.0,108743848.0,0.07045071,0.15069441,1.4139172e-11
426,11.771675,885.5,-0.18018374,80.2938,375.25,17.03726,136.4645,0.002231606197526352,0.21458729,0,138.86672473867597,51.952274,195040.1785686016,16.857077,375.25,0.30578345,54.149204,0.9527401402592659,1.0141528,80.59857,0.0,571.2911865667461,114522.0,108995167.0,0.07700598,0.16115296,1.3094457e-11
427,12.220067,890.13,-0.82494634,98.810135,375.25,16.691212,104.65500000000002,0.0022113035806385333,0.22343142,0,103.66352739726027,52.59581,195492.40051078796,15.8662615,360.1,0.011288818,53.051075,0.9469410330057144,1.008305,98.82041,0.0,566.0937166434645,114814.0,109253878.0,0.07633698,0.122248635,1.4810887e-11
428,11.731978,877.01,0.10386982,64.56867,375.25,12.24312,115.388,0.0021688764245345223,0.19296251,0,112.8481228668942,51.125935,195953.46873426437,12.3469925,364.3,-0.123054996,52.76737,0.9505676068365574,1.0542805,64.444565,0.0,555.2323646808377,115107.0,109513993.0,0.06625772,0.13673835,1.40858184e-11
429,11.548296,879.93,-0.07546344,82.995384,375.25,12.805272,125.58000000000001,0.0021639792107231936,0.19499858,0,107.61099656357388,51.22373,196415.58038258553,12.729811,367.2,0.8384267,52.742332,0.9520578868687153,1.0432192,83.83277,0.0,553.9786779451376,115398.0,109771955.0,0.06638744,0.13029589,1.4110045e-11
430,11.417831,875.09,-0.13690905,64.683846,375.25,16.46009,149.2245,0.002148922552788243,0.20967911,0,139.88933566433568,54.3127,196880.92986607552,16.32318,363.45,0.29017258,55.52767,0.957718700170517,1.0054699,64.973015,0.0,550.1241735137901,115684.0,110020456.0,0.07610283,0.15759194,1.3081205e-11
431,12.123578,869.67,-0.4574899,99.346825,375.25,19.353466,159.67,0.0021654325893098606,0.1992638,0,145.28041237113405,55.702003,197342.73135781288,18.895979,362.15,1.4927591,56.649376,0.954199381172657,1.0111394,100.83857,0.0,554.3507428633243,115975.0,110274561.0,0.07076036,0.16871372,1.37545045e-11
432,11.473018,863.26,-0.24354465,77.36211,375.25,19.584894,133.548,0.0022072243538256487,0.21568188,0,147.0728187919463,57.472065,197795.78906273842,19.341347,365.2,0.37101868,58.2207,0.9611670412123203,0.9783323,77.73215,0.0,565.049434579366,116273.0,110533825.0,0.07287552,0.1773053,1.3890159e-11
433,11.996558,881.63,-1.0516696,61.17075,375.25,21.872477,138.796,0.0021493341304595175,0.20082808,0,130.57993197278913,57.140305,198261.04943609238,20.820807,370.0,1.0744734,57.302483,0.9561705067753792,1.0099251,62.244213,0.0,550.2295373976365,116567.0,110792540.0,0.070886865,0.1575838,1.4423525e-11
434,11.849427,857.56,-0.44099152,68.256035,375.25,20.072868,148.413,0.0021907098537839384,0.20720895,0,145.40687919463087,55.578426,198717.52248215675,19.631878,357.25,0.3454263,56.76972,0.9564326405525208,0.9623828,68.6005,0.0,560.8217225686883,116865.0,111050410.0,0.07382512,0.17559864,1.347806e-11
435,11.744015,894.8,-0.84667146,63.343273,375.25,19.992039,107.152,0.0022032732973144044,0.19604073,0,133.92614840989398,53.947426,199171.39264035225,19.145365,360.25,0.45336938,55.025444,0.9544481448829174,1.0267166,63.795616,0.0,564.0379641124875,117148.0,111297933.0,0.06653969,0.14961447,1.3811364e-11
436,11.803433,862.78,-0.7596306,67.44519,375.25,20.067696,135.00199999999998,0.002217620213051942,0.19938768,0,130.8673469387755,54.55374,199622.3264811039,19.30807,360.0,0.7855194,55.519497,0.954801332205534,1.0240126,68.22968,0.0,567.7107745412972,117442.0,111554818.0,0.07035652,0.1570737,1.4463931e-11
437,11.995465,868.61,-0.9117337,81.80937,375.25,19.751303,141.487,0.0022181505110936395,0.20307276,0,128.01051724137932,55.05626,200073.15251612663,18.83957,363.5,0.4729132,55.47205,0.9532387889921665,0.9986643,82.28129,0.0,567.8465308399717,117732.0,111810386.0,0.07039998,0.14871545,1.4253084e-11
438,11.971644,875.43,-0.57262653,57.1723,375.25,18.733044,138.24,0.0021810535895593177,0.23261718,0,132.13783783783785,53.438385,200531.64652323723,18.160418,362.9,-0.38891083,54.59422,0.951914481818676,0.9394963,56.782448,0.0,558.3497189271853,118028.0,112068622.0,0.07763849,0.15691815,1.399553e-11
439,11.713474,892.25,-0.6906317,78.56366,375.25,15.830893,113.57499999999999,0.002229786077612203,0.20719782,0,90.50245614035089,49.84377,200980.12003827095,15.140261,363.9,1.4197665,50.84277,0.9469221830368042,1.0454363,79.98238,0.0,570.8252358687239,118313.0,112325599.0,0.07107212,0.10892626,1.4268675e-11
440,11.726749,856.44,-0.48912475,74.344025,375.25,17.075394,127.84100000000001,0.0022058701291584296,0.20276119,0,120.6133105802048,51.934643,201433.45588374138,16.58627,362.65,0.5930039,53.236717,0.9514786675572395,1.0499594,74.93598,0.0,564.702753064558,118606.0,112581217.0,0.07018021,0.14126295,1.3807127e-11
441,11.953143,850.28,-0.41350394,87.21968,375.25,18.17456,143.588,0.0021818070336273076,0.21296586,0,121.29081632653062,51.830578,201891.79155898094,17.761057,357.3,0.7185636,53.32432,0.9497525990009308,0.98965514,87.937256,0.0,558.5426006085908,118900.0,112839085.0,0.07301863,0.14743575,1.4960254e-11
442,11.620206,875.07,-0.051726922,78.628334,375.25,16.543692,125.96050000000001,0.0022326776475521475,0.21660101,0,139.58407534246575,51.763783,202339.68425011635,16.491962,357.2,-0.881892,53.704178,0.9531821496784687,1.0142975,77.74543,0.0,571.5654777733498,119192.0,113093781.0,0.07607454,0.16332309,1.430044e-11
443,11.885761,871.91,-0.429147,58.573235,375.25,18.623465,134.54149999999998,0.0021657818552848766,0.207842,0,130.37097315436242,53.609554,202801.41126918793,18.19432,360.8,0.17647502,54.91836,0.9531597904860973,0.9901119,58.74872,0.0,554.4401549529284,119490.0,113354732.0,0.07539416,0.1597883,1.5140658e-11
444,11.647796,852.63,-0.2988899,86.266846,375.25,17.436598,143.7525,0.0021709501392860675,0.21476807,0,132.7432525951557,53.188263,203262.0390753746,17.137709,364.9,0.6999817,54.511963,0.9543433710932732,0.9846957,86.96584,0.0,555.7632356572333,119779.0,113605625.0,0.07488245,0.15333745,1.4403371e-11
445,12.453032,876.05,-1.0535547,75.30989,375.25,20.48965,118.50550000000001,0.0021694189283845595,0.20415789,0,119.97701342281883,53.85038,203722.992000103,19.436096,360.4,0.8393336,54.58387,0.9479499086737633,0.9994056,76.148224,0.0,555.3712456664472,120077.0,113868034.0,0.07063307,0.14806995,1.5092497e-11
446,12.435332,881.69,-1.318916,77.440674,375.25,20.545248,116.77400000000002,0.002170984353408789,0.2104056,0,115.66307420494701,52.79719,204183.61254692078,19.226334,360.2,0.78930604,53.290726,0.9455482922494411,1.0056413,78.22897,0.0,555.77199447265,120360.0,114117668.0,0.074686944,0.12904415,1.5166307e-11
447,12.29404,903.14,-1.2988131,115.33398,375.25,20.565863,80.414,0.0022091259225587813,0.20281592,0,117.3028813559322,51.179928,204636.28026938438,19.267048,358.9,2.5937696,52.55557,0.9452792890369892,1.0159309,117.92673,0.0,565.5362361750481,120655.0,114378723.0,0.0693279,0.14283454,1.5204478e-11
448,12.02864,878.34,-1.2419612,57.57005,375.25,21.85094,123.97100000000002,0.0022153504316595875,0.20321389,0,125.91763698630136,53.15978,205087.67612338066,20.608978,360.55,1.1285076,54.155235,0.9506653398275375,1.0228409,58.697533,0.0,567.1297105048544,120947.0,114634965.0,0.069847226,0.14910686,1.5120946e-11
449,11.642953,904.0,-0.89959544,84.438,375.25,19.082443,98.56450000000001,0.00220076624360401,0.2155199,0,124.83066202090593,51.6406,205542.06331825256,18.182852,358.15,0.84279716,53.17818,0.9520642682909966,0.996906,85.2798,0.0,563.3961583626266,121234.0,114887579.0,0.0750686,0.1436027,1.5341051e-11
450,11.794301,866.15,-0.81729376,58.22672,375.25,17.898304,126.88950000000001,0.0021574898808816114,0.19908097,0,120.95612582781457,51.735233,206005.56491279602,17.081007,362.2,1.5755978,53.341923,0.9511114619672298,1.0662005,59.80125,0.0,552.3174095056925,121536.0,115149064.0,0.070919074,0.14949168,1.5563096e-11
451,12.065215,887.41,-1.2795854,76.61944,376.95,20.695114,107.109,0.00219895533652196,0.19232254,0,111.75522648083624,52.433655,206460.32630944252,19.41553,376.95,1.989876,53.22182,0.9486085698008537,0.98049533,78.60834,0.0,562.9325661496217,121823.0,115401614.0,0.06924638,0.13148545,1.3833448e-11
452,12.297552,896.6,-0.5474831,79.133675,376.95,16.04334,81.4325,0.002216175029719651,0.20683277,0,118.00208333333333,48.951527,206911.55420732498,15.495856,364.05,1.1893791,50.817223,0.9414380565285683,1.0300508,80.32202,0.0,567.3408076082308,122111.0,115651684.0,0.07377568,0.13375711,1.5131835e-11
453,12.281021,865.59,0.23430768,60.25674,376.95,14.050839,124.39300000000001,0.0021619210745443132,0.22142334,0,128.6519736842105,49.4331,207374.1057832241,14.285148,366.0,-0.30213538,52.24118,0.9447359144687653,0.9771032,59.95363,0.0,553.4517950833442,122415.0,115913129.0,0.08103254,0.16219214,1.5118138e-11
454,11.966497,886.9,0.6280707,68.60854,376.95,13.208799,113.37400000000001,0.002161572545717387,0.20040481,0,150.00170648464163,51.268066,207836.73194026947,13.836869,363.0,-0.77686566,54.053345,0.9509895145893097,0.975684,67.8307,0.0,553.362571703651,122708.0,116165412.0,0.071729615,0.17485063,1.494132e-11
455,11.478919,843.8,0.8225587,59.135628,376.95,10.440643,142.88199999999998,0.0021526893200276556,0.20199741,0,126.52176870748298,51.79496,208301.2671570778,11.263198,366.55,-0.80035573,53.80216,0.9544799625873566,0.9828163,58.33429,0.0,551.0884659270798,123002.0,116420879.0,0.0691158,0.15062158,1.3892216e-11
456,11.975847,852.08,0.8794981,68.24472,376.95,12.960304,145.612,0.002203161023063989,0.19951928,0,152.70548172757478,54.60746,208755.16044473648,13.839806,374.8,-0.7184857,56.669403,0.9553403593599796,1.028128,67.52521,0.0,564.0092219043812,123303.0,116678402.0,0.06811702,0.18410805,1.6731973e-11
457,11.762093,861.08,0.27444792,66.78412,376.95,14.316839,157.22549999999998,0.002194497042544615,0.18905097,0,133.04709897610923,56.453102,209210.8457250595,14.591286,360.85,-1.040865,57.026756,0.9574585929512978,1.0078111,65.74225,0.0,561.7912428914215,123596.0,116933995.0,0.06763918,0.156216,1.3822602e-11
458,11.851994,860.84,0.47578737,86.783066,376.95,13.001691,140.98950000000002,0.0022148641888006626,0.19543216,0,125.23040540540539,55.14134,209662.34067678452,13.477479,362.3,0.49144632,56.08322,0.9553401842713356,0.98855454,87.27352,0.0,567.0052323329696,123892.0,117189835.0,0.0667562,0.15035705,1.484228e-11
459,12.286846,847.23,-0.120376594,70.80116,376.95,15.26113,176.99450000000002,0.002152348242098742,0.22282973,0,115.61615646258504,55.10285,210126.9495074749,15.140748,366.75,-1.0129939,55.49913,0.9509873203933239,0.9616139,69.78721,0.0,551.001149977278,124186.0,117451277.0,0.07796298,0.1416483,1.4953148e-11
460,12.198874,879.78,0.057476807,61.91832,376.95,17.459684,115.12799999999997,0.00220046327432947,0.21106134,0,159.0651877133106,55.83719,210581.39926433563,17.517162,361.55,0.6116488,57.318584,0.9547051712870598,1.0377877,62.52893,0.0,563.3185982283443,124479.0,117701494.0,0.07533095,0.18336616,1.460078e-11
461,11.633939,849.05,1.1634873,55.405106,376.95,12.427626,184.08150000000006,0.0022184097923065253,0.20517749,0,158.9631921824104,53.81081,211032.17260813713,13.591112,356.3,-0.9318418,56.730865,0.9579452835023403,0.9849851,54.47228,0.0,567.9129068304704,124786.0,117963469.0,0.07359647,0.19957234,1.4772947e-11
