total_secs,best_ext_ret,eplen,rew_mean,epcount,ups,advmean,advstd,best_eplen,eprew,tps,recent_best_ext_ret,recent_best_eplen,tcount,n_updates,eprew_recent
8275.942952871323,44.0,250.0,-0.34862724,34689.0,0.004084745632245057,-0.11028002,3.769315,220,-88.54,1045.6948818547348,-76.0,250,8672220.0,34,-88.044921875
8518.805041790009,44.0,250.0,-0.3501508,35713.0,0.004117563199972376,-0.102812976,3.8205333,220,-88.22,1054.0961791929283,-80.0,250,8928220.0,35,-88.40234375
8763.36833691597,44.0,250.0,-0.34945118,36737.0,0.0040889210275194985,-0.09738522,3.8657212,220,-88.18,1046.7637830449917,-80.0,250,9184220.0,36,-88.271484375
9008.859842538834,44.0,250.0,-0.3494185,37761.0,0.0040734606986208705,-0.083191745,3.900649,220,-88.1,1042.8059388469428,-80.0,250,9440220.0,37,-88.23828125
9254.375397443771,44.0,250.0,-0.34938458,38785.0,0.0040730616859986505,-0.06867622,3.944156,220,-88.36,1042.7037916156546,-80.0,250,9696220.0,38,-88.203125
9497.763442277908,44.0,250.0,-0.34822932,39809.0,0.0041086652414726275,-0.0886765,3.9531825,220,-87.86,1051.8183018169925,-80.0,250,9952220.0,39,-87.90625
9742.227926492691,44.0,250.0,-0.3496583,40833.0,0.004090573742079506,-0.093462385,3.9970458,220,-88.18,1047.1868779723534,-80.0,250,10208220.0,40,-88.212890625
9984.574772119522,44.0,250.0,-0.34868863,41857.0,0.004126317375468602,-0.081488095,4.022114,220,-88.2,1056.3372481199622,-80.0,250,10464220.0,41,-88.029296875
10227.514927387238,44.0,250.0,-0.34979644,42881.0,0.004116240062899519,-0.10627044,4.0217447,220,-88.1,1053.7574561022768,-80.0,250,10720220.0,42,-88.27734375
10470.495893716812,44.0,250.0,-0.34953734,43905.0,0.004115548699578467,-0.103107385,4.0392714,220,-88.44,1053.5804670920877,-80.0,250,10976220.0,43,-88.2265625
10712.194239377975,44.0,250.0,-0.34977436,44929.0,0.004137388682841458,-0.13637802,4.0513444,220,-88.54,1059.1715028074132,-80.0,250,11232220.0,44,-88.2890625
10957.670887708664,44.0,250.0,-0.34880587,45953.0,0.004073707241810113,-0.1282441,4.0883923,220,-87.94,1042.869053903389,-80.0,250,11488220.0,45,-88.02734375
11206.99504995346,44.0,250.0,-0.3482963,46977.0,0.0040108427157499425,-0.10848336,4.0860257,220,-87.74,1026.7757352319854,-82.0,250,11744220.0,46,-87.927734375
11449.795521259308,44.0,250.0,-0.34838012,48001.0,0.0041186081502302165,-0.13636553,4.0914707,220,-88.02,1054.3636864589355,-82.0,250,12000220.0,47,-87.90625
11698.45813703537,44.0,250.0,-0.34808075,49025.0,0.004021513233418929,-0.09540488,4.1252184,220,-87.8,1029.5073877552459,-80.0,250,12256220.0,48,-87.796875
11949.352581501007,44.0,250.0,-0.34676504,50049.0,0.003985739907991311,-0.0060932543,4.1562023,220,-86.98,1020.3494164457757,-80.0,250,12512220.0,49,-87.560546875
12194.053664207458,44.0,250.0,-0.34648094,51073.0,0.004086618616230731,-0.05872986,4.1445756,220,-87.32,1046.174365755067,-80.0,250,12768220.0,50,-87.447265625
12431.829113006592,44.0,250.0,-0.34633178,52097.0,0.004205648669996938,-0.10491283,4.139604,220,-87.34,1076.6460595192161,-80.0,250,13024220.0,51,-87.3203125
12678.886497974396,44.0,250.0,-0.3463496,53121.0,0.0040476426160275195,-0.028639698,4.1759715,220,-87.22,1036.196509703045,-80.0,250,13280220.0,52,-87.373046875
12923.380338191986,44.0,250.0,-0.3456838,54145.0,0.004090082593123972,-0.011248398,4.1933513,220,-87.16,1047.0611438397368,-76.0,250,13536220.0,53,-87.2109375
13172.641984462738,44.0,250.0,-0.34344822,55169.0,0.00401184865365843,0.10292394,4.2172265,220,-86.96,1027.033255336558,-80.0,250,13792220.0,54,-86.669921875
13417.588906764984,44.0,250.0,-0.3440373,56193.0,0.004082517104526323,0.049276236,4.203319,220,-86.78,1045.1243787587387,-80.0,250,14048220.0,55,-86.76171875
13660.619478225708,44.0,250.0,-0.34295997,57217.0,0.0041147086722034465,0.053485673,4.2219167,220,-86.46,1053.3654200840824,-84.0,250,14304220.0,56,-86.564453125
13906.336290121078,44.0,250.0,-0.34280115,58241.0,0.00406972560113556,0.0009580361,4.1874337,220,-86.0,1041.8497538907034,-80.0,250,14560220.0,57,-86.43359375
14150.270648002625,44.0,250.0,-0.3418898,59265.0,0.0040994635142196645,-0.015675731,4.180843,220,-86.18,1049.462659640234,-80.0,250,14816220.0,58,-86.26171875
14393.083397388458,44.0,250.0,-0.34157145,60289.0,0.004118399888512371,0.0056925314,4.187191,220,-86.12,1054.310371459167,-84.0,250,15072220.0,59,-86.150390625
14642.271577596664,44.0,250.0,-0.34125078,61313.0,0.004013031433370805,-0.01895748,4.1783385,220,-86.06,1027.336046942926,-84.0,250,15328220.0,60,-86.044921875
14881.674664735794,44.0,250.0,-0.340265,62337.0,0.004177055575807374,-0.014686414,4.187274,220,-85.58,1069.3262274066876,-76.0,250,15584220.0,61,-85.83984375
15123.97709441185,44.0,250.0,-0.34003946,63361.0,0.004127073762062317,-0.07420392,4.1746135,220,-85.64,1056.530883087953,-80.0,250,15840220.0,62,-85.724609375
15364.320321798325,44.0,250.0,-0.33975837,64385.0,0.004160716367480531,-0.06799707,4.1804967,220,-85.86,1065.143390075016,-80.0,250,16096220.0,63,-85.755859375
15611.671988010406,44.0,250.0,-0.33974302,65409.0,0.004042827021600047,-0.06857244,4.170608,220,-85.96,1034.963717529612,-80.0,250,16352220.0,64,-85.6484375
15856.127821445465,44.0,250.0,-0.34013373,66433.0,0.004090718498913044,-0.05775448,4.1784124,220,-85.48,1047.2239357217393,-80.0,250,16608220.0,65,-85.755859375
16102.239976882935,44.0,250.0,-0.3380632,67457.0,0.004063188176229976,-0.043352198,4.1721163,220,-85.34,1040.1761731148738,-80.0,250,16864220.0,66,-85.29296875
16346.953360080719,44.0,250.0,-0.3385657,68481.0,0.0040864132027947616,-0.07607758,4.1635885,220,-85.24,1046.121779915459,-80.0,250,17120220.0,67,-85.365234375
16594.7559530735,44.0,250.0,-0.33807424,69505.0,0.004035470282706548,-0.03707317,4.1660366,220,-85.24,1033.0803923728763,-80.0,250,17376220.0,68,-85.29296875
16840.756960630417,44.0,250.0,-0.3381869,70529.0,0.004065024001044541,-0.07521261,4.157286,220,-85.16,1040.6461442674024,-76.0,250,17632220.0,69,-85.298828125
