total_secs,tcount,opt_vf,tps,ev,rank,n_updates,best_ext_ret,retstd,recent_best_ext_ret,vpredstd,rew_mean,vpredmean,opt_feat_var,ups,eprew,opt_tot,eplen,epcount,opt_dyn_loss,advstd,opt_clipfrac,eprew_recent,opt_pg,retmean,advmean,opt_ent,opt_approxkl
112119.9742026329,215518085.0,46.117516,548.6035149169921,0.9861220363527536,0,842,393.75,80.80917,389.5,80.987656,0.62242085,62.076782,0.2670787,0.0021429824801445004,330.066,46.689213,537.04,96568.0,0.08248805,9.519707,0.0,329.63473684210527,0.57248205,62.000275,-0.076507226,0.784863,1.9008312e-11
112588.6549384594,215773256.0,73.3817,546.2140438705216,0.9844106063246727,0,843,393.75,77.87786,387.6,77.598625,0.58337355,59.335102,0.23909645,0.0021336486088692247,305.21000000000004,73.85456,577.31,97029.0,0.07698049,9.723635,0.0,320.27212581344907,0.4736739,59.099205,-0.23590471,0.8140416,1.9646002e-11
113047.58871126175,216029005.0,41.79357,557.8146895505345,0.9848312102258205,0,844,393.75,78.41129,385.05,77.94584,0.57990384,56.024567,0.24590391,0.0021789636310567753,308.713,41.456577,564.79,97492.0,0.07852013,9.657264,0.0,317.02246220302374,-0.33617792,56.27549,0.25093827,0.81471205,1.9165914e-11
113504.192009449,216285446.0,42.18006,560.6617407634511,0.9844948258250952,0,845,393.75,77.73905,391.25,77.2392,0.57084924,53.134186,0.24437103,0.002190084924857231,338.7065,41.399445,537.2,97950.0,0.07712469,9.680049,0.0,314.93864628820967,-0.7798074,53.92834,0.7941523,0.8085148,2.2478639e-11
113965.18776226044,216539696.0,40.92253,555.3196497771544,0.9843576475977898,0,846,393.75,76.43822,388.25,75.42715,0.5758065,56.36242,0.24348663,0.0021692173819420095,334.7835,40.04686,544.37,98406.0,0.07654205,9.5600815,0.0,317.74517543859645,-0.8748697,56.553425,0.19101605,0.8018122,2.0599421e-11
114425.77465581894,216797919.0,56.42337,555.8126025300886,0.9836809244006872,0,847,393.75,77.168655,386.35,76.03252,0.5913678,56.483025,0.24125311,0.0021711429786331585,339.2755,56.5254,546.77,98872.0,0.07655893,9.857998,0.0,319.30429184549354,0.10282393,56.86812,0.38509613,0.7957898,1.9785272e-11
114885.32205677032,217048332.0,39.31252,557.0698462661563,0.9840996470302343,0,848,393.75,76.702614,393.7,75.804276,0.57516706,58.347385,0.25284556,0.002176054086977173,313.57149999999996,39.285194,558.7,99326.0,0.078700766,9.671939,0.0,321.6492290748899,-0.026521621,58.088726,-0.25865027,0.80490655,2.1279067e-11
115350.37458896637,217306947.0,79.74514,550.4754458407767,0.9829439148306847,0,849,393.75,77.85186,389.55,77.33384,0.5943761,61.706417,0.24439399,0.002150294710315534,319.55349999999993,81.184784,532.37,99797.0,0.075181976,10.167371,0.0,317.86486199575376,1.4404477,60.982174,-0.7242558,0.806888,1.9549369e-11
115797.17135000229,217564282.0,39.51863,572.9674481221664,0.983739297837019,0,850,393.75,78.77283,386.25,78.56597,0.6012279,62.428085,0.24731164,0.0022381540942272124,307.721,39.93857,568.25,100265.0,0.07883083,10.04491,0.0,323.76474358974366,0.4207466,61.816288,-0.6118141,0.80783933,2.0806868e-11
116258.75278759003,217818468.0,35.38995,554.615023814382,0.9846402117982507,0,851,393.75,78.62652,387.85,78.51119,0.61278504,63.843365,0.25438154,0.0021664649367749297,319.31000000000006,35.610424,533.13,100739.0,0.07911826,9.744547,0.0,327.0371308016878,0.22125235,63.222687,-0.6206846,0.7768179,2.0238108e-11
116727.85996198654,218074374.0,82.12567,545.7175118443507,0.9829427599906921,0,852,393.75,77.80892,386.95,77.64961,0.58773863,60.748425,0.26420212,0.002131709030641995,310.93800000000005,83.34413,560.61,101203.0,0.08192265,10.1621065,0.0,319.67877155172414,1.2192621,60.296192,-0.45222956,0.7991344,2.1213054e-11
