eprew,eprew_recent,recent_best_ext_ret,eprew_std,epcount,n_updates,eplen_std,best_eplen,tcount,rew_mean,eplen,recent_worst_eplen,best_ext_ret,recent_best_eplen,total_secs
184.543,185.1238095,214.8,32.79784217,61832,82,34.7845871,162,20975155,0.78664595,237.55,375,217.2,168,20042.73357
187.277,186.9957952,219.8,13.081933,62926,83,32.67252056,156,21232189,0.8124963,236.92,375,219.8,156,20289.77533
187.904,187.6753623,222.1,13.00239916,64030,84,31.81063344,150,21488029,0.82433176,234.94,375,222.1,150,20535.16094
189.601,187.5808704,219.9,11.57646315,65133,85,28.03287178,150,21744026,0.8189914,231.09,375,222.1,156,20782.80008
190.667,189.847359,220.5,11.3611624,66250,86,28.42521944,150,22000352,0.8411234,228.63,375,222.1,154,21030.03254
191.724,191.6413672,219.7,10.2656916,67391,87,25.64331492,150,22256579,0.86796236,225.98,375,222.1,156,21275.75713
190.578,191.5608581,224.6,10.84355643,68533,88,27.13508983,144,22513276,0.8692216,228.87,375,224.6,144,21521.06819
189.313,193.0805317,221.8,34.94521042,69699,89,35.47986894,144,22770226,0.89350414,225.33,375,224.6,151,21765.1871
194.897,194.4366209,219.7,10.7125763,70865,90,26.73583924,144,23025711,0.8980672,218.07,346,224.6,156,22012.81124
193.323,194.0917165,219.5,30.68377374,72036,91,31.55439114,144,23281537,0.9023421,215.98,375,224.6,157,22264.72955
193.06,193.4009346,221.1,31.60579694,73213,92,30.35498476,144,23538292,0.9023046,216.57,375,224.6,153,22509.11537
195.512,195.8375839,220.8,30.767578,74405,93,31.03090556,144,23794592,0.926407,210.73,375,224.6,153,22752.67113
197.578,196.3758996,223.9,10.61995838,75600,94,26.38726018,144,24048877,0.92931414,211.15,375,224.6,146,22994.0572
198.226,197.1275267,224.2,10.57674449,76817,95,26.43930975,144,24306678,0.95214546,209.73,375,224.6,145,23239.14248
199.24,197.4434319,226.1,9.253269692,78035,96,23.1189511,140,24563112,0.9547356,207.21,375,226.1,140,23488.43598
200.897,198.674288,221.9,9.849664512,79264,97,24.61275076,140,24818278,0.96755666,203.05,375,226.1,151,23735.35554
198.817,198.4266453,228.1,10.76420972,80510,98,26.92085437,135,25076570,0.98186684,208.26,375,228.1,135,23980.86509
199.735,200.0082334,224.9,11.24690513,81761,99,28.0682935,135,25332005,0.9908255,205.97,375,228.1,143,24226.96891
200.719,200.1049879,228.8,9.067465964,83004,100,22.5135759,133,25586110,0.9849286,203.33,375,228.8,133,24477.01832
197.886,200.0807815,225,28.74563974,84258,101,31.30850364,133,25841962,0.99482685,205.24,375,228.8,143,24721.74205
200.316,200.7983452,224.3,9.311753004,85527,102,23.03574614,133,26099166,1.0113137,204.12,375,228.8,145,24966.10984
201.422,201.9586583,228.1,10.4975862,86809,103,26.22608434,133,26355892,1.0253835,201.75,345,228.8,135,25208.57009
203.91,202.4019395,224.6,8.231980321,88098,104,20.23808291,133,26612017,1.0356653,195.4,375,228.8,144,25453.79563
203.468,203.0617829,226.8,10.64648186,89388,105,26.11948506,133,26866933,1.0352782,196.45,326,228.8,138,25697.39845
202.927,203.4046048,226.8,9.915350271,90691,106,24.52619824,133,27121997,1.0501994,197.84,375,228.8,138,25945.74418
204.582,203.598861,227.6,7.608237378,92008,107,19.03716365,133,27379686,1.0638137,193.92,375,228.8,136,26193.16007
204.435,204.7674681,226.9,8.483211361,93339,108,21.20689511,133,27636963,1.0804218,194.26,341,228.8,138,26437.12829
205.181,205.3056732,227.1,10.56093457,94661,109,25.68866676,133,27890762,1.0732687,192.18,360,228.8,138,26681.43167
205.593,205.6813244,229,9.918177806,96005,110,24.80389284,133,28147541,1.0970435,191.37,338,229,133,26924.74732
206.534,206.1895478,228,9.640043776,97354,111,23.88128137,133,28403454,1.1006464,188.62,299,229,135,27170.19845
205.662,206.6576246,227,9.047030231,98718,112,22.59411206,133,28659982,1.118353,191.19,375,229,138,27415.9899
208.529,207.9919623,227.9,9.11474953,100099,113,22.76025263,133,28915767,1.136725,184.03,319,229,136,27660.68134
207.288,208.4824875,230.6,31.9716039,101498,114,28.39016731,129,29172654,1.154229,181.28,375,230.6,129,27906.32271
208.099,208.5866956,229.2,8.78657493,102881,115,21.78279137,129,29426799,1.1411835,184.9,367,230.6,132,28155.16147
209.327,209.630444,231.4,7.167270819,104300,116,17.89635717,127,29683882,1.178276,181.98,288,231.4,127,28402.96035
210.053,209.7886219,231.2,8.428979238,105715,117,21.09231851,127,29939639,1.1758417,180.21,342,231.4,127,28651.29506
211.886,210.357312,229.6,7.886241437,107151,118,19.7235367,127,30196582,1.1953052,175.61,375,231.4,131,28897.41399
211.104,211.3188927,229.6,8.156468844,108596,119,19.97248107,127,30452237,1.210417,177.4,291,231.4,131,29139.25962
212.09,211.5865979,230.3,7.641812612,110051,120,19.08888682,127,30708166,1.216117,175.12,375,231.4,130,29385.65883
211.034,212.3267797,232.6,9.821071428,111526,121,24.55264548,124,30965516,1.2386844,177.74,284,232.6,124,29634.29753
213.356,212.6754087,231,8.335602198,112994,122,20.83929941,124,31220383,1.2356784,171.94,333,232.6,128,29881.82966
213.505,212.7718225,229.7,8.863773181,114481,123,21.52350111,124,31476952,1.2522055,171.33,375,232.6,131,30125.49333
213.902,213.4808853,230.1,8.68663318,115972,124,21.34890161,124,31732710,1.2565019,170.38,259,232.6,130,30370.81892
214.104,214.0576923,230.8,7.997211014,117480,125,19.89024635,124,31989284,1.2786574,169.91,340,232.6,128,30614.80101
214.799,215.110733,232.3,7.649581623,119008,126,19.12537581,124,32245313,1.2996106,168.4,301,232.6,125,30859.09405
214.702,215.1624837,232.2,7.04014176,120538,127,17.54946153,124,32501460,1.300778,168.58,326,232.6,125,31103.67924
215.652,215.5908679,230.5,8.172141457,122082,128,20.44274688,124,32757716,1.3155576,166.21,375,232.6,129,31350.67977
217.062,216.0711886,234.6,7.007378683,123630,129,17.50751553,119,33013325,1.3221627,162.63,370,234.6,119,31595.86409
214.648,216.6585038,233.4,8.744798225,125194,130,21.66212132,119,33269307,1.340506,168.55,337,234.6,122,31839.25134
217.033,217.330487,232.7,8.185304576,126775,131,20.50823006,119,33525442,1.3575822,162.75,281,234.6,124,32084.33315
218.589,217.8823566,231.3,6.766696314,128362,132,16.9483067,119,33780387,1.3664131,158.93,283,234.6,127,32328.41388
218.275,218.3513346,233.1,8.565890205,129973,133,21.39565143,119,34037255,1.3898122,159.69,355,234.6,123,32571.9433
219.381,218.6956092,234.6,6.928833885,131590,134,17.3230338,119,34293707,1.3974078,156.85,348,234.6,119,32819.37741
219.497,219.5133781,232.5,8.547659972,133227,135,21.3940272,119,34549941,1.4179839,156.66,276,234.6,124,33065.65675
220.02,219.374223,232.5,7.396107084,134868,136,18.01449139,119,34806750,1.4242438,155.09,375,234.6,124,33307.74584
219.673,220.2277913,232.8,6.820393757,136516,137,17.04956304,119,35061772,1.4313142,156.18,326,234.6,123,33556.20614
219.964,220.5579265,231.4,8.347029651,138175,138,20.85773478,119,35317134,1.4446205,155.43,288,234.6,127,33806.18654
220.359,220.4909905,234.4,9.279677742,139851,139,23.18538117,119,35574249,1.4581072,154.41,375,234.6,119,34053.44712
220.466,221.0702445,234.2,7.192749405,141528,140,17.97145236,119,35829716,1.4622587,154.13,375,234.6,120,34302.47828
220.452,221.014124,231.8,7.56521619,143206,141,18.91510243,119,36086099,1.4647379,154.17,339,234.6,126,34547.3881
223.052,221.9273102,232.9,4.953089541,144905,142,12.3866864,119,36341803,1.4883094,147.7,278,234.6,123,34798.21169
222.108,222.3373178,232.6,5.711614133,146620,143,14.2408532,119,36598169,1.5042675,150.09,226,234.6,124,35046.43485
222.326,222.510249,232.1,6.118081726,148347,144,15.32021867,119,36855534,1.5161904,149.47,326,234.6,125,35294.2106
222.765,222.7079024,232.4,5.810101118,150068,145,14.52757378,119,37111172,1.5127934,148.36,278,234.6,124,35541.78152
223.01,223.209925,233.6,5.957222507,151801,146,14.92695213,119,37366445,1.5248517,147.81,271,234.6,121,35790.43719
222.389,223.4020046,232.4,8.678789028,153547,147,21.68756326,119,37622772,1.539759,149.36,307,234.6,124,36036.54943
221.772,223.4115892,234.5,8.203622127,155290,148,20.503607,119,37878629,1.5366577,150.89,373,234.6,119,36284.35409
224.253,223.8644318,233.2,5.471242181,157050,149,13.71764922,119,38134969,1.5549157,144.69,331,234.6,122,36534.52528
224.309,224.2831353,234.8,6.194127784,158817,150,15.48703974,118,38390504,1.56054,144.54,240,234.8,118,36785.2359
222.202,224.3645868,233,35.36060797,160596,151,26.53081981,118,38646749,1.5745106,143.34,375,234.8,123,37032.61855
225.379,224.611811,233.6,4.687244286,162374,152,11.73262119,118,38902395,1.5763083,141.84,248,234.8,121,37280.114
224.848,224.7888268,232.8,5.749095233,164164,153,14.35687988,118,39158955,1.5827754,143.2,239,234.8,123,37525.01046
225.592,224.8282597,233.2,5.070279677,165951,154,11.75725733,118,39414312,1.5833207,141.13,375,234.8,122,37767.70427
224.672,225.1496115,233.9,9.090523417,167753,155,22.72667816,118,39670973,1.5997057,143.59,371,234.8,121,38011.67496
225.633,225.3390122,235,5.362500443,169555,156,13.39075801,118,39926769,1.600848,141.26,240,235,118,38257.85214
225.93,225.4042494,232.9,4.786178016,171367,157,12.00374525,118,40183064,1.6084664,140.51,375,235,123,38503.45997
225.337,225.9655324,233.2,6.427871421,173189,158,16.11551737,118,40438841,1.6223915,141.99,301,235,122,38747.77149
225.799,226.2140753,233.8,5.95633268,175022,159,14.84038746,118,40695001,1.6335407,140.77,258,235,121,38992.82212
226.133,226.2542888,233.8,5.049377288,176864,160,12.61387728,118,40951654,1.6404002,139.99,375,235,121,39241.86491
226.198,226.4023382,234.8,5.316934831,178703,161,13.34325298,118,41207789,1.6404008,139.76,307,235,118,39490.01565
227.378,226.8814155,235.3,4.170529463,180554,162,10.47446419,117,41463374,1.6525936,136.84,268,235.3,117,39733.42657
227.008,226.8293672,235.3,4.131553703,182403,163,10.36351292,117,41718926,1.6517279,137.76,263,235.3,117,39978.93553
226.589,226.563961,233.8,4.683863683,184251,164,11.70446069,117,41974963,1.648196,138.84,375,235.3,121,40224.55891
227.174,227.0841091,233.2,4.778820357,186120,165,11.93932578,117,42231523,1.669125,137.35,375,235.3,122,40471.32597
227.976,227.5794543,233.8,3.421903564,187989,166,8.591600549,117,42486340,1.6755099,135.38,246,235.3,121,40715.89876
226.847,227.6669671,234.4,6.090426176,189875,167,15.25629051,117,42743049,1.6877086,138.16,227,235.3,119,40961.51964
227.431,227.6577046,234.5,4.182216996,191757,168,10.44114936,117,42999270,1.6854994,136.68,263,235.3,119,41207.97789
228.083,227.8713002,234.1,3.357530491,193649,169,8.386006201,117,43255820,1.6962698,135.07,203,235.3,120,41456.71406
228.055,228.0773904,234.6,4.572797284,195542,170,11.4545013,117,43511526,1.6986343,135.12,271,235.3,119,41705.06433
227.952,228.1051633,234.6,5.751234302,197440,171,14.3883147,117,43767749,1.7022221,135.42,342,235.3,119,41954.68778
228.459,228.4095313,234.4,3.732133304,199339,172,9.33518077,117,44022692,1.708262,134.12,247,235.3,119,42200.50635
229.236,228.6695516,234,3.251753988,201257,173,8.142106607,117,44278945,1.7218757,132.19,272,235.3,120,42447.15615
228.188,228.6283186,235,3.799454698,203178,174,9.535806206,117,44535803,1.7273264,134.78,274,235.3,118,42694.11436
228.583,228.8047495,234.5,4.877213446,205094,175,12.20714545,117,44791112,1.7261838,133.84,244,235.3,119,42939.32908
229.343,229.0455722,234.1,3.072010905,207025,176,7.687418292,117,45047271,1.736855,131.94,221,235.3,120,43184.36667
229.154,229.0461419,234.4,2.939265895,208956,177,7.326008463,117,45303414,1.7398223,132.36,272,235.3,119,43429.60001
228.894,229.1251423,235.6,4.310262637,210889,178,10.77582479,116,45559450,1.7406565,133.04,212,235.6,116,43677.97052
229.25,229.4425116,235.2,3.494209496,212832,179,8.738026093,116,45815262,1.7545288,132.13,247,235.6,117,43924.91505
229.525,229.3044239,236,3.409556423,214776,180,8.546876622,115,46071886,1.7518866,131.47,248,236,115,44171.26333
229.769,229.5475798,234.9,3.246896826,216718,181,8.075270893,115,46327078,1.7507389,130.9,305,236,118,44420.35895
229.772,229.3995401,235,3.199939999,218675,182,8.027521411,115,46584320,1.7670506,130.83,375,236,118,44666.24657
229.199,229.8183265,235.7,4.269906205,220623,183,10.67344368,115,46838971,1.7580428,132.24,215,236,116,44912.98545
229.321,229.7405005,235.2,4.242270501,222581,184,10.62071561,115,47095310,1.7666948,131.98,338,236,117,45157.87404
229.875,229.7578491,235.2,4.207763658,224543,185,10.54253765,115,47351552,1.7701193,130.57,375,236,117,45403.61303
230.028,230.1343306,235,4.162981624,226515,186,10.40768947,115,47607775,1.7824775,130.2,334,236,118,45650.88062
229.915,230.2693712,235.2,4.995265258,228487,187,12.51037969,115,47863329,1.7839879,130.48,277,236,117,45897.86211
230.367,230.3023749,234.9,3.495484373,230466,188,8.769692127,115,48119635,1.7908099,129.35,208,236,118,46143.22349
230.543,230.3971703,237.1,3.957101338,232445,189,9.893108713,113,48375467,1.7923584,128.92,307,237.1,113,46389.42295
231.028,230.6505253,235.6,2.532195885,234444,190,6.330394932,113,48632623,1.809495,127.69,269,237.1,116,46635.51774
230.498,230.7039899,235.6,5.737786681,236424,191,14.32893576,113,48887077,1.795736,129.04,314,237.1,116,46880.22005
231.404,230.814672,235,2.298778806,238421,192,5.773828886,113,49143156,1.8086636,126.77,334,237.1,118,47128.45603
230.771,230.7789605,235.6,4.191092817,240422,193,10.48836975,113,49399933,1.8146162,128.29,363,237.1,116,47375.911
230.798,231.0213573,235.9,3.140445191,242426,194,7.849203781,113,49655886,1.8174548,128.3,230,237.1,116,47623.73627
230.672,231.1271186,236.2,4.381234529,244432,195,10.99070516,113,49911570,1.8220171,128.62,213,237.1,115,47869.2669
230.64,231.0813745,236.2,3.214093963,246440,196,8.032708136,113,50167727,1.8245094,128.66,269,237.1,115,48113.79026
231.415,231.4006448,236,2.540723322,248456,197,6.392307877,113,50423312,1.8315424,126.72,230,237.1,115,48359.49613
231.929,231.6311759,236.6,2.384545869,250480,198,5.952276875,113,50678732,1.8430905,125.48,288,237.1,114,48605.09373
231.538,231.55543,235.8,3.323726222,252515,199,8.269528403,113,50935924,1.8509643,126.43,310,237.1,116,48852.02076
231.863,231.6959646,236.2,2.163684589,254547,200,5.40491443,113,51192042,1.8501252,125.63,268,237.1,115,49098.87729
231.504,231.9143067,235.8,3.931562539,256588,201,9.859467531,113,51448173,1.8632947,126.53,334,237.1,116,49343.89501
232.164,231.9063142,236.8,2.159838883,258631,202,5.423504402,113,51704603,1.8568298,124.84,293,237.1,113,49590.8436
231.977,232.0877571,236.2,2.662211675,260673,203,6.659159106,113,51959979,1.8604145,125.34,239,237.1,115,49836.09955
232.589,232.1961482,236.8,1.792757373,262724,204,4.481908076,113,52215927,1.870653,123.85,247,237.1,113,50084.56654
231.77,232.3710756,236.9,4.967121903,264788,205,12.42278552,113,52472589,1.8828057,125.88,275,237.1,113,50331.12605
232.588,232.4434127,236.9,2.358189136,266845,206,5.87035774,113,52728017,1.881997,123.83,222,237.1,113,50576.86839
232.853,232.5883575,236.4,2.543833918,268915,207,6.373531203,113,52984309,1.8877087,123.09,237,237.1,114,50824.12218
232.956,232.8857763,236.8,2.635273041,270989,208,6.538623708,113,53239567,1.9020746,122.92,207,237.1,113,51069.99507
232.726,232.7900433,236.4,3.010967286,273068,209,7.558412532,113,53495952,1.8965718,123.48,206,237.1,114,51314.83996
233.323,232.9827487,236.6,2.562102847,275149,210,6.388200059,113,53751572,1.9055558,121.97,280,237.1,114,51560.01332
232.583,232.9411426,237.6,4.389625383,277232,211,10.98942674,111,54007634,1.9040571,123.85,357,237.6,111,51807.3014
233.307,233.215019,237,2.968846746,279336,212,7.417438911,111,54264838,1.9295688,122.04,307,237.6,113,52052.20904
233.633,233.1031761,237,1.806380635,281414,213,4.485799817,111,54519452,1.9003834,121.24,355,237.6,113,52298.10222
233.139,233.336597,237.5,2.137329876,283518,214,5.38018587,111,54776027,1.93069,122.44,229,237.6,112,52544.69208
233.38,233.4330963,237.7,2.762136854,285627,215,6.910419669,111,55032705,1.9312431,121.81,239,237.7,111,52791.34596
234.035,233.5618346,237.2,1.61179248,287731,216,4.045689064,111,55288097,1.9316006,120.18,217,237.7,112,53037.9243
233.851,233.579943,236.7,3.237792303,289835,217,8.107249842,111,55543388,1.9281361,120.65,294,237.7,114,53283.30794
233.625,233.4328612,236.6,2.514811126,291953,218,6.295045671,111,55800500,1.9424363,121.18,375,237.7,114,53527.38415
232.819,233.563964,236.8,5.617200281,294062,219,14.0375069,111,56056479,1.9333159,123.22,219,237.7,113,53772.255
233.657,233.784927,236.8,2.77644575,296185,220,6.90167371,111,56312982,1.9484453,121.13,205,237.7,113,54015.97912
234.001,233.7540976,237,1.920025781,298296,221,4.827173086,111,56568209,1.937697,120.28,299,237.7,113,54261.43357
233.953,233.8343206,236.8,3.075563526,300423,222,7.715594598,111,56824909,1.9521468,120.36,271,237.7,113,54506.14476
234.014,233.7877185,237,2.375837537,302540,223,5.983803138,111,57080014,1.9474875,120.21,375,237.7,113,54750.91296
234.078,233.9020696,237,2.474695133,304666,224,6.213984229,111,57335627,1.9495225,120.08,375,237.7,113,54999.45684
234.369,233.8561914,237,1.778127948,306798,225,4.453133728,111,57592222,1.9517701,119.36,375,237.7,113,55246.83024
234.302,234.0676374,236.8,1.58757551,308927,226,3.963584237,111,57847965,1.9542812,119.5,295,237.7,113,55492.35996
234.365,234.115194,237.2,1.981886727,311066,227,4.936344802,111,58104632,1.9651618,119.35,258,237.7,112,55740.479
234.78,234.2391753,236.8,1.437915157,313200,228,3.565164793,111,58360044,1.959661,118.36,266,237.7,113,55988.42086
234.196,234.1871795,236.8,2.356731635,315345,229,5.870264049,111,58617030,1.9710656,119.8,331,237.7,113,56232.56464
234.246,234.3514032,237,2.91051267,317483,230,7.242506472,111,58872294,1.966605,119.69,199,237.7,113,56477.34369
234.623,234.4524872,237,1.375198531,319634,231,3.452767006,111,59128603,1.9763871,118.72,245,237.7,113,56723.43632
234.847,234.5538354,237.2,1.437738154,321785,232,3.632340843,111,59384320,1.9816202,118.19,247,237.7,112,56973.71246
234.879,234.4411354,237.6,1.85845608,323934,233,4.632321232,111,59640409,1.9749664,118.04,299,237.7,111,57223.44732
234.486,234.5128551,237,2.638030326,326081,234,6.622205071,111,59895883,1.975071,119.08,207,237.7,113,57471.85004
234.455,234.6037483,237.2,3.087697362,328242,235,7.724836568,111,60152509,1.9899784,119.13,241,237.7,112,57717.51887
233.755,234.7697502,237,10.27617025,330404,236,25.6901849,111,60408361,1.9928172,120.88,373,237.7,113,57964.61652
234.93,234.7192148,237.2,2.172717193,332569,237,5.456775605,111,60664848,1.9926734,117.94,278,237.7,112,58208.06872
234.71,234.6011596,236.9,2.033494529,334725,238,5.091993716,111,60920897,1.986047,118.54,242,237.7,113,58455.68742
234.3,234.7433735,237.2,2.883331407,336883,239,7.210346732,111,61176364,1.9896686,119.47,256,237.7,112,58703.8755
235.114,234.8154949,237,1.196162196,339045,240,3.033990771,111,61431897,1.9919202,117.43,199,237.7,113,58950.76226
234.271,234.799677,237.3,3.851734544,341212,241,9.639688792,111,61688097,1.9962788,119.58,214,237.7,112,59197.1045
235.175,234.8764299,237.2,1.141172643,343380,242,2.898465111,111,61943988,2.0008256,117.33,293,237.7,112,59444.1141
235.121,234.8606995,237.2,1.215918994,345553,243,3.089902911,111,62200525,2.0027592,117.45,296,237.7,112,59690.88381
